ch,keV,net,fit,model,continuum_raw,Tl-208,Ac-228,Ra-224,Pb-212,Th-228,Bi-212,Rn-220
29,-3.938,0.000,-6988.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30,-3.549,0.000,-7090.457,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31,-3.160,0.000,-7251.790,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
32,-2.771,0.000,-7359.331,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33,-2.382,0.000,-7434.886,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
34,-1.994,0.000,-7562.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
35,-1.605,0.000,-7699.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
36,-1.217,0.000,-7779.549,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
37,-0.828,0.000,-7907.159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38,-0.439,0.000,-8026.727,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39,-0.051,0.000,-8194.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40,0.337,0.000,-8301.912,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41,0.726,0.000,-8431.751,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42,1.114,0.000,-8522.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,1.502,0.000,-8711.252,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44,1.891,0.000,-8792.646,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45,2.279,0.000,-8931.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46,2.667,0.000,-8988.971,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
47,3.055,0.000,-9188.787,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48,3.443,0.000,-9263.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
49,3.831,0.000,-9375.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
50,4.219,0.000,-9556.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
51,4.607,0.000,-9623.674,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
52,4.995,0.000,-9768.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
53,5.383,0.000,-9897.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
54,5.771,0.000,-9783.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
55,6.159,0.000,-9381.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
56,6.546,0.000,-8840.309,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
57,6.934,0.000,-7982.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
58,7.322,0.000,-7051.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
59,7.709,0.000,-6128.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
60,8.097,0.000,-5303.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61,8.484,0.000,-4212.655,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
62,8.872,0.000,-3945.914,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63,9.259,0.000,-3331.816,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
64,9.647,0.000,-2788.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65,10.034,0.000,-2723.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66,10.421,0.000,-2510.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
67,10.809,0.000,-2411.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
68,11.196,0.000,-2454.621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
69,11.583,0.000,-2501.915,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
70,11.970,0.000,-2287.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
71,12.357,0.000,-2422.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
72,12.744,0.000,-2487.695,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000
73,13.131,0.000,-2324.642,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000
74,13.518,0.000,-2295.609,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000
75,13.905,0.000,-2427.930,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000
76,14.292,0.000,-2181.224,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.000
77,14.679,0.000,-2401.817,0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.090,0.000
78,15.066,0.000,-2347.918,0.211,0.000,0.000,0.000,0.000,0.000,0.000,0.211,0.000
79,15.453,0.000,-1907.805,0.466,0.000,0.000,0.000,0.000,0.000,0.000,0.466,0.000
80,15.839,0.000,-2159.190,0.974,0.000,0.000,0.000,0.000,0.000,0.000,0.974,0.000
81,16.226,0.000,-2056.899,1.925,0.000,0.000,0.000,0.000,0.000,0.000,1.925,0.000
82,16.613,0.000,-2223.193,3.605,0.000,0.000,0.000,0.000,0.000,0.000,3.605,0.000
83,16.999,0.000,-2058.834,6.395,0.000,0.000,0.000,0.000,0.000,0.000,6.395,0.000
84,17.386,0.000,-2085.201,10.761,0.000,0.000,0.000,0.000,0.000,0.000,10.761,0.000
85,17.772,0.000,-2172.321,17.194,0.000,0.000,0.000,0.000,0.000,0.000,17.194,0.000
86,18.159,0.000,-1922.923,26.121,0.000,0.000,0.000,0.000,0.000,0.000,26.121,0.000
87,18.545,0.000,-1798.196,37.795,0.000,0.000,0.000,0.000,0.000,0.000,37.795,0.000
88,18.931,0.000,-1798.212,52.199,0.000,0.000,0.000,0.000,0.000,0.000,52.199,0.000
89,19.318,0.000,-1885.015,68.987,0.000,0.000,0.000,0.000,0.000,0.000,68.987,0.000
90,19.704,0.000,-1909.384,87.511,0.000,0.000,0.000,0.000,0.000,0.000,87.511,0.000
91,20.090,0.000,-1824.263,106.908,0.000,0.000,0.000,0.000,0.000,0.000,106.908,0.000
92,20.477,0.000,-1953.322,126.248,0.000,0.000,0.000,0.000,0.000,0.000,126.248,0.000
93,20.863,0.000,-1932.204,144.659,0.000,0.000,0.000,0.000,0.000,0.000,144.659,0.000
94,21.249,0.000,-1644.467,161.422,0.000,0.000,0.000,0.000,0.000,0.000,161.422,0.000
95,21.635,0.000,-1552.693,176.006,0.000,0.000,0.000,0.000,0.000,0.000,176.006,0.000
96,22.021,0.000,-1501.456,188.051,0.000,0.000,0.000,0.000,0.000,0.000,188.051,0.000
97,22.407,0.000,-1753.683,197.350,0.000,0.000,0.000,0.000,0.000,0.000,197.350,0.000
98,22.793,0.000,-1416.211,203.834,0.000,0.000,0.000,0.000,0.000,0.000,203.834,0.000
99,23.179,0.000,-1227.449,207.576,0.000,0.000,0.000,0.000,0.000,0.000,207.576,0.000
100,23.565,0.000,-1316.770,208.799,0.000,0.000,0.000,0.000,0.000,0.000,208.799,0.000
101,23.951,0.000,-1261.371,207.860,0.000,0.000,0.000,0.000,0.000,0.000,207.860,0.000
102,24.336,0.000,-1091.989,205.215,0.000,0.000,0.000,0.000,0.000,0.000,205.215,0.000
103,24.722,0.000,-1319.570,201.368,0.000,0.000,0.000,0.000,0.000,0.000,201.368,0.000
104,25.108,0.000,-1158.756,196.823,0.000,0.000,0.000,0.000,0.000,0.000,196.823,0.000
105,25.494,0.000,-1080.561,192.049,0.000,0.000,0.000,0.000,0.000,0.000,192.049,0.000
106,25.879,0.000,-1312.719,187.462,0.000,0.000,0.001,0.000,0.000,0.000,187.461,0.000
107,26.265,0.000,-1113.398,183.419,0.000,0.000,0.003,0.000,0.000,0.000,183.417,0.000
108,26.650,0.000,-1041.805,180.212,0.000,0.000,0.006,0.000,0.000,0.000,180.206,0.000
109,27.036,0.000,-1017.438,178.059,0.000,0.000,0.014,0.000,0.000,0.000,178.046,0.000
110,27.421,0.000,-1008.363,177.095,0.000,0.000,0.029,0.000,0.000,0.000,177.066,0.000
111,27.807,0.000,-991.555,177.367,0.000,0.000,0.062,0.000,0.000,0.000,177.305,0.000
112,28.192,0.000,-1049.298,178.830,0.000,0.000,0.127,0.000,0.000,0.000,178.703,0.000
113,28.578,0.000,-939.075,181.358,0.000,0.000,0.253,0.000,0.000,0.000,181.105,0.000
114,28.963,0.000,-1145.481,184.759,0.000,0.000,0.488,0.000,0.000,0.000,184.271,0.000
115,29.348,0.000,-906.309,188.801,0.000,0.000,0.916,0.000,0.000,0.000,187.886,0.000
116,29.733,0.000,-829.526,193.256,0.000,0.000,1.667,0.000,0.000,0.000,191.589,0.000
117,30.119,0.000,-816.603,197.948,0.000,0.000,2.946,0.000,0.000,0.000,195.002,0.000
118,30.504,0.000,-476.254,202.823,0.000,0.000,5.059,0.000,0.000,0.000,197.763,0.000
119,30.889,0.000,-294.216,208.004,0.000,0.000,8.439,0.000,0.000,0.000,199.565,0.000
120,31.274,0.000,-275.857,213.861,0.000,0.000,13.676,0.000,0.000,0.000,200.185,0.000
121,31.659,3.034,3.034,221.041,0.000,0.000,21.539,0.000,0.000,0.000,199.503,0.000
122,32.044,67.807,67.807,230.481,0.000,0.000,32.971,0.000,0.000,0.000,197.510,0.000
123,32.429,216.696,216.696,243.372,0.000,0.000,49.071,0.000,0.000,0.000,194.301,0.000
124,32.814,301.674,301.674,261.080,0.000,0.000,71.028,0.000,0.000,0.000,190.052,0.000
125,33.199,848.303,848.303,285.018,0.000,0.000,100.020,0.000,0.000,0.000,184.998,0.000
126,33.584,893.053,893.053,316.483,0.000,0.000,137.085,0.000,0.000,0.000,179.398,0.000
127,33.968,1267.492,1267.492,568.212,211.744,57.720,248.748,38.855,22.871,13.124,180.537,6.357
128,34.353,1352.872,1352.872,828.971,423.487,115.443,369.480,77.712,45.743,26.249,181.629,12.714
129,34.738,1740.499,1740.499,1098.639,635.231,173.170,498.953,116.571,68.617,39.375,182.880,19.072
130,35.122,1706.873,1706.873,1376.374,846.974,230.902,636.165,155.434,91.492,52.502,184.449,25.430
131,35.507,1934.788,1934.788,1660.621,1058.718,288.639,779.449,194.301,114.370,65.631,186.442,31.789
132,35.892,2416.148,2416.148,1949.203,1270.462,346.383,926.573,233.172,137.251,78.760,188.916,38.149
133,36.276,2534.454,2534.454,2239.515,1482.205,404.135,1074.924,272.048,160.134,91.892,191.874,44.509
134,36.661,3005.093,3005.093,2528.770,1693.949,461.896,1221.753,310.930,183.021,105.026,195.274,50.870
135,37.045,3264.332,3264.332,2814.278,1905.692,519.667,1364.453,349.819,205.912,118.161,199.033,57.233
136,37.430,3502.437,3502.437,3093.704,2117.436,577.448,1500.801,388.715,228.807,131.300,203.036,63.597
137,37.814,3619.769,3619.769,3365.268,2329.180,635.242,1629.156,427.619,251.707,144.441,207.141,69.962
138,38.198,3743.749,3743.749,3627.850,2540.923,693.048,1748.555,466.531,274.612,157.584,211.192,76.328
139,38.583,3821.573,3821.573,3881.015,2752.667,750.867,1858.725,505.452,297.521,170.731,215.024,82.695
140,38.967,3818.557,3818.557,4124.942,2964.410,808.700,1960.005,544.380,320.436,183.880,218.477,89.064
141,39.351,4057.047,4057.047,4360.298,3176.154,866.548,2053.204,583.317,343.355,197.032,221.407,95.435
142,39.736,3952.096,3952.096,4588.081,3387.898,924.414,2139.437,622.262,366.279,210.187,223.696,101.806
143,40.120,3799.846,3799.846,4809.472,3599.641,982.301,2219.959,661.216,389.209,223.344,225.264,108.179
144,40.504,3551.352,3551.352,5025.701,3811.385,1040.216,2296.026,700.176,412.143,236.504,226.081,114.554
145,40.888,3630.415,3630.415,5237.959,4023.128,1098.170,2368.794,739.145,435.083,249.667,226.171,120.929
146,41.272,3310.747,3310.747,5447.345,4234.872,1156.179,2439.260,778.121,458.029,262.832,225.618,127.306
147,41.656,3142.010,3142.010,5654.843,4446.616,1214.270,2508.245,817.104,480.981,276.000,224.559,133.684
148,42.040,2946.720,2946.720,5861.329,4658.359,1272.484,2576.394,856.094,503.943,289.170,223.180,140.063
149,42.424,3332.288,3332.288,6067.579,4870.103,1330.882,2644.202,895.091,526.918,302.342,221.701,146.443
150,42.808,2795.902,2795.902,6274.295,5081.846,1389.548,2712.043,934.096,549.909,315.517,220.358,152.824
151,43.192,2942.995,2942.995,6482.123,5293.590,1448.605,2780.196,973.107,572.926,328.694,219.387,159.207
152,43.575,3026.753,3026.753,6691.671,5505.334,1508.217,2848.877,1012.125,595.982,341.874,219.006,165.590
153,43.959,3083.368,3083.368,6903.531,5717.077,1568.602,2918.253,1051.152,619.093,355.055,219.400,171.975
154,44.343,3140.461,3140.461,7118.291,5928.821,1630.041,2988.459,1090.187,642.288,368.239,220.715,178.361
155,44.727,3318.973,3318.973,7336.555,6140.564,1692.885,3059.607,1129.231,665.604,381.426,223.053,184.748
156,45.110,3728.918,3728.918,7558.956,6352.308,1757.554,3131.794,1168.287,689.094,394.616,226.475,191.137
157,45.494,3680.176,3680.176,7786.167,6564.052,1824.542,3205.101,1207.357,712.828,407.808,231.005,197.526
158,45.878,3947.133,3947.133,8018.895,6775.795,1894.396,3279.590,1246.445,736.898,421.003,236.644,203.918
159,46.261,4450.820,4450.820,8257.877,6987.539,1967.703,3355.305,1285.559,761.423,434.202,243.375,210.310
160,46.645,4490.548,4490.548,8503.850,7199.282,2045.057,3432.258,1324.709,786.550,447.404,251.168,216.705
161,47.028,5143.988,5143.988,8757.510,7411.026,2127.016,3510.425,1363.908,812.455,460.610,259.994,223.101
162,47.412,5496.743,5496.743,9019.456,7622.770,2214.060,3589.736,1403.180,839.344,473.821,269.815,229.500
163,47.795,5880.886,5880.886,9290.129,7834.513,2306.533,3670.066,1442.553,867.448,487.038,280.591,235.900
164,48.178,6192.559,6192.559,9569.744,8046.257,2404.595,3751.227,1482.071,897.016,500.261,292.270,242.303
165,48.562,6437.436,6437.436,9858.237,8258.000,2508.177,3832.971,1521.792,928.305,513.493,304.790,248.709
166,48.945,7298.560,7298.560,10155.218,8469.744,2616.954,3914.987,1561.793,961.567,526.735,318.064,255.118
167,49.328,7741.641,7741.641,10459.953,8681.488,2730.329,3996.918,1602.174,997.026,539.990,331.985,261.531
168,49.711,7851.541,7851.541,10771.378,8893.231,2847.447,4078.371,1643.065,1034.865,553.264,346.421,267.947
169,50.094,8457.990,8457.990,11088.141,9104.975,2967.228,4158.941,1684.623,1075.199,566.562,361.220,274.366
170,50.478,8715.738,8715.738,11408.669,9316.719,3088.428,4238.238,1727.041,1118.064,579.895,376.212,280.790
171,50.861,9332.608,9332.608,11731.269,9528.462,3209.707,4315.910,1770.544,1163.397,593.275,391.217,287.219
172,51.244,9926.805,9926.805,12054.233,9740.206,3329.719,4391.668,1815.387,1211.028,606.722,406.057,293.652
173,51.627,10303.127,10303.127,12375.945,9951.949,3447.192,4465.305,1861.847,1260.682,620.263,420.567,300.090
174,52.010,10743.895,10743.895,12694.982,10163.693,3561.010,4536.710,1910.216,1311.983,633.933,434.597,306.533
175,52.393,11299.714,11299.714,13010.190,10375.437,3670.273,4605.866,1960.784,1364.474,647.782,448.030,312.981
176,52.776,11436.225,11436.225,13320.733,10587.180,3774.334,4672.852,2013.820,1417.637,661.875,460.781,319.434
177,53.159,11932.590,11932.590,13626.110,10798.924,3872.823,4737.821,2069.553,1470.927,676.295,472.798,325.892
178,53.541,12568.731,12568.731,13926.140,11010.667,3965.634,4800.986,2128.145,1523.802,691.149,484.069,332.355
179,53.924,12740.275,12740.275,14220.929,11222.411,4052.903,4862.596,2189.671,1575.758,706.568,494.609,338.824
180,54.307,12955.323,12955.323,14510.808,11434.155,4134.966,4922.913,2254.096,1626.362,722.710,504.464,345.297
181,54.690,13469.191,13469.191,14796.281,11645.898,4212.307,4982.197,2321.267,1675.274,739.761,513.699,351.776
182,55.072,13892.829,13892.829,15077.959,11857.642,4285.513,5040.683,2390.896,1722.276,757.937,522.393,358.261
183,55.455,14537.975,14537.975,15356.512,12069.385,4355.224,5098.583,2462.574,1767.273,777.476,530.632,364.750
184,55.838,14705.541,14705.541,15632.640,12281.129,4422.094,5156.074,2535.774,1810.312,798.634,538.506,371.244
185,56.220,14612.969,14612.969,15907.055,12492.873,4486.764,5213.309,2609.884,1851.572,821.680,546.102,377.744
186,56.603,15237.036,15237.036,16180.485,12704.616,4549.844,5270.417,2684.232,1891.365,846.879,553.501,384.249
187,56.985,15844.496,15844.496,16453.686,12916.360,4611.903,5327.514,2758.128,1930.126,874.481,560.776,390.760
188,57.368,15949.013,15949.013,16727.470,13128.103,4673.470,5384.709,2830.905,1968.410,904.706,567.994,397.275
189,57.750,16648.771,16648.771,17002.730,13339.847,4735.040,5442.112,2901.962,2006.880,937.726,575.212,403.797
190,58.132,16327.654,16327.654,17258.729,13529.856,4791.137,5493.147,2966.779,2043.948,972.291,581.762,409.666
191,58.515,17093.359,17093.359,17518.324,13719.865,4848.142,5544.619,3028.994,2082.838,1009.788,588.402,415.540
192,58.897,17809.720,17809.720,17782.767,13909.875,4906.479,5596.649,3088.374,2124.518,1050.161,595.166,421.421
193,59.279,18337.189,18337.189,18053.434,14099.884,4966.554,5649.351,3144.835,2170.047,1093.258,602.082,427.307
194,59.662,18401.833,18401.833,18331.803,14289.893,5028.755,5702.832,3198.433,2220.581,1138.834,609.169,433.200
195,60.044,19061.670,19061.670,18619.423,14479.902,5093.437,5757.185,3249.347,2277.353,1186.560,616.442,439.099
196,60.426,19463.773,19463.773,18917.871,14669.912,5160.918,5812.483,3297.858,2341.666,1236.034,623.906,445.006
197,60.808,20064.542,20064.542,19228.696,14859.921,5231.454,5868.778,3344.317,2414.866,1286.801,631.560,450.920
198,61.190,20286.434,20286.434,19553.358,15049.930,5305.223,5926.094,3389.116,2498.310,1338.380,639.393,456.842
199,61.572,21173.784,21173.784,19893.162,15239.939,5382.305,5984.431,3432.657,2593.322,1390.289,647.386,462.773
200,61.954,21587.872,21587.872,20249.190,15429.949,5462.656,6043.768,3475.330,2701.139,1442.074,655.510,468.715
201,62.336,22886.481,22886.481,20622.232,15619.958,5546.096,6104.060,3517.494,2822.850,1493.339,663.728,474.666
202,62.718,23549.834,23549.834,21012.727,15809.967,5632.291,6165.248,3559.464,2959.329,1543.771,671.994,480.629
203,63.100,24534.242,24534.242,21420.706,15999.976,5720.749,6227.263,3601.509,3111.162,1593.163,680.257,486.605
204,63.482,25568.764,25568.764,21845.759,16189.985,5810.820,6290.026,3643.849,3278.582,1641.432,688.457,492.593
205,63.864,26729.606,26729.606,22287.016,16379.995,5901.711,6353.456,3686.669,3461.413,1688.635,696.535,498.597
206,64.246,28017.618,28017.618,22743.150,16570.004,5992.504,6417.475,3730.122,3659.022,1734.982,704.430,504.615
207,64.627,29195.839,29195.839,23212.421,16760.013,6082.192,6482.004,3774.345,3870.294,1780.847,712.088,510.650
208,65.009,30622.620,30622.620,23692.731,16950.022,6169.720,6546.972,3819.477,4093.620,1826.784,719.457,516.702
209,65.391,32738.031,32738.031,24181.732,17140.032,6254.032,6612.311,3865.666,4326.916,1873.537,726.498,522.772
210,65.773,35145.037,35145.037,24676.940,17330.041,6334.127,6677.957,3913.090,4567.656,1922.064,733.186,528.861
211,66.154,36916.970,36916.970,25175.886,17520.050,6409.107,6743.854,3961.963,4812.926,1973.560,739.506,534.970
212,66.536,38699.918,38699.918,25676.272,17710.059,6478.236,6809.948,4012.546,5059.494,2029.486,745.463,541.099
213,66.917,41564.103,41564.103,26176.138,17900.069,6540.975,6876.193,4065.155,5303.886,2091.606,751.074,547.249
214,67.299,43222.774,43222.774,26674.017,18090.078,6597.020,6942.546,4120.167,5542.471,2162.020,756.374,553.420
215,67.680,45884.496,45884.496,27169.073,18280.087,6646.324,7008.971,4178.013,5771.545,2243.201,761.405,559.613
216,68.062,48542.131,48542.131,27661.218,18470.096,6689.099,7075.442,4239.186,5987.418,2338.020,766.225,565.828
217,68.443,50527.487,50527.487,28151.186,18660.106,6725.812,7141.943,4304.225,6186.486,2449.761,770.893,572.066
218,68.825,53517.374,53517.374,28640.573,18850.115,6757.160,7208.471,4373.712,6365.316,2582.113,775.475,578.326
219,69.206,56170.621,56170.621,29131.822,19040.124,6784.034,7275.044,4448.249,6520.718,2739.134,780.033,584.610
220,69.587,59343.495,59343.495,29628.172,19230.133,6807.474,7341.698,4528.445,6649.825,2925.183,784.628,590.917
221,69.969,61714.845,61714.845,30133.544,19420.142,6828.622,7408.495,4614.885,6750.177,3144.801,789.314,597.250
222,70.350,63870.489,63870.489,30652.391,19610.152,6848.659,7475.526,4708.103,6819.804,3402.555,794.135,603.608
223,70.731,65723.793,65723.793,31189.494,19800.161,6868.761,7542.913,4808.550,6857.324,3702.825,799.129,609.993
224,71.112,67885.713,67885.713,31749.715,19990.170,6890.040,7610.813,4916.555,6862.031,4049.550,804.321,616.406
225,71.493,69535.535,69535.535,32337.711,20180.179,6913.512,7679.421,5032.288,6833.984,4445.929,809.728,622.849
226,71.874,70918.603,70918.603,32957.615,20370.189,6940.054,7748.973,5155.730,6774.076,4894.100,815.358,629.325
227,72.255,71915.240,71915.240,33612.699,20560.198,6970.388,7819.744,5286.635,6684.084,5394.801,821.212,635.835
228,72.636,72296.728,72296.728,34305.026,20750.207,7005.068,7892.059,5424.510,6566.685,5947.041,827.282,642.382
229,73.017,72998.910,72998.910,35035.123,20940.216,7044.471,7966.284,5568.598,6425.426,6547.815,833.560,648.969
230,73.398,72851.936,72851.936,35801.679,21130.226,7088.813,8042.833,5717.880,6264.656,7191.870,840.028,655.600
231,73.779,71717.981,71717.981,36601.321,21320.235,7138.153,8122.171,5871.080,6089.401,7871.568,846.671,662.276
232,74.160,70864.655,70864.655,37428.467,21510.244,7192.421,8204.805,6026.703,5905.202,8576.865,853.469,669.002
233,74.541,69192.827,69192.827,38275.307,21700.253,7251.433,8291.291,6183.070,5717.911,9295.421,860.402,675.780
234,74.922,68047.090,68047.090,39131.912,21890.263,7314.920,8382.226,6338.384,5533.465,10012.860,867.446,682.613
235,75.303,65896.223,65896.223,39986.492,22080.272,7382.550,8478.241,6490.795,5357.645,10713.177,874.580,689.503
236,75.683,63298.488,63298.488,40825.800,22270.281,7453.954,8579.999,6638.489,5195.841,11379.288,881.777,696.453
237,76.064,60988.642,60988.642,41635.676,22460.290,7528.743,8688.175,6779.765,5052.832,11993.688,889.010,703.463
238,76.445,58676.674,58676.674,42401.693,22650.299,7606.530,8803.447,6913.122,4932.601,12539.206,896.251,710.535
239,76.826,55737.398,55737.398,43109.870,22840.309,7686.941,8926.476,7037.339,4838.188,12999.791,903.466,717.670
240,77.206,53762.097,53762.097,43747.415,23030.318,7769.625,9057.883,7151.535,4771.592,13361.292,910.620,724.868
241,77.587,51275.822,51275.822,44303.427,23220.327,7854.264,9198.226,7255.221,4733.727,13612.184,917.677,732.128
242,77.967,49116.887,49116.887,44769.512,23410.336,7940.572,9347.968,7348.327,4724.428,13744.172,924.595,739.450
243,78.348,46587.860,46587.860,45140.266,23600.346,8028.297,9507.454,7431.202,4742.499,13752.644,931.335,746.835
244,78.728,44970.443,44970.443,45413.576,23790.355,8117.213,9676.875,7504.596,4785.810,13636.943,937.857,754.283
245,79.109,43696.397,43696.397,45590.720,23980.364,8207.118,9856.242,7569.611,4851.422,13400.409,944.122,761.796
246,79.489,42097.104,42097.104,45676.260,24170.373,8297.822,10045.359,7627.641,4935.739,13050.227,950.096,769.377
247,79.869,40971.311,40971.311,45677.726,24360.383,8389.138,10243.799,7680.284,5034.673,12597.053,955.749,777.030
248,80.250,40629.829,40629.829,45605.126,24550.392,8480.872,10450.890,7729.251,5143.818,12054.472,961.062,784.762
249,80.630,40270.362,40270.362,45470.317,24740.401,8572.813,10665.698,7776.260,5258.628,11438.314,966.022,792.581
250,81.010,39657.283,39657.283,45286.289,24930.410,8664.725,10887.030,7822.947,5374.582,10765.875,970.631,800.500
251,81.391,39955.708,39955.708,45066.417,25120.420,8756.337,11113.437,7870.764,5487.339,10055.106,974.902,808.533
