ch,keV,net,fit,model,continuum_raw,Tl-208,Ac-228,Ra-224,Pb-212,Th-228,Bi-212,Rn-220
2008,731.446,2622.552,2622.552,2451.676,1027.765,625.114,1050.875,0.000,0.000,0.000,775.687,0.000
2009,731.821,2661.411,2661.411,2455.663,1027.727,625.539,1050.280,0.000,0.000,0.000,779.844,0.000
2010,732.196,2702.371,2702.371,2459.513,1027.690,625.973,1049.721,0.000,0.000,0.000,783.819,0.000
2011,732.571,2649.617,2649.617,2463.223,1027.653,626.418,1049.198,0.000,0.000,0.000,787.607,0.000
2012,732.946,2635.346,2635.346,2466.789,1027.615,626.873,1048.711,0.000,0.000,0.000,791.205,0.000
2013,733.322,2604.294,2604.294,2470.207,1027.578,627.338,1048.258,0.000,0.000,0.000,794.611,0.000
2014,733.697,2623.970,2623.970,2473.475,1027.541,627.813,1047.841,0.000,0.000,0.000,797.820,0.000
2015,734.072,2523.881,2523.881,2476.588,1027.503,628.299,1047.459,0.000,0.000,0.000,800.829,0.000
2016,734.448,2473.751,2473.751,2479.544,1027.466,628.796,1047.111,0.000,0.000,0.000,803.637,0.000
2017,734.823,2629.155,2629.155,2482.339,1027.429,629.302,1046.797,0.000,0.000,0.000,806.240,0.000
2018,735.198,2625.683,2625.683,2484.972,1027.391,629.819,1046.518,0.000,0.000,0.000,808.635,0.000
2019,735.574,2567.799,2567.799,2487.440,1027.354,630.347,1046.272,0.000,0.000,0.000,810.821,0.000
2020,735.949,2470.445,2470.445,2489.739,1027.316,630.885,1046.060,0.000,0.000,0.000,812.795,0.000
2021,736.324,2471.520,2471.520,2491.870,1027.279,631.433,1045.882,0.000,0.000,0.000,814.555,0.000
2022,736.700,2594.855,2594.855,2493.828,1027.242,631.991,1045.736,0.000,0.000,0.000,816.100,0.000
2023,737.075,2544.236,2544.236,2495.613,1027.204,632.560,1045.624,0.000,0.000,0.000,817.429,0.000
2024,737.451,2482.352,2482.352,2497.224,1027.167,633.140,1045.545,0.000,0.000,0.000,818.539,0.000
2025,737.826,2447.530,2447.530,2498.658,1027.130,633.729,1045.498,0.000,0.000,0.000,819.430,0.000
2026,738.202,2493.994,2493.994,2499.915,1027.092,634.329,1045.484,0.000,0.000,0.000,820.101,0.000
2027,738.577,2401.828,2401.828,2500.993,1027.055,634.940,1045.502,0.000,0.000,0.000,820.552,0.000
2028,738.953,2447.842,2447.842,2501.893,1027.018,635.560,1045.553,0.000,0.000,0.000,820.781,0.000
2029,739.328,2442.056,2442.056,2502.614,1026.980,636.190,1045.635,0.000,0.000,0.000,820.788,0.000
2030,739.704,2548.496,2548.496,2503.156,1026.943,636.831,1045.750,0.000,0.000,0.000,820.574,0.000
2031,740.079,2484.365,2484.365,2503.517,1026.905,637.481,1045.897,0.000,0.000,0.000,820.139,0.000
2032,740.455,2358.344,2358.344,2503.700,1026.868,638.142,1046.075,0.000,0.000,0.000,819.483,0.000
2033,740.830,2481.071,2481.071,2503.704,1026.831,638.812,1046.285,0.000,0.000,0.000,818.606,0.000
2034,741.206,2385.480,2385.480,2503.529,1026.793,639.492,1046.527,0.000,0.000,0.000,817.510,0.000
2035,741.582,2441.311,2441.311,2503.177,1026.756,640.181,1046.800,0.000,0.000,0.000,816.195,0.000
2036,741.957,2385.392,2385.392,2502.648,1026.719,640.880,1047.105,0.000,0.000,0.000,814.663,0.000
2037,742.333,2351.416,2351.416,2501.945,1026.681,641.588,1047.441,0.000,0.000,0.000,812.915,0.000
2038,742.709,2248.786,2248.786,2501.067,1026.644,642.306,1047.808,0.000,0.000,0.000,810.953,0.000
2039,743.085,2298.935,2298.935,2500.017,1026.607,643.032,1048.207,0.000,0.000,0.000,808.779,0.000
2040,743.460,2341.140,2341.140,2498.797,1026.569,643.767,1048.636,0.000,0.000,0.000,806.394,0.000
2041,743.836,2327.776,2327.776,2497.409,1026.532,644.511,1049.097,0.000,0.000,0.000,803.800,0.000
2042,744.212,2283.210,2283.210,2495.854,1026.495,645.264,1049.589,0.000,0.000,0.000,801.001,0.000
2043,744.588,2297.153,2297.153,2494.136,1026.457,646.025,1050.111,0.000,0.000,0.000,797.999,0.000
2044,744.964,2351.116,2351.116,2492.256,1026.420,646.794,1050.665,0.000,0.000,0.000,794.797,0.000
2045,745.339,2335.554,2335.554,2490.218,1026.382,647.571,1051.250,0.000,0.000,0.000,791.398,0.000
2046,745.715,2290.836,2290.836,2488.025,1026.345,648.356,1051.865,0.000,0.000,0.000,787.804,0.000
2047,746.091,2306.135,2306.135,2485.679,1026.308,649.148,1052.512,0.000,0.000,0.000,784.019,0.000
2048,746.467,2284.527,2284.527,2483.184,1026.270,649.948,1053.189,0.000,0.000,0.000,780.047,0.000
2049,746.843,2206.873,2206.873,2480.544,1026.233,650.754,1053.897,0.000,0.000,0.000,775.892,0.000
2050,747.219,2250.610,2250.610,2477.761,1026.196,651.568,1054.636,0.000,0.000,0.000,771.557,0.000
2051,747.595,2301.706,2301.706,2474.839,1026.158,652.388,1055.405,0.000,0.000,0.000,767.046,0.000
2052,747.971,2205.490,2205.490,2471.783,1026.121,653.214,1056.205,0.000,0.000,0.000,762.363,0.000
2053,748.347,2204.678,2204.678,2468.596,1026.084,654.047,1057.036,0.000,0.000,0.000,757.513,0.000
2054,748.723,2266.504,2266.504,2465.282,1026.046,654.885,1057.897,0.000,0.000,0.000,752.500,0.000
2055,749.099,2314.695,2314.695,2461.846,1026.009,655.728,1058.789,0.000,0.000,0.000,747.329,0.000
2056,749.475,2348.725,2348.725,2458.292,1025.971,656.577,1059.712,0.000,0.000,0.000,742.004,0.000
2057,749.851,2309.947,2309.947,2454.624,1025.934,657.430,1060.664,0.000,0.000,0.000,736.529,0.000
2058,750.227,2251.345,2251.345,2450.847,1025.897,658.288,1061.648,0.000,0.000,0.000,730.911,0.000
2059,750.603,2196.666,2196.666,2446.965,1025.859,659.150,1062.661,0.000,0.000,0.000,725.154,0.000
2060,750.980,2241.317,2241.317,2442.983,1025.822,660.016,1063.705,0.000,0.000,0.000,719.262,0.000
2061,751.356,2272.940,2272.940,2438.905,1025.785,660.885,1064.779,0.000,0.000,0.000,713.242,0.000
2062,751.732,2273.804,2273.804,2434.737,1025.747,661.757,1065.883,0.000,0.000,0.000,707.098,0.000
2063,752.108,2165.366,2165.366,2430.484,1025.710,662.632,1067.016,0.000,0.000,0.000,700.835,0.000
2064,752.484,2179.461,2179.461,2426.150,1025.673,663.509,1068.180,0.000,0.000,0.000,694.460,0.000
2065,752.861,2100.655,2100.655,2421.740,1025.635,664.389,1069.374,0.000,0.000,0.000,687.977,0.000
2066,753.237,2228.311,2228.311,2417.259,1025.598,665.270,1070.597,0.000,0.000,0.000,681.393,0.000
2067,753.613,2238.173,2238.173,2412.713,1025.560,666.152,1071.850,0.000,0.000,0.000,674.711,0.000
2068,753.989,2237.642,2237.642,2408.105,1025.523,667.034,1073.132,0.000,0.000,0.000,667.939,0.000
2069,754.366,2179.207,2179.207,2403.442,1025.486,667.918,1074.443,0.000,0.000,0.000,661.082,0.000
2070,754.742,2140.951,2140.951,2398.728,1025.448,668.801,1075.783,0.000,0.000,0.000,654.145,0.000
2071,755.118,2180.722,2180.722,2393.969,1025.411,669.683,1077.152,0.000,0.000,0.000,647.133,0.000
2072,755.495,2153.016,2153.016,2389.169,1025.374,670.565,1078.550,0.000,0.000,0.000,640.054,0.000
2073,755.871,2081.184,2081.184,2384.333,1025.336,671.445,1079.976,0.000,0.000,0.000,632.911,0.000
2074,756.248,2217.075,2217.075,2379.466,1025.299,672.324,1081.431,0.000,0.000,0.000,625.712,0.000
2075,756.624,2202.464,2202.464,2374.574,1025.262,673.200,1082.913,0.000,0.000,0.000,618.461,0.000
2076,757.000,2114.843,2114.843,2369.661,1025.224,674.074,1084.423,0.000,0.000,0.000,611.164,0.000
2077,757.377,2204.123,2204.123,2364.732,1025.187,674.944,1085.961,0.000,0.000,0.000,603.827,0.000
2078,757.753,2136.747,2136.747,2359.792,1025.149,675.811,1087.526,0.000,0.000,0.000,596.454,0.000
2079,758.130,2151.783,2151.783,2354.845,1025.112,676.674,1089.118,0.000,0.000,0.000,589.053,0.000
2080,758.507,2203.404,2203.404,2349.896,1025.075,677.532,1090.736,0.000,0.000,0.000,581.627,0.000
2081,758.883,2194.500,2194.500,2344.950,1025.037,678.386,1092.381,0.000,0.000,0.000,574.183,0.000
2082,759.260,2148.337,2148.337,2340.012,1025.000,679.234,1094.052,0.000,0.000,0.000,566.726,0.000
2083,759.636,2174.979,2174.979,2335.085,1024.963,680.076,1095.748,0.000,0.000,0.000,559.261,0.000
2084,760.013,2134.896,2134.896,2330.174,1024.925,680.912,1097.469,0.000,0.000,0.000,551.793,0.000
2085,760.389,2160.253,2160.253,2325.283,1024.888,681.741,1099.215,0.000,0.000,0.000,544.327,0.000
2086,760.766,2091.075,2091.075,2320.417,1024.851,682.562,1100.986,0.000,0.000,0.000,536.869,0.000
2087,761.143,2087.880,2087.880,2315.579,1024.813,683.376,1102.780,0.000,0.000,0.000,529.422,0.000
2088,761.520,2301.149,2301.149,2310.773,1024.776,684.182,1104.598,0.000,0.000,0.000,521.993,0.000
2089,761.896,2188.946,2188.946,2306.004,1024.739,684.979,1106.439,0.000,0.000,0.000,514.586,0.000
2090,762.273,2095.386,2095.386,2301.274,1024.701,685.767,1108.302,0.000,0.000,0.000,507.205,0.000
2091,762.650,2219.001,2219.001,2296.588,1024.664,686.545,1110.188,0.000,0.000,0.000,499.855,0.000
2092,763.026,2194.429,2194.429,2291.948,1024.626,687.313,1112.094,0.000,0.000,0.000,492.540,0.000
2093,763.403,2216.906,2216.906,2287.359,1024.589,688.071,1114.022,0.000,0.000,0.000,485.265,0.000
2094,763.780,2007.679,2007.679,2282.822,1024.552,688.818,1115.970,0.000,0.000,0.000,478.034,0.000
2095,764.157,2200.683,2200.683,2278.342,1024.514,689.554,1117.938,0.000,0.000,0.000,470.851,0.000
2096,764.534,2171.568,2171.568,2273.921,1024.477,690.278,1119.924,0.000,0.000,0.000,463.719,0.000
2097,764.911,2248.763,2248.763,2269.562,1024.440,690.989,1121.930,0.000,0.000,0.000,456.643,0.000
2098,765.288,2025.031,2025.031,2265.267,1024.402,691.689,1123.953,0.000,0.000,0.000,449.626,0.000
2099,765.664,2075.141,2075.141,2261.040,1024.365,692.375,1125.993,0.000,0.000,0.000,442.672,0.000
2100,766.041,2155.585,2155.585,2256.881,1024.328,693.047,1128.050,0.000,0.000,0.000,435.784,0.000
2101,766.418,2239.359,2239.359,2252.793,1024.290,693.706,1130.122,0.000,0.000,0.000,428.965,0.000
2102,766.795,2093.022,2093.022,2248.779,1024.253,694.351,1132.210,0.000,0.000,0.000,422.219,0.000
2103,767.172,2099.893,2099.893,2244.841,1024.215,694.981,1134.311,0.000,0.000,0.000,415.548,0.000
2104,767.549,2158.586,2158.586,2240.978,1024.178,695.596,1136.426,0.000,0.000,0.000,408.956,0.000
2105,767.926,2187.484,2187.484,2237.195,1024.141,696.196,1138.554,0.000,0.000,0.000,402.444,0.000
2106,768.303,2219.851,2219.851,2233.491,1024.103,696.781,1140.694,0.000,0.000,0.000,396.016,0.000
2107,768.680,2222.129,2222.129,2229.868,1024.066,697.349,1142.845,0.000,0.000,0.000,389.674,0.000
2108,769.058,2235.838,2235.838,2226.327,1024.029,697.901,1145.006,0.000,0.000,0.000,383.420,0.000
2109,769.435,2266.774,2266.774,2222.869,1023.991,698.437,1147.176,0.000,0.000,0.000,377.256,0.000
2110,769.812,2195.922,2195.922,2219.495,1023.954,698.956,1149.355,0.000,0.000,0.000,371.185,0.000
2111,770.189,2199.638,2199.638,2216.206,1023.917,699.458,1151.541,0.000,0.000,0.000,365.207,0.000
2112,770.566,2148.375,2148.375,2213.001,1023.879,699.942,1153.734,0.000,0.000,0.000,359.325,0.000
2113,770.943,2199.616,2199.616,2209.881,1023.842,700.409,1155.932,0.000,0.000,0.000,353.540,0.000
2114,771.321,2250.128,2250.128,2206.847,1023.804,700.858,1158.135,0.000,0.000,0.000,347.854,0.000
2115,771.698,2163.168,2163.168,2203.898,1023.767,701.289,1160.342,0.000,0.000,0.000,342.268,0.000
2116,772.075,2161.533,2161.533,2201.035,1023.730,701.701,1162.552,0.000,0.000,0.000,336.782,0.000
2117,772.452,2164.932,2164.932,2198.257,1023.692,702.096,1164.763,0.000,0.000,0.000,331.398,0.000
2118,772.830,2226.301,2226.301,2195.563,1023.655,702.471,1166.975,0.000,0.000,0.000,326.118,0.000
2119,773.207,2124.479,2124.479,2192.954,1023.618,702.828,1169.186,0.000,0.000,0.000,320.940,0.000
2120,773.584,2268.843,2268.843,2190.428,1023.580,703.166,1171.396,0.000,0.000,0.000,315.867,0.000
2121,773.962,2211.852,2211.852,2187.985,1023.543,703.485,1173.603,0.000,0.000,0.000,310.897,0.000
2122,774.339,2222.652,2222.652,2185.624,1023.506,703.784,1175.807,0.000,0.000,0.000,306.033,0.000
2123,774.716,2104.068,2104.068,2183.344,1023.468,704.065,1178.006,0.000,0.000,0.000,301.273,0.000
2124,775.094,2082.842,2082.842,2181.144,1023.431,704.326,1180.199,0.000,0.000,0.000,296.619,0.000
2125,775.471,2154.671,2154.671,2179.022,1023.393,704.568,1182.385,0.000,0.000,0.000,292.069,0.000
2126,775.849,2207.413,2207.413,2176.977,1023.356,704.791,1184.562,0.000,0.000,0.000,287.624,0.000
2127,776.226,2141.705,2141.705,2175.008,1023.319,704.994,1186.731,0.000,0.000,0.000,283.283,0.000
2128,776.604,2174.946,2174.946,2173.113,1023.281,705.178,1188.889,0.000,0.000,0.000,279.047,0.000
2129,776.981,2109.367,2109.367,2171.291,1023.244,705.342,1191.035,0.000,0.000,0.000,274.914,0.000
2130,777.359,2240.374,2240.374,2169.539,1023.207,705.487,1193.168,0.000,0.000,0.000,270.884,0.000
2131,777.736,2158.067,2158.067,2167.856,1023.169,705.613,1195.287,0.000,0.000,0.000,266.956,0.000
2132,778.114,2103.929,2103.929,2166.240,1023.132,705.720,1197.391,0.000,0.000,0.000,263.129,0.000
2133,778.491,2023.695,2023.695,2164.688,1023.095,705.808,1199.478,0.000,0.000,0.000,259.403,0.000
2134,778.869,2192.401,2192.401,2163.200,1023.057,705.876,1201.547,0.000,0.000,0.000,255.776,0.000
2135,779.247,2148.217,2148.217,2161.772,1023.020,705.926,1203.598,0.000,0.000,0.000,252.248,0.000
2136,779.624,2063.355,2063.355,2160.402,1022.982,705.958,1205.628,0.000,0.000,0.000,248.816,0.000
2137,780.002,2102.118,2102.118,2159.088,1022.945,705.970,1207.636,0.000,0.000,0.000,245.481,0.000
2138,780.380,2240.303,2240.303,2157.827,1022.908,705.965,1209.622,0.000,0.000,0.000,242.241,0.000
2139,780.758,2124.594,2124.594,2156.618,1022.870,705.941,1211.583,0.000,0.000,0.000,239.094,0.000
2140,781.135,2122.228,2122.228,2155.458,1022.833,705.900,1213.519,0.000,0.000,0.000,236.038,0.000
2141,781.513,2145.814,2145.814,2154.343,1022.796,705.841,1215.429,0.000,0.000,0.000,233.073,0.000
2142,781.891,2142.776,2142.776,2153.272,1022.758,705.764,1217.311,0.000,0.000,0.000,230.197,0.000
2143,782.269,2101.714,2101.714,2152.242,1022.721,705.671,1219.163,0.000,0.000,0.000,227.408,0.000
2144,782.646,2077.839,2077.839,2151.250,1022.684,705.561,1220.985,0.000,0.000,0.000,224.704,0.000
2145,783.024,2157.984,2157.984,2150.294,1022.646,705.434,1222.776,0.000,0.000,0.000,222.084,0.000
2146,783.402,2097.700,2097.700,2149.370,1022.609,705.291,1224.533,0.000,0.000,0.000,219.546,0.000
2147,783.780,2057.314,2057.314,2148.477,1022.572,705.132,1226.257,0.000,0.000,0.000,217.087,0.000
2148,784.158,2138.916,2138.916,2147.611,1022.534,704.958,1227.945,0.000,0.000,0.000,214.707,0.000
2149,784.536,2059.454,2059.454,2146.769,1022.497,704.769,1229.596,0.000,0.000,0.000,212.404,0.000
2150,784.914,2119.247,2119.247,2145.950,1022.459,704.565,1231.210,0.000,0.000,0.000,210.174,0.000
2151,785.292,2091.035,2091.035,2145.149,1022.422,704.347,1232.784,0.000,0.000,0.000,208.018,0.000
2152,785.670,2041.048,2041.048,2144.365,1022.385,704.115,1234.318,0.000,0.000,0.000,205.931,0.000
2153,786.048,1990.518,1990.518,2143.594,1022.347,703.870,1235.811,0.000,0.000,0.000,203.913,0.000
2154,786.426,2048.489,2048.489,2142.834,1022.310,703.612,1237.261,0.000,0.000,0.000,201.962,0.000
2155,786.804,2026.859,2026.859,2142.082,1022.273,703.341,1238.666,0.000,0.000,0.000,200.074,0.000
2156,787.182,2053.091,2053.091,2141.335,1022.235,703.058,1240.027,0.000,0.000,0.000,198.250,0.000
2157,787.560,2046.974,2046.974,2140.591,1022.198,702.764,1241.342,0.000,0.000,0.000,196.485,0.000
2158,787.938,2076.656,2076.656,2139.847,1022.161,702.458,1242.609,0.000,0.000,0.000,194.779,0.000
2159,788.316,2063.210,2063.210,2139.100,1022.123,702.143,1243.828,0.000,0.000,0.000,193.129,0.000
2160,788.694,1977.522,1977.522,2138.348,1022.086,701.817,1244.997,0.000,0.000,0.000,191.534,0.000
2161,789.073,1985.035,1985.035,2137.588,1022.048,701.482,1246.116,0.000,0.000,0.000,189.990,0.000
2162,789.451,2021.202,2021.202,2136.817,1022.011,701.138,1247.183,0.000,0.000,0.000,188.497,0.000
2163,789.829,2016.374,2016.374,2136.034,1021.974,700.785,1248.197,0.000,0.000,0.000,187.051,0.000
2164,790.207,2124.292,2124.292,2135.235,1021.936,700.425,1249.158,0.000,0.000,0.000,185.652,0.000
2165,790.586,1989.754,1989.754,2134.418,1021.899,700.058,1250.064,0.000,0.000,0.000,184.297,0.000
2166,790.964,1992.459,1992.459,2133.582,1021.862,699.684,1250.914,0.000,0.000,0.000,182.984,0.000
2167,791.342,2059.699,2059.699,2132.722,1021.824,699.304,1251.708,0.000,0.000,0.000,181.711,0.000
2168,791.720,1997.601,1997.601,2131.839,1021.787,698.918,1252.444,0.000,0.000,0.000,180.477,0.000
2169,792.099,1998.911,1998.911,2130.928,1021.750,698.528,1253.122,0.000,0.000,0.000,179.278,0.000
2170,792.477,1933.041,1933.041,2129.989,1021.712,698.134,1253.741,0.000,0.000,0.000,178.114,0.000
2171,792.856,1933.667,1933.667,2129.019,1021.675,697.736,1254.300,0.000,0.000,0.000,176.983,0.000
2172,793.234,1902.244,1902.244,2128.016,1021.637,697.335,1254.799,0.000,0.000,0.000,175.882,0.000
2173,793.612,1919.163,1919.163,2126.978,1021.600,696.932,1255.236,0.000,0.000,0.000,174.810,0.000
2174,793.991,1997.235,1997.235,2125.904,1021.563,696.528,1255.611,0.000,0.000,0.000,173.766,0.000
2175,794.369,1954.510,1954.510,2124.792,1021.525,696.122,1255.923,0.000,0.000,0.000,172.747,0.000
2176,794.748,1965.111,1965.111,2123.640,1021.488,695.716,1256.173,0.000,0.000,0.000,171.751,0.000
2177,795.126,1971.493,1971.493,2122.446,1021.451,695.310,1256.358,0.000,0.000,0.000,170.778,0.000
2178,795.505,1914.605,1914.605,2121.209,1021.413,694.906,1256.479,0.000,0.000,0.000,169.825,0.000
2179,795.883,1954.670,1954.670,2119.928,1021.376,694.503,1256.534,0.000,0.000,0.000,168.891,0.000
2180,796.262,1944.860,1944.860,2118.602,1021.339,694.102,1256.525,0.000,0.000,0.000,167.975,0.000
2181,796.641,1921.089,1921.089,2117.228,1021.301,693.705,1256.450,0.000,0.000,0.000,167.074,0.000
2182,797.019,1915.360,1915.360,2115.807,1021.264,693.311,1256.308,0.000,0.000,0.000,166.188,0.000
2183,797.398,1922.721,1922.721,2114.337,1021.226,692.921,1256.101,0.000,0.000,0.000,165.315,0.000
2184,797.776,1890.434,1890.434,2112.816,1021.189,692.537,1255.826,0.000,0.000,0.000,164.453,0.000
2185,798.155,1900.339,1900.339,2111.245,1021.152,692.158,1255.485,0.000,0.000,0.000,163.602,0.000
2186,798.534,2012.200,2012.200,2109.623,1021.114,691.786,1255.077,0.000,0.000,0.000,162.760,0.000
2187,798.913,2001.952,2001.952,2107.948,1021.077,691.421,1254.601,0.000,0.000,0.000,161.926,0.000
2188,799.291,1906.828,1906.828,2106.220,1021.040,691.063,1254.058,0.000,0.000,0.000,161.098,0.000
2189,799.670,1791.895,1791.895,2104.439,1021.002,690.714,1253.448,0.000,0.000,0.000,160.277,0.000
2190,800.049,1813.828,1813.828,2102.605,1020.965,690.374,1252.771,0.000,0.000,0.000,159.459,0.000
2191,800.428,1854.789,1854.789,2100.716,1020.928,690.044,1252.026,0.000,0.000,0.000,158.645,0.000
2192,800.806,1782.776,1782.776,2098.774,1020.890,689.725,1251.215,0.000,0.000,0.000,157.834,0.000
2193,801.185,1846.203,1846.203,2096.777,1020.853,689.417,1250.336,0.000,0.000,0.000,157.024,0.000
2194,801.564,1803.432,1803.432,2094.726,1020.816,689.121,1249.391,0.000,0.000,0.000,156.215,0.000
2195,801.943,1877.053,1877.053,2092.622,1020.778,688.837,1248.379,0.000,0.000,0.000,155.405,0.000
2196,802.322,1845.201,1845.201,2090.463,1020.741,688.567,1247.301,0.000,0.000,0.000,154.595,0.000
2197,802.701,1844.314,1844.314,2088.251,1020.703,688.311,1246.158,0.000,0.000,0.000,153.782,0.000
2198,803.080,1759.954,1759.954,2085.986,1020.666,688.069,1244.949,0.000,0.000,0.000,152.968,0.000
2199,803.459,1845.440,1845.440,2083.668,1020.629,687.843,1243.675,0.000,0.000,0.000,152.150,0.000
2200,803.838,1801.991,1801.991,2081.298,1020.591,687.633,1242.337,0.000,0.000,0.000,151.328,0.000
2201,804.217,1790.339,1790.339,2078.877,1020.554,687.439,1240.935,0.000,0.000,0.000,150.502,0.000
2202,804.596,1806.238,1806.238,2076.405,1020.517,687.263,1239.470,0.000,0.000,0.000,149.672,0.000
2203,804.975,1813.890,1813.890,2073.883,1020.479,687.105,1237.943,0.000,0.000,0.000,148.835,0.000
2204,805.354,1732.237,1732.237,2071.313,1020.442,686.966,1236.354,0.000,0.000,0.000,147.994,0.000
2205,805.733,1814.116,1814.116,2068.695,1020.405,686.846,1234.703,0.000,0.000,0.000,147.146,0.000
2206,806.112,1749.933,1749.933,2066.031,1020.367,686.747,1232.993,0.000,0.000,0.000,146.291,0.000
2207,806.491,1792.697,1792.697,2063.321,1020.330,686.668,1231.223,0.000,0.000,0.000,145.429,0.000
2208,806.871,1805.593,1805.593,2060.566,1020.292,686.611,1229.395,0.000,0.000,0.000,144.561,0.000
2209,807.250,1712.652,1712.652,2057.770,1020.255,686.576,1227.509,0.000,0.000,0.000,143.685,0.000
2210,807.629,1720.501,1720.501,2054.931,1020.218,686.563,1225.567,0.000,0.000,0.000,142.802,0.000
2211,808.008,1778.866,1778.866,2052.053,1020.180,686.574,1223.569,0.000,0.000,0.000,141.910,0.000
2212,808.387,1772.761,1772.761,2049.137,1020.143,686.610,1221.516,0.000,0.000,0.000,141.011,0.000
2213,808.767,1758.198,1758.198,2046.185,1020.106,686.670,1219.411,0.000,0.000,0.000,140.104,0.000
2214,809.146,1807.510,1807.510,2043.198,1020.068,686.756,1217.253,0.000,0.000,0.000,139.189,0.000
2215,809.525,1721.074,1721.074,2040.177,1020.031,686.867,1215.044,0.000,0.000,0.000,138.266,0.000
2216,809.905,1717.455,1717.455,2037.126,1019.994,687.006,1212.785,0.000,0.000,0.000,137.335,0.000
2217,810.284,1718.388,1718.388,2034.046,1019.956,687.172,1210.478,0.000,0.000,0.000,136.396,0.000
2218,810.663,1771.378,1771.378,2030.938,1019.919,687.366,1208.123,0.000,0.000,0.000,135.449,0.000
2219,811.043,1764.302,1764.302,2027.805,1019.881,687.589,1205.723,0.000,0.000,0.000,134.494,0.000
2220,811.422,1789.791,1789.791,2024.650,1019.844,687.841,1203.278,0.000,0.000,0.000,133.531,0.000
2221,811.802,1707.293,1707.293,2021.473,1019.807,688.124,1200.789,0.000,0.000,0.000,132.561,0.000
2222,812.181,1689.117,1689.117,2018.279,1019.769,688.437,1198.259,0.000,0.000,0.000,131.583,0.000
2223,812.561,1688.458,1688.458,2015.067,1019.732,688.781,1195.688,0.000,0.000,0.000,130.598,0.000
2224,812.940,1796.214,1796.214,2011.842,1019.695,689.158,1193.078,0.000,0.000,0.000,129.606,0.000
2225,813.320,1766.574,1766.574,2008.605,1019.657,689.567,1190.430,0.000,0.000,0.000,128.607,0.000
2226,813.699,1731.171,1731.171,2005.358,1019.620,690.009,1187.747,0.000,0.000,0.000,127.602,0.000
2227,814.079,1625.518,1625.518,2002.105,1019.583,690.485,1185.029,0.000,0.000,0.000,126.591,0.000
2228,814.458,1705.673,1705.673,1998.847,1019.545,690.996,1182.278,0.000,0.000,0.000,125.573,0.000
2229,814.838,1714.104,1714.104,1995.587,1019.508,691.542,1179.495,0.000,0.000,0.000,124.550,0.000
2230,815.218,1720.691,1720.691,1992.327,1019.470,692.123,1176.682,0.000,0.000,0.000,123.522,0.000
2231,815.597,1705.836,1705.836,1989.071,1019.433,692.741,1173.841,0.000,0.000,0.000,122.489,0.000
2232,815.977,1739.689,1739.689,1985.820,1019.396,693.396,1170.973,0.000,0.000,0.000,121.451,0.000
2233,816.357,1788.283,1788.283,1982.577,1019.358,694.088,1168.079,0.000,0.000,0.000,120.409,0.000
2234,816.736,1657.905,1657.905,1979.344,1019.321,694.819,1165.162,0.000,0.000,0.000,119.363,0.000
2235,817.116,1734.631,1734.631,1976.125,1019.284,695.588,1162.222,0.000,0.000,0.000,118.314,0.000
2236,817.496,1840.076,1840.076,1972.921,1019.246,696.397,1159.262,0.000,0.000,0.000,117.262,0.000
2237,817.876,1664.643,1664.643,1969.735,1019.209,697.246,1156.283,0.000,0.000,0.000,116.207,0.000
2238,818.255,1721.323,1721.323,1966.570,1019.172,698.135,1153.286,0.000,0.000,0.000,115.149,0.000
2239,818.635,1721.151,1721.151,1963.428,1019.134,699.065,1150.273,0.000,0.000,0.000,114.090,0.000
2240,819.015,1719.285,1719.285,1960.313,1019.097,700.037,1147.245,0.000,0.000,0.000,113.030,0.000
2241,819.395,1700.130,1700.130,1957.225,1019.060,701.051,1144.205,0.000,0.000,0.000,111.969,0.000
2242,819.775,1750.505,1750.505,1954.169,1019.022,702.108,1141.153,0.000,0.000,0.000,110.907,0.000
2243,820.155,1667.161,1667.161,1951.145,1018.985,703.209,1138.092,0.000,0.000,0.000,109.845,0.000
2244,820.535,1664.071,1664.071,1948.158,1018.947,704.353,1135.022,0.000,0.000,0.000,108.784,0.000
2245,820.915,1723.797,1723.797,1945.209,1018.910,705.541,1131.945,0.000,0.000,0.000,107.723,0.000
2246,821.295,1783.931,1783.931,1942.300,1018.873,706.774,1128.862,0.000,0.000,0.000,106.664,0.000
2247,821.675,1772.255,1772.255,1939.435,1018.835,708.053,1125.775,0.000,0.000,0.000,105.606,0.000
2248,822.055,1745.048,1745.048,1936.615,1018.798,709.378,1122.686,0.000,0.000,0.000,104.551,0.000
2249,822.435,1704.113,1704.113,1933.843,1018.761,710.749,1119.595,0.000,0.000,0.000,103.498,0.000
2250,822.815,1719.849,1719.849,1931.120,1018.723,712.167,1116.505,0.000,0.000,0.000,102.448,0.000
2251,823.195,1735.916,1735.916,1928.450,1018.686,713.632,1113.416,0.000,0.000,0.000,101.402,0.000
2252,823.575,1796.561,1796.561,1925.834,1018.649,715.145,1110.330,0.000,0.000,0.000,100.360,0.000
2253,823.955,1665.172,1665.172,1923.275,1018.611,716.706,1107.247,0.000,0.000,0.000,99.322,0.000
2254,824.335,1686.323,1686.323,1920.774,1018.574,718.316,1104.170,0.000,0.000,0.000,98.288,0.000
2255,824.715,1669.076,1669.076,1918.334,1018.536,719.975,1101.099,0.000,0.000,0.000,97.260,0.000
