E_keV,eps_sim,err_pct,eps_ref,ratio
60,7.10396E-002,0.15,0.00000E+000,-
200,6.03829E-002,0.18,0.00000E+000,-
662,1.25356E-002,0.46,0.00000E+000,-
1461,4.37743E-003,0.80,0.00000E+000,-
2614,1.75083E-003,1.28,0.00000E+000,-
