E_keV,eps_sim,err_pct,eps_ref,ratio
60,7.12159E-002,0.15,0.00000E+000,-
200,5.99767E-002,0.18,0.00000E+000,-
662,1.23722E-002,0.46,0.00000E+000,-
1461,4.28040E-003,0.81,0.00000E+000,-
2614,1.75838E-003,1.28,0.00000E+000,-
