E_keV,eps_sim,err_pct,eps_ref,ratio
60,7.09265E-002,0.15,0.00000E+000,-
200,6.01482E-002,0.18,0.00000E+000,-
662,1.24352E-002,0.46,0.00000E+000,-
1461,4.25919E-003,0.81,0.00000E+000,-
2614,1.85622E-003,1.25,0.00000E+000,-
