E_keV,eps_sim,err_pct,eps_ref,ratio
60,4.00049E-003,0.27,0.00000E+000,-
200,3.47685E-003,0.32,0.00000E+000,-
662,4.05194E-004,1.00,0.00000E+000,-
1461,1.09876E-004,1.95,0.00000E+000,-
2614,3.37983E-005,3.64,0.00000E+000,-
