E_keV,eps_sim,err_pct,eps_ref,ratio
60,1.45377E-002,0.29,0.00000E+000,-
200,1.62644E-002,0.29,0.00000E+000,-
662,3.58646E-003,0.66,0.00000E+000,-
1461,1.25338E-003,1.16,0.00000E+000,-
2614,5.60517E-004,1.72,0.00000E+000,-
