E_keV,eps_sim,err_pct,eps_ref,ratio
60,4.32942E-003,0.26,0.00000E+000,-
200,4.25318E-003,0.27,0.00000E+000,-
662,1.18349E-003,0.56,0.00000E+000,-
1461,4.41798E-004,0.94,0.00000E+000,-
2614,2.01605E-004,1.40,0.00000E+000,-
