E_keV,eps_sim,err_pct,eps_ref,ratio
60,7.12267E-002,0.15,0.00000E+000,-
200,5.99797E-002,0.18,0.00000E+000,-
662,1.23517E-002,0.46,0.00000E+000,-
1461,4.26307E-003,0.82,0.00000E+000,-
2614,1.77197E-003,1.27,0.00000E+000,-
