E_keV,eps_sim,err_pct,eps_ref,ratio
60,3.97709E-003,0.26,0.00000E+000,-
200,3.48098E-003,0.32,0.00000E+000,-
662,4.13963E-004,0.99,0.00000E+000,-
1461,1.10407E-004,1.97,0.00000E+000,-
2614,3.52372E-005,3.53,0.00000E+000,-
