E_keV,eps_sim,err_pct,eps_ref,ratio
60,1.45638E-002,0.29,0.00000E+000,-
200,1.62746E-002,0.29,0.00000E+000,-
662,3.58965E-003,0.66,0.00000E+000,-
1461,1.26126E-003,1.15,0.00000E+000,-
2614,5.47511E-004,1.75,0.00000E+000,-
