ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th,Xray-Ba
564,184.577,920.808,841.994,827.862,326.614,183.193,273.540,32.158,23.938,2.110,0.435,0.000,0.000,0.000,0.000
565,184.922,870.951,842.092,827.308,326.923,183.077,273.492,32.138,23.932,2.090,0.435,0.000,0.000,0.000,0.000
566,185.267,834.804,842.227,826.754,327.259,182.960,273.450,32.117,23.927,2.073,0.435,0.000,0.000,0.000,0.000
567,185.612,889.142,842.400,826.200,327.622,182.844,273.415,32.097,23.922,2.060,0.434,0.000,0.000,0.000,0.000
568,185.957,884.918,842.615,825.646,328.015,182.728,273.387,32.077,23.918,2.050,0.434,0.000,0.000,0.000,0.000
569,186.302,926.139,842.871,825.092,328.439,182.613,273.365,32.057,23.914,2.044,0.434,0.000,0.000,0.000,0.000
570,186.647,895.067,843.171,824.539,328.896,182.498,273.351,32.036,23.911,2.040,0.434,0.000,0.000,0.000,0.000
571,186.992,937.213,843.517,823.985,329.386,182.383,273.345,32.016,23.908,2.040,0.433,0.000,0.000,0.000,0.000
572,187.337,866.099,843.911,823.431,329.912,182.269,273.347,31.996,23.906,2.042,0.433,0.000,0.000,0.000,0.000
573,187.682,837.840,844.355,822.877,330.476,182.155,273.358,31.976,23.905,2.048,0.433,0.000,0.000,0.000,0.000
574,188.027,842.654,844.851,822.323,331.079,182.041,273.377,31.956,23.904,2.056,0.432,0.000,0.000,0.000,0.000
575,188.372,860.471,845.401,821.769,331.723,181.928,273.406,31.936,23.904,2.067,0.432,0.000,0.000,0.000,0.000
576,188.717,865.286,846.009,821.215,332.411,181.815,273.445,31.916,23.905,2.080,0.432,0.000,0.000,0.000,0.000
577,189.062,912.800,846.678,820.661,333.144,181.704,273.493,31.897,23.906,2.096,0.432,0.000,0.000,0.000,0.000
578,189.407,910.025,847.409,820.108,333.926,181.594,273.553,31.877,23.908,2.114,0.431,0.000,0.000,0.000,0.000
579,189.752,861.060,848.203,819.554,334.757,181.483,273.624,31.858,23.911,2.134,0.431,0.000,0.000,0.000,0.000
580,190.097,869.872,849.066,819.000,335.642,181.373,273.706,31.838,23.915,2.156,0.431,0.000,0.000,0.000,0.000
581,190.442,925.172,850.001,818.446,336.582,181.263,273.801,31.819,23.920,2.180,0.431,0.000,0.000,0.000,0.000
582,190.787,837.690,851.011,817.892,337.581,181.153,273.909,31.800,23.926,2.207,0.430,0.000,0.000,0.000,0.000
583,191.132,914.394,852.099,817.338,338.641,181.045,274.030,31.780,23.933,2.235,0.430,0.000,0.000,0.000,0.000
584,191.477,935.800,853.270,816.784,339.765,180.937,274.165,31.761,23.941,2.266,0.430,0.000,0.000,0.000,0.000
585,191.822,905.912,854.528,816.230,340.957,180.829,274.315,31.743,23.950,2.299,0.430,0.000,0.000,0.000,0.000
586,192.167,880.243,855.870,815.677,342.214,180.723,274.480,31.724,23.960,2.335,0.429,0.000,0.000,0.000,0.000
587,192.512,849.577,857.295,815.123,343.533,180.617,274.661,31.705,23.971,2.372,0.429,0.000,0.000,0.000,0.000
588,192.857,906.722,858.805,814.569,344.916,180.512,274.860,31.687,23.984,2.412,0.429,0.000,0.000,0.000,0.000
589,193.202,896.686,860.402,814.015,346.365,180.408,275.076,31.668,23.998,2.454,0.429,0.000,0.000,0.000,0.000
590,193.548,873.723,862.091,813.461,347.880,180.304,275.310,31.650,24.013,2.499,0.428,0.000,0.000,0.000,0.000
591,193.893,859.761,863.874,812.907,349.466,180.202,275.564,31.632,24.030,2.546,0.428,0.000,0.000,0.000,0.000
592,194.238,832.948,865.754,812.353,351.124,180.101,275.838,31.614,24.049,2.596,0.428,0.000,0.000,0.000,0.000
593,194.583,922.502,867.736,811.799,352.856,180.000,276.133,31.597,24.068,2.649,0.428,0.000,0.000,0.000,0.000
594,194.928,965.832,869.822,811.246,354.665,179.901,276.450,31.579,24.090,2.705,0.427,0.000,0.000,0.000,0.000
595,195.273,930.060,872.018,810.692,356.553,179.802,276.791,31.562,24.113,2.763,0.427,0.000,0.000,0.000,0.000
596,195.619,848.240,874.326,810.138,358.525,179.705,277.156,31.545,24.138,2.825,0.427,0.000,0.000,0.000,0.000
597,195.964,915.718,876.752,809.584,360.582,179.609,277.546,31.528,24.165,2.890,0.427,0.000,0.000,0.000,0.000
598,196.309,832.797,879.301,809.030,362.729,179.514,277.962,31.511,24.194,2.958,0.426,0.000,0.000,0.000,0.000
599,196.654,859.830,881.978,808.476,364.969,179.421,278.406,31.495,24.225,3.030,0.426,0.000,0.000,0.000,0.000
600,196.999,917.795,884.788,807.922,367.305,179.329,278.880,31.479,24.258,3.106,0.426,0.000,0.000,0.000,0.000
601,197.345,899.607,887.738,807.368,369.743,179.238,279.383,31.463,24.294,3.186,0.426,0.000,0.000,0.000,0.000
602,197.690,968.126,890.832,806.815,372.286,179.148,279.918,31.447,24.332,3.269,0.426,0.000,0.000,0.000,0.000
603,198.035,876.125,894.078,806.261,374.939,179.061,280.487,31.432,24.372,3.357,0.425,0.000,0.000,0.000,0.000
604,198.380,899.164,897.483,805.707,377.709,178.974,281.090,31.417,24.415,3.448,0.425,0.000,0.000,0.000,0.000
605,198.726,931.014,901.054,805.153,380.599,178.889,281.730,31.402,24.460,3.543,0.425,0.000,0.000,0.000,0.000
606,199.071,867.534,904.798,804.599,383.617,178.806,282.407,31.387,24.509,3.642,0.425,0.000,0.000,0.000,0.000
607,199.416,944.012,908.725,804.045,386.769,178.725,283.124,31.373,24.560,3.744,0.425,0.000,0.000,0.000,0.000
608,199.762,923.867,912.844,803.491,390.062,178.646,283.883,31.359,24.614,3.851,0.424,0.000,0.000,0.000,0.000
609,200.107,949.900,917.165,802.937,393.503,178.568,284.686,31.345,24.672,3.962,0.424,0.000,0.000,0.000,0.000
610,200.452,921.568,921.697,802.384,397.100,178.492,285.533,31.332,24.733,4.077,0.424,0.000,0.000,0.000,0.000
611,200.797,934.385,926.452,801.830,400.862,178.419,286.429,31.319,24.798,4.197,0.424,0.000,0.000,0.000,0.000
612,201.143,980.161,931.441,801.276,404.798,178.347,287.374,31.306,24.866,4.321,0.424,0.000,0.000,0.000,0.000
613,201.488,967.048,936.674,800.722,408.914,178.278,288.372,31.294,24.938,4.450,0.423,0.000,0.000,0.000,0.000
614,201.833,951.642,942.110,800.168,413.166,178.212,289.423,31.282,25.014,4.583,0.423,0.000,0.000,0.000,0.000
615,202.179,874.827,947.680,799.614,417.484,178.147,290.532,31.271,25.095,4.722,0.423,0.000,0.000,0.000,0.000
616,202.524,965.827,953.361,799.060,421.841,178.086,291.701,31.260,25.179,4.866,0.423,0.000,0.000,0.000,0.000
617,202.870,991.971,959.145,798.506,426.225,178.026,292.932,31.250,25.269,5.016,0.423,0.000,0.000,0.000,0.000
618,203.215,1037.751,965.024,797.953,430.625,177.970,294.228,31.240,25.363,5.171,0.423,0.000,0.000,0.000,0.000
619,203.560,982.825,970.989,797.399,435.030,177.916,295.591,31.230,25.462,5.332,0.423,0.000,0.000,0.000,0.000
620,203.906,982.492,977.032,796.845,439.426,177.865,297.026,31.221,25.567,5.499,0.422,0.000,0.000,0.000,0.000
621,204.251,983.603,983.143,796.291,443.802,177.816,298.535,31.212,25.677,5.673,0.422,0.000,0.000,0.000,0.000
622,204.597,1025.156,988.315,794.738,447.767,177.547,299.793,31.165,25.764,5.852,0.422,0.000,0.000,0.000,0.000
623,204.942,948.823,993.537,793.185,451.686,177.280,301.132,31.118,25.857,6.038,0.421,0.000,0.000,0.000,0.000
624,205.287,970.862,998.802,791.632,455.546,177.016,302.555,31.072,25.956,6.232,0.420,0.000,0.000,0.000,0.000
625,205.633,919.455,1004.098,790.078,459.330,176.755,304.067,31.026,26.062,6.433,0.420,0.000,0.000,0.000,0.000
626,205.978,997.341,1009.404,788.525,463.011,176.496,305.673,30.980,26.174,6.644,0.419,0.000,0.000,0.000,0.000
627,206.324,1029.453,1014.694,786.972,466.558,176.240,307.380,30.935,26.294,6.862,0.419,0.000,0.000,0.000,0.000
628,206.669,1026.303,1019.946,785.419,469.953,175.987,309.182,30.891,26.421,7.090,0.418,0.000,0.000,0.000,0.000
629,207.015,1020.823,1025.153,783.866,473.178,175.736,311.087,30.846,26.556,7.328,0.417,0.000,0.000,0.000,0.000
630,207.360,1038.600,1030.303,782.313,476.218,175.487,313.100,30.803,26.698,7.575,0.417,0.000,0.000,0.000,0.000
631,207.706,1014.375,1035.385,780.760,479.057,175.241,315.227,30.759,26.849,7.830,0.416,0.000,0.000,0.000,0.000
632,208.051,1029.488,1040.388,779.206,481.685,174.998,317.474,30.716,27.009,8.086,0.416,0.000,0.000,0.000,0.000
633,208.397,1049.709,1045.304,777.653,484.088,174.757,319.846,30.674,27.178,8.342,0.415,0.000,0.000,0.000,0.000
634,208.742,1029.226,1050.124,776.100,486.250,174.518,322.349,30.632,27.356,8.598,0.414,0.000,0.000,0.000,0.000
635,209.088,1010.894,1054.837,774.547,488.160,174.282,324.988,30.590,27.545,8.854,0.414,0.000,0.000,0.000,0.000
636,209.433,1057.077,1059.438,772.994,489.802,174.048,327.770,30.549,27.744,9.107,0.413,0.000,0.000,0.000,0.000
637,209.779,1003.560,1063.921,771.441,491.168,173.816,330.699,30.508,27.953,9.358,0.413,0.000,0.000,0.000,0.000
638,210.124,999.783,1068.283,769.888,492.247,173.586,333.785,30.468,28.174,9.605,0.412,0.000,0.000,0.000,0.000
639,210.470,1055.671,1072.521,768.335,493.030,173.359,337.032,30.428,28.407,9.848,0.412,0.000,0.000,0.000,0.000
640,210.815,1032.821,1076.635,766.781,493.511,173.133,340.449,30.388,28.653,10.085,0.411,0.000,0.000,0.000,0.000
641,211.161,996.854,1080.628,765.228,493.684,172.910,344.043,30.349,28.911,10.316,0.411,0.000,0.000,0.000,0.000
642,211.506,1014.115,1084.501,763.675,493.544,172.689,347.822,30.309,29.183,10.539,0.410,0.000,0.000,0.000,0.000
643,211.852,1027.411,1088.261,762.122,493.088,172.470,351.794,30.271,29.469,10.754,0.410,0.000,0.000,0.000,0.000
644,212.198,973.634,1091.913,760.569,492.316,172.252,355.969,30.232,29.769,10.960,0.409,0.000,0.000,0.000,0.000
645,212.543,1001.633,1095.468,759.016,491.226,172.036,360.356,30.194,30.085,11.156,0.409,0.000,0.000,0.000,0.000
646,212.889,977.670,1098.936,757.463,489.822,171.823,364.963,30.157,30.418,11.341,0.408,0.000,0.000,0.000,0.000
647,213.234,970.706,1102.331,755.909,488.106,171.611,369.802,30.119,30.767,11.515,0.408,0.000,0.000,0.000,0.000
648,213.580,969.706,1105.667,754.356,486.082,171.400,374.882,30.082,31.133,11.675,0.407,0.000,0.000,0.000,0.000
649,213.926,991.370,1108.963,752.803,483.758,171.192,380.216,30.045,31.518,11.822,0.407,0.000,0.000,0.000,0.000
650,214.271,966.891,1112.236,751.250,481.140,170.985,385.814,30.008,31.922,11.955,0.406,0.000,0.000,0.000,0.000
651,214.617,1048.411,1115.508,749.697,478.238,170.780,391.688,29.972,32.347,12.073,0.406,0.000,0.000,0.000,0.000
652,214.963,1048.371,1118.804,748.144,475.061,170.576,397.852,29.936,32.792,12.176,0.405,0.000,0.000,0.000,0.000
653,215.308,1061.002,1122.147,746.591,471.622,170.375,404.318,29.900,33.259,12.262,0.405,0.000,0.000,0.000,0.000
654,215.654,955.595,1125.565,745.037,467.933,170.175,411.101,29.865,33.750,12.333,0.404,0.000,0.000,0.000,0.000
655,216.000,1029.260,1129.088,743.484,464.007,169.977,418.216,29.830,34.264,12.386,0.404,0.000,0.000,0.000,0.000
656,216.345,962.778,1132.745,741.931,459.860,169.780,425.677,29.795,34.804,12.421,0.403,0.000,0.000,0.000,0.000
657,216.691,951.888,1136.569,740.378,455.506,169.586,433.500,29.760,35.370,12.440,0.403,0.000,0.000,0.000,0.000
658,217.037,1009.851,1140.595,738.825,450.962,169.393,441.704,29.726,35.963,12.440,0.402,0.000,0.000,0.000,0.000
659,217.382,1033.888,1144.858,737.272,446.245,169.202,450.304,29.692,36.585,12.423,0.402,0.000,0.000,0.000,0.000
660,217.728,947.369,1149.396,735.719,441.372,169.014,459.320,29.659,37.238,12.387,0.401,0.000,0.000,0.000,0.000
661,218.074,1041.520,1154.247,734.166,436.362,168.828,468.771,29.626,37.922,12.334,0.401,0.000,0.000,0.000,0.000
662,218.420,1063.740,1159.451,732.612,431.231,168.644,478.677,29.593,38.638,12.263,0.400,0.000,0.000,0.000,0.000
663,218.765,980.373,1165.049,731.059,425.998,168.463,489.059,29.561,39.390,12.174,0.400,0.000,0.000,0.000,0.000
664,219.111,1061.591,1171.085,729.506,420.682,168.284,499.940,29.529,40.177,12.069,0.399,0.000,0.000,0.000,0.000
665,219.457,1071.998,1177.601,727.953,415.300,168.108,511.342,29.497,41.003,11.946,0.399,0.000,0.000,0.000,0.000
666,219.803,1015.743,1184.642,726.400,409.871,167.935,523.291,29.467,41.867,11.807,0.399,0.000,0.000,0.000,0.000
667,220.148,1073.003,1192.255,724.847,404.411,167.766,535.812,29.436,42.774,11.652,0.398,0.000,0.000,0.000,0.000
668,220.494,1073.850,1200.485,723.294,398.940,167.600,548.931,29.406,43.723,11.482,0.398,0.000,0.000,0.000,0.000
669,220.840,1068.554,1209.381,721.740,393.472,167.438,562.676,29.377,44.718,11.298,0.397,0.000,0.000,0.000,0.000
670,221.186,1152.293,1218.992,720.187,388.025,167.280,577.076,29.349,45.760,11.099,0.397,0.000,0.000,0.000,0.000
671,221.531,1148.811,1229.367,718.634,382.615,167.126,592.163,29.321,46.852,10.888,0.397,0.000,0.000,0.000,0.000
672,221.877,1154.923,1240.556,717.081,377.255,166.977,607.968,29.294,47.996,10.664,0.396,0.000,0.000,0.000,0.000
673,222.223,1099.479,1252.611,715.528,371.961,166.833,624.524,29.268,49.194,10.429,0.396,0.000,0.000,0.000,0.000
674,222.569,1255.440,1265.583,713.975,366.746,166.694,641.867,29.243,50.449,10.184,0.396,0.000,0.000,0.000,0.000
675,222.915,1344.332,1279.528,712.422,361.622,166.561,660.033,29.219,51.763,9.929,0.395,0.000,0.000,0.000,0.000
676,223.261,1302.961,1294.498,710.868,356.601,166.435,679.061,29.196,53.140,9.666,0.395,0.000,0.000,0.000,0.000
677,223.606,1228.256,1310.550,709.315,351.694,166.314,698.991,29.174,54.582,9.395,0.395,0.000,0.000,0.000,0.000
678,223.952,1319.253,1327.740,707.762,346.912,166.201,719.865,29.153,56.092,9.117,0.394,0.000,0.000,0.000,0.000
679,224.298,1384.261,1346.125,706.209,342.262,166.096,741.727,29.134,57.673,8.834,0.394,0.000,0.000,0.000,0.000
680,224.644,1358.292,1365.764,704.656,337.752,165.998,764.623,29.116,59.329,8.547,0.394,0.000,0.000,0.000,0.000
681,224.990,1372.479,1386.717,703.103,333.391,165.910,788.600,29.099,61.063,8.256,0.394,0.000,0.000,0.000,0.000
682,225.336,1488.403,1409.046,701.550,329.182,165.830,813.710,29.084,62.879,7.963,0.393,0.000,0.000,0.000,0.000
683,225.682,1634.034,1432.815,699.997,325.133,165.760,840.005,29.071,64.780,7.668,0.393,0.000,0.000,0.000,0.000
684,226.027,1487.330,1458.088,698.443,321.247,165.701,867.540,29.059,66.771,7.372,0.393,0.000,0.000,0.000,0.000
685,226.373,1500.365,1484.933,696.890,317.528,165.652,896.372,29.050,68.855,7.077,0.393,0.000,0.000,0.000,0.000
686,226.719,1659.068,1513.418,695.337,313.979,165.616,926.563,29.042,71.037,6.783,0.393,0.000,0.000,0.000,0.000
687,227.065,1665.551,1543.616,693.784,310.602,165.592,958.175,29.036,73.322,6.491,0.393,0.000,0.000,0.000,0.000
688,227.411,1689.401,1575.599,692.231,307.399,165.582,991.273,29.033,75.713,6.202,0.393,0.000,0.000,0.000,0.000
689,227.757,1786.327,1609.446,690.678,304.370,165.585,1025.927,29.032,78.217,5.916,0.393,0.000,0.000,0.000,0.000
690,228.103,1828.958,1645.234,689.125,301.516,165.604,1062.210,29.034,80.838,5.635,0.393,0.000,0.000,0.000,0.000
691,228.449,1871.993,1683.048,687.571,298.838,165.638,1100.195,29.039,83.581,5.358,0.393,0.000,0.000,0.000,0.000
692,228.795,1996.438,1722.956,686.018,296.338,165.690,1139.938,29.046,86.459,5.088,0.393,0.000,0.000,0.000,0.000
693,229.141,2006.884,1764.609,684.465,294.013,165.760,1181.075,29.057,89.483,4.824,0.393,0.000,0.000,0.000,0.000
694,229.487,2151.919,1807.032,682.912,291.856,165.848,1222.646,29.071,92.646,4.567,0.393,0.000,0.000,0.000,0.000
695,229.833,2105.959,1850.071,681.359,289.865,165.956,1264.496,29.088,95.951,4.316,0.393,0.000,0.000,0.000,0.000
696,230.179,2189.549,1893.611,679.806,288.038,166.084,1306.504,29.108,99.406,4.072,0.394,0.000,0.000,0.000,0.000
697,230.525,2144.774,1937.527,678.253,286.370,166.232,1348.542,29.132,103.016,3.836,0.394,0.000,0.000,0.000,0.000
698,230.871,2339.104,1981.692,676.699,284.859,166.401,1390.503,29.160,106.762,3.608,0.394,0.000,0.000,0.000,0.000
699,231.217,2283.028,2025.971,675.146,283.503,166.591,1432.310,29.191,110.588,3.387,0.395,0.000,0.000,0.000,0.000
700,231.563,2448.215,2070.224,673.593,282.298,166.802,1473.869,29.226,114.453,3.176,0.395,0.000,0.000,0.000,0.000
701,231.909,2435.212,2114.308,672.040,281.239,167.036,1515.050,29.265,118.346,2.972,0.396,0.000,0.000,0.000,0.000
702,232.255,2449.807,2158.056,670.487,280.321,167.291,1555.702,29.307,122.257,2.778,0.396,0.000,0.000,0.000,0.000
703,232.601,2493.436,2201.296,668.934,279.540,167.568,1595.669,29.353,126.172,2.592,0.397,0.000,0.000,0.000,0.000
704,232.947,2524.436,2243.867,667.381,278.891,167.868,1634.806,29.403,130.082,2.415,0.397,0.000,0.000,0.000,0.000
705,233.293,2560.845,2285.608,665.828,278.369,168.191,1672.970,29.457,133.973,2.246,0.398,0.000,0.000,0.000,0.000
706,233.639,2556.028,2326.362,664.274,277.970,168.536,1710.020,29.515,137.833,2.086,0.399,0.000,0.000,0.000,0.000
707,233.985,2696.954,2365.974,662.721,277.692,168.903,1745.814,29.576,141.650,1.934,0.400,0.000,0.000,0.000,0.000
708,234.331,2719.987,2404.287,661.168,277.534,169.293,1780.211,29.642,145.411,1.790,0.401,0.000,0.000,0.000,0.000
709,234.677,2787.991,2441.146,659.615,277.489,169.705,1813.076,29.711,149.104,1.654,0.401,0.000,0.000,0.000,0.000
710,235.023,2804.990,2476.397,658.062,277.551,170.140,1844.275,29.784,152.714,1.526,0.402,0.000,0.000,0.000,0.000
711,235.369,2842.249,2509.892,656.509,277.713,170.596,1873.678,29.860,156.230,1.406,0.403,0.000,0.000,0.000,0.000
712,235.715,3000.728,2541.485,654.956,277.969,171.074,1901.162,29.941,159.637,1.293,0.404,0.000,0.000,0.000,0.000
713,236.061,2935.769,2571.041,653.402,278.315,171.573,1926.607,30.024,162.923,1.188,0.406,0.000,0.000,0.000,0.000
714,236.407,2983.803,2598.428,651.849,278.744,172.093,1949.903,30.112,166.076,1.089,0.407,0.000,0.000,0.000,0.000
715,236.753,2903.805,2623.532,650.296,279.260,172.633,1970.946,30.202,169.082,0.997,0.408,0.000,0.000,0.000,0.000
716,237.100,2941.359,2646.234,648.743,279.852,173.192,1989.639,30.296,171.930,0.911,0.409,0.000,0.000,0.000,0.000
717,237.446,3060.025,2666.421,647.190,280.507,173.770,2005.897,30.393,174.607,0.831,0.410,0.000,0.000,0.000,0.000
718,237.792,3048.136,2684.008,645.637,281.230,174.367,2019.641,30.493,177.103,0.757,0.412,0.000,0.000,0.000,0.000
719,238.138,3206.208,2698.909,644.084,282.013,174.981,2030.805,30.596,179.407,0.689,0.413,0.000,0.000,0.000,0.000
720,238.484,2922.764,2711.054,642.530,282.857,175.611,2039.332,30.702,181.508,0.625,0.415,0.000,0.000,0.000,0.000
721,238.830,3040.208,2720.384,640.977,283.756,176.257,2045.176,30.810,183.398,0.567,0.416,0.000,0.000,0.000,0.000
722,239.176,3120.357,2726.849,639.424,284.706,176.917,2048.303,30.920,185.067,0.513,0.417,0.000,0.000,0.000,0.000
723,239.523,3090.947,2730.415,637.871,285.704,177.590,2048.691,31.032,186.509,0.464,0.419,0.000,0.000,0.000,0.000
724,239.869,3030.392,2731.056,636.318,286.746,178.276,2046.327,31.147,187.716,0.418,0.420,0.000,0.000,0.000,0.000
725,240.215,3170.505,2728.764,634.765,287.829,178.973,2041.213,31.263,188.682,0.377,0.422,0.000,0.000,0.000,0.000
726,240.561,3019.689,2723.539,633.212,288.948,179.679,2033.361,31.380,189.403,0.340,0.423,0.000,0.000,0.000,0.000
727,240.907,3107.541,2715.398,631.659,290.100,180.394,2022.795,31.499,189.875,0.306,0.425,0.000,0.000,0.000,0.000
728,241.253,3059.577,2704.368,630.105,291.282,181.116,2009.551,31.619,190.093,0.276,0.427,0.000,0.000,0.000,0.000
729,241.600,3027.133,2690.489,628.552,292.491,181.843,1993.676,31.739,190.058,0.248,0.428,0.000,0.000,0.000,0.000
730,241.946,3013.763,2673.815,626.999,293.724,182.575,1975.229,31.860,189.768,0.224,0.430,0.000,0.000,0.000,0.000
731,242.292,2953.576,2654.409,625.446,294.977,183.309,1954.280,31.981,189.223,0.201,0.431,0.000,0.000,0.000,0.000
732,242.638,2929.985,2632.347,623.893,296.249,184.045,1930.906,32.101,188.426,0.181,0.433,0.000,0.000,0.000,0.000
733,242.984,2909.908,2607.715,622.340,297.534,184.781,1905.198,32.222,187.377,0.163,0.434,0.000,0.000,0.000,0.000
734,243.331,2911.240,2580.611,620.787,298.832,185.514,1877.252,32.341,186.082,0.147,0.436,0.000,0.000,0.000,0.000
735,243.677,2875.315,2551.139,619.233,300.139,186.245,1847.175,32.460,184.545,0.133,0.438,0.000,0.000,0.000,0.000
736,244.023,2850.052,2519.416,617.680,301.453,186.971,1815.080,32.578,182.770,0.119,0.439,0.000,0.000,0.000,0.000
737,244.369,2785.647,2485.564,616.127,302.771,187.690,1781.090,32.694,180.766,0.108,0.441,0.000,0.000,0.000,0.000
738,244.716,2799.793,2449.713,614.574,304.091,188.402,1745.329,32.808,178.539,0.097,0.442,0.000,0.000,0.000,0.000
739,245.062,2682.980,2411.999,613.021,305.410,189.104,1707.930,32.920,176.097,0.087,0.444,0.000,0.000,0.000,0.000
740,245.408,2663.054,2372.564,611.468,306.727,189.797,1669.031,33.030,173.451,0.079,0.445,0.000,0.000,0.000,0.000
741,245.754,2553.533,2331.554,609.915,308.039,190.477,1628.769,33.137,170.609,0.071,0.446,0.000,0.000,0.000,0.000
742,246.101,2544.793,2289.120,608.362,309.344,191.144,1587.289,33.242,167.583,0.064,0.448,0.000,0.000,0.000,0.000
743,246.447,2494.277,2245.413,606.808,310.642,191.797,1544.735,33.343,164.383,0.057,0.449,0.000,0.000,0.000,0.000
744,246.793,2328.605,2200.588,605.255,311.929,192.435,1501.252,33.442,161.022,0.052,0.450,0.000,0.000,0.000,0.000
745,247.139,2385.199,2154.800,603.702,313.206,193.056,1456.986,33.536,157.511,0.047,0.451,0.000,0.000,0.000,0.000
746,247.486,2354.940,2108.204,602.149,314.471,193.660,1412.082,33.627,153.864,0.042,0.452,0.000,0.000,0.000,0.000
747,247.832,2223.828,2060.955,600.596,315.722,194.246,1366.682,33.715,150.094,0.038,0.454,0.000,0.000,0.000,0.000
748,248.178,2171.605,2013.204,599.043,316.959,194.812,1320.928,33.798,146.212,0.034,0.455,0.000,0.000,0.000,0.000
749,248.525,2070.827,1965.102,597.490,318.183,195.360,1274.957,33.877,142.233,0.031,0.456,0.000,0.000,0.000,0.000
750,248.871,2143.049,1916.795,595.936,319.391,195.887,1228.905,33.952,138.171,0.028,0.456,0.000,0.000,0.000,0.000
751,249.217,2057.010,1868.426,594.383,320.585,196.393,1182.900,34.023,134.038,0.025,0.457,0.000,0.000,0.000,0.000
752,249.564,1999.270,1820.133,592.830,321.764,196.879,1137.068,34.089,129.848,0.022,0.458,0.000,0.000,0.000,0.000
753,249.910,1934.602,1772.049,591.277,322.928,197.343,1091.529,34.150,125.614,0.020,0.459,0.000,0.000,0.000,0.000
754,250.256,1859.154,1724.301,589.724,324.079,197.786,1046.396,34.207,121.349,0.018,0.459,0.000,0.000,0.000,0.000
755,250.603,1874.639,1677.010,588.171,325.217,198.209,1001.777,34.260,117.065,0.016,0.460,0.000,0.000,0.000,0.000
756,250.949,1663.159,1630.290,586.618,326.344,198.610,957.772,34.308,112.775,0.015,0.460,0.000,0.000,0.000,0.000
757,251.295,1714.418,1584.248,585.064,327.459,198.991,914.476,34.351,108.491,0.013,0.461,0.000,0.000,0.000,0.000
758,251.642,1667.308,1538.986,583.511,328.566,199.352,871.975,34.390,104.224,0.012,0.461,0.000,0.000,0.000,0.000
759,251.988,1581.567,1494.595,581.958,329.665,199.693,830.349,34.424,99.986,0.011,0.462,0.000,0.000,0.000,0.000
760,252.334,1512.230,1451.160,580.405,330.759,200.015,789.670,34.454,95.786,0.010,0.462,0.000,0.000,0.000,0.000
761,252.681,1475.861,1408.760,578.852,331.850,200.319,750.002,34.479,91.634,0.009,0.462,0.000,0.000,0.000,0.000
762,253.027,1505.118,1367.463,577.299,332.939,200.605,711.403,34.501,87.540,0.008,0.462,0.000,0.000,0.000,0.000
763,253.373,1373.158,1327.333,575.746,334.031,200.874,673.923,34.518,83.512,0.007,0.462,0.000,0.000,0.000,0.000
764,253.720,1366.561,1288.422,574.193,335.126,201.128,637.604,34.531,79.558,0.006,0.462,0.000,0.000,0.000,0.000
765,254.066,1237.489,1250.779,572.639,336.230,201.368,602.482,34.540,75.686,0.006,0.462,0.000,0.000,0.000,0.000
766,254.413,1302.784,1214.442,571.086,337.343,201.593,568.586,34.545,71.901,0.005,0.462,0.000,0.000,0.000,0.000
767,254.759,1183.562,1179.445,569.533,338.471,201.807,535.937,34.547,68.211,0.005,0.462,0.000,0.000,0.000,0.000
768,255.106,1185.635,1145.813,567.980,339.615,202.010,504.551,34.546,64.619,0.004,0.461,0.000,0.000,0.000,0.000
769,255.452,1089.487,1113.565,566.427,340.781,202.204,474.437,34.541,61.131,0.004,0.461,0.000,0.000,0.000,0.000
770,255.798,1073.858,1082.713,564.874,341.971,202.389,445.600,34.533,57.751,0.003,0.461,0.000,0.000,0.000,0.000
771,256.145,973.782,1053.266,563.321,343.190,202.568,418.037,34.522,54.481,0.003,0.460,0.000,0.000,0.000,0.000
772,256.491,999.117,1025.225,561.767,344.441,202.742,391.740,34.509,51.324,0.003,0.460,0.000,0.000,0.000,0.000
773,256.838,976.820,998.585,560.214,345.729,202.912,366.700,34.493,48.283,0.002,0.459,0.000,0.000,0.000,0.000
774,257.184,932.117,973.338,558.661,347.058,203.081,342.899,34.475,45.359,0.002,0.459,0.000,0.000,0.000,0.000
775,257.531,928.263,949.472,557.108,348.433,203.249,320.317,34.454,42.552,0.002,0.458,0.000,0.000,0.000,0.000
776,257.877,862.633,926.969,555.555,349.858,203.418,298.931,34.432,39.863,0.002,0.457,0.000,0.000,0.000,0.000
777,258.223,855.227,905.809,554.002,351.339,203.591,278.715,34.408,37.292,0.002,0.457,0.000,0.000,0.000,0.000
778,258.570,915.747,885.969,552.449,352.879,203.768,259.637,34.383,34.838,0.001,0.456,0.000,0.000,0.000,0.000
779,258.916,795.969,867.422,550.895,354.483,203.952,241.667,34.356,32.501,0.001,0.455,0.000,0.000,0.000,0.000
780,259.263,805.411,850.140,549.342,356.158,204.144,224.770,34.329,30.277,0.001,0.455,0.000,0.000,0.000,0.000
781,259.609,750.005,834.092,547.789,357.908,204.346,208.911,34.300,28.167,0.001,0.454,0.000,0.000,0.000,0.000
