ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th,Xray-Ba
97,24.955,605.222,524.311,511.850,140.668,76.207,131.745,13.303,10.056,1.837,0.178,0.115,112.305,21.991,15.903
98,25.293,592.334,532.338,517.792,142.304,77.093,133.277,13.459,10.173,1.859,0.180,0.117,113.611,22.246,18.017
99,25.630,638.259,540.714,523.734,143.940,77.979,134.809,13.616,10.290,1.880,0.183,0.118,114.917,22.502,20.477
100,25.968,583.187,549.497,529.675,145.577,78.866,136.342,13.773,10.407,1.901,0.185,0.119,116.224,22.758,23.342
101,26.306,725.704,558.755,535.617,147.214,79.753,137.876,13.931,10.524,1.923,0.187,0.121,117.531,23.014,26.679
102,26.644,727.591,568.569,541.559,148.853,80.641,139.410,14.089,10.641,1.944,0.189,0.122,118.839,23.270,30.568
103,26.982,721.219,579.031,547.501,150.492,81.529,140.946,14.247,10.758,1.965,0.191,0.123,120.148,23.526,35.102
104,27.320,780.442,590.250,553.443,152.133,82.418,142.482,14.406,10.876,1.987,0.193,0.125,121.458,23.783,40.387
105,27.658,729.442,602.352,559.385,153.775,83.307,144.020,14.566,10.993,2.008,0.195,0.126,122.769,24.040,46.550
106,27.996,828.959,615.485,565.327,155.419,84.198,145.559,14.727,11.111,2.030,0.197,0.127,124.081,24.297,53.738
107,28.334,808.257,629.823,571.269,157.064,85.089,147.100,14.889,11.228,2.051,0.199,0.129,125.395,24.554,62.122
108,28.672,771.439,645.560,577.211,158.712,85.982,148.644,15.052,11.346,2.073,0.201,0.130,126.711,24.811,71.896
109,29.010,808.996,662.707,583.153,160.363,86.876,150.190,15.216,11.464,2.094,0.203,0.131,128.028,25.069,83.069
110,29.348,815.809,680.680,589.095,162.016,87.772,151.738,15.382,11.582,2.116,0.205,0.133,129.348,25.328,95.056
111,29.686,811.810,699.011,595.037,163.673,88.670,153.290,15.549,11.701,2.138,0.208,0.134,130.671,25.587,107.388
112,30.024,853.698,717.405,600.979,165.334,89.569,154.845,15.719,11.819,2.159,0.210,0.136,131.997,25.847,119.768
113,30.363,849.737,735.551,606.921,166.998,90.471,156.404,15.890,11.938,2.181,0.212,0.137,133.326,26.107,131.884
114,30.701,847.663,753.133,612.863,168.667,91.375,157.966,16.064,12.058,2.203,0.214,0.138,134.658,26.368,143.421
115,31.039,839.886,769.775,618.805,170.338,92.280,159.532,16.241,12.177,2.225,0.216,0.140,135.992,26.629,154.001
116,31.377,800.513,785.023,624.746,172.014,93.188,161.101,16.421,12.297,2.247,0.218,0.141,137.330,26.891,163.174
117,31.715,867.737,798.591,630.688,173.692,94.097,162.673,16.604,12.417,2.268,0.220,0.143,138.670,27.153,170.650
118,32.054,777.624,810.299,636.630,175.374,95.008,164.248,16.791,12.537,2.290,0.222,0.144,140.012,27.416,176.253
119,32.392,811.661,820.076,642.572,177.058,95.920,165.825,16.983,12.657,2.312,0.225,0.145,141.357,27.679,179.912
120,32.730,802.552,827.919,648.514,178.744,96.834,167.404,17.179,12.778,2.334,0.227,0.147,142.702,27.943,181.625
121,33.069,839.033,833.785,654.456,180.431,97.748,168.984,17.381,12.899,2.356,0.229,0.148,144.049,28.207,181.350
122,33.407,762.069,837.663,660.398,182.119,98.662,170.565,17.590,13.019,2.379,0.231,0.150,145.397,28.470,179.078
123,33.745,783.293,839.729,666.340,183.808,99.577,172.146,17.806,13.140,2.401,0.233,0.151,146.745,28.734,174.986
124,34.084,847.735,840.215,672.282,185.496,100.492,173.727,18.030,13.261,2.423,0.235,0.153,148.093,28.998,169.305
125,34.422,739.550,839.392,678.224,187.184,101.406,175.308,18.263,13.381,2.445,0.237,0.154,149.444,29.262,162.306
126,34.760,743.735,837.526,684.166,188.871,102.319,176.887,18.507,13.502,2.467,0.240,0.155,150.792,29.526,154.258
127,35.099,753.773,832.371,687.614,189.868,102.859,177.821,18.698,13.573,2.480,0.241,0.156,151.588,29.682,145.404
128,35.437,759.995,826.665,691.062,190.862,103.398,178.752,18.903,13.644,2.493,0.242,0.157,152.382,29.837,135.992
129,35.776,733.442,820.682,694.511,191.855,103.936,179.682,19.125,13.715,2.506,0.243,0.158,153.219,29.992,126.248
130,36.114,742.480,814.542,697.959,192.845,104.472,180.609,19.364,13.786,2.519,0.245,0.159,154.021,30.147,116.372
131,36.453,789.666,808.442,701.407,193.833,105.007,181.534,19.625,13.856,2.531,0.246,0.160,154.815,30.301,106.530
132,36.791,764.591,802.521,704.855,194.818,105.541,182.456,19.902,13.927,2.544,0.247,0.161,155.608,30.455,96.857
133,37.130,753.666,796.960,708.303,195.801,106.074,183.384,20.190,13.997,2.557,0.248,0.162,156.471,30.609,87.465
134,37.468,752.595,791.698,711.752,196.782,106.605,184.302,20.484,14.067,2.570,0.250,0.163,157.271,30.762,78.440
135,37.807,718.222,786.864,715.200,197.760,107.135,185.219,20.781,14.137,2.583,0.251,0.164,158.068,30.915,69.849
136,38.146,763.149,782.511,718.648,198.736,107.663,186.133,21.080,14.207,2.595,0.252,0.164,158.866,31.067,61.744
137,38.484,759.708,778.676,722.096,199.710,108.191,187.047,21.375,14.276,2.608,0.253,0.165,159.663,31.219,54.165
138,38.823,719.117,775.384,725.545,200.682,108.717,187.958,21.659,14.346,2.621,0.255,0.166,160.461,31.371,47.146
139,39.162,808.226,772.665,728.993,201.652,109.242,188.867,21.922,14.415,2.633,0.256,0.167,161.259,31.523,40.725
140,39.500,773.747,770.514,732.441,202.621,109.766,189.774,22.161,14.484,2.646,0.257,0.168,162.058,31.674,34.900
141,39.839,810.562,768.907,735.889,203.588,110.290,190.683,22.370,14.553,2.659,0.258,0.169,162.859,31.825,29.650
142,40.178,722.193,767.832,739.337,204.554,110.813,191.600,22.545,14.622,2.671,0.259,0.171,163.662,31.976,24.957
143,40.517,718.861,767.250,742.786,205.519,111.335,192.505,22.683,14.691,2.684,0.261,0.172,164.467,32.126,20.805
144,40.855,841.936,767.148,746.234,206.482,111.856,193.410,22.784,14.760,2.696,0.262,0.173,165.274,32.277,17.172
145,41.194,808.159,767.503,749.682,207.445,112.377,194.313,22.846,14.828,2.709,0.263,0.174,166.085,32.427,14.032
146,41.533,759.197,768.287,753.130,208.407,112.897,195.217,22.872,14.897,2.722,0.264,0.175,166.899,32.577,11.357
147,41.872,791.678,769.459,756.579,209.369,113.417,196.120,22.862,14.966,2.734,0.265,0.176,167.717,32.727,9.102
148,42.211,828.312,770.977,760.027,210.330,113.937,197.023,22.822,15.034,2.747,0.267,0.178,168.540,32.876,7.220
149,42.549,817.608,772.802,763.475,211.291,114.457,197.926,22.754,15.103,2.759,0.268,0.179,169.368,33.026,5.668
150,42.888,854.573,774.897,766.923,212.252,114.976,198.829,22.664,15.171,2.772,0.269,0.181,170.202,33.176,4.403
151,43.227,856.724,777.229,770.372,213.213,115.495,199.732,22.557,15.240,2.784,0.270,0.182,171.043,33.325,3.385
152,43.566,893.689,779.772,773.820,214.174,116.014,200.636,22.438,15.308,2.797,0.272,0.184,171.891,33.475,2.582
153,43.905,879.428,782.503,777.268,215.135,116.533,201.540,22.314,15.376,2.810,0.273,0.185,172.750,33.624,1.959
154,44.244,874.244,785.385,780.716,216.096,117.052,202.445,22.189,15.445,2.823,0.274,0.187,173.619,33.774,1.478
155,44.583,927.208,788.389,784.164,217.058,117.571,203.350,22.067,15.513,2.836,0.275,0.189,174.495,33.923,1.108
156,44.922,859.656,791.501,787.613,218.021,118.090,204.257,21.953,15.582,2.848,0.276,0.191,175.382,34.073,0.825
157,45.261,798.472,794.705,791.061,218.984,118.609,205.164,21.850,15.650,2.861,0.278,0.193,176.282,34.222,0.609
158,45.600,870.955,798.020,794.509,219.948,119.128,206.073,21.761,15.718,2.873,0.279,0.195,177.222,34.371,0.447
159,45.939,836.326,801.404,797.957,220.913,119.648,206.984,21.687,15.787,2.886,0.280,0.197,178.171,34.521,0.327
160,46.278,770.441,804.838,801.406,221.880,120.167,207.895,21.629,15.855,2.899,0.281,0.200,179.119,34.670,0.240
161,46.617,804.665,808.333,804.854,222.847,120.687,208.808,21.587,15.923,2.911,0.282,0.203,180.086,34.819,0.176
162,46.957,748.297,811.892,808.302,223.816,121.206,209.728,21.562,15.992,2.924,0.284,0.206,181.073,34.970,0.129
163,47.296,764.740,815.503,811.750,224.787,121.727,210.647,21.553,16.060,2.937,0.285,0.209,182.082,35.119,0.094
164,47.635,771.336,819.165,815.199,225.759,122.247,211.566,21.559,16.129,2.950,0.286,0.212,183.116,35.269,0.069
165,47.974,711.412,822.880,818.647,226.733,122.768,212.489,21.578,16.197,2.962,0.287,0.216,184.176,35.419,0.050
166,48.313,789.080,826.656,822.095,227.711,123.289,213.415,21.610,16.265,2.975,0.289,0.220,185.267,35.574,0.037
167,48.652,709.564,830.479,825.543,228.691,123.810,214.343,21.653,16.334,2.988,0.290,0.225,186.389,35.725,0.027
168,48.992,766.009,834.355,828.991,229.673,124.332,215.275,21.705,16.402,3.001,0.291,0.229,187.548,35.875,0.020
169,49.331,709.825,838.288,832.440,230.658,124.854,216.210,21.765,16.471,3.014,0.292,0.235,188.746,36.026,0.015
170,49.670,668.827,842.284,835.888,231.647,125.377,217.149,21.831,16.539,3.027,0.293,0.240,189.987,36.178,0.011
171,50.010,701.683,846.341,839.336,232.640,125.901,218.092,21.903,16.608,3.040,0.295,0.247,191.276,36.329,0.008
172,50.349,717.722,850.465,842.784,233.637,126.425,219.040,21.979,16.676,3.053,0.296,0.254,192.616,36.480,0.006
173,50.688,726.982,854.664,846.233,234.639,126.949,219.994,22.059,16.745,3.066,0.297,0.261,194.015,36.632,0.004
174,51.028,722.429,858.956,849.681,235.649,127.475,220.953,22.141,16.814,3.079,0.298,0.269,195.476,36.794,0.003
175,51.367,752.801,863.321,853.129,236.663,128.001,221.919,22.226,16.882,3.092,0.299,0.278,197.007,36.947,0.002
176,51.706,765.509,867.781,856.577,237.683,128.529,222.892,22.312,16.951,3.106,0.301,0.288,198.614,37.099,0.002
177,52.046,747.583,872.343,860.026,238.711,129.057,223.872,22.399,17.020,3.119,0.302,0.299,200.305,37.252,0.001
178,52.385,754.809,877.018,863.474,239.747,129.587,224.861,22.488,17.089,3.133,0.303,0.311,202.088,37.406,0.001
179,52.725,742.701,881.816,866.922,240.793,130.118,225.859,22.577,17.158,3.146,0.304,0.324,203.973,37.559,0.001
180,53.064,922.664,886.751,870.370,241.849,130.650,226.868,22.667,17.227,3.160,0.306,0.339,205.969,37.713,0.000
181,53.404,873.481,891.835,873.818,242.916,131.184,227.887,22.757,17.296,3.173,0.307,0.355,208.087,37.868,0.000
182,53.743,859.855,897.083,877.267,243.997,131.719,228.919,22.848,17.365,3.187,0.308,0.373,210.340,38.023,0.000
183,54.083,850.008,902.511,880.715,245.091,132.257,229.964,22.939,17.434,3.201,0.309,0.392,212.741,38.179,0.000
184,54.422,823.674,908.136,884.163,246.199,132.796,231.024,23.030,17.504,3.216,0.310,0.414,215.304,38.335,0.000
185,54.762,917.234,913.976,887.611,247.322,133.338,232.100,23.122,17.573,3.230,0.312,0.438,218.046,38.492,0.000
186,55.101,919.494,920.053,891.060,248.461,133.882,233.194,23.214,17.643,3.244,0.313,0.464,220.985,38.649,0.000
187,55.441,964.055,926.391,894.508,249.619,134.428,234.307,23.306,17.712,3.259,0.314,0.493,224.140,38.807,0.000
188,55.781,940.946,933.011,897.956,250.793,134.978,235.442,23.399,17.782,3.274,0.315,0.525,227.532,38.966,0.000
189,56.120,939.909,939.931,901.404,251.974,135.531,236.600,23.492,17.852,3.289,0.317,0.561,231.185,39.126,0.000
190,56.460,940.986,947.175,904.853,253.157,136.088,237.784,23.585,17.923,3.304,0.318,0.600,235.125,39.287,0.000
191,56.800,939.731,954.770,908.301,254.337,136.649,238.997,23.679,17.993,3.320,0.319,0.643,239.381,39.449,0.000
192,57.139,991.991,962.749,911.749,255.513,137.214,240.240,23.773,18.064,3.336,0.320,0.691,243.983,39.612,0.000
193,57.479,1039.879,971.146,915.197,256.679,137.784,241.517,23.868,18.134,3.352,0.321,0.744,248.966,39.776,0.000
194,57.819,1082.180,980.000,918.645,257.833,138.359,242.832,23.963,18.205,3.368,0.323,0.803,254.368,39.942,0.000
195,58.158,1111.884,989.355,922.094,258.971,138.940,244.187,24.059,18.277,3.385,0.324,0.868,260.231,40.110,0.000
196,58.498,1065.295,999.258,925.542,260.089,139.527,245.587,24.155,18.349,3.403,0.325,0.940,266.600,40.280,0.000
197,58.838,1067.522,1009.761,928.990,261.185,140.121,247.037,24.252,18.421,3.420,0.326,1.019,273.525,40.451,0.000
198,59.178,1132.524,1020.926,932.438,262.257,140.723,248.541,24.350,18.493,3.439,0.328,1.107,281.062,40.623,0.000
199,59.518,1104.120,1032.823,935.887,263.304,141.334,250.103,24.448,18.566,3.457,0.329,1.204,289.271,40.802,0.000
200,59.857,1191.230,1045.518,939.335,264.323,141.953,251.731,24.548,18.639,3.477,0.330,1.312,298.219,40.981,0.000
201,60.197,1151.307,1059.092,942.783,265.315,142.583,253.431,24.648,18.713,3.497,0.331,1.429,307.980,41.161,0.000
202,60.537,1087.385,1067.483,940.074,264.574,142.299,253.611,24.589,18.665,3.495,0.331,1.557,317.282,41.077,0.000
203,60.877,1213.644,1076.946,937.366,263.807,142.028,253.876,24.531,18.618,3.494,0.330,1.697,327.567,40.995,0.000
204,61.217,1155.425,1087.594,934.657,263.017,141.769,254.235,24.474,18.571,3.494,0.329,1.851,338.933,40.917,0.000
205,61.557,1230.988,1099.544,931.948,262.206,141.525,254.697,24.419,18.525,3.495,0.328,2.016,351.487,40.842,0.000
206,61.897,1298.095,1112.925,929.239,261.378,141.297,255.271,24.365,18.480,3.497,0.327,2.187,365.348,40.771,0.000
207,62.237,1273.954,1127.877,926.530,260.536,141.086,255.970,24.313,18.435,3.500,0.326,2.358,380.645,40.704,0.000
208,62.577,1295.544,1144.562,923.822,259.686,140.895,256.805,24.262,18.391,3.504,0.325,2.527,397.522,40.641,0.000
209,62.917,1262.288,1163.152,921.113,258.831,140.724,257.789,24.214,18.348,3.509,0.325,2.692,416.135,40.583,0.000
210,63.257,1277.438,1183.840,918.404,257.975,140.577,258.936,24.167,18.306,3.515,0.324,2.849,436.656,40.530,0.000
211,63.597,1329.255,1206.837,915.695,257.125,140.455,260.263,24.123,18.266,3.524,0.323,2.996,459.276,40.483,0.000
212,63.937,1304.069,1232.374,912.986,256.285,140.361,261.787,24.082,18.226,3.533,0.322,3.130,484.202,40.442,0.000
213,64.277,1308.334,1260.705,910.278,255.458,140.298,263.527,24.043,18.188,3.545,0.321,3.248,511.664,40.408,0.000
214,64.617,1359.189,1292.109,907.569,254.650,140.269,265.504,24.008,18.151,3.558,0.320,3.349,541.915,40.381,0.000
215,64.957,1438.334,1326.892,904.860,253.863,140.277,267.742,23.976,18.116,3.574,0.320,3.429,575.230,40.362,0.000
216,65.297,1391.340,1365.393,902.151,253.103,140.325,270.265,23.948,18.082,3.592,0.319,3.488,611.916,40.351,0.000
217,65.638,1539.453,1407.980,899.443,252.371,140.419,273.102,23.924,18.051,3.613,0.318,3.523,652.305,40.350,0.000
218,65.978,1623.600,1455.060,896.734,251.671,140.561,276.283,23.904,18.021,3.636,0.318,3.534,696.768,40.360,0.000
219,66.318,1533.270,1507.082,894.025,251.006,140.758,279.841,23.890,17.994,3.662,0.317,3.521,745.709,40.380,0.000
220,66.658,1583.868,1564.537,891.316,250.378,141.015,283.813,23.881,17.969,3.692,0.316,3.484,799.571,40.413,0.000
