E_keV,eps_sim,err_pct,eps_ref,ratio
662,1.25205E-002,0.46,0.00000E+000,-
1461,4.16795E-003,0.82,0.00000E+000,-
2614,1.68928E-003,1.31,0.00000E+000,-
