E_keV,eps_sim,err_pct,eps_ref,ratio
662,1.25709E-002,0.16,0.00000E+000,-
1461,4.33905E-003,0.28,0.00000E+000,-
2614,1.79964E-003,0.45,0.00000E+000,-
