E_keV,eps_sim,err_pct,eps_ref,ratio
662,1.25623E-002,0.46,0.00000E+000,-
1461,4.29991E-003,0.81,0.00000E+000,-
2614,1.79124E-003,1.27,0.00000E+000,-
