E_keV,eps_sim,err_pct,eps_ref,ratio
662,1.25621E-002,0.16,0.00000E+000,-
1461,4.33009E-003,0.29,0.00000E+000,-
2614,1.78868E-003,0.45,0.00000E+000,-
