spectrum,geom,rho,ring,arm,A_Th-232,z_Th-232,A_Ra-226,z_Ra-226,A_Ac-228,A_Pb-212,A_Tl-208,A_Pb-214,A_Bi-214,chi2ndf,chi2pois,resid,pk238,pk338,pk583,pk911,pk2614,spline,gain,offset,res1394,res1461,band1000,live,key
contact_cal0809,contact,4.2,Fe1.0,noeq,,,763.497,14.3037,899.263,1070.07,908.681,174.604,146.634,2.0356,11.3597,0.263599,0.0162143,-0.00202286,-0.0196443,-0.00987013,0.00902284,10.2501,1.00795,-12.5371,540.296,-213.129,19.301,3546.9,contact_cal0809__AS80_p67_contact_r42__noeq
contact_cal0809,contact,4.345,Fe1.0,noeq,,,,,900.56,1120.97,906.561,178.859,148.849,2.10623,11.7125,0.268082,0.0233653,-0.00810633,-0.0247346,-0.00934369,0.0166163,12.0476,1.00768,-13.037,561.734,-216.876,19.34,3546.9,contact_cal0809__AS80_p67_contact_p13__noeq
contact_cal0809_bg0,contact,3.3,Al1.0,noeq,,,965.441,25.4155,876.208,1025.84,892.201,153.837,148.055,2.04513,3.43433,0.130059,0.0191851,0.00112506,-0.0125077,-0.00575512,0.00170849,11.4666,1.00741,-7.13288,-2897.38,4159.46,29.2126,3546.9,contact_cal0809_bg0__AS80_p88_contact_r33_al__noeq
contact_cal0809_bg0,contact,2.8,Fe1.0,noeq,,,718.59,17.4135,871.377,983.54,879.52,158.299,152.856,1.82584,2.37396,0.0977026,0.0141285,0.00376287,-0.0125244,-0.00632857,0.0117308,12.0785,1.00771,-9.55819,-2924.04,4145.7,29.1775,3546.9,contact_cal0809_bg0__AS80_p67_contact_r28__noeq
contact_cal0809_bg0,contact,3.3,Fe1.0,noeq,,,,,875.404,991.342,892.73,157.303,142.95,2.31188,4.3478,0.152541,0.0324855,-0.00723917,-0.0137156,-0.00457375,0.0044649,12.8584,1.00832,-20.7118,-2848.34,4174.41,29.2704,3546.9,contact_cal0809_bg0__AS80_p67_contact_r33__noeq
contact_cal0809_bg0,contact,3.8,Fe1.0,noeq,,,,,881.604,1015.24,899.787,151.954,142.95,2.4951,5.47833,0.176429,0.0276408,-0.0100831,-0.0170174,-0.00163298,0.00954981,12.7706,1.00826,-20.9158,-2866.5,4171.59,29.2907,3546.9,contact_cal0809_bg0__AS80_p67_contact_r38__noeq
contact_cal0809_bg0,contact,4.2,Fe1.0,noeq,,,,,891.766,1039.16,909.176,153.998,141.48,2.61494,5.97938,0.186048,0.0280938,-0.0118258,-0.0192064,-0.00133961,0.011658,12.4558,1.00827,-20.8542,-2865.96,4173.51,29.2893,3546.9,contact_cal0809_bg0__AS80_p67_contact_r42__noeq
contact_cal0809_bg0,contact,4.345,Fe1.0,noeq,,,,,903.107,1125.44,906.889,154.633,146.256,2.63349,6.06803,0.18772,0.0286576,-0.0141394,-0.0236056,0.00418503,0.0191757,13.0039,1.00804,-21.0502,-2844.31,4178.26,29.3819,3546.9,contact_cal0809_bg0__AS80_p67_contact_p13__noeq
edge1709,edge93,2.8,Al1.0,noeq,,,,,908.071,941.229,881.673,182.175,186.448,1.62238,1.90297,0.0780301,0.00739232,-0.00074993,-0.0170685,-0.0116082,0.0154733,17.1195,1.00604,-10.8382,8737.88,-5683.76,30.5198,80070.6,edge1709__AS80_p88_edge93_r28_al__noeq
edge1709,edge93,3.3,Al1.0,noeq,,,,,932.823,1052.37,897.735,199.717,189.317,1.68796,2.1259,0.0871317,0.00928985,-0.00304032,-0.0187257,-0.00711428,0.016158,17.0673,1.00601,-11.093,8343.42,-6336.76,30.7494,80070.6,edge1709__AS80_p88_edge93_r33_al__noeq
edge1709,edge93,3.8,Al1.0,noeq,,,,,969.199,1171.33,922.08,211.312,200.116,1.72876,2.23588,0.0912884,0.00964805,-0.00632548,-0.0192291,-0.00511378,0.0205747,16.4125,1.00583,-11.3898,8401.81,-6119.07,30.7481,80070.6,edge1709__AS80_p88_edge93_r38_al__noeq
edge1709,edge93,3.3,Fe0.5,noeq,,,,,940.144,1070.74,900.619,201.769,194.572,1.69559,2.14853,0.0880029,0.0100244,-0.00382226,-0.0186546,-0.00684745,0.0177194,16.8577,1.006,-11.3745,8322.06,-6152.77,30.7155,80070.6,edge1709__AS80_p67_edge93_r33_ring05__noeq
edge1709,edge93,2.8,Fe1.0,noeq,,,,,931.093,991.553,901.578,192.641,189.047,1.63964,1.9691,0.0808319,0.0089252,-0.00158708,-0.0195173,-0.00976218,0.0215243,16.6613,1.00609,-11.0496,8911.8,-5544.97,30.6382,80070.6,edge1709__AS80_p67_edge93_r28__noeq
edge1709,edge93,3.3,Fe1.0,noeq,,,,,962.801,1109.3,922.078,206.112,198.793,1.70206,2.18403,0.0893526,0.0103213,-0.00411804,-0.0219697,-0.00772909,0.0223141,16.267,1.0059,-11.3601,8553.88,-5757.63,30.625,80070.6,edge1709__AS80_p67_edge93_r33__noeq
edge1709,edge93,3.8,Fe1.0,noeq,,,,,995.328,1225.75,946.253,217.378,207.502,1.74437,2.29955,0.093616,0.0109174,-0.00687835,-0.0214624,-0.00501652,0.0266304,15.7908,1.00587,-11.7436,8697.28,-5812.02,30.8739,80070.6,edge1709__AS80_p67_edge93_r38__noeq
edge1709,edge93,4.2,Fe1.0,noeq,,,,,1025.78,1326.62,966.795,219.115,212.745,1.77559,2.35913,0.0957321,0.0102573,-0.0090004,-0.0226982,-0.00275471,0.027817,15.3259,1.00585,-13.8458,8434.08,-5920.88,30.6022,80070.6,edge1709__AS80_p67_edge93_r42__noeq
edge1709,edge93,4.345,Fe1.0,noeq,,,,,1047.12,1581.39,984.008,263.283,219.57,1.79649,2.39593,0.0970253,0.00786817,-0.0161077,-0.0308063,0.00309985,0.039243,15.9824,1.00578,-13.794,8743.02,-5485.82,30.4956,80070.6,edge1709__AS80_p67_edge93_p13__noeq
edge1709,edge93,3.3,Fe2.0,noeq,,,,,1002.09,1170,948.879,220.861,213.414,1.7161,2.23588,0.0912882,0.0109479,-0.0077819,-0.0207914,-0.0053793,0.0296004,14.8868,1.00589,-11.5534,8148.34,-5852.85,30.424,80070.6,edge1709__AS80_p67_edge93_r33_ring20__noeq
edge1709_bg0,edge93,2.8,Al1.0,noeq,,,,,901.266,944.321,875.633,146.093,241.788,6.08046,18.777,0.327001,0.0127747,-0.0101698,0.0216491,-0.00845178,-0.0349821,18.3097,1.00807,-22.6609,-61322,107902,74.0702,80070.6,edge1709_bg0__AS80_p88_edge93_r28_al__noeq
edge1709_bg0,edge93,3.3,Al1.0,noeq,,,,,922.509,1040.03,898.377,150.8,239.552,6.22433,19.0464,0.329491,0.0126622,-0.0167387,0.0199287,-0.00610812,-0.0299661,18.8528,1.00784,-21.7826,-61645.8,107353,73.674,80070.6,edge1709_bg0__AS80_p88_edge93_r33_al__noeq
edge1709_bg0,edge93,3.8,Al1.0,noeq,,,,,948.045,1145.93,918.942,157.691,248.534,6.34699,19.3324,0.332072,0.0104637,-0.0214741,0.0161242,-0.00527535,-0.0302417,18.9098,1.00764,-21.7829,-61666.3,107471,74.0212,80070.6,edge1709_bg0__AS80_p88_edge93_r38_al__noeq
edge1709_bg0,edge93,3.3,Fe0.5,noeq,,,,,927.788,1052.72,898.637,151.544,244.764,6.28403,19.1841,0.330706,0.012045,-0.0175958,0.0188186,-0.006261,-0.0302747,18.8808,1.00786,-22.0873,-61708.5,107481,73.8165,80070.6,edge1709_bg0__AS80_p67_edge93_r33_ring05__noeq
edge1709_bg0,edge93,2.8,Fe1.0,noeq,,,,,923.612,986.853,894.731,149.296,245.839,6.17135,18.963,0.328708,0.013686,-0.0134101,0.0186957,-0.00694055,-0.0305824,18.0563,1.00784,-21.9681,-61109.8,108066,73.9842,80070.6,edge1709_bg0__AS80_p67_edge93_r28__noeq
edge1709_bg0,edge93,3.3,Fe1.0,noeq,,,,,948.043,1088.47,917.68,153.28,248.709,6.2908,19.2804,0.331621,0.0119059,-0.0180933,0.0144225,-0.00755613,-0.0272282,18.522,1.00773,-21.8874,-61602.3,107715,73.9753,80070.6,edge1709_bg0__AS80_p67_edge93_r33__noeq
edge1709_bg0,edge93,3.8,Fe1.0,noeq,,,,,970.921,1193.96,936.975,159.535,255.586,6.42224,19.5167,0.333738,0.0106535,-0.0231249,0.0116599,-0.00649112,-0.0258872,18.6917,1.00769,-21.8935,-61394.4,107738,74.0478,80070.6,edge1709_bg0__AS80_p67_edge93_r38__noeq
edge1709_bg0,edge93,4.2,Fe1.0,noeq,,,,,990.267,1289.95,957.442,161.579,258.429,6.4363,19.5919,0.334436,0.00825216,-0.0248356,0.0113457,-0.00706988,-0.0256519,18.7925,1.00756,-21.6874,-61734.2,107482,74.2234,80070.6,edge1709_bg0__AS80_p67_edge93_r42__noeq
edge1709_bg0,edge93,4.345,Fe1.0,noeq,,,,,1005.96,1542.52,973.097,203.419,267.486,6.42489,19.6509,0.334967,0.00640945,-0.0313549,-0.00039348,-0.00175011,-0.0150147,19.4181,1.00756,-21.4178,-61748.3,107734,74.3553,80070.6,edge1709_bg0__AS80_p67_edge93_p13__noeq
edge1709_bg0,edge93,3.3,Fe2.0,noeq,,,,,977.374,1142.04,936.114,164.036,258.532,6.41274,19.5486,0.334045,0.0112598,-0.0234982,0.0130022,-0.00890446,-0.0258902,18.1621,1.00783,-22.2201,-62144.7,107491,74.3345,80070.6,edge1709_bg0__AS80_p67_edge93_r33_ring20__noeq
edge93,edge93,2.8,Al1.0,noeq,,,,,805.825,812.384,815.438,140.178,144.386,1.41141,19.8837,0.544213,0.00179779,0.00131291,-0.0174893,-0.0296464,0.00453777,19.8055,1.00875,-8.26539,3019.1,-1674.6,45.2769,23492.2,edge93__AS80_p88_edge93_r28_al__noeq
edge93,edge93,3.3,Al1.0,noeq,,,,,830.689,916.529,830.846,159.017,146.924,1.41004,19.8771,0.544083,0.00562473,0.000281671,-0.0187665,-0.0238649,0.00635529,19.3741,1.0086,-8.41789,2933.25,-1840.51,45.4817,23492.2,edge93__AS80_p88_edge93_r33_al__noeq
edge93,edge93,3.8,Al1.0,noeq,,,,,864.544,1024.24,852.167,173.556,163.295,1.41296,19.8804,0.544132,0.00574618,-0.000715349,-0.0166603,-0.0193172,0.0093262,18.2653,1.00781,-8.84406,2932.99,-1783.28,45.43,23492.2,edge93__AS80_p88_edge93_r38_al__noeq
edge93,edge93,3.3,Fe0.5,noeq,,,,,836.747,933.857,834.188,161.307,151.727,1.40399,19.8671,0.543973,0.00669733,-0.00030394,-0.0183667,-0.0237508,0.00850542,19.1244,1.00859,-8.72444,2925.85,-1793.49,45.4091,23492.2,edge93__AS80_p67_edge93_r33_ring05__noeq
edge93,edge93,2.8,Fe1.0,noeq,,,,,826.956,860.572,834.794,151.116,146.692,1.40415,19.8657,0.543918,0.00413222,0.0011081,-0.0194125,-0.0271396,0.01026,19.1572,1.0087,-8.54189,3063.88,-1632.46,45.3927,23492.2,edge93__AS80_p67_edge93_r28__noeq
edge93,edge93,3.3,Fe1.0,noeq,,,,,856.401,968.893,853.922,165.676,155.534,1.40939,19.8753,0.544058,0.00695056,-0.000225979,-0.0215383,-0.0248434,0.0122229,18.5231,1.00852,-8.71296,2979.95,-1697.71,45.3363,23492.2,edge93__AS80_p67_edge93_r33__noeq
edge93,edge93,3.8,Fe1.0,noeq,,,,,886.593,1070.95,876.757,174.722,161.946,1.41099,19.8799,0.544158,0.00757232,-0.00252719,-0.0211901,-0.0222875,0.0179218,18.0319,1.00866,-9.18791,3016.49,-1695.27,45.4975,23492.2,edge93__AS80_p67_edge93_r38__noeq
edge93,edge93,4.2,Fe1.0,noeq,,,,,912.473,1168.9,893.062,185.181,176.135,1.41338,19.8861,0.544213,0.00620112,-0.00117439,-0.0191564,-0.017963,0.0162803,17.0731,1.00787,-9.41594,2933.5,-1740.45,45.299,23492.2,edge93__AS80_p67_edge93_r42__noeq
edge93,edge93,4.345,Fe1.0,noeq,,,,,934.199,1389.76,908.749,222.002,181.91,1.42623,19.8996,0.544409,0.00352296,-0.00866682,-0.0276335,-0.01113,0.0281065,17.6909,1.0077,-8.88991,3007.41,-1634.44,45.266,23492.2,edge93__AS80_p67_edge93_p13__noeq
edge93,edge93,3.3,Fe2.0,noeq,,,,,896.317,1017.76,881.912,171.917,165.02,1.40261,19.8716,0.544005,0.00887451,-0.00606183,-0.0207246,-0.0210976,0.0231236,17.1119,1.00889,-14.0047,2880.47,-1706.18,45.1128,23492.2,edge93__AS80_p67_edge93_r33_ring20__noeq
edge93_bg0,edge93,2.8,Al1.0,noeq,,,,,787.62,807.531,777.884,131.615,246.196,3.49914,7.00215,0.344049,0.00348571,-0.00215304,0.033678,-0.0271022,-0.0737957,19.279,1.00834,-11.2933,-16473.6,29601.9,76.6725,23492.2,edge93_bg0__AS80_p88_edge93_r28_al__noeq
edge93_bg0,edge93,3.3,Al1.0,noeq,,,,,809.091,911.736,801.258,151.082,249.278,3.46656,6.94899,0.342522,0.00678407,-0.00259163,0.0341367,-0.0219573,-0.0662011,18.8574,1.00832,-11.6371,-16578.6,29451.6,76.3829,23492.2,edge93_bg0__AS80_p88_edge93_r33_al__noeq
edge93_bg0,edge93,3.8,Al1.0,noeq,,,,,832.054,1012.69,816.75,161.002,258.016,3.48696,6.98742,0.343627,0.00712287,-0.00644843,0.0308361,-0.0214186,-0.0661136,18.9086,1.00821,-11.764,-16586,29487.4,76.6671,23492.2,edge93_bg0__AS80_p88_edge93_r38_al__noeq
edge93_bg0,edge93,3.3,Fe0.5,noeq,,,,,813.025,924.842,800.109,151.833,253.501,3.48036,6.96894,0.343096,0.0074255,-0.00374142,0.0329273,-0.0228886,-0.0661381,18.9697,1.00839,-11.9615,-16589.8,29488.3,76.5058,23492.2,edge93_bg0__AS80_p67_edge93_r33_ring05__noeq
edge93_bg0,edge93,2.8,Fe1.0,noeq,,,,,807.782,855.123,795.878,141.796,252.441,3.48882,6.98371,0.34352,0.00578444,-0.00252947,0.0319427,-0.0248496,-0.0692265,18.6173,1.00827,-11.4896,-16429.6,29640.9,76.5966,23492.2,edge93_bg0__AS80_p67_edge93_r28__noeq
edge93_bg0,edge93,3.3,Fe1.0,noeq,,,,,833.481,957.276,817.261,153.245,258.087,3.49187,6.9923,0.343767,0.00849389,-0.00551716,0.0284439,-0.0224656,-0.0650859,18.4514,1.00843,-14.4784,-16559.1,29557.7,76.6443,23492.2,edge93_bg0__AS80_p67_edge93_r33__noeq
edge93_bg0,edge93,3.8,Fe1.0,noeq,,,,,852.118,1063.45,835.011,166.283,266.167,3.49849,7.00195,0.344044,0.00902598,-0.00721176,0.0273359,-0.022203,-0.0616519,18.4571,1.00837,-12.1432,-16518.5,29555.4,76.7012,23492.2,edge93_bg0__AS80_p67_edge93_r38__noeq
edge93_bg0,edge93,4.2,Fe1.0,noeq,,,,,872.616,1150.27,856.335,168.16,270.647,3.50204,7.01731,0.344483,0.00834291,-0.00976015,0.0261295,-0.0202905,-0.0613409,18.2378,1.00834,-14.0617,-16597.8,29507.3,76.8384,23492.2,edge93_bg0__AS80_p67_edge93_r42__noeq
edge93_bg0,edge93,4.345,Fe1.0,noeq,,,,,885.693,1375,867.176,207.744,275.142,3.50806,7.04718,0.345359,0.00508451,-0.0150482,0.0162646,-0.0165987,-0.0516991,19.3373,1.00823,-11.73,-16603.9,29547.6,76.9448,23492.2,edge93_bg0__AS80_p67_edge93_p13__noeq
edge93_bg0,edge93,3.3,Fe2.0,noeq,,,,,859.283,1014.51,835.848,169.388,272.198,3.49905,7.03622,0.345024,0.00866646,-0.00808659,0.0275643,-0.0228597,-0.0617642,17.6461,1.00843,-12.2718,-16719.9,29504.6,76.93,23492.2,edge93_bg0__AS80_p67_edge93_r33_ring20__noeq
