spectrum,channels,kev_per_ch,peak_kev,peak_ch,fwhm_field,w_ch_empirical,w_kev_empirical,ratio_to_ch,ratio_to_kev,fwhmcal_at_ch
G1S24_Th232_Mar_2,1024,2.84431,79.792,30,5.0002,8.6916,24.7336,0.5753,0.2022,4.2850
G1S24_Th232_Mar_2,1024,2.86601,131.187,48,5.6252,8.1825,23.4668,0.6875,0.2397,5.7792
G1S24_Th232_Mar_2,1024,2.90538,237.979,85,8.6868,8.7896,25.5356,0.9883,0.3402,8.3144
G1S24_Th232_Mar_2,1024,2.93574,337.293,119,10.5212,9.4865,27.8406,1.1091,0.3779,10.3001
G1S24_Th232_Mar_2,1024,2.96679,464.226,162,6.5982,8.3975,24.9167,0.7857,0.2648,12.5346
G1S24_Th232_Mar_2,1024,2.97583,508.796,177,8.9408,22.6807,67.4201,0.3942,0.1326,13.2614
G1S24_Th232_Mar_2,1024,2.98948,586.351,203,14.8760,14.2451,42.5771,1.0443,0.3494,14.4702
G1S24_Th232_Mar_2,1024,3.00845,730.332,251,16.1292,16.3553,49.1966,0.9862,0.3279,16.5633
G1S24_Th232_Mar_2,1024,3.02262,917.350,313,21.9005,32.1330,97.1424,0.6816,0.2254,19.0619
G1S24_Th232_Mar_2,1024,3.0275,1110.999,377,16.6407,26.6387,80.6438,0.6247,0.2063,21.4582
G1S24_Th232_Mar_2,1024,3.02634,1253.278,424,20.7995,24.0182,72.6952,0.8660,0.2861,23.1244
G1S24_Th232_Mar_2,1024,3.0137,1606.707,541,30.1891,32.9870,99.4255,0.9152,0.3036,27.0042
G1S24_Th232_Mar_2,1024,2.99897,2117.433,711,32.3446,38.3992,115.1639,0.8423,0.2809,32.1340
G1S24_Th232_Mar_2,1024,3.00373,2309.474,775,36.5987,5.8758,17.6458,6.2287,2.0741,33.9461
G1S24_Th232_Mar_2,1024,3.03248,2614.049,876,41.2758,38.0095,115.2481,1.0859,0.3581,36.6989
G1S24_Th232_Petri,1024,2.89964,71.408,30,4.8540,6.8359,19.8250,0.7101,0.2448,3.9182
G1S24_Th232_Petri,1024,2.91313,126.631,49,4.9123,5.5057,16.0393,0.8922,0.3063,5.4489
G1S24_Th232_Petri,1024,2.9383,237.816,87,8.2518,8.0213,23.5652,1.0287,0.3502,8.0148
G1S24_Th232_Petri,1024,2.95819,335.113,120,10.3072,8.6992,25.7306,1.1848,0.4006,9.9487
G1S24_Th232_Petri,1024,2.98821,504.611,177,9.7613,24.5813,73.3822,0.3971,0.1330,12.9188
G1S24_Th232_Petri,1024,3.00052,585.461,204,14.3220,13.5046,40.5178,1.0605,0.3535,14.2123
G1S24_Th232_Petri,1024,3.01866,723.916,250,14.6783,13.6949,41.3413,1.0718,0.3551,16.2938
G1S24_Th232_Petri,1024,3.03822,920.803,315,20.1393,32.5446,98.9068,0.6188,0.2036,19.0321
G1S24_Th232_Petri,1024,3.05065,1118.730,380,20.9967,21.9369,66.8983,0.9571,0.3139,21.5898
G1S24_Th232_Petri,1024,3.05538,1460.865,492,26.7541,29.0063,88.6301,0.9224,0.3019,25.6834
G1S24_Th232_Petri,1024,3.05053,1616.585,543,22.4378,15.9835,48.7594,1.4038,0.4602,27.4438
G1S24_Th232_Petri,1024,3.00184,2137.803,715,32.7171,35.6556,107.0095,0.9176,0.3057,33.0195
G1S24_Th232_Petri,1024,2.90828,2626.018,880,40.3749,33.7152,98.0879,1.1975,0.4116,37.9650
G1S24_Th232_Petri_2,1024,2.88832,39.513,19,2.9335,4.0562,11.7157,0.7232,0.2504,2.8836
G1S24_Th232_Petri_2,1024,2.8964,71.329,30,4.6552,7.0603,20.4539,0.6593,0.2276,3.9199
G1S24_Th232_Petri_2,1024,2.90988,126.489,49,5.1617,5.5013,16.0088,0.9383,0.3224,5.4512
G1S24_Th232_Petri_2,1024,2.93502,237.550,87,8.3059,7.9175,23.2341,1.0491,0.3575,8.0181
G1S24_Th232_Petri_2,1024,2.95546,337.694,121,10.2860,9.2003,27.1828,1.1180,0.3784,10.0085
G1S24_Th232_Petri_2,1024,2.96764,402.849,143,4.4611,10.4046,30.8618,0.4288,0.1446,11.1978
G1S24_Th232_Petri_2,1024,2.98583,510.018,179,9.0947,22.1430,66.0470,0.4107,0.1377,13.0221
G1S24_Th232_Petri_2,1024,2.99717,584.808,204,14.6280,13.3193,39.9163,1.0983,0.3665,14.2182
G1S24_Th232_Petri_2,1024,3.016,729.140,252,15.7462,15.3491,46.2916,1.0259,0.3402,16.3880
G1S24_Th232_Petri_2,1024,3.03458,916.741,314,21.1206,32.7400,99.3943,0.6451,0.2125,18.9993
G1S24_Th232_Petri_2,1024,3.04752,1123.576,382,21.3471,30.5505,93.0624,0.6987,0.2294,21.6751
G1S24_Th232_Petri_2,1024,3.05202,1456.183,491,22.8036,27.3349,83.4232,0.8342,0.2733,25.6588
G1S24_Th232_Petri_2,1024,3.04712,1614.780,543,27.9641,25.8051,78.6377,1.0837,0.3556,27.4551
G1S24_Th232_Petri_2,1024,2.9972,2144.410,718,33.5229,41.0003,122.8603,0.8176,0.2729,33.1262
G1S24_Th232_Petri_2,1024,2.96444,2344.167,785,34.3007,10.2707,30.4738,3.3397,1.1256,35.1734
G1S24_Th232_Petri_2,1024,2.90503,2623.087,880,40.7094,35.9925,104.5642,1.1311,0.3893,37.9806
G1S24_Y88_P25,1024,2.87832,231.306,83,9.2030,18.0932,51.9555,0.5086,0.1771,8.3019
G1S24_Y88_P25,1024,2.97108,515.453,180,13.1337,12.8446,38.1353,1.0225,0.3444,13.4678
G1S24_Y88_P25,1024,3.02141,899.698,308,20.7136,18.7617,56.6859,1.1040,0.3654,18.8405
G1S24_Y88_P25,1024,3.01762,1350.144,457,21.7661,26.2662,79.2496,0.8287,0.2747,24.1099
G1S24_Y88_P25,1024,3.01169,1467.718,496,22.0967,99.5113,299.8652,0.2221,0.0737,25.3760
G1S24_Y88_P25,1024,3.00645,1567.017,529,29.3047,6.7699,20.3516,4.3287,1.4399,26.4184
G1S24_Y88_P25,1024,2.99594,1837.058,619,32.3848,28.6818,85.9317,1.1291,0.3769,29.1442
G1S24_Y88_P5,1024,2.90158,210.257,81,13.5500,23.0847,67.0013,0.5870,0.2022,7.4981
G1S24_Y88_P5,1024,2.98865,502.194,180,13.2387,13.4201,40.1003,0.9865,0.3301,12.8715
G1S24_Y88_P5,1024,3.01708,655.384,231,18.4093,51.6838,155.4246,0.3562,0.1184,15.2385
G1S24_Y88_P5,1024,3.04259,894.877,310,20.4718,18.8499,57.3516,1.0860,0.3570,18.5948
G1S24_Y88_P5,1024,3.04322,1355.018,461,23.6536,19.7752,60.1811,1.1961,0.3930,24.3229
G1S24_Y88_P5,1024,3.02876,1570.613,532,33.5970,117.9912,358.4643,0.2847,0.0937,26.7987
G1S24_Y88_P5,1024,3.00301,1848.112,624,32.9172,29.0882,87.3622,1.1316,0.3768,29.8533
G1S24_Y88_P5,1024,2.94584,2764.236,933,41.9470,37.2688,109.7871,1.1255,0.3821,39.1933
G1S24_Zn65_P5,1024,2.88001,229.791,83,10.3178,21.4379,61.6429,0.4813,0.1674,8.1496
G1S24_Zn65_P5,1024,2.96351,510.615,179,14.0024,10.5699,31.3241,1.3247,0.4470,13.3941
G1S24_Zn65_P5,1024,3.01512,866.849,298,28.9089,75.0456,225.6364,0.3852,0.1281,18.6217
G1S24_Zn65_P5,1024,3.02449,1114.597,380,24.0639,19.4154,58.7212,1.2394,0.4098,21.7904
G1S24_Zn65_P5,1024,3.01343,1443.864,489,29.8256,35.8649,108.0962,0.8316,0.2759,25.6491
GS4000_Lu176,4000,0.889162,23.765,32,8.0770,9.8580,8.7651,0.8193,0.9215,5.4253
GS4000_Lu176,4000,0.89071,55.802,68,10.2422,9.8966,8.8149,1.0349,1.1619,9.0791
GS4000_Lu176,4000,0.892345,89.680,106,12.2863,9.9593,8.8873,1.2336,1.3825,12.2953
GS4000_Lu176,4000,0.893721,118.257,138,14.8615,53.8999,48.2205,0.2757,0.3082,14.7232
GS4000_Lu176,4000,0.89514,147.774,171,18.8474,53.5458,47.9034,0.3520,0.3934,17.0454
GS4000_Lu176,4000,0.897678,200.662,230,22.4359,19.1299,17.1730,1.1728,1.3065,20.8710
GS4000_Lu176,4000,0.902582,303.277,344,30.5709,28.4703,25.6963,1.0738,1.1897,27.4768
GS4000_Lu176,4000,0.905765,370.185,418,18.2766,27.8124,25.1815,0.6571,0.7258,31.3883
GS4000_Lu176,4000,0.912303,508.359,570,39.0380,34.2078,31.2118,1.1412,1.2507,38.7952
GS4000_Lu176,4000,0.954371,1421.162,1548,79.2744,35.6395,34.0018,2.2243,2.3315,76.7655
GS4000_Ra226,4000,0.940393,46.936,55,8.7404,7.5237,7.0754,1.1617,1.2353,7.7279
GS4000_Ra226,4000,0.941916,79.876,90,11.9183,11.0249,10.3847,1.0810,1.1477,10.8223
GS4000_Ra226,4000,0.945397,155.369,170,19.4115,23.6572,22.3642,0.8205,0.8680,16.7184
GS4000_Ra226,4000,0.947006,190.378,207,19.0357,46.8675,44.3538,0.4062,0.4292,19.1283
GS4000_Ra226,4000,0.94953,245.378,265,22.6195,20.7319,19.6850,1.0910,1.1491,22.6482
GS4000_Ra226,4000,0.951836,295.764,318,25.6273,24.9625,23.7629,1.0266,1.0785,25.6555
GS4000_Ra226,4000,0.954534,354.861,380,31.4197,30.5948,29.2030,1.0270,1.0759,28.9786
GS4000_Ra226,4000,0.965976,607.408,643,45.7856,42.2976,40.8600,1.0825,1.1205,41.5223
GS4000_Ra226,4000,0.973243,769.333,810,55.1956,86.4662,84.1042,0.6383,0.6563,48.6241
GS4000_Ra226,4000,0.980378,929.530,974,57.1180,28.5642,28.0146,1.9996,2.0389,55.1579
GS4000_Ra226,4000,0.988514,1113.621,1161,65.7925,75.4656,74.6002,0.8718,0.8819,62.1964
GS4000_Ra226,4000,1.00048,1387.108,1436,79.0029,151.3818,151.5437,0.5219,0.5213,71.9279
GS4000_Ra226,4000,1.0164,1756.198,1802,90.3167,92.0271,93.5287,0.9814,0.9657,84.0084
GS4000_Ra226,4000,1.03555,2207.627,2242,110.4143,21.2593,22.0135,5.1937,5.0157,97.5449
GS4000_Ra226,4000,1.0466,2472.060,2496,87.7049,11.1667,11.6890,7.8542,7.5032,104.9728
GS4000_Th232,4000,0.954529,24.400,38,6.0000,5.0558,4.8259,1.1868,1.2433,5.6402
GS4000_Th232,4000,0.955278,40.634,55,7.3669,8.3258,7.9532,0.8848,0.9263,7.2997
GS4000_Th232,4000,0.956821,74.095,90,10.4562,11.2071,10.7231,0.9330,0.9751,10.2920
GS4000_Th232,4000,0.957438,87.495,104,7.6587,7.2467,6.9381,1.0569,1.1039,11.3841
GS4000_Th232,4000,0.959333,128.706,147,13.3536,12.9436,12.4173,1.0317,1.0754,14.4921
GS4000_Th232,4000,0.962859,205.593,227,8.8070,11.6028,11.1736,0.7590,0.7882,19.6231
GS4000_Th232,4000,0.964357,238.356,261,22.8588,22.3989,21.6009,1.0205,1.0582,21.6297
GS4000_Th232,4000,0.968808,335.981,362,29.8290,27.7368,26.8713,1.0754,1.1101,27.1738
GS4000_Th232,4000,0.976565,507.174,538,26.1136,87.1154,85.0108,0.2998,0.3072,35.8247
GS4000_Th232,4000,0.980047,584.460,617,43.3662,43.6231,42.7479,0.9941,1.0145,39.4176
GS4000_Th232,4000,0.986481,728.016,763,42.7029,68.2496,67.3001,0.6257,0.6345,45.7122
GS4000_Th232,4000,0.994767,914.254,951,55.3916,84.9108,84.5260,0.6524,0.6553,53.3038
GS4000_Th232,4000,1.02469,1599.860,1630,80.8107,69.3332,71.0411,1.1655,1.1375,77.6233
GS4000_Th232,4000,1.04831,2155.425,2166,94.5331,65.4664,68.6506,1.4440,1.3770,94.6500
GS4000_Th232,4000,1.05704,2363.855,2364,109.5203,69.4290,73.4120,1.5774,1.4919,100.6051
GS4000_Th232,4000,1.06986,2673.320,2655,115.6169,58.3288,62.4015,1.9822,1.8528,109.0910
GS4000_U,4000,0.97525,28.963,38,7.9778,7.2321,7.0531,1.1031,1.1311,5.9577
GS4000_U,4000,0.97773,62.163,72,9.8071,8.5462,8.3556,1.1475,1.1737,9.1636
GS4000_U,4000,0.979992,92.508,103,12.2250,10.5832,10.3711,1.1551,1.1788,11.6636
GS4000_U,4000,0.983713,142.582,154,13.0125,15.6846,15.4276,0.8296,0.8435,15.2938
GS4000_U,4000,0.986851,184.950,197,18.0585,15.3882,15.1854,1.1735,1.1892,18.0537
GS4000_U,4000,1.02851,760.336,768,50.3950,77.4575,79.5494,0.6506,0.6335,45.1497
GS4000_U,4000,1.04464,989.420,989,53.3075,59.8638,62.4896,0.8905,0.8531,53.5367
GS4000_U,4000,1.05303,1110.036,1104,42.4807,65.2228,68.6696,0.6513,0.6186,57.6549
GS4000_U,4000,1.07725,1463.663,1436,70.2540,85.4950,92.0094,0.8217,0.7636,68.8278
GS4000_U,4000,1.15715,2687.000,2531,104.6875,10.0500,11.6286,10.4167,9.0026,100.8296
HPGeGEM_K40,8192,0.360945,1460.724,4053,6.0521,5.4362,1.9622,1.1133,3.0844,5.3892
HPGeGEM_Ra226,8192,0.360684,76.920,218,2.0402,2.1681,0.7820,0.9410,2.6089,1.2022
HPGeGEM_Ra226,8192,0.360685,87.020,246,2.2764,2.9574,1.0667,0.7697,2.1340,1.2789
HPGeGEM_Ra226,8192,0.36069,186.209,521,2.4752,2.4240,0.8743,1.0211,2.8310,1.8748
HPGeGEM_Ra226,8192,0.360695,274.579,766,2.5198,4.5526,1.6421,0.5535,1.5345,2.2809
HPGeGEM_Ra226,8192,0.360697,295.138,823,2.9597,2.8344,1.0224,1.0442,2.8950,2.3658
HPGeGEM_Ra226,8192,0.360702,388.920,1083,2.7563,8.6347,3.1145,0.3192,0.8850,2.7212
HPGeGEM_Ra226,8192,0.360706,454.929,1266,3.0886,3.1173,1.1244,0.9908,2.7468,2.9472
HPGeGEM_Ra226,8192,0.360714,609.313,1694,3.9384,3.5238,1.2711,1.1177,3.0984,3.4219
HPGeGEM_Ra226,8192,0.360717,665.584,1850,3.8971,3.4368,1.2397,1.1339,3.1435,3.5806
HPGeGEM_Ra226,8192,0.36072,719.692,2000,4.1516,4.6883,1.6911,0.8855,2.4549,3.7275
HPGeGEM_Ra226,8192,0.360723,768.390,2135,4.4451,4.2368,1.5283,1.0492,2.9085,3.8555
HPGeGEM_Ra226,8192,0.360724,786.065,2184,4.4218,3.8466,1.3876,1.1495,3.1867,3.9010
HPGeGEM_Ra226,8192,0.360727,839.092,2331,4.4289,4.0397,1.4572,1.0964,3.0393,4.0349
HPGeGEM_Ra226,8192,0.360732,933.964,2594,4.8252,4.7764,1.7230,1.0102,2.8004,4.2653
HPGeGEM_Ra226,8192,0.360739,1052.285,2922,4.6529,31.8832,11.5015,0.1459,0.4045,4.5385
HPGeGEM_Ra226,8192,0.360743,1120.104,3110,5.2544,4.6376,1.6730,1.1330,3.1407,4.6890
HPGeGEM_Ra226,8192,0.360745,1155.096,3207,4.9293,4.6571,1.6800,1.0584,2.9340,4.7651
HPGeGEM_Ra226,8192,0.360749,1238.068,3437,5.3439,5.0828,1.8336,1.0514,2.9144,4.9416
HPGeGEM_Ra226,8192,0.360752,1281.358,3557,5.5144,5.1183,1.8464,1.0774,2.9865,5.0317
HPGeGEM_Ra226,8192,0.360757,1377.680,3824,5.6077,4.7195,1.7026,1.1882,3.2936,5.2276
HPGeGEM_Ra226,8192,0.360758,1385.256,3845,5.4209,5.4739,1.9748,0.9903,2.7451,5.2428
HPGeGEM_Ra226,8192,0.360759,1401.490,3890,5.6459,3.7993,1.3706,1.4860,4.1192,5.2752
HPGeGEM_Ra226,8192,0.360759,1407.983,3908,5.5787,5.3137,1.9170,1.0499,2.9102,5.2881
HPGeGEM_Ra226,8192,0.360765,1509.357,4189,5.7534,5.2969,1.9109,1.0862,3.0108,5.4864
HPGeGEM_Ra226,8192,0.360769,1582.954,4393,5.6091,4.8159,1.7374,1.1647,3.2284,5.6269
HPGeGEM_Ra226,8192,0.360773,1661.602,4611,5.9634,5.2021,1.8768,1.1463,3.1774,5.7741
HPGeGEM_Ra226,8192,0.360777,1729.428,4799,6.7402,6.3898,2.3053,1.0548,2.9238,5.8988
HPGeGEM_Ra226,8192,0.360779,1764.423,4896,6.5252,5.7004,2.0566,1.1447,3.1728,5.9624
HPGeGEM_Ra226,8192,0.360784,1847.403,5126,6.6878,6.2164,2.2428,1.0758,2.9819,6.1111
HPGeGEM_Ra226,8192,0.360799,2118.718,5878,7.4169,5.6753,2.0477,1.3069,3.6222,6.5797
HPGeGEM_Ra226,8192,0.360804,2203.867,6114,7.4887,6.5888,2.3773,1.1366,3.1501,6.7219
HPGeGEM_Ra226,8192,0.360817,2447.775,6790,7.2413,6.1429,2.2164,1.1788,3.2671,7.1180
HPGeGEM_Th232,8192,0.36092,74.711,211,2.1193,2.3055,0.8321,0.9192,2.5469,1.1839
HPGeGEM_Th232,8192,0.360934,209.337,584,2.5541,2.4674,0.8906,1.0351,2.8679,1.9875
HPGeGEM_Th232,8192,0.360937,238.572,665,2.7545,2.6411,0.9533,1.0430,2.8896,2.1230
HPGeGEM_Th232,8192,0.360941,270.335,753,2.8339,2.7551,0.9944,1.0286,2.8497,2.2615
HPGeGEM_Th232,8192,0.360944,300.293,836,2.8368,2.7318,0.9860,1.0385,2.8771,2.3850
HPGeGEM_Th232,8192,0.360947,328.086,913,3.0408,2.9645,1.0700,1.0257,2.8418,2.4944
HPGeGEM_Th232,8192,0.360948,338.192,941,3.1006,3.0485,1.1004,1.0171,2.8178,2.5330
HPGeGEM_Th232,8192,0.360955,409.300,1138,3.4888,3.5182,1.2699,0.9916,2.7472,2.7908
HPGeGEM_Th232,8192,0.360961,463.083,1287,3.3811,3.2233,1.1635,1.0489,2.9060,2.9719
HPGeGEM_Th232,8192,0.360966,510.730,1419,3.6464,3.4288,1.2377,1.0635,2.9462,3.1241
HPGeGEM_Th232,8192,0.360972,562.709,1563,3.7106,3.3321,1.2028,1.1136,3.0850,3.2828
HPGeGEM_Th232,8192,0.360974,583.285,1620,3.8977,3.6284,1.3098,1.0742,2.9759,3.3437
HPGeGEM_Th232,8192,0.360989,727.317,2019,4.1544,3.8425,1.3871,1.0811,2.9950,3.7450
HPGeGEM_Th232,8192,0.360992,755.113,2096,4.1465,3.7969,1.3706,1.0921,3.0252,3.8181
HPGeGEM_Th232,8192,0.360994,772.441,2144,4.4679,4.7337,1.7088,0.9439,2.6146,3.8631
HPGeGEM_Th232,8192,0.360995,782.187,2171,3.6723,3.2252,1.1643,1.1386,3.1541,3.8881
HPGeGEM_Th232,8192,0.360996,785.436,2180,4.0789,3.6093,1.3029,1.1301,3.1306,3.8965
HPGeGEM_Th232,8192,0.360997,794.822,2206,4.3088,4.0427,1.4594,1.0658,2.9524,3.9204
HPGeGEM_Th232,8192,0.361001,835.615,2319,4.4750,4.2998,1.5522,1.0407,2.8829,4.0232
HPGeGEM_Th232,8192,0.361001,839.947,2331,4.6397,4.8411,1.7477,0.9584,2.6548,4.0339
HPGeGEM_Th232,8192,0.361004,860.524,2388,4.5695,4.1747,1.5071,1.0946,3.0320,4.0848
HPGeGEM_Th232,8192,0.361008,904.206,2509,4.5823,4.7002,1.6968,0.9749,2.7005,4.1910
HPGeGEM_Th232,8192,0.361009,911.065,2528,4.7625,4.1380,1.4938,1.1509,3.1881,4.2074
HPGeGEM_Th232,8192,0.361015,964.856,2677,4.8280,4.0519,1.4628,1.1915,3.3005,4.3346
HPGeGEM_Th232,8192,0.361015,968.827,2688,4.8166,4.4169,1.5946,1.0905,3.0207,4.3439
HPGeGEM_Th232,8192,0.361067,1459.482,4047,5.4129,5.5729,2.0122,0.9713,2.6900,5.3850
HPGeGEM_Th232,8192,0.361071,1495.950,4148,6.4689,4.5789,1.6533,1.4128,3.9127,5.4558
HPGeGEM_Th232,8192,0.361081,1588.025,4403,5.6953,4.9073,1.7719,1.1606,3.2142,5.6316
HPGeGEM_Th232,8192,0.361082,1592.358,4415,6.1101,5.9804,2.1594,1.0217,2.8295,5.6398
HPGeGEM_Th232,8192,0.361085,1620.522,4493,5.9016,4.5800,1.6538,1.2886,3.5686,5.6926
HPGeGEM_Th232,8192,0.361086,1630.633,4521,6.7900,6.3289,2.2853,1.0729,2.9712,5.7115
HPGeGEM_Th232,8192,0.361136,2103.688,5831,8.3924,9.3712,3.3843,0.8956,2.4798,6.5483
HPGeGEM_Th232,8192,0.361191,2614.373,7245,8.2721,7.4050,2.6746,1.1171,3.0928,7.3726
HPGeGMX_Background,8192,0.200123,238.647,1193,4.2055,3.8278,0.7660,1.0987,5.4900,4.1223
HPGeGMX_Background,8192,0.200097,351.909,1759,5.4932,5.0732,1.0151,1.0828,5.4114,4.9848
HPGeGMX_Background,8192,0.200043,583.190,2915,7.2779,4.4868,0.8976,1.6221,8.1086,6.3611
HPGeGMX_Background,8192,0.200037,609.396,3046,8.3251,7.4757,1.4954,1.1136,5.5671,6.4959
HPGeGMX_Background,8192,0.199966,911.598,4557,8.3824,7.1563,1.4310,1.1713,5.8577,7.8525
HPGeGMX_Background,8192,0.199917,1120.337,5601,9.5332,8.5417,1.7076,1.1161,5.5827,8.6336
HPGeGMX_Background,8192,0.19989,1238.080,6190,8.3482,6.5603,1.3113,1.2725,6.3661,9.0332
HPGeGMX_Background,8192,0.199838,1460.728,7304,10.0566,9.5951,1.9175,1.0481,5.2447,9.7235
HPGeGMX_Eu152,8192,0.327435,121.784,370,2.8067,3.1033,1.0161,0.9044,2.7621,1.8062
HPGeGMX_Eu152,8192,0.327869,244.657,745,3.1404,5.1208,1.6790,0.6133,1.8705,2.5463
HPGeGMX_Eu152,8192,0.328149,344.373,1049,4.1410,5.6648,1.8589,0.7310,2.2277,3.0081
HPGeGMX_Eu152,8192,0.328206,368.002,1121,3.8369,5.3125,1.7436,0.7222,2.2006,3.1065
HPGeGMX_Eu152,8192,0.328303,411.331,1253,4.6222,5.2474,1.7227,0.8809,2.6830,3.2784
HPGeGMX_Eu152,8192,0.328369,444.165,1353,4.5688,5.0449,1.6566,0.9056,2.7580,3.4020
HPGeGMX_Eu152,8192,0.32845,488.500,1488,3.9165,4.2854,1.4076,0.9139,2.7825,3.5611
HPGeGMX_Eu152,8192,0.328565,564.058,1718,4.2717,11.5787,3.8043,0.3689,1.1229,3.8146
HPGeGMX_Eu152,8192,0.328593,586.072,1785,4.9397,5.4460,1.7895,0.9070,2.7603,3.8847
HPGeGMX_Eu152,8192,0.328685,674.477,2054,3.8346,12.5385,4.1212,0.3058,0.9305,4.1521
HPGeGMX_Eu152,8192,0.328689,678.750,2067,4.8162,5.7870,1.9021,0.8322,2.5320,4.1644
HPGeGMX_Eu152,8192,0.328697,688.611,2097,4.2663,3.9916,1.3120,1.0688,3.2516,4.1929
HPGeGMX_Eu152,8192,0.328754,779.011,2372,5.0360,4.5407,1.4928,1.1091,3.3736,4.4428
HPGeGMX_Eu152,8192,0.328782,867.450,2641,5.2237,4.7055,1.5471,1.1101,3.3765,4.6709
HPGeGMX_Eu152,8192,0.328788,919.398,2799,5.0531,4.2034,1.3820,1.2021,3.6563,4.7982
HPGeGMX_Eu152,8192,0.328788,926.631,2821,5.1263,13.5014,4.4391,0.3797,1.1548,4.8156
HPGeGMX_Eu152,8192,0.328787,964.113,2935,5.5306,4.9563,1.6296,1.1159,3.3939,4.9043
HPGeGMX_Eu152,8192,0.328783,1005.212,3060,6.5897,6.1014,2.0060,1.0800,3.2849,4.9991
HPGeGMX_Eu152,8192,0.328763,1085.761,3305,5.7566,4.8255,1.5864,1.1930,3.6286,5.1779
HPGeGMX_Eu152,8192,0.328762,1089.706,3317,5.0309,4.6482,1.5281,1.0823,3.2922,5.1865
HPGeGMX_Eu152,8192,0.328754,1112.062,3385,5.8197,5.0773,1.6692,1.1462,3.4866,5.2345
HPGeGMX_Eu152,8192,0.328712,1212.654,3691,5.6260,5.0407,1.6569,1.1161,3.3954,5.4429
HPGeGMX_Eu152,8192,0.328667,1299.100,3954,6.2370,5.1553,1.6944,1.2098,3.6810,5.6129
HPGeGMX_Eu152,8192,0.328606,1407.879,4285,6.4311,5.5071,1.8097,1.1678,3.5537,5.8160
HPGeGMX_Eu152,8192,0.328577,1460.782,4446,6.0171,5.0421,1.6567,1.1934,3.6320,5.9108
HPGeGMX_Th228,8192,0.327266,74.835,227,2.4139,2.7845,0.9113,0.8669,2.6489,1.4191
HPGeGMX_Th228,8192,0.327276,77.126,234,2.5668,2.9011,0.9495,0.8848,2.7034,1.4405
HPGeGMX_Th228,8192,0.327307,84.327,256,2.3506,3.0888,1.0110,0.7610,2.3251,1.5056
HPGeGMX_Th228,8192,0.327319,87.272,265,2.8340,3.5155,1.1507,0.8061,2.4628,1.5315
HPGeGMX_Th228,8192,0.327875,238.301,726,3.2330,4.9904,1.6362,0.6479,1.9759,2.5135
HPGeGMX_Th228,8192,0.327992,276.997,844,3.5338,5.3180,1.7443,0.6645,2.0260,2.7054
HPGeGMX_Th228,8192,0.328615,583.343,1777,4.4151,4.2985,1.4126,1.0271,3.1256,3.8758
HPGeGMX_Th228,8192,0.32875,727.309,2215,4.8399,4.8828,1.6052,0.9912,3.0151,4.3018
HPGeGMX_Th228,8192,0.328771,763.473,2325,4.2236,4.0855,1.3432,1.0338,3.1445,4.4008
HPGeGMX_Th228,8192,0.328782,785.501,2392,5.1748,4.4105,1.4501,1.1733,3.5687,4.4597
HPGeGMX_Th228,8192,0.328806,860.467,2620,4.8601,4.4149,1.4516,1.1008,3.3480,4.6530
HPGeGMX_Th228,8192,0.328601,1461.406,4448,6.5230,5.8649,1.9272,1.1122,3.3847,5.9115
HPGeGMX_Th228,8192,0.328536,1592.176,4846,6.4494,5.6550,1.8579,1.1405,3.4714,6.1355
HPGeGMX_Th228,8192,0.328594,2102.676,6400,9.2106,11.5158,3.7840,0.7998,2.4341,6.8928
HPGeGMX_Th228,8192,0.329724,2614.331,7955,8.3384,7.7102,2.5422,1.0815,3.2799,7.5044
HPGeGMX_Th232,8192,0.327314,89.880,273,2.3872,2.9301,0.9591,0.8147,2.4890,1.5540
HPGeGMX_Th232,8192,0.327764,209.107,637,2.7310,3.7389,1.2255,0.7304,2.2285,2.3576
HPGeGMX_Th232,8192,0.327859,238.282,726,3.2792,4.9362,1.6184,0.6643,2.0262,2.5135
HPGeGMX_Th232,8192,0.328143,338.324,1031,4.3873,5.4423,1.7858,0.8061,2.4567,2.9823
HPGeGMX_Th232,8192,0.328414,463.073,1411,4.5142,5.5531,1.8237,0.8129,2.4752,3.4708
HPGeGMX_Th232,8192,0.328496,510.699,1556,4.1702,4.1884,1.3759,0.9956,3.0309,3.6377
HPGeGMX_Th232,8192,0.328599,583.308,1777,4.4656,4.6345,1.5229,0.9636,2.9323,3.8759
HPGeGMX_Th232,8192,0.328734,727.267,2215,4.6300,4.3235,1.4213,1.0709,3.2577,4.3019
HPGeGMX_Th232,8192,0.32877,794.661,2420,5.7337,6.0729,1.9966,0.9441,2.8717,4.4841
HPGeGMX_Th232,8192,0.32879,860.746,2621,4.8328,4.7194,1.5517,1.0240,3.1146,4.6540
HPGeGMX_Th232,8192,0.328797,911.052,2774,5.3749,5.0559,1.6624,1.0631,3.2333,4.7779
HPGeGMX_Th232,8192,0.328796,968.920,2950,5.3416,4.6276,1.5215,1.1543,3.5106,4.9154
HPGeGMX_Th232,8192,0.328586,1460.670,4446,6.2086,5.3292,1.7511,1.1650,3.5456,5.9105
HPGeGMX_Th232,8192,0.32971,2614.855,7957,8.3312,6.2526,2.0615,1.3324,4.0412,7.5053
HPGE_Uranium,16384,0.165664,25.603,154,4.2332,4.8852,0.8093,0.8665,5.2307,2.8638
