RESULT decays=8000000
RESULT any=131023 eps_total=1.637788e-02
RESULT window=661.657 counts=30925 eps=3.865625e-03
HISTBEGIN bins=663 bin_kev=1.000000 decays=8000000
HIST 0 42
HIST 1 188
HIST 2 174
HIST 3 190
HIST 4 172
HIST 5 197
HIST 6 226
HIST 7 211
HIST 8 237
HIST 9 220
HIST 10 211
HIST 11 229
HIST 12 199
HIST 13 217
HIST 14 220
HIST 15 203
HIST 16 206
HIST 17 227
HIST 18 186
HIST 19 232
HIST 20 200
HIST 21 237
HIST 22 231
HIST 23 227
HIST 24 210
HIST 25 213
HIST 26 230
HIST 27 203
HIST 28 221
HIST 29 198
HIST 30 254
HIST 31 217
HIST 32 200
HIST 33 184
HIST 34 215
HIST 35 228
HIST 36 225
HIST 37 206
HIST 38 249
HIST 39 229
HIST 40 229
HIST 41 212
HIST 42 213
HIST 43 206
HIST 44 213
HIST 45 200
HIST 46 228
HIST 47 212
HIST 48 223
HIST 49 199
HIST 50 215
HIST 51 204
HIST 52 241
HIST 53 209
HIST 54 221
HIST 55 209
HIST 56 209
HIST 57 219
HIST 58 213
HIST 59 192
HIST 60 210
HIST 61 213
HIST 62 208
HIST 63 200
HIST 64 216
HIST 65 195
HIST 66 212
HIST 67 221
HIST 68 194
HIST 69 239
HIST 70 196
HIST 71 203
HIST 72 183
HIST 73 221
HIST 74 201
HIST 75 213
HIST 76 189
HIST 77 216
HIST 78 228
HIST 79 206
HIST 80 209
HIST 81 205
HIST 82 205
HIST 83 234
HIST 84 230
HIST 85 217
HIST 86 210
HIST 87 194
HIST 88 227
HIST 89 230
HIST 90 182
HIST 91 220
HIST 92 231
HIST 93 204
HIST 94 229
HIST 95 234
HIST 96 212
HIST 97 226
HIST 98 210
HIST 99 208
HIST 100 197
HIST 101 195
HIST 102 215
HIST 103 224
HIST 104 229
HIST 105 207
HIST 106 218
HIST 107 218
HIST 108 199
HIST 109 230
HIST 110 232
HIST 111 211
HIST 112 200
HIST 113 186
HIST 114 225
HIST 115 218
HIST 116 226
HIST 117 198
HIST 118 220
HIST 119 236
HIST 120 190
HIST 121 231
HIST 122 210
HIST 123 183
HIST 124 224
HIST 125 200
HIST 126 195
HIST 127 182
HIST 128 216
HIST 129 206
HIST 130 204
HIST 131 199
HIST 132 200
HIST 133 198
HIST 134 200
HIST 135 198
HIST 136 222
HIST 137 202
HIST 138 207
HIST 139 177
HIST 140 193
HIST 141 214
HIST 142 183
HIST 143 191
HIST 144 192
HIST 145 210
HIST 146 189
HIST 147 201
HIST 148 207
HIST 149 197
HIST 150 212
HIST 151 207
HIST 152 196
HIST 153 198
HIST 154 236
HIST 155 183
HIST 156 189
HIST 157 200
HIST 158 201
HIST 159 167
HIST 160 160
HIST 161 199
HIST 162 168
HIST 163 179
HIST 164 205
HIST 165 186
HIST 166 191
HIST 167 201
HIST 168 190
HIST 169 212
HIST 170 188
HIST 171 197
HIST 172 208
HIST 173 182
HIST 174 205
HIST 175 211
HIST 176 230
HIST 177 198
HIST 178 220
HIST 179 184
HIST 180 185
HIST 181 186
HIST 182 190
HIST 183 207
HIST 184 175
HIST 185 189
HIST 186 224
HIST 187 185
HIST 188 194
HIST 189 231
HIST 190 204
HIST 191 207
HIST 192 204
HIST 193 186
HIST 194 190
HIST 195 222
HIST 196 167
HIST 197 167
HIST 198 196
HIST 199 226
HIST 200 196
HIST 201 176
HIST 202 187
HIST 203 167
HIST 204 186
HIST 205 191
HIST 206 195
HIST 207 175
HIST 208 188
HIST 209 173
HIST 210 197
HIST 211 195
HIST 212 198
HIST 213 181
HIST 214 189
HIST 215 188
HIST 216 169
HIST 217 182
HIST 218 211
HIST 219 204
HIST 220 188
HIST 221 223
HIST 222 203
HIST 223 190
HIST 224 188
HIST 225 199
HIST 226 202
HIST 227 178
HIST 228 203
HIST 229 164
HIST 230 162
HIST 231 181
HIST 232 186
HIST 233 166
HIST 234 180
HIST 235 167
HIST 236 194
HIST 237 172
HIST 238 182
HIST 239 161
HIST 240 183
HIST 241 192
HIST 242 173
HIST 243 171
HIST 244 178
HIST 245 175
HIST 246 187
HIST 247 169
HIST 248 183
HIST 249 162
HIST 250 169
HIST 251 173
HIST 252 199
HIST 253 184
HIST 254 171
HIST 255 176
HIST 256 220
HIST 257 177
HIST 258 182
HIST 259 179
HIST 260 171
HIST 261 177
HIST 262 204
HIST 263 175
HIST 264 184
HIST 265 171
HIST 266 184
HIST 267 190
HIST 268 178
HIST 269 181
HIST 270 196
HIST 271 149
HIST 272 174
HIST 273 159
HIST 274 198
HIST 275 176
HIST 276 196
HIST 277 180
HIST 278 173
HIST 279 151
HIST 280 164
HIST 281 208
HIST 282 182
HIST 283 181
HIST 284 185
HIST 285 156
HIST 286 189
HIST 287 175
HIST 288 178
HIST 289 165
HIST 290 169
HIST 291 168
HIST 292 164
HIST 293 197
HIST 294 166
HIST 295 175
HIST 296 192
HIST 297 178
HIST 298 188
HIST 299 181
HIST 300 176
HIST 301 181
HIST 302 211
HIST 303 198
HIST 304 176
HIST 305 185
HIST 306 166
HIST 307 172
HIST 308 163
HIST 309 191
HIST 310 182
HIST 311 190
HIST 312 181
HIST 313 174
HIST 314 193
HIST 315 169
HIST 316 187
HIST 317 167
HIST 318 193
HIST 319 185
HIST 320 201
HIST 321 157
HIST 322 167
HIST 323 181
HIST 324 176
HIST 325 197
HIST 326 187
HIST 327 176
HIST 328 162
HIST 329 182
HIST 330 177
HIST 331 177
HIST 332 189
HIST 333 190
HIST 334 175
HIST 335 191
HIST 336 171
HIST 337 190
HIST 338 188
HIST 339 201
HIST 340 192
HIST 341 183
HIST 342 190
HIST 343 201
HIST 344 204
HIST 345 189
HIST 346 187
HIST 347 211
HIST 348 206
HIST 349 182
HIST 350 192
HIST 351 193
HIST 352 175
HIST 353 184
HIST 354 201
HIST 355 183
HIST 356 210
HIST 357 185
HIST 358 173
HIST 359 182
HIST 360 169
HIST 361 197
HIST 362 189
HIST 363 185
HIST 364 188
HIST 365 193
HIST 366 188
HIST 367 175
HIST 368 157
HIST 369 187
HIST 370 223
HIST 371 190
HIST 372 181
HIST 373 212
HIST 374 191
HIST 375 181
HIST 376 199
HIST 377 204
HIST 378 199
HIST 379 195
HIST 380 221
HIST 381 184
HIST 382 169
HIST 383 191
HIST 384 176
HIST 385 213
HIST 386 206
HIST 387 190
HIST 388 196
HIST 389 223
HIST 390 211
HIST 391 193
HIST 392 201
HIST 393 210
HIST 394 182
HIST 395 202
HIST 396 220
HIST 397 222
HIST 398 215
HIST 399 215
HIST 400 202
HIST 401 203
HIST 402 222
HIST 403 230
HIST 404 218
HIST 405 208
HIST 406 221
HIST 407 200
HIST 408 211
HIST 409 197
HIST 410 225
HIST 411 198
HIST 412 204
HIST 413 177
HIST 414 221
HIST 415 212
HIST 416 212
HIST 417 219
HIST 418 224
HIST 419 248
HIST 420 251
HIST 421 240
HIST 422 232
HIST 423 211
HIST 424 230
HIST 425 229
HIST 426 217
HIST 427 249
HIST 428 252
HIST 429 256
HIST 430 231
HIST 431 265
HIST 432 210
HIST 433 257
HIST 434 241
HIST 435 231
HIST 436 281
HIST 437 239
HIST 438 222
HIST 439 227
HIST 440 233
HIST 441 276
HIST 442 238
HIST 443 245
HIST 444 265
HIST 445 232
HIST 446 254
HIST 447 249
HIST 448 251
HIST 449 212
HIST 450 260
HIST 451 261
HIST 452 251
HIST 453 240
HIST 454 269
HIST 455 222
HIST 456 262
HIST 457 273
HIST 458 248
HIST 459 251
HIST 460 236
HIST 461 237
HIST 462 255
HIST 463 254
HIST 464 240
HIST 465 237
HIST 466 242
HIST 467 248
HIST 468 247
HIST 469 213
HIST 470 221
HIST 471 238
HIST 472 243
HIST 473 232
HIST 474 229
HIST 475 211
HIST 476 183
HIST 477 182
HIST 478 139
HIST 479 120
HIST 480 102
HIST 481 95
HIST 482 92
HIST 483 72
HIST 484 68
HIST 485 70
HIST 486 60
HIST 487 67
HIST 488 63
HIST 489 57
HIST 490 61
HIST 491 48
HIST 492 45
HIST 493 48
HIST 494 37
HIST 495 46
HIST 496 50
HIST 497 49
HIST 498 46
HIST 499 44
HIST 500 35
HIST 501 43
HIST 502 43
HIST 503 40
HIST 504 22
HIST 505 45
HIST 506 32
HIST 507 38
HIST 508 31
HIST 509 22
HIST 510 32
HIST 511 31
HIST 512 24
HIST 513 27
HIST 514 34
HIST 515 23
HIST 516 23
HIST 517 30
HIST 518 25
HIST 519 20
HIST 520 17
HIST 521 22
HIST 522 25
HIST 523 18
HIST 524 28
HIST 525 22
HIST 526 23
HIST 527 16
HIST 528 18
HIST 529 11
HIST 530 18
HIST 531 15
HIST 532 12
HIST 533 10
HIST 534 14
HIST 535 8
HIST 536 17
HIST 537 16
HIST 538 17
HIST 539 14
HIST 540 12
HIST 541 11
HIST 542 14
HIST 543 15
HIST 544 7
HIST 545 8
HIST 546 10
HIST 547 7
HIST 548 12
HIST 549 12
HIST 550 15
HIST 551 10
HIST 552 6
HIST 553 5
HIST 554 4
HIST 555 12
HIST 556 4
HIST 557 7
HIST 558 2
HIST 559 4
HIST 560 5
HIST 561 3
HIST 562 6
HIST 563 1
HIST 564 3
HIST 565 3
HIST 566 5
HIST 567 5
HIST 568 3
HIST 569 5
HIST 570 7
HIST 571 6
HIST 572 4
HIST 573 1
HIST 574 5
HIST 575 6
HIST 576 3
HIST 577 5
HIST 578 3
HIST 580 3
HIST 581 5
HIST 582 1
HIST 583 2
HIST 586 3
HIST 587 1
HIST 589 1
HIST 590 4
HIST 591 2
HIST 592 3
HIST 593 1
HIST 594 5
HIST 595 2
HIST 597 2
HIST 598 5
HIST 599 2
HIST 600 2
HIST 601 1
HIST 604 1
HIST 605 1
HIST 606 1
HIST 608 1
HIST 609 1
HIST 610 1
HIST 611 2
HIST 612 2
HIST 613 1
HIST 614 1
HIST 615 1
HIST 616 1
HIST 617 2
HIST 618 2
HIST 619 2
HIST 620 1
HIST 621 2
HIST 622 1
HIST 623 1
HIST 626 10
HIST 627 26
HIST 629 95
HIST 631 397
HIST 632 1
HIST 633 270
HIST 639 1
HIST 641 1
HIST 657 1
HIST 658 3
HIST 662 30925
HISTEND
