RESULT decays=24000000
RESULT any=221389 eps_total=9.224542e-03
RESULT window=2614.511 counts=6933 eps=2.888750e-04
HISTBEGIN bins=2616 bin_kev=1.000000 decays=24000000
HIST 0 35
HIST 1 92
HIST 2 116
HIST 3 95
HIST 4 99
HIST 5 110
HIST 6 121
HIST 7 128
HIST 8 92
HIST 9 101
HIST 10 113
HIST 11 125
HIST 12 112
HIST 13 111
HIST 14 101
HIST 15 119
HIST 16 117
HIST 17 90
HIST 18 118
HIST 19 100
HIST 20 98
HIST 21 94
HIST 22 89
HIST 23 104
HIST 24 98
HIST 25 111
HIST 26 100
HIST 27 127
HIST 28 103
HIST 29 110
HIST 30 87
HIST 31 119
HIST 32 78
HIST 33 113
HIST 34 101
HIST 35 104
HIST 36 102
HIST 37 98
HIST 38 95
HIST 39 108
HIST 40 126
HIST 41 117
HIST 42 131
HIST 43 120
HIST 44 124
HIST 45 81
HIST 46 110
HIST 47 114
HIST 48 86
HIST 49 106
HIST 50 102
HIST 51 111
HIST 52 112
HIST 53 102
HIST 54 103
HIST 55 86
HIST 56 89
HIST 57 81
HIST 58 115
HIST 59 90
HIST 60 99
HIST 61 104
HIST 62 99
HIST 63 109
HIST 64 92
HIST 65 106
HIST 66 91
HIST 67 117
HIST 68 109
HIST 69 85
HIST 70 109
HIST 71 97
HIST 72 89
HIST 73 109
HIST 74 106
HIST 75 98
HIST 76 97
HIST 77 86
HIST 78 82
HIST 79 99
HIST 80 115
HIST 81 98
HIST 82 81
HIST 83 103
HIST 84 96
HIST 85 85
HIST 86 109
HIST 87 92
HIST 88 103
HIST 89 98
HIST 90 84
HIST 91 101
HIST 92 103
HIST 93 108
HIST 94 114
HIST 95 103
HIST 96 115
HIST 97 87
HIST 98 117
HIST 99 128
HIST 100 105
HIST 101 92
HIST 102 99
HIST 103 82
HIST 104 88
HIST 105 99
HIST 106 95
HIST 107 93
HIST 108 109
HIST 109 96
HIST 110 89
HIST 111 101
HIST 112 105
HIST 113 98
HIST 114 86
HIST 115 92
HIST 116 86
HIST 117 94
HIST 118 87
HIST 119 98
HIST 120 102
HIST 121 101
HIST 122 94
HIST 123 112
HIST 124 93
HIST 125 102
HIST 126 98
HIST 127 119
HIST 128 97
HIST 129 91
HIST 130 96
HIST 131 115
HIST 132 106
HIST 133 101
HIST 134 106
HIST 135 97
HIST 136 90
HIST 137 105
HIST 138 107
HIST 139 93
HIST 140 86
HIST 141 100
HIST 142 102
HIST 143 110
HIST 144 107
HIST 145 103
HIST 146 99
HIST 147 98
HIST 148 116
HIST 149 79
HIST 150 86
HIST 151 98
HIST 152 104
HIST 153 112
HIST 154 98
HIST 155 91
HIST 156 109
HIST 157 96
HIST 158 97
HIST 159 96
HIST 160 121
HIST 161 98
HIST 162 104
HIST 163 92
HIST 164 103
HIST 165 90
HIST 166 88
HIST 167 107
HIST 168 102
HIST 169 102
HIST 170 85
HIST 171 95
HIST 172 92
HIST 173 92
HIST 174 91
HIST 175 105
HIST 176 82
HIST 177 108
HIST 178 100
HIST 179 84
HIST 180 99
HIST 181 78
HIST 182 94
HIST 183 101
HIST 184 91
HIST 185 81
HIST 186 104
HIST 187 95
HIST 188 84
HIST 189 81
HIST 190 85
HIST 191 92
HIST 192 111
HIST 193 84
HIST 194 96
HIST 195 99
HIST 196 86
HIST 197 103
HIST 198 86
HIST 199 86
HIST 200 88
HIST 201 102
HIST 202 93
HIST 203 105
HIST 204 86
HIST 205 89
HIST 206 85
HIST 207 111
HIST 208 93
HIST 209 88
HIST 210 87
HIST 211 105
HIST 212 110
HIST 213 99
HIST 214 88
HIST 215 74
HIST 216 98
HIST 217 99
HIST 218 88
HIST 219 96
HIST 220 105
HIST 221 78
HIST 222 96
HIST 223 86
HIST 224 82
HIST 225 108
HIST 226 100
HIST 227 80
HIST 228 82
HIST 229 83
HIST 230 92
