RESULT decays=4000000
HIST 613 152
HIST 614 154
HIST 615 158
HIST 616 164
HIST 617 152
HIST 618 155
HIST 619 148
HIST 620 148
HIST 621 133
HIST 622 156
HIST 623 143
HIST 624 171
HIST 625 143
HIST 626 147
HIST 627 161
HIST 628 126
HIST 629 150
HIST 630 119
HIST 631 158
HIST 632 130
HIST 633 138
HIST 634 149
HIST 635 175
HIST 636 165
HIST 637 142
HIST 638 159
HIST 639 150
HIST 640 151
HIST 641 141
HIST 642 136
HIST 643 138
HIST 644 157
HIST 645 155
HIST 646 153
HIST 647 145
HIST 648 165
HIST 649 142
HIST 650 147
HIST 651 147
HIST 652 167
HIST 653 153
HIST 654 147
HIST 655 163
HIST 656 184
HIST 657 146
HIST 658 166
HIST 659 132
HIST 660 159
HIST 661 162
HIST 662 149
HIST 663 157
HIST 664 123
HIST 665 152
HIST 666 141
HIST 667 150
HIST 668 161
HIST 669 150
HIST 670 171
HIST 671 164
HIST 672 167
HIST 673 179
HIST 674 140
HIST 675 151
HIST 676 160
HIST 677 156
HIST 678 125
HIST 679 161
HIST 680 150
HIST 681 146
HIST 682 183
HIST 683 167
HIST 684 171
HIST 685 148
HIST 686 149
HIST 687 168
HIST 688 150
HIST 689 161
HIST 690 144
HIST 691 150
HIST 692 153
HIST 693 141
HIST 694 171
HIST 695 162
HIST 696 159
HIST 697 148
HIST 698 148
HIST 699 157
HIST 700 168
HIST 701 155
HIST 702 143
HIST 703 165
HIST 704 138
HIST 705 148
HIST 706 135
HIST 707 139
HIST 708 145
HIST 709 159
HIST 710 152
HIST 711 151
HIST 712 146
HIST 713 148
HIST 714 151
HIST 715 147
HIST 716 155
HIST 717 154
HIST 718 153
HIST 719 143
HIST 720 134
HIST 721 168
HIST 722 157
HIST 723 150
HIST 724 151
HIST 725 174
HIST 726 159
HIST 727 150
HIST 728 152
HIST 729 140
HIST 730 155
HIST 731 145
HIST 732 152
HIST 733 167
HIST 734 164
HIST 735 153
HIST 736 155
HIST 737 138
HIST 738 151
HIST 739 150
HIST 740 162
HIST 741 146
HIST 742 154
HIST 743 139
HIST 744 124
HIST 745 140
HIST 746 126
HIST 747 127
HIST 748 154
HIST 749 173
HIST 750 139
HIST 751 143
HIST 752 159
HIST 753 176
HIST 754 163
HIST 755 175
HIST 756 160
HIST 757 150
HIST 758 173
HIST 759 146
HIST 760 140
HIST 761 145
HIST 762 150
HIST 763 138
HIST 764 166
HIST 765 141
HIST 766 153
HIST 767 158
HIST 768 173
HIST 769 190
HIST 770 158
HIST 771 179
HIST 772 161
HIST 773 143
HIST 774 140
HIST 775 130
HIST 776 163
HIST 777 150
HIST 778 160
HIST 779 162
HIST 780 144
HIST 781 128
HIST 782 129
HIST 783 154
HIST 784 155
HIST 785 140
HIST 786 163
HIST 787 156
HIST 788 169
HIST 789 138
HIST 790 120
HIST 791 158
HIST 792 164
HIST 793 154
HIST 794 159
HIST 795 160
HIST 796 165
HIST 797 152
HIST 798 151
HIST 799 153
HIST 800 158
HIST 801 151
HIST 802 153
HIST 803 158
HIST 804 145
HIST 805 127
HIST 806 168
HIST 807 156
HIST 808 166
HIST 809 166
HIST 810 162
HIST 811 163
HIST 812 139
HIST 813 136
HIST 814 181
HIST 815 148
HIST 816 149
HIST 817 178
HIST 818 139
HIST 819 160
HIST 820 164
HIST 821 176
HIST 822 150
HIST 823 142
HIST 824 153
HIST 825 129
HIST 826 164
HIST 827 138
HIST 828 151
HIST 829 156
HIST 830 154
HIST 831 152
HIST 832 151
HIST 833 141
HIST 834 151
HIST 835 173
HIST 836 163
HIST 837 168
HIST 838 153
HIST 839 161
HIST 840 174
HIST 841 155
HIST 842 154
HIST 843 135
HIST 844 137
HIST 845 161
HIST 846 153
HIST 847 166
HIST 848 156
HIST 849 144
HIST 850 159
HIST 851 170
HIST 852 127
HIST 853 148
HIST 854 134
HIST 855 159
HIST 856 165
HIST 857 158
HIST 858 142
HIST 859 145
HIST 860 180
HIST 861 153
HIST 862 157
HIST 863 164
HIST 864 164
HIST 865 160
HIST 866 157
HIST 867 146
HIST 868 150
HIST 869 135
HIST 870 164
HIST 871 168
HIST 872 160
HIST 873 155
HIST 874 144
HIST 875 144
HIST 876 170
HIST 877 163
HIST 878 157
HIST 879 172
HIST 880 151
HIST 881 151
HIST 882 144
HIST 883 175
HIST 884 165
HIST 885 133
HIST 886 136
HIST 887 159
HIST 888 147
HIST 889 159
HIST 890 155
HIST 891 163
HIST 892 150
HIST 893 162
HIST 894 149
HIST 895 165
HIST 896 172
HIST 897 179
HIST 898 145
HIST 899 140
HIST 900 166
HIST 901 154
HIST 902 139
HIST 903 169
HIST 904 162
HIST 905 149
HIST 906 141
HIST 907 181
HIST 908 146
HIST 909 148
HIST 910 165
HIST 911 134
HIST 912 149
HIST 913 166
HIST 914 167
HIST 915 163
HIST 916 156
HIST 917 157
HIST 918 180
HIST 919 155
HIST 920 162
HIST 921 153
HIST 922 162
HIST 923 132
HIST 924 172
HIST 925 152
HIST 926 151
HIST 927 168
HIST 928 162
HIST 929 132
HIST 930 144
HIST 931 173
HIST 932 140
HIST 933 174
HIST 934 160
HIST 935 132
HIST 936 151
HIST 937 137
HIST 938 181
HIST 939 166
HIST 940 153
HIST 941 153
HIST 942 168
HIST 943 142
HIST 944 178
HIST 945 167
HIST 946 157
HIST 947 166
HIST 948 129
HIST 949 133
HIST 950 149
HIST 951 155
HIST 952 149
HIST 953 164
HIST 954 149
HIST 955 144
HIST 956 151
HIST 957 168
HIST 958 170
HIST 959 146
HIST 960 163
HIST 961 166
HIST 962 152
HIST 963 150
HIST 964 152
HIST 965 140
HIST 966 181
HIST 967 142
HIST 968 166
HIST 969 172
HIST 970 173
HIST 971 150
HIST 972 159
HIST 973 179
HIST 974 157
HIST 975 181
HIST 976 154
HIST 977 166
HIST 978 154
HIST 979 152
HIST 980 151
HIST 981 181
HIST 982 146
HIST 983 145
HIST 984 156
HIST 985 146
HIST 986 137
HIST 987 140
HIST 988 166
HIST 989 171
HIST 990 179
HIST 991 158
HIST 992 154
HIST 993 163
HIST 994 143
HIST 995 164
HIST 996 162
HIST 997 174
HIST 998 138
HIST 999 149
HIST 1000 150
HIST 1001 140
HIST 1002 126
HIST 1003 163
HIST 1004 146
HIST 1005 180
HIST 1006 165
HIST 1007 149
HIST 1008 163
HIST 1009 179
HIST 1010 170
HIST 1011 148
HIST 1012 170
HIST 1013 155
HIST 1014 142
HIST 1015 141
HIST 1016 163
HIST 1017 144
HIST 1018 145
HIST 1019 158
HIST 1020 144
HIST 1021 151
HIST 1022 152
HIST 1023 147
HIST 1024 167
HIST 1025 144
HIST 1026 164
HIST 1027 163
HIST 1028 153
HIST 1029 173
HIST 1030 155
HIST 1031 171
HIST 1032 161
HIST 1033 169
HIST 1034 178
HIST 1035 157
HIST 1036 144
HIST 1037 169
HIST 1038 168
HIST 1039 158
HIST 1040 144
HIST 1041 160
HIST 1042 171
HIST 1043 150
HIST 1044 180
HIST 1045 146
HIST 1046 174
HIST 1047 170
HIST 1048 161
HIST 1049 145
HIST 1050 179
HIST 1051 166
HIST 1052 167
HIST 1053 166
HIST 1054 142
HIST 1055 156
HIST 1056 143
HIST 1057 161
HIST 1058 158
HIST 1059 137
HIST 1060 163
HIST 1061 181
HIST 1062 179
HIST 1063 170
HIST 1064 164
HIST 1065 145
HIST 1066 157
HIST 1067 153
HIST 1068 169
HIST 1069 163
HIST 1070 167
HIST 1071 169
HIST 1072 168
HIST 1073 164
HIST 1074 173
HIST 1075 153
HIST 1076 179
HIST 1077 157
HIST 1078 151
HIST 1079 185
HIST 1080 149
HIST 1081 191
HIST 1082 141
HIST 1083 171
HIST 1084 164
HIST 1085 160
HIST 1086 168
HIST 1087 171
HIST 1088 161
HIST 1089 157
HIST 1090 175
HIST 1091 157
HIST 1092 164
HIST 1093 168
HIST 1094 172
HIST 1095 172
HIST 1096 180
HIST 1097 174
HIST 1098 164
HIST 1099 172
HIST 1100 167
HIST 1101 154
HIST 1102 163
HIST 1103 155
HIST 1104 175
HIST 1105 162
HIST 1106 161
HIST 1107 167
HIST 1108 162
HIST 1109 157
HIST 1110 163
HIST 1111 161
HIST 1112 184
HIST 1113 142
HIST 1114 169
HIST 1115 153
HIST 1116 139
HIST 1117 161
HIST 1118 195
HIST 1119 156
HIST 1120 171
HIST 1121 146
HIST 1122 138
HIST 1123 153
HIST 1124 170
HIST 1125 159
HIST 1126 138
HIST 1127 142
HIST 1128 165
HIST 1129 141
HIST 1130 156
HIST 1131 165
HIST 1132 156
HIST 1133 163
HIST 1134 137
HIST 1135 143
HIST 1136 185
HIST 1137 164
HIST 1138 162
HIST 1139 167
HIST 1140 152
HIST 1141 169
HIST 1142 165
HIST 1143 166
HIST 1144 181
HIST 1145 162
HIST 1146 148
HIST 1147 172
HIST 1148 152
HIST 1149 163
HIST 1150 168
HIST 1151 170
HIST 1152 154
HIST 1153 184
HIST 1154 165
HIST 1155 152
HIST 1156 167
HIST 1157 168
HIST 1158 181
HIST 1159 183
HIST 1160 182
HIST 1161 170
HIST 1162 163
HIST 1163 171
HIST 1164 195
HIST 1165 179
HIST 1166 169
HIST 1167 171
HIST 1168 161
HIST 1169 172
HIST 1170 187
HIST 1171 143
HIST 1172 155
HIST 1173 164
HIST 1174 160
HIST 1175 177
HIST 1176 186
HIST 1177 191
HIST 1178 153
HIST 1179 179
HIST 1180 161
HIST 1181 134
HIST 1182 176
HIST 1183 166
HIST 1184 178
HIST 1185 170
HIST 1186 155
HIST 1187 178
HIST 1188 159
HIST 1189 163
HIST 1190 170
HIST 1191 156
HIST 1192 135
HIST 1193 166
HIST 1194 162
HIST 1195 138
HIST 1196 181
HIST 1197 190
HIST 1198 156
HIST 1199 160
HIST 1200 171
HIST 1201 175
HIST 1202 173
HIST 1203 155
HIST 1204 141
HIST 1205 160
HIST 1206 175
HIST 1207 165
HIST 1208 165
HIST 1209 170
HIST 1210 156
HIST 1211 157
HIST 1212 167
HIST 1213 150
HIST 1214 123
HIST 1215 148
HIST 1216 166
HIST 1217 150
HIST 1218 154
HIST 1219 155
HIST 1220 167
HIST 1221 150
HIST 1222 160
HIST 1223 155
HIST 1224 154
HIST 1225 157
HIST 1226 162
HIST 1227 193
HIST 1228 155
HIST 1229 163
HIST 1230 188
HIST 1231 186
HIST 1232 165
HIST 1233 171
HIST 1234 151
HIST 1235 170
HIST 1236 155
HIST 1237 177
HIST 1238 157
HIST 1239 170
HIST 1240 140
HIST 1241 155
HIST 1242 145
HIST 1243 164
HIST 1244 166
HIST 1245 182
HIST 1246 176
HIST 1247 154
HIST 1248 173
HIST 1249 172
HIST 1250 186
HIST 1251 169
HIST 1252 143
HIST 1253 163
HIST 1254 161
HIST 1255 169
HIST 1256 189
HIST 1257 199
HIST 1258 153
HIST 1259 180
HIST 1260 175
HIST 1261 167
HIST 1262 163
HIST 1263 168
HIST 1264 183
HIST 1265 180
HIST 1266 159
HIST 1267 174
HIST 1268 186
HIST 1269 164
HIST 1270 171
HIST 1271 182
HIST 1272 177
HIST 1273 175
HIST 1274 173
HIST 1275 162
HIST 1276 186
HIST 1277 169
HIST 1278 196
HIST 1279 185
HIST 1280 160
HIST 1281 167
HIST 1282 165
HIST 1283 156
HIST 1284 169
HIST 1285 142
HIST 1286 164
HIST 1287 157
HIST 1288 165
HIST 1289 160
HIST 1290 163
HIST 1291 168
HIST 1292 194
HIST 1293 150
HIST 1294 176
HIST 1295 158
HIST 1296 170
HIST 1297 172
HIST 1298 170
HIST 1299 179
HIST 1300 174
HIST 1301 163
HIST 1302 178
HIST 1303 171
HIST 1304 167
HIST 1305 156
HIST 1306 177
HIST 1307 176
HIST 1308 180
HIST 1309 192
HIST 1310 185
HIST 1311 179
HIST 1312 194
HIST 1313 163
HIST 1314 170
HIST 1315 172
HIST 1316 165
HIST 1317 177
HIST 1318 162
HIST 1319 190
HIST 1320 198
HIST 1321 164
HIST 1322 180
HIST 1323 174
HIST 1324 159
HIST 1325 158
HIST 1326 164
HIST 1327 219
HIST 1328 166
HIST 1329 144
HIST 1330 188
HIST 1331 169
HIST 1332 187
HIST 1333 167
HIST 1334 171
HIST 1335 173
HIST 1336 178
HIST 1337 179
HIST 1338 197
HIST 1339 173
HIST 1340 172
HIST 1341 183
HIST 1342 158
HIST 1343 162
HIST 1344 173
HIST 1345 169
HIST 1346 193
HIST 1347 162
HIST 1348 162
HIST 1349 153
HIST 1350 185
HIST 1351 168
HIST 1352 184
HIST 1353 165
HIST 1354 193
HIST 1355 171
HIST 1356 192
HIST 1357 188
HIST 1358 161
HIST 1359 164
HIST 1360 170
HIST 1361 162
HIST 1362 186
HIST 1363 193
HIST 1364 184
HIST 1365 168
HIST 1366 179
HIST 1367 192
HIST 1368 187
HIST 1369 174
HIST 1370 167
HIST 1371 173
HIST 1372 184
HIST 1373 186
HIST 1374 193
HIST 1375 193
HIST 1376 192
HIST 1377 181
HIST 1378 171
HIST 1379 167
HIST 1380 176
HIST 1381 169
HIST 1382 161
HIST 1383 161
HIST 1384 197
HIST 1385 172
HIST 1386 168
HIST 1387 165
HIST 1388 211
HIST 1389 193
HIST 1390 180
HIST 1391 182
HIST 1392 163
HIST 1393 192
HIST 1394 165
HIST 1395 164
HIST 1396 185
HIST 1397 181
HIST 1398 175
HIST 1399 167
HIST 1400 184
HIST 1401 163
HIST 1402 164
HIST 1403 169
HIST 1404 203
HIST 1405 163
HIST 1406 167
HIST 1407 182
HIST 1408 196
HIST 1409 172
HIST 1410 181
HIST 1411 181
HIST 1412 165
HIST 1413 166
HIST 1414 167
HIST 1415 162
HIST 1416 168
HIST 1417 163
HIST 1418 174
HIST 1419 177
HIST 1420 173
HIST 1421 151
HIST 1422 182
HIST 1423 203
HIST 1424 181
HIST 1425 167
HIST 1426 198
HIST 1427 163
HIST 1428 168
HIST 1429 187
HIST 1430 186
HIST 1431 180
HIST 1432 178
HIST 1433 187
HIST 1434 197
HIST 1435 179
HIST 1436 197
HIST 1437 153
HIST 1438 175
HIST 1439 191
HIST 1440 192
HIST 1441 171
HIST 1442 171
HIST 1443 181
HIST 1444 167
HIST 1445 196
HIST 1446 179
HIST 1447 175
HIST 1448 167
HIST 1449 202
HIST 1450 176
HIST 1451 161
HIST 1452 182
HIST 1453 171
HIST 1454 158
HIST 1455 193
HIST 1456 197
HIST 1457 186
HIST 1458 175
HIST 1459 199
HIST 1460 162
HIST 1461 161
HIST 1462 180
HIST 1463 181
HIST 1464 179
HIST 1465 198
HIST 1466 202
HIST 1467 187
HIST 1468 167
HIST 1469 181
HIST 1470 204
HIST 1471 165
HIST 1472 180
HIST 1473 186
HIST 1474 194
HIST 1475 173
HIST 1476 158
HIST 1477 193
HIST 1478 159
HIST 1479 188
HIST 1480 165
HIST 1481 175
HIST 1482 196
HIST 1483 188
HIST 1484 191
HIST 1485 178
HIST 1486 178
HIST 1487 167
HIST 1488 193
HIST 1489 184
HIST 1490 179
HIST 1491 191
HIST 1492 175
HIST 1493 193
HIST 1494 190
HIST 1495 156
HIST 1496 163
HIST 1497 184
HIST 1498 179
HIST 1499 174
HIST 1500 165
HIST 1501 183
HIST 1502 201
HIST 1503 178
HIST 1504 200
HIST 1505 194
HIST 1506 206
HIST 1507 179
HIST 1508 174
HIST 1509 190
HIST 1510 189
HIST 1511 192
HIST 1512 166
HIST 1513 174
HIST 1514 204
HIST 1515 163
HIST 1516 199
HIST 1517 211
HIST 1518 173
HIST 1519 199
HIST 1520 183
HIST 1521 163
HIST 1522 194
HIST 1523 197
HIST 1524 182
HIST 1525 167
HIST 1526 213
HIST 1527 180
HIST 1528 192
HIST 1529 212
HIST 1530 177
HIST 1531 196
HIST 1532 192
HIST 1533 188
HIST 1534 182
HIST 1535 154
HIST 1536 157
HIST 1537 202
HIST 1538 179
HIST 1539 196
HIST 1540 194
HIST 1541 173
HIST 1542 188
HIST 1543 196
HIST 1544 175
HIST 1545 199
HIST 1546 190
HIST 1547 190
HIST 1548 186
HIST 1549 207
HIST 1550 163
HIST 1551 172
HIST 1552 185
HIST 1553 175
HIST 1554 191
HIST 1555 181
HIST 1556 188
HIST 1557 191
HIST 1558 191
HIST 1559 178
HIST 1560 192
HIST 1561 159
HIST 1562 178
HIST 1563 216
HIST 1564 199
HIST 1565 195
HIST 1566 203
HIST 1567 174
HIST 1568 177
HIST 1569 215
HIST 1570 177
HIST 1571 193
HIST 1572 166
HIST 1573 190
HIST 1574 193
HIST 1575 181
HIST 1576 199
HIST 1577 179
HIST 1578 204
HIST 1579 201
HIST 1580 197
HIST 1581 212
HIST 1582 198
HIST 1583 176
HIST 1584 183
HIST 1585 217
HIST 1586 181
HIST 1587 195
HIST 1588 180
HIST 1589 203
HIST 1590 193
HIST 1591 212
HIST 1592 169
HIST 1593 13857
HIST 1594 261
HIST 1595 233
HIST 1596 240
HIST 1597 216
HIST 1598 259
HIST 1599 248
HIST 1600 255
HIST 1601 263
HIST 1602 289
HIST 1603 254
HIST 1604 231
HIST 1605 285
HIST 1606 260
HIST 1607 247
HIST 1608 240
HIST 1609 275
HIST 1610 259
HIST 1611 265
HIST 1612 251
HIST 1613 287
HIST 1614 246
HIST 1615 263
HIST 1616 241
HIST 1617 293
HIST 1618 240
HIST 1619 273
HIST 1620 239
HIST 1621 265
HIST 1622 283
HIST 1623 263
HIST 1624 280
HIST 1625 220
HIST 1626 300
HIST 1627 234
HIST 1628 262
HIST 1629 260
HIST 1630 235
HIST 1631 281
HIST 1632 281
HIST 1633 290
HIST 1634 271
HIST 1635 271
HIST 1636 258
HIST 1637 262
HIST 1638 270
HIST 1639 259
HIST 1640 274
HIST 1641 285
HIST 1642 273
HIST 1643 261
HIST 1644 265
HIST 1645 282
HIST 1646 241
HIST 1647 257
HIST 1648 254
HIST 1649 255
HIST 1650 277
HIST 1651 240
HIST 1652 240
HIST 1653 255
HIST 1654 278
