call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,24,22,720,0,21,0,7.1270437627004159E-09,71.270437627004156,-562850.06869621412,-7.2015677050442844E-06,-1010.4565012963568,1.1368683772161603E-13,0
2,24,22,720,0,21,0,7.1270437627004159E-09,71.270437627004156,-562850.06869621412,-7.2015677050442844E-06,-1010.4565012963568,1.1368683772161603E-13,0
3,24,22,720,0,21,0,7.1268678455958811E-09,71.2686784559588,-461218.98530911817,-4.3563744054968642E-06,-611.2607248903779,1.1368683772161603E-13,0
4,24,22,720,0,21,0,7.1264783385744295E-09,71.2647833857443,-455264.19739181246,-4.155524146480806E-06,-583.11047182837171,1.1368683772161603E-13,0
5,24,22,720,0,21,0,7.1270437627004159E-09,71.270437627004156,-563723.32355249918,-6.8438890988696706E-06,-960.27039074564925,1.1368683772161603E-13,0
6,24,22,720,0,21,0,7.1265858330605184E-09,71.265858330605184,-464035.39955553255,-4.558087710466202E-06,-639.58925314854832,1.1368683772161603E-13,0
7,24,22,720,0,21,0,7.1265976551228212E-09,71.2659765512282,-457138.66033865453,-4.320788597559906E-06,-606.29051991646929,1.1368683772161603E-13,0
8,24,22,720,0,21,0,7.1270437627004159E-09,71.270437627004156,-564113.43394463067,-6.3607302829636451E-06,-892.478072921722,1.1368683772161603E-13,0
9,24,22,720,0,21,0,7.1269514869524783E-09,71.269514869524784,-466079.35011577612,-4.2071049054315186E-06,-590.30918242303039,5.6843418860808015E-14,0
10,24,22,720,0,21,0,7.1266739067412889E-09,71.266739067412885,-459628.30618694227,-3.9951280736405244E-06,-560.58802828924706,1.1368683772161603E-13,0
11,24,22,720,0,21,0,7.1270437627004159E-09,71.270437627004156,-564084.98375499144,-6.3531175187500058E-06,-891.40992117927283,1.1368683772161603E-13,0
12,24,22,720,0,21,0,7.12694946410815E-09,71.2694946410815,-466067.62259476708,-4.1924229949292477E-06,-588.24929460249484,1.1368683772161603E-13,0
13,24,22,720,0,21,0,7.126650075157719E-09,71.266500751577183,-459620.34874574671,-3.98141436466949E-06,-558.665617461424,5.6843418860808015E-14,0
14,24,22,720,0,21,0,7.1270437627004159E-09,71.270437627004156,-564079.01376714266,-6.3517312195808642E-06,-891.21540866955638,5.6843418860808015E-14,0
15,24,22,720,0,21,0,7.1269490146260258E-09,71.269490146260253,-466072.15107722778,-4.189612542771927E-06,-587.85499014710854,1.1368683772161603E-13,0
16,24,22,720,0,21,0,7.1266448880682266E-09,71.266448880682262,-459625.15458923567,-3.9788323144475011E-06,-558.3037147128033,1.1368683772161603E-13,0
17,22,22,660,0,21,0,7.1270437627004159E-09,71.270437627004156,-564079.01376714266,-207.36476233933502,-29095480432.51598,5.6843418860808015E-14,0
18,22,22,660,0,21,0,7.1269490146260258E-09,71.269490146260253,-466072.15107722778,-171.07123935341485,-24003432464.907497,1.1368683772161603E-13,0
19,22,22,660,0,21,0,7.1266448880682266E-09,71.266448880682262,-459625.15458923567,-165.103202279559,-23167030892.192028,1.1368683772161603E-13,0
