file,phys,histories,nodes,channels,noise_median,noise_worst,nodes_empty,cone,created,seconds,stamp,body_sha256,fingerprint
G1S_mar1l_oisn06_057_p16.rmx,21,3000000,140,6,0.9466,1.5604,22,0,2026-09-19 05:09,476.6,phys=21;26b0a46e83a5b6e9d0088031efd24a6bb93fcb4f5a8fd4e0aec3a8ee6a305282,18a2c0a932aa60c4daa5ba6dac61e61036e554dd087619e65d658d165d893d23,сходится
G1S_mar1l_oisn06_057_p24.rmx,21,3000000,142,6,0.9940,1.5503,28,0,2026-09-19 05:17,502.0,phys=21;d549a1e10270c8f5695d90f23c842eba2eeb95d79a997f169a70f5c0fc6885e5,e529669c7f48451a165b32b58b2cc6aa5627195c68b50964d76ce488e50be78c,сходится
G1S_mar1l_oisn06_062_p16.rmx,21,3000000,140,6,0.9390,1.5428,23,0,2026-09-19 05:25,479.1,phys=21;c4c5f2048269b0aa6667689395b9ffac03a3ba108c128be6269af55b1a039d25,0e0004f2e96a44f320c2e36d542b14d9777b29c42573b5c47818fd217d7e45c8,сходится
G1S_mar1l_oisn06_062_p24.rmx,21,3000000,142,6,0.9819,1.5362,27,0,2026-09-19 05:34,494.4,phys=21;a2605b4a1840f859edd9477f5d299686ff1595597134ed667cf9d647361aff47,68ccc1c51596b0d9eafc1306ee44ba5bf49f16cba0ea6a5cfb141e66653b3960,сходится
G1S_mar1l_oisn06_064_p24.rmx,21,3000000,142,6,0.9700,1.5374,27,0,2026-09-19 05:42,498.7,phys=21;9724611034ab700545e5c10012d0b97524f4ef189e32b15d330c7b435f69f30f,1e6d2071552625b8dbd1225f7e961fb2acab0d739f316c69b0e9142ce9931e38,сходится
G1S_mar1l_oisn06_066_p16.rmx,21,3000000,140,6,0.9406,1.5513,24,0,2026-09-19 05:50,480.8,phys=21;4bacd7f80784ac1ac41c6c0ea733799b78e7dcd31dd1fc8cd3aa072c64abc2d1,f14ff76af9706b839696763a0a492a0925848db7be211e28fd6001aea3d2f35f,сходится
G1S_mar1l_oisn06_066_p24.rmx,21,3000000,142,6,0.9745,1.5459,27,0,2026-09-19 05:58,499.1,phys=21;8184d1064e31935f2adf48d02ce8fbd8a574f6c701197eae53ecfe800bcfccd5,4af0c0a1c66e457aafc62545f1b9ed666e8c73bd257455d86aab3a45c645ae10,сходится
G1S_mar1l_oisn16_155_p16.rmx,21,3000000,142,6,1.2293,1.4419,34,0,2026-09-19 06:07,510.2,phys=21;5f599f77cfde6fee9fb97892879d827f513362aab84a0c8dcc3ff4f5bd14d094,2f354ca7f9d4136e1752027f36db699d4435a3d511c54e68f8c8bb49a5770808,сходится
G1S_mar1l_oisn16_155_p24.rmx,21,3000000,142,6,1.2387,1.4447,33,0,2026-09-19 06:15,508.8,phys=21;d1057addf7effbff3883178b4fba41f38b2e4639be713e0ab9f5a0253c727891,d8c8794a6c017c2340e4f55760231fc379ab1bc4a7e7b52c9f592babff7c50a9,сходится
G1S_mar1l_oisn16_160_p16.rmx,21,3000000,142,6,1.2226,1.4549,33,0,2026-09-19 06:24,512.9,phys=21;500abf570dee7317db69a84d487b7fbc0e9c8eeb63efcb18f3a7298ccaec6def,ac4fbf544c4c2c0f4a4988da539e0ac192dc1c00ef83baaa8e914007a53f3993,сходится
G1S_mar1l_oisn16_160_p24.rmx,21,3000000,142,6,1.2333,1.4382,33,0,2026-09-19 06:32,510.2,phys=21;66b62a9cd4f0c678e42fa592cff37e980384e9e17304f37b2f9fcb8a3f359b38,2e8c4690833a4ca7cafd24a47969ee9f6e0b877635e3d3cac1da6b18cc1b07b9,сходится
G1S_mar1l_oisn16_166_p16.rmx,21,3000000,142,6,1.2179,1.4385,33,0,2026-09-19 06:41,515.9,phys=21;3423f575f7727deaca3549dcf1ac2ab493d986cf928ecb36657d24039bd0bec4,095c5108762e8a91cbb3f94412a05bc60a6fe31e6f9264a3c43a3d8e24d1f3ea,сходится
G1S_mar1l_oisn16_166_p24.rmx,21,3000000,142,6,1.2379,1.4515,33,0,2026-09-19 06:49,514.3,phys=21;b40fca26ce56e4c01b1adebc535bb1ad91085537e5e80be751ed7c3c719aec69,0bbf0fa2714a132c224f827fab999a1bf592014829eec28739b0ac4de4ad82e6,сходится
G1S_mar1l_oisn16_167_p16.rmx,21,3000000,142,6,1.2196,1.4391,33,0,2026-09-19 06:58,513.5,phys=21;df59c994280b8ccc8c272d1764fa86b3f7baa50248a3b7aec6c7b22cabe58cd5,c75d1f5fc3b57053dc5736b1a0749287cf714d4a3302bafd01353d61728fd5b2,сходится
G1S_mar1l_oisn16_167_p24.rmx,21,3000000,142,6,1.2380,1.4516,33,0,2026-09-19 07:07,513.9,phys=21;0515e60e79bb2365c2740faa861430c039fcdbfdb9fed9d7d3e5eda6632dc725,2d9f8dc39ce2ed4d2e7182c3774889a126c183d0b61a9b57e60beec0a30e1dc8,сходится
G1S_mar1l_risn379_100_p16.rmx,21,3000000,140,6,0.9411,1.4876,26,0,2026-09-19 07:15,525.5,phys=21;f99c785be1f72c384e1efd352e6bd6498248b7cd6d6f60f5fd18fdf61728d110,0775a8a58eae6f16e8e01de2da100078128811d253cb0e81fa284582db7f2a85,сходится
G1S_petri60_oisn06_057_p24.rmx,21,3000000,142,6,0.8270,1.1178,26,0,2026-09-19 07:22,426.0,phys=21;f31dd2f2315fb315e4167c383bb7a547b899b6a632b80fb9c5c27ef533a95140,422d90436d1934a35335c2e92cc59048120ed3f751f7d3ba56dd332b92bc7780,сходится
G1S_petri60_oisn06_062_p24.rmx,21,3000000,142,6,0.8211,1.1180,26,0,2026-09-19 07:30,427.2,phys=21;f16cca871245976920f685fede83855bbca8427524bcf48e9d85ceae1284c3e5,16ec86175dff1a06f310cb23574a6e9831f9fac92c2c8ec1e9825f3d4df50708,сходится
G1S_petri60_oisn06_064_p24.rmx,21,3000000,142,6,0.8176,1.1161,26,0,2026-09-19 07:37,427.5,phys=21;292a63a73f5ee3bff642f1aa7e73219bedb5f4064314798a9ba3405130b39324,d1eecc07db9e9328dd372238ca8ac208937ab165bf4683a26ba739c0c09da42a,сходится
G1S_petri60_oisn06_067_p24.rmx,21,3000000,142,6,0.8116,1.1126,26,0,2026-09-19 07:44,428.6,phys=21;f92549e11a837e66d72605668da60f86a0a450103321ac46fc852aae1bc0059a,d5110cbcc66409316c0666d65a3d3722b318df49e8b9f6b1583528f7c9fdf90c,сходится
G1S_petri60_oisn10_100_p16.rmx,21,3000000,142,6,0.8234,1.0903,26,0,2026-09-19 07:51,428.7,phys=21;92cedad46a0b4803f3bb3844d8d0d775e430796945de4ad296d38195fc726cfd,6573ed860a5b8faf058dbd558a5068b206fdd1eaab8790416355c615b8f5980c,сходится
G1S_petri60_oisn16_155_p24.rmx,21,3000000,142,6,0.8516,1.0691,29,0,2026-09-19 07:58,432.2,phys=21;130c71e2bda0e33ff3def308ae027881f1b6866356f9c7ea90ec8a32e9b2869e,781bf28641634dda90f6ce5dd874a8fc494ce65af8c16244113ef7a9d043a18f,сходится
G1S_petri60_oisn16_160_p24.rmx,21,3000000,142,6,0.8546,1.0629,29,0,2026-09-19 08:05,433.3,phys=21;95f383cc95e722ec77b39fdc979a6962ccad4e59ca49477d368b724121dce540,48e12f844f4b9bc4b2a7d128d0744a55e45c265e65ba99c8bc892dbc41255e0e,сходится
G1S_petri60_oisn16_167_p24.rmx,21,3000000,142,6,0.8556,1.0618,29,0,2026-09-19 08:13,433.0,phys=21;3ae05d9e5d188b9751f7e961b7a33ca208dd743d131772e3283de3d78864e015,b7aaae1bc83ae2f020e7ba8f8a796965794452c8751771ad4230691e52750044,сходится
G1S_petri60_risn379_100_p16.rmx,21,3000000,140,6,0.7598,1.1002,24,0,2026-09-19 08:20,436.9,phys=21;8dfff1d546db39749c55d67a18f5fb1fa9f60ef68fbdcc1bc9dc36ad56c1630f,394af06089f8ab61637aeedd7b3720d15463b43d34127eb6c3602da841fdc545,сходится
G1S_point25.rmx,21,6000000,140,6,4.7868,8.0150,23,0,2026-09-19 02:59,528.7,phys=21;c8f2c7fbb9632626ef85a87b9b7ea7c0740f39c59c062e296a2fc8bf1942ea45,3078c879e7b50b78a50b0bb7bb0a24b0efd7b67c8b2b74533aa8e84d2c4914bf,сходится
G1S_point5.rmx,21,3000000,140,6,1.8944,2.9142,21,0,2026-09-19 08:26,354.8,phys=21;35444367701676cd1fd27c44bae68a708f926d4fc30241a7641c604545c292bb,7e2e3464bd9616a4b099fbfc28f5e5abf6aaf605aa98bc856c38d7b04c0e294c,сходится
RC103_lu_front.rmx,21,3000000,142,6,2.9726,4.3666,30,0,2026-09-19 08:31,326.9,phys=21;9efdab468281173e4a55631a4c8ab4766e96bffe1215145dbe77ea9ce86e4a47,3696f4400cf57d5b390a46ba19273e351b423b5cbaf18c296ceadeb77f8c2cec,сходится
RC103_marinelli05_kcl.rmx,21,3000000,140,6,5.2740,8.7986,31,0,2026-09-19 08:37,366.7,phys=21;97721cc11938496708b275f9e421cf449b47dfeeee135b37ff884776d71169dd,aa6a8b2471b9cae3e484064b0ce6ac3934e53f553e13dd9a1ae563cb1df47941,сходится
RC103_point0.rmx,21,3000000,140,6,1.2916,2.0160,17,0,2026-09-19 08:40,177.0,phys=21;b00a665925648f898b007c701943f9dd105813557ccdf5d7843364f0d6f0afbb,ec888bc7a568c97a32047469c51a8cd75a97d323de4d1595cf102a316374bf2e,сходится
RC103_point50.rmx,21,6000000,140,6,5.9710,8.6466,19,0,2026-09-19 03:03,264.5,phys=21;c507407d986ebdd19521fc3f18463a0138786748ca290baede875ad57151a353,8f1f78a9adc74de30debba7a8ba7ebcc11f02b9a9fed2eca2cb8bd944caa3964,сходится
