file,phys,histories,nodes,channels,noise_median,noise_worst,nodes_empty,cone,created,seconds,stamp,body_sha256,fingerprint
AS80_lu_front.rmx,21,3000000,142,6,0.9344,1.2892,31,0,2026-09-19 03:10,389.6,phys=21;b90b0f44846749da1708a944d0aa94be0415c52fbb1adbb2ff61a754ef86c34e,f3f21a16beaf943ff31cb3e146668f4c2b3b45a7efe222911a8af7ed1f76a82e,сходится
AS80_point0.rmx,21,3000000,140,6,0.7829,1.0042,24,0,2026-09-19 03:14,232.5,phys=21;b0764ecf2ac4e8c30b1b7afb210e22d5ee2208866e8bebe2dcc9929d5575ea34,6534d03bf64e841ed8f8980d8750b6d5428dd9b90530c9ec8b5feede69520b08,сходится
AS80_th_disk.rmx,21,3000000,146,6,1.1812,1.5104,32,0,2026-09-19 03:20,417.9,phys=21;e72afe30fd9cd02a22fd1ae9f74f1a077f2d0b814a70ff8084d8cd7bafae32bb,b200fadcaf67077ee49670a961067a5836a94ec43268dc37362615abc77c31ae,сходится
ASN16_lu_side.rmx,21,3000000,142,6,1.1446,1.5155,29,0,2026-09-19 03:26,340.6,phys=21;6496466fb6df78dcbf557625d7bc3ebd035e37c1f8e3024aa7cbe478983a036c,579578b32ea457e0befc292f1aa323405413228af36c41c4a6c7e91701e344b3,сходится
ASN16_point0_house.rmx,21,3000000,140,6,0.8521,1.1601,21,0,2026-09-19 03:31,268.4,phys=21;cd6e01d120d455c1f14a2179d084cd2a3c15bba9c530c7091580c4ef389c3224,73f76130a1ee5d7bcb9df468f93f7c72215a73081a3fe05be0cc915d2dc12ee2,сходится
ASN16_point10_house.rmx,21,6000000,140,6,5.4720,8.2880,24,0,2026-09-19 02:50,188.8,phys=21;20d3790c5992f2a420d590fccc5eae7113a76772cd18873d1125dd5bcd629d48,a845ae1d076f709753eb6f2b3848a5d18efcd9bbee4dfd3ed3231db30ccc50b2,сходится
G1S_denta100_oisn10_100_p16.rmx,21,3000000,142,6,0.8846,1.1616,28,0,2026-09-19 03:38,445.4,phys=21;07f139cadda35da8d6d6fb4aa5d32c6eff1e26d11f8feab0fe3669f82de3f3dd,63017668f58cdebc99f3036cfe24702bd1f602b691b493a973727468974f3696,сходится
G1S_denta100_risn379_100_p16.rmx,21,3000000,140,6,0.7413,1.1600,25,0,2026-09-19 03:46,461.2,phys=21;949170c14c79be79f08079ce41ab30875a47a1ebf4482f8b1cefdb7c783039b8,abbaf1d70c4d413e67d54ea4376c6d1d15f61dc0b72dbd0e28249cbf9a8a8207,сходится
G1S_denta120_oisn06_057_p24.rmx,21,3000000,142,6,0.8811,1.2431,26,0,2026-09-19 03:53,447.8,phys=21;2227e6141d32dc13006cf25377eb91c4f821137c85daab21f5a05b534963950e,e82b0b277b19cb47745723875ebe4030c585d6af7acc570bb1faa8bcbd9eea08,сходится
G1S_denta120_oisn06_062_p24.rmx,21,3000000,142,6,0.8750,1.2367,26,0,2026-09-19 04:01,447.3,phys=21;973bc2a970f157e08a2fbe9ab7fed088a8a4356593cf7e436819aff1b44d2e3f,73bb86517b79f2b9649b3635f69b9c5c03c3fcfc012bbf8e5df6c00ca0d61c49,сходится
G1S_denta120_oisn06_064_p24.rmx,21,3000000,142,6,0.8638,1.2357,26,0,2026-09-19 04:08,446.2,phys=21;cb5c46718aed935e2e0d296774d171949ac5debc80cef978625e25f9a49bb068,3913afa2079d46a05bb81793a1a5571257e2bd61c852e493491095d88c5a55fb,сходится
G1S_denta120_oisn06_066_p24.rmx,21,3000000,142,6,0.8625,1.2360,26,0,2026-09-19 04:15,449.3,phys=21;32b7df31f3bb01d6e8c68093f5c806def94584ef84d14c5aa5ae41d5e57ac3cf,cfbb7558fe1a8f6ea4b577addc2fd7cc1db9bf6b1a2945522982203c5c39323d,сходится
G1S_denta120_oisn16_155_p24.rmx,21,3000000,142,6,1.0413,1.1796,29,0,2026-09-19 04:23,449.4,phys=21;bbd6f5b8fb2e3fe5ed0be5c1ece86db6cc889479944cb0e95f20df67c0fcf62b,32563875d821bdd153d7c5e8f5a350946a7c7ff0abbb614eafd5bcc1595e4967,сходится
G1S_denta120_oisn16_160_p24.rmx,21,3000000,142,6,1.0465,1.1791,29,0,2026-09-19 04:31,450.6,phys=21;dc9b49e7436489e1f25b4321cd4a191b9e34c9821982d63e972142ad143b7a44,aef1a4a010f310aebf13af028d3eb6224e888e1229a8274cb5eec4c960e2852c,сходится
G1S_denta120_oisn16_166_p24.rmx,21,3000000,142,6,1.0496,1.1931,30,0,2026-09-19 04:38,451.6,phys=21;0032b92901ebc7b15ea45edab0d96b3d62aa6ee9c4eea6758dea2e2c30c7823c,28feef008d9355925e2d0ac07341dc2964f5d4938ed846e242c39eff8eca0f2c,сходится
G1S_denta120_oisn16_167_p24.rmx,21,3000000,142,6,1.0438,1.1910,30,0,2026-09-19 04:46,451.7,phys=21;de755e7c89847f25d2ba224858130222912950db84643b6fca54b881c3c7954f,b53143fd09fc313510b132261e05d313969e23cacdca05735d9600b7a7b7b172,сходится
G1S_mar1l_coal_046_p24.rmx,21,3000000,140,6,1.0095,1.5817,23,0,2026-09-19 04:53,452.2,phys=21;21bcde6d0b482b278b7e70fe616f261d504348498c9aed4baab88025fabdacbc,1461a0bc09eca3efa10d0c1e2850d6d244eaa53ebacdcd4a0d6b238448c6978c,сходится
G1S_mar1l_oisn06_055_p16.rmx,21,3000000,140,6,0.9460,1.5573,21,0,2026-09-19 05:01,475.7,phys=21;2bf8c42bea102d6ea43cb0ef8261c7d55da8818a742e7acf3c56e9c6dd322119,1e7e173ea574252163d701370241682d10b2e978e0d572dcd8c55f5568923a69,сходится
