ch,keV,net,model,continuum_raw,untied_tail,fit,tail,Cs-137,Backscatter,Xray-Pb-L,Xray-Pb,pile-up
232,81.200,144293.488,22475.056,7449.493,115427.079,144293.488,0.000,10312.461,260.005,0.000,12156.890,13.086
233,81.579,142354.687,22216.989,7369.120,115030.346,142354.687,0.000,10575.335,257.222,0.000,11638.815,12.946
234,81.958,141918.644,22021.917,7288.747,114592.961,141918.644,0.000,10874.877,254.438,0.000,11147.068,12.806
235,82.337,141019.396,21894.011,7208.373,114108.439,141019.396,0.000,11215.055,251.653,0.000,10681.853,12.666
236,82.716,140223.931,21837.319,7128.000,113569.259,140223.931,0.000,11600.264,248.867,0.000,10242.821,12.526
237,83.095,139292.002,21864.173,7047.627,112971.314,139292.002,0.000,12035.425,246.081,0.000,9829.139,12.386
238,83.474,139121.757,22005.395,6967.253,112310.612,139121.757,0.000,12525.837,243.295,0.000,9439.562,12.245
239,83.853,138400.951,22186.366,6886.880,111583.196,138400.951,0.000,13076.747,240.509,0.000,9072.505,12.105
240,84.232,137757.511,22651.470,7008.809,110785.181,137757.511,0.000,13883.506,244.788,0.000,8726.310,12.320
241,84.611,137127.911,23197.822,7130.738,109912.791,137127.911,0.000,14752.875,249.068,0.000,8398.754,12.536
242,84.991,136518.834,23827.750,7252.667,108962.405,136518.834,0.000,15689.305,253.350,0.000,8087.711,12.751
243,85.370,135493.755,24543.815,7374.596,107930.601,135493.755,0.000,16697.518,257.633,0.000,7791.019,12.967
244,85.749,134915.742,25348.087,7496.525,106814.207,134915.742,0.000,17781.720,261.917,0.000,7506.545,13.183
245,86.128,134311.916,26237.658,7618.454,105610.349,134311.916,0.000,18941.047,266.204,0.000,7232.243,13.398
246,86.507,134082.916,27212.109,7740.383,104316.507,134082.916,0.000,20176.992,270.492,0.000,6966.202,13.614
247,86.886,133246.277,28272.593,7862.312,102930.564,133246.277,0.000,21492.442,274.783,0.000,6706.687,13.830
248,87.265,132296.044,29411.938,7984.241,101450.867,132296.044,0.000,22890.392,279.076,0.000,6452.168,14.046
249,87.644,132015.594,30642.795,8106.170,99876.269,132015.594,0.000,24372.167,283.372,0.000,6201.348,14.262
250,88.023,131722.154,31962.411,8228.099,98206.185,131722.154,0.000,25935.400,287.670,0.000,5953.171,14.479
251,88.403,131393.431,33363.829,8350.028,96440.635,131393.431,0.000,27578.599,291.972,0.000,5706.827,14.695
252,88.782,130060.502,34846.589,8471.957,94580.282,130060.502,0.000,29301.865,296.276,0.000,5461.755,14.912
253,89.161,130345.507,36410.313,8593.886,92626.472,130345.507,0.000,31105.147,300.585,0.000,5217.628,15.129
254,89.540,128932.249,38052.844,8715.815,90581.252,128932.249,0.000,32986.392,304.896,0.000,4974.341,15.346
255,89.919,128449.817,39769.155,8837.744,88447.395,128449.817,0.000,34940.477,309.212,0.000,4731.989,15.563
256,90.299,128536.218,41555.069,8959.673,86228.407,128536.218,0.000,36962.952,313.532,0.000,4490.848,15.780
257,90.678,127602.681,43407.857,9081.603,83928.524,127602.681,0.000,39050.661,317.856,0.000,4251.340,15.998
258,91.057,127033.876,45330.120,9203.532,81552.700,127033.876,0.000,41200.220,322.185,0.000,4014.015,16.216
259,91.436,125826.978,47348.905,9325.461,79106.587,125826.978,0.000,43408.106,326.519,0.000,3779.516,16.434
260,91.816,125275.152,49385.208,9447.390,76596.499,125275.152,0.000,45670.784,330.858,0.000,3548.550,16.653
261,92.195,124755.365,51476.506,9569.319,74029.367,124755.365,0.000,47984.170,335.203,0.000,3321.865,16.871
262,92.574,123798.912,53613.740,9691.248,71412.687,123798.912,0.000,50338.446,339.553,0.000,3100.219,17.090
263,92.953,123150.648,55785.235,9813.177,68754.454,123150.648,0.000,52721.189,343.909,0.000,2884.363,17.309
264,93.333,122968.674,57983.358,9935.106,66063.089,122968.674,0.000,55124.049,348.270,0.000,2675.011,17.529
265,93.712,122157.196,60201.393,10057.035,63347.360,122157.196,0.000,57539.645,352.639,0.000,2472.828,17.749
266,94.091,121947.209,62432.635,10178.964,60616.295,121947.209,0.000,59960.671,357.013,0.000,2278.416,17.969
267,94.471,121011.751,64670.510,10300.893,57879.089,121011.751,0.000,62380.031,361.395,0.000,2092.296,18.189
268,94.850,119988.086,66908.712,10422.822,55145.013,119988.086,0.000,64790.982,365.783,0.000,1914.905,18.410
269,95.229,119615.782,69135.399,10544.751,52423.318,119615.782,0.000,67187.317,370.178,0.000,1746.589,18.632
270,95.609,119408.672,71352.476,10666.680,49723.136,119408.672,0.000,69563.346,374.580,0.000,1587.598,18.853
271,95.988,118950.388,73558.601,10788.609,47053.391,118950.388,0.000,71914.315,378.990,0.000,1438.088,19.075
272,96.367,117910.762,75740.042,10910.538,44422.706,117910.762,0.000,74231.048,383.407,0.000,1298.122,19.297
273,96.747,117891.234,77885.124,11032.467,41839.321,117891.234,0.000,76501.893,387.831,0.000,1167.678,19.520
274,97.126,117742.910,79986.143,11154.396,39311.011,117742.910,0.000,78719.254,392.263,0.000,1046.647,19.743
275,97.506,117537.079,82037.618,11276.325,36845.020,117537.079,0.000,80877.830,396.703,0.000,934.848,19.967
276,97.885,116452.181,84034.805,11398.254,34447.996,116452.181,0.000,82973.127,401.151,0.000,832.033,20.190
277,98.265,117169.427,85973.823,11520.183,32125.938,117169.427,0.000,85001.571,405.606,0.000,737.894,20.415
278,98.644,116574.677,87851.671,11642.112,29884.159,116574.677,0.000,86960.518,410.069,0.000,652.074,20.639
279,99.023,115514.478,89666.378,11764.041,27727.248,115514.478,0.000,88848.392,414.539,0.000,574.179,20.864
280,99.403,115882.606,91427.765,11885.970,25659.057,115882.606,0.000,90664.804,419.018,0.000,503.781,21.090
281,99.782,115583.923,93113.643,12007.899,23682.686,115583.923,0.000,92409.189,423.504,0.000,440.431,21.316
282,100.162,115664.941,94727.808,12129.828,21800.485,115664.941,0.000,94076.368,427.998,0.000,383.667,21.542
283,100.541,115776.361,96266.737,12251.757,20014.068,115776.361,0.000,95661.269,432.499,0.000,333.020,21.768
284,100.921,115769.928,97728.816,12373.686,18324.328,115769.928,0.000,97163.584,437.008,0.000,288.020,21.995
285,101.300,115476.851,99114.406,12495.615,16731.470,115476.851,0.000,98584.217,441.525,0.000,248.206,22.223
286,101.680,115756.025,100424.689,12617.544,15235.048,115756.025,0.000,99924.802,446.049,0.000,213.127,22.450
287,102.059,114822.877,101661.636,12739.473,13834.004,114822.877,0.000,101187.743,450.581,0.000,182.347,22.678
288,102.439,115265.432,102828.080,12861.402,12526.718,115265.432,0.000,102376.289,455.119,0.000,155.452,22.907
289,102.819,115176.289,103927.648,12983.331,11311.064,115176.289,0.000,103494.460,459.665,0.000,132.047,23.136
290,103.198,115163.908,104978.992,13105.260,10184.460,115163.908,0.000,104547.091,464.218,0.000,111.762,23.365
291,103.578,114780.141,105976.118,13227.189,9143.934,114780.141,0.000,105539.511,468.779,0.000,94.253,23.594
292,103.957,114816.534,106896.127,13349.118,8186.173,114816.534,0.000,106469.754,473.346,0.000,79.202,23.824
293,104.337,114982.205,107755.544,13471.047,7307.589,114982.205,0.000,107337.232,477.920,0.000,66.315,24.054
294,104.717,115464.077,108557.217,13592.976,6504.376,115464.077,0.000,108145.063,482.500,0.000,55.325,24.285
295,105.096,114674.908,109304.715,13714.905,5772.563,114674.908,0.000,108897.056,487.088,0.000,45.990,24.516
296,105.476,115353.806,110001.999,13836.834,5108.066,115353.806,0.000,109597.391,491.682,0.000,38.093,24.747
297,105.855,115630.128,110653.280,13958.763,4506.744,115630.128,0.000,110250.473,496.282,0.000,31.439,24.979
298,106.235,115640.773,111263.047,14080.693,3964.438,115640.773,0.000,110860.965,500.890,0.000,25.854,25.210
299,106.615,115112.780,111836.092,14202.622,3477.018,115112.780,0.000,111433.812,505.503,0.000,21.185,25.443
300,106.994,115351.463,112377.537,14324.551,3040.416,115351.463,0.000,111974.273,510.123,0.000,17.297,25.675
301,107.374,115849.972,112868.296,14446.480,2650.663,115849.972,0.000,112485.862,514.754,0.000,14.072,25.908
302,107.754,115816.476,113350.006,14568.409,2303.913,115816.476,0.000,112967.737,519.387,0.000,11.407,26.141
303,108.133,116073.921,113804.404,14690.338,1996.469,116073.921,0.000,113419.424,524.033,0.000,9.214,26.375
304,108.513,116273.857,114231.714,14812.267,1724.801,116273.857,0.000,113843.630,528.679,0.000,7.416,26.608
305,108.893,116476.282,114634.782,14934.196,1485.562,116476.282,0.000,114243.249,533.338,0.000,5.947,26.842
306,109.273,115922.824,115016.417,15056.125,1275.596,115922.824,0.000,114621.163,537.997,0.000,4.752,27.077
307,109.652,116338.624,115379.538,15178.054,1091.948,116338.624,0.000,114980.322,542.669,0.000,3.784,27.312
308,110.032,116536.412,115727.161,15299.983,931.865,116536.412,0.000,115323.797,547.341,0.000,3.002,27.547
309,110.412,116523.928,116062.512,15421.912,792.796,116523.928,0.000,115654.833,552.025,0.000,2.373,27.782
310,110.792,116332.366,116388.966,15543.841,672.394,116332.366,0.000,115976.848,556.710,0.000,1.870,28.017
311,111.171,116787.476,116716.954,15665.770,568.507,116787.476,0.000,116292.005,561.407,0.000,1.468,28.253
312,111.551,116890.760,117039.826,15787.699,479.175,116890.760,0.000,116594.423,566.104,0.000,1.148,28.490
313,111.931,117546.959,117333.501,15909.628,402.620,117546.959,0.000,116883.384,570.815,0.000,0.895,28.726
314,112.311,117567.437,117614.688,16031.557,337.237,117567.437,0.000,117159.803,575.525,0.000,0.695,28.963
315,112.691,116882.785,117884.333,16153.486,281.586,116882.785,0.000,117424.632,580.243,0.000,0.538,29.200
316,113.071,117569.456,118143.467,16275.415,234.380,117569.456,0.000,117678.902,584.974,0.000,0.415,29.437
317,113.450,118244.230,118393.238,16397.344,194.472,118244.230,0.000,117923.780,589.704,0.000,0.319,29.675
318,113.830,118239.256,118635.007,16519.273,160.850,118239.256,0.000,118160.623,594.447,0.000,0.244,29.913
319,114.210,117416.218,118870.377,16641.202,132.620,117416.218,0.000,118391.050,599.192,0.000,0.186,30.151
320,114.590,117819.044,119101.293,16763.131,108.997,117819.044,0.000,118616.996,603.949,0.000,0.141,30.390
321,114.970,118882.599,119327.315,16885.060,89.298,118882.599,0.000,118838.036,608.707,0.000,0.107,30.629
322,115.350,118156.972,119520.900,17006.989,72.926,118156.972,0.000,119050.330,613.478,0.000,0.081,30.868
323,115.730,118610.179,119719.799,17128.918,59.366,118610.179,0.000,119251.364,618.251,0.000,0.061,31.107
324,116.110,118635.353,119914.733,17250.847,48.172,118635.353,0.000,119441.265,623.037,0.000,0.046,31.347
325,116.490,119438.108,120098.804,17372.776,38.964,119438.108,0.000,119620.298,627.823,0.000,0.034,31.587
326,116.869,119372.870,120272.473,17494.705,31.416,119372.870,0.000,119788.913,632.622,0.000,0.026,31.828
327,117.249,119362.870,120436.402,17616.634,25.248,119362.870,0.000,119947.785,637.424,0.000,0.019,32.068
328,117.629,119415.553,120591.594,17738.563,20.226,119415.553,0.000,120097.902,642.240,0.000,0.014,32.309
329,118.009,120424.908,120739.172,17860.492,16.150,120424.908,0.000,120240.404,647.057,0.000,0.011,32.550
330,118.389,120291.688,120880.776,17982.421,12.855,120291.688,0.000,120376.916,651.887,0.000,0.008,32.792
331,118.769,119647.696,121016.963,18104.350,10.199,119647.696,0.000,120508.009,656.719,0.000,0.006,33.034
332,119.149,119899.773,121145.942,18226.279,8.065,119899.773,0.000,120627.969,661.565,0.000,0.004,33.276
333,119.529,120509.921,121276.869,18348.208,6.357,120509.921,0.000,120735.856,666.414,0.000,0.003,33.518
334,119.909,119846.644,121378.084,18470.137,4.995,119846.644,0.000,120831.947,671.277,0.000,0.002,33.761
