гандикап = 0.10 ПШПВ

(`S64`, случай «а») спектры америция — все подписи ниже 80 кэВ:
  ASN16_Am241              пик    59.491 ПШПВ  11.918 -> Am-241 / W x-ray
  ASN16_Th232_Am241        пик    57.485 ПШПВ  11.316 -> W x-ray
  ASN16_Th232_Am241        пик    78.982 ПШПВ  11.853 -> Pb x-ray / Am-243
  ASN8_Am241               пик    59.122 ПШПВ  21.776 -> W x-ray / Am-241
  G1S16_Am241_P25          пик    60.691 ПШПВ  10.540 -> Am-241 / W x-ray
  G1S16_Am241_P5           пик    56.265 ПШПВ  10.566 -> W x-ray
  G1S24_Am241_P5           пик    58.716 ПШПВ  12.486 -> W x-ray / Am-241
  ИТОГО 7, из них со списком длиннее одного 5

(`A227`) наследники снятых плутониевых — U-235 145.0:
  AS1Pro_Ra226             пик   153.165 ПШПВ  14.625 -> U-235
  AS80_Th232Medal          пик   151.541 ПШПВ   9.960 -> U-235
  AS80_UGlass              пик   144.289 ПШПВ  12.491 -> U-235
  ASN16_Charoite           пик   144.102 ПШПВ  18.496 -> U-235
  ASN16_Lu176              пик   152.240 ПШПВ  23.015 -> U-235
  ASN16_UGlass             пик   145.378 ПШПВ  13.220 -> U-235
  G1S16_Ba133_P25          пик   158.156 ПШПВ  17.802 -> U-235
  G1S16_Ba133_P5           пик   155.154 ПШПВ  23.624 -> U-235
  G1S16_Mix_Denta100       пик   150.128 ПШПВ  12.808 -> U-235
  G1S16_Mix_Mar            пик   146.974 ПШПВ  10.401 -> U-235
  G1S16_Mix_Petri          пик   149.985 ПШПВ  13.178 -> U-235
  G1S16_Ra226_Mar          пик   147.049 ПШПВ  17.751 -> U-235
  G1S16_Ra226_Mar_2        пик   147.436 ПШПВ  20.997 -> U-235
  G1S24_Ba133_P5           пик   157.754 ПШПВ  23.707 -> U-235
  G1S24_Co60_P5            пик   139.161 ПШПВ  18.867 -> U-235
  G1S24_Na22_P5            пик   138.794 ПШПВ  14.177 -> U-235
  G1S24_Ra226_Denta120     пик   154.577 ПШПВ  16.225 -> U-235
  G1S24_Ra226_Denta120_2   пик   145.470 ПШПВ  18.780 -> U-235
  G1S24_Ra226_Mar          пик   151.397 ПШПВ  17.823 -> U-235
  G1S24_Ra226_Mar_2        пик   151.550 ПШПВ  19.111 -> U-235
  G1S24_Ra226_Petri        пик   146.462 ПШПВ  19.091 -> U-235
  G1S24_Ra226_Petri_2      пик   151.456 ПШПВ  18.649 -> U-235
  GS4000_Lu176             пик   147.774 ПШПВ  16.871 -> U-235
  GS4000_Ra226             пик   155.369 ПШПВ  18.352 -> U-235
  GS4000_U                 пик   142.582 ПШПВ  12.801 -> U-235
  HPGE_Uranium             пик   143.862 ПШПВ   0.940 -> U-235
  RC103_Lu176              пик   151.920 ПШПВ  15.916 -> U-235
  ИТОГО 27, из них со списком длиннее одного 0

(`A227`) наследники снятых плутониевых — I-131 364.0:
  AS80_Charoite            пик   364.662 ПШПВ  30.183 -> I-131
  ASN16_Lu176              пик   370.330 ПШПВ  19.722 -> I-131
  G1S16_Th228_P5           пик   377.034 ПШПВ  25.229 -> I-131
  G1S24_Bi207_P5           пик   370.819 ПШПВ  36.887 -> I-131
  G1S24_Th228_P5           пик   378.447 ПШПВ  30.830 -> I-131
  GS4000_Lu176             пик   370.185 ПШПВ  16.554 -> I-131
  ИТОГО 6, из них со списком длиннее одного 0

