spectrum,peak_kev,peak_counts,snr,fwhm_ch,fwhm_kev,nuclide,line_kev,intensity_pct,miss_kev,miss_fwhm,tol_pct,range_min_kev,range_max_kev,candidates,label_text,label_token
ASN8_Th232_2048,1112.908,0.0,15.263,37.471,58.171,Eu-152,1111.000,13.67,1.908,0.0328,10,30.543,2800.670,Eu-152|Bi-214,Eu-152 / Bi-214,Eu-152
ASN8_Th232_2048,1242.151,0.0,6.224,33.428,52.210,Bi-214,1238.000,5.83,4.151,0.0795,10,30.543,2800.670,Bi-214,Bi-214,Bi-214
ASN8_Th232_2048,1585.343,1.0,56.817,48.932,77.639,Ac-228,1588.000,3.22,2.657,0.0342,10,30.543,2800.670,Ac-228,Ac-228,Ac-228
ASN8_Th232_2048,1774.963,0.0,6.495,37.978,60.774,Bi-214,1764.000,15.29,10.963,0.1804,10,30.543,2800.670,Bi-214,Bi-214,Bi-214
ASN8_Th232_2048,2113.519,0.0,23.546,52.130,84.666,Tl-208 SE,2103.000,0,10.519,0.1242,10,30.543,2800.670,Tl-208 SE,Tl-208 SE,Tl-208
ASN8_Th232_2048,2323.977,0.0,15.780,72.865,119.410,Bi-214,2447.000,1.545,123.023,1.0303,10,30.543,2800.670,Bi-214,Bi-214,Bi-214
ASN8_Th232_2048,2614.168,0.0,69.210,63.118,104.701,Tl-208,2614.000,35.8516,0.168,0.0016,10,30.543,2800.670,Tl-208,Tl-208,Tl-208
ASN8_Th232_3000,32.558,1844.0,204.333,11.479,11.550,,,,,,10,29.539,2799.896,,,
ASN8_Th232_3000,73.856,2536.0,407.555,21.761,21.942,Am-243,74.660,67.2,0.804,0.0366,10,29.539,2799.896,Am-243|Pb x-ray,Am-243 / Pb x-ray,Am-243
ASN8_Th232_3000,132.424,57.0,37.047,16.233,16.417,Ac-228,129.065,2.42,3.359,0.2046,10,29.539,2799.896,Ac-228,Ac-228,Ac-228
ASN8_Th232_3000,237.875,652.0,641.586,28.442,28.915,Pb-212,238.000,43.6,0.125,0.0043,10,29.539,2799.896,Pb-212,Pb-212,Pb-212
ASN8_Th232_3000,339.791,66.0,197.357,32.211,32.911,Ac-228,338.000,11.27,1.791,0.0544,10,29.539,2799.896,Ac-228,Ac-228,Ac-228
ASN8_Th232_3000,461.737,1.0,9.021,15.618,16.053,Ac-228,463.000,4.4,1.263,0.0787,10,29.539,2799.896,Ac-228,Ac-228,Ac-228
ASN8_Th232_3000,510.100,6.0,47.211,25.541,26.312,Tl-208,510.000,8.1224,0.100,0.0038,10,29.539,2799.896,Tl-208|Annihilation,Tl-208 / Annihilation,Tl-208
ASN8_Th232_3000,584.407,28.0,234.613,44.249,45.748,Tl-208,583.000,30.549,1.407,0.0308,10,29.539,2799.896,Tl-208,Tl-208,Tl-208
ASN8_Th232_3000,722.365,2.0,39.398,44.031,45.822,,,,,,10,29.539,2799.896,,,
ASN8_Th232_3000,911.566,4.0,97.564,55.066,57.816,Ac-228,911.000,25.8,0.566,0.0098,10,29.539,2799.896,Ac-228,Ac-228,Ac-228
ASN8_Th232_3000,965.179,2.0,44.622,57.325,60.337,Ac-228,964.000,4.99,1.179,0.0195,10,29.539,2799.896,Ac-228,Ac-228,Ac-228
ASN8_Th232_3000,1113.036,0.0,21.299,56.152,59.504,Eu-152,1111.000,13.67,2.036,0.0342,10,29.539,2799.896,Eu-152|Bi-214,Eu-152 / Bi-214,Eu-152
ASN8_Th232_3000,1245.897,0.0,8.108,49.615,52.894,Bi-214,1238.000,5.83,7.897,0.1493,10,29.539,2799.896,Bi-214,Bi-214,Bi-214
ASN8_Th232_3000,1589.662,1.0,93.264,71.537,77.435,Ac-228,1588.000,3.22,1.662,0.0215,10,29.539,2799.896,Ac-228,Ac-228,Ac-228
ASN8_Th232_3000,1764.599,0.0,9.832,55.975,61.050,Bi-214,1764.000,15.29,0.599,0.0098,10,29.539,2799.896,Bi-214,Bi-214,Bi-214
ASN8_Th232_3000,2114.018,0.0,33.974,80.337,88.927,Tl-208 SE,2103.000,0,11.018,0.1239,10,29.539,2799.896,Tl-208 SE,Tl-208 SE,Tl-208
ASN8_Th232_3000,2320.792,0.0,26.602,95.587,106.717,Bi-214,2447.000,1.545,126.208,1.1826,10,29.539,2799.896,Bi-214,Bi-214,Bi-214
ASN8_Th232_3000,2609.406,0.0,111.499,95.168,107.500,Tl-208,2614.000,35.8516,4.594,0.0427,10,29.539,2799.896,Tl-208,Tl-208,Tl-208
ASN8_Th232_4096,74.035,1233.0,387.118,30.584,22.534,Am-243,74.660,67.2,0.625,0.0277,10,29.877,2799.768,Am-243|Pb x-ray,Am-243 / Pb x-ray,Am-243
ASN8_Th232_4096,132.329,28.0,33.849,20.461,15.121,Ac-228,129.065,2.42,3.264,0.2159,10,29.877,2799.768,Ac-228,Ac-228,Ac-228
ASN8_Th232_4096,236.804,343.0,634.199,39.065,29.022,Pb-212,238.000,43.6,1.196,0.0412,10,29.877,2799.768,Pb-212,Pb-212,Pb-212
ASN8_Th232_4096,340.338,35.0,198.196,43.978,32.842,Ac-228,338.000,11.27,2.338,0.0712,10,29.877,2799.768,Ac-228|Eu-152,Ac-228 / Eu-152,Ac-228
ASN8_Th232_4096,460.179,1.0,10.928,23.488,17.645,Ac-228,463.000,4.4,2.821,0.1599,10,29.877,2799.768,Ac-228,Ac-228,Ac-228
ASN8_Th232_4096,510.574,3.0,43.752,35.169,26.485,Annihilation,511.000,0,0.426,0.0161,10,29.877,2799.768,Annihilation|Tl-208,Annihilation / Tl-208,Annihilation
ASN8_Th232_4096,581.487,15.0,231.119,60.251,45.532,Tl-208,583.000,30.549,1.513,0.0332,10,29.877,2799.768,Tl-208,Tl-208,Tl-208
ASN8_Th232_4096,724.812,1.0,39.309,59.862,45.553,Ac-228,726.863,0.62,2.051,0.0450,10,29.877,2799.768,Ac-228|Bi-212|I-131,Ac-228 / Bi-212 / I-131,Ac-228
ASN8_Th232_4096,909.778,2.0,95.947,71.957,55.240,Ac-228,911.000,25.8,1.222,0.0221,10,29.877,2799.768,Ac-228,Ac-228,Ac-228
ASN8_Th232_4096,963.584,1.0,42.531,67.558,51.995,Ac-228,964.000,4.99,0.416,0.0080,10,29.877,2799.768,Ac-228,Ac-228,Ac-228
ASN8_Th232_4096,1112.641,0.0,22.807,75.906,58.827,Eu-152,1111.000,13.67,1.641,0.0279,10,29.877,2799.768,Eu-152|Bi-214,Eu-152 / Bi-214,Eu-152
ASN8_Th232_4096,1244.792,0.0,8.556,67.428,52.575,Bi-214,1238.000,5.83,6.792,0.1292,10,29.877,2799.768,Bi-214,Bi-214,Bi-214
ASN8_Th232_4096,1585.018,1.0,89.321,96.661,76.533,Ac-228,1588.000,3.22,2.982,0.0390,10,29.877,2799.768,Ac-228,Ac-228,Ac-228
ASN8_Th232_4096,1764.666,0.0,10.628,75.252,60.054,Bi-214,1764.000,15.29,0.666,0.0111,10,29.877,2799.768,Bi-214,Bi-214,Bi-214
ASN8_Th232_4096,2111.205,0.0,36.208,101.853,82.504,Tl-208 SE,2103.000,0,8.205,0.0995,10,29.877,2799.768,Tl-208 SE,Tl-208 SE,Tl-208
ASN8_Th232_4096,2322.752,0.0,25.849,133.468,109.077,Bi-214,2447.000,1.545,124.248,1.1391,10,29.877,2799.768,Bi-214,Bi-214,Bi-214
ASN8_Th232_4096,2617.937,0.0,106.138,126.056,104.277,Tl-208,2614.000,35.8516,3.937,0.0378,10,29.877,2799.768,Tl-208,Tl-208,Tl-208
ASN8_Th232_8192,35.163,89.0,287.651,33.324,12.287,,,,,,10,30.001,2800.047,,,
ASN8_Th232_8192,73.916,205.0,648.612,69.851,25.806,Am-243,74.660,67.2,0.744,0.0288,10,30.001,2800.047,Am-243|Pb x-ray,Am-243 / Pb x-ray,Am-243
ASN8_Th232_8192,134.596,3.0,28.054,36.576,13.554,Ac-228,129.065,2.42,5.531,0.4081,10,30.001,2800.047,Ac-228,Ac-228,Ac-228
ASN8_Th232_8192,237.132,64.0,715.147,83.873,31.239,Pb-212,238.000,43.6,0.868,0.0278,10,30.001,2800.047,Pb-212|Pb-214,Pb-212 / Pb-214,Pb-212
ASN8_Th232_8192,340.563,7.0,207.319,89.224,33.401,Ac-228,338.000,11.27,2.563,0.0767,10,30.001,2800.047,Ac-228|Eu-152,Ac-228 / Eu-152,Ac-228
ASN8_Th232_8192,458.820,0.0,10.882,45.644,17.185,Ac-228,463.000,4.4,4.180,0.2432,10,30.001,2800.047,Ac-228,Ac-228,Ac-228
ASN8_Th232_8192,511.220,1.0,44.396,68.403,25.819,Annihilation,511.000,0,0.220,0.0085,10,30.001,2800.047,Annihilation|Tl-208,Annihilation / Tl-208,Annihilation
ASN8_Th232_8192,584.953,3.0,221.498,118.857,45.021,Tl-208,583.000,30.549,1.953,0.0434,10,30.001,2800.047,Tl-208,Tl-208,Tl-208
ASN8_Th232_8192,725.571,0.0,37.421,113.557,43.301,Ac-228,726.863,0.62,1.292,0.0298,10,30.001,2800.047,Ac-228|Bi-212|I-131,Ac-228 / Bi-212 / I-131,Ac-228
ASN8_Th232_8192,907.082,1.0,86.669,129.012,49.612,Ac-228,911.000,25.8,3.918,0.0790,10,30.001,2800.047,Ac-228,Ac-228,Ac-228
ASN8_Th232_8192,967.927,0.0,40.033,108.004,41.650,Ac-228,968.000,15.8,0.073,0.0018,10,30.001,2800.047,Ac-228,Ac-228,Ac-228
ASN8_Th232_8192,1113.410,0.0,19.452,153.198,59.473,Eu-152,1111.000,13.67,2.410,0.0405,10,30.001,2800.047,Eu-152|Bi-214,Eu-152 / Bi-214,Eu-152
ASN8_Th232_8192,1245.796,0.0,7.803,138.804,54.208,Bi-214,1238.000,5.83,7.796,0.1438,10,30.001,2800.047,Bi-214,Bi-214,Bi-214
ASN8_Th232_8192,1584.582,0.0,70.653,177.125,70.217,Ac-228,1588.000,3.22,3.418,0.0487,10,30.001,2800.047,Ac-228,Ac-228,Ac-228
ASN8_Th232_8192,1760.869,0.0,9.659,143.254,57.224,Bi-214,1764.000,15.29,3.131,0.0547,10,30.001,2800.047,Bi-214,Bi-214,Bi-214
ASN8_Th232_8192,2111.793,0.0,29.034,174.684,70.820,Tl-208 SE,2103.000,0,8.793,0.1242,10,30.001,2800.047,Tl-208 SE,Tl-208 SE,Tl-208
ASN8_Th232_8192,2324.762,0.0,17.025,276.600,113.128,Bi-214,2447.000,1.545,122.238,1.0805,10,30.001,2800.047,Bi-214,Bi-214,Bi-214
ASN8_Th232_8192,2613.149,0.0,75.617,221.302,91.573,Tl-208,2614.000,35.8516,0.851,0.0093,10,30.001,2800.047,Tl-208,Tl-208,Tl-208
ASN8_UGlass,54.480,190.0,407.237,48.859,18.355,W x-ray,57.981,57.6,3.501,0.1907,10,30.076,2800.068,W x-ray|Am-241,W x-ray / Am-241,W
ASN8_UGlass,86.437,207.0,621.513,56.121,21.116,Pb x-ray,87.300,8,0.863,0.0409,10,30.076,2800.068,Pb x-ray,Pb x-ray,Pb
ASN8_UGlass,181.100,24.0,310.980,73.196,27.669,U-235,185.715,57,4.615,0.1668,10,30.076,2800.068,U-235|Ra-226,U-235 / Ra-226,U-235
ASN8_UGlass,257.221,0.0,5.092,31.504,11.953,Eu-152,244.000,7.55,13.221,1.1061,10,30.076,2800.068,Eu-152,Eu-152,Eu-152
ASN8_UGlass,763.335,0.0,47.014,138.676,53.888,Pa-234m,766.000,0.317,2.665,0.0495,10,30.076,2800.068,Pa-234m|Bi-214,Pa-234m / Bi-214,Pa-234m
ASN8_UGlass,1001.276,0.0,72.700,143.992,56.564,Pa-234m,1001.000,0.842,0.276,0.0049,10,30.076,2800.068,Pa-234m,Pa-234m,Pa-234m
ASN8_UGlass,1464.848,0.0,33.767,172.303,69.086,K-40,1460.000,10.66,4.848,0.0702,10,30.076,2800.068,K-40,K-40,K-40
ASN8_UGlass,2628.277,0.0,4.739,256.213,107.782,Tl-208,2614.000,35.8516,14.277,0.1325,10,30.076,2800.068,Tl-208,Tl-208,Tl-208
G1S16_Am241_P25,60.691,3087.0,143.329,3.736,10.540,Am-241,59.541,35.9,1.150,0.1091,10,29.706,2798.984,Am-241|W x-ray,Am-241 / W x-ray,Am-241
G1S16_Am241_P25,1438.873,0.0,6.648,28.992,87.060,K-40,1460.000,10.66,21.127,0.2427,10,29.706,2798.984,K-40,K-40,K-40
G1S16_Am241_P5,56.265,24927.0,385.415,3.640,10.566,W x-ray,57.981,57.6,1.716,0.1625,10,30.171,2800.865,W x-ray,W x-ray,W
G1S16_Am241_P5,96.970,13.0,11.335,4.470,13.019,Np-239,106.000,25.34,9.030,0.6936,10,30.171,2800.865,Np-239,Np-239,Np-239
G1S16_Am241_P5,123.210,5.0,8.483,4.136,12.070,Eu-152,125.000,28.53,1.790,0.1483,10,30.171,2800.865,Eu-152,Eu-152,Eu-152
G1S16_Ba133_P25,48.227,205.0,17.403,2.855,8.216,Pb-210,46.539,4.25,1.688,0.2055,10,30.977,2800.614,Pb-210,Pb-210,Pb-210
G1S16_Ba133_P25,77.044,1728.0,122.421,4.229,12.205,Pb x-ray,74.969,100,2.075,0.1700,10,30.977,2800.614,Pb x-ray|Am-243,Pb x-ray / Am-243,Pb
G1S16_Ba133_P25,158.156,21.0,9.825,6.122,17.802,U-235,145.000,10.96,13.156,0.7390,10,30.977,2800.614,U-235,U-235,U-235
G1S16_Ba133_P25,301.512,39.0,46.305,7.242,21.310,Lu-176,307.000,93.6,5.488,0.2575,10,30.977,2800.614,Lu-176|Pb-214,Lu-176 / Pb-214,Lu-176
G1S16_Ba133_P25,354.589,117.0,121.778,10.440,30.847,Pb-214,353.000,35.7166,1.589,0.0515,10,30.977,2800.614,Pb-214|Ba-133,Pb-214 / Ba-133,Pb-214
G1S16_Ba133_P25,613.849,0.0,5.624,16.546,49.690,Ag-108m,614.000,89.8,0.151,0.0030,10,30.977,2800.614,Ag-108m|Bi-214,Ag-108m / Bi-214,Ag-108m
G1S16_Ba133_P25,1466.779,0.0,11.966,25.798,79.079,K-40,1460.000,10.66,6.779,0.0857,10,30.977,2800.614,K-40,K-40,K-40
G1S16_Ba133_P25,1788.099,0.0,5.619,26.418,80.619,Bi-214,1764.000,15.29,24.099,0.2989,10,30.977,2800.614,Bi-214,Bi-214,Bi-214
G1S16_Ba133_P25,2627.011,0.0,4.999,30.577,89.179,Tl-208,2614.000,35.8516,13.011,0.1459,10,30.977,2800.614,Tl-208,Tl-208,Tl-208
G1S16_Ba133_P5,47.498,2894.0,69.854,2.791,8.085,Pb-210,46.539,4.25,0.959,0.1186,10,30.132,2800.101,Pb-210,Pb-210,Pb-210
G1S16_Ba133_P5,76.499,23390.0,471.188,4.197,12.185,Pb x-ray,74.969,100,1.530,0.1256,10,30.132,2800.101,Pb x-ray|Am-243,Pb x-ray / Am-243,Pb
G1S16_Ba133_P5,114.307,259.0,30.175,3.962,11.542,Th-234,112.810,0.21,1.497,0.1297,10,30.132,2800.101,Th-234,Th-234,Th-234
G1S16_Ba133_P5,155.154,597.0,77.340,8.084,23.624,U-235,145.000,10.96,10.154,0.4298,10,30.132,2800.101,U-235,U-235,U-235
G1S16_Ba133_P5,302.074,447.0,163.969,7.456,22.023,Lu-176,307.000,93.6,4.926,0.2237,10,30.132,2800.101,Lu-176|Pb-214,Lu-176 / Pb-214,Lu-176
G1S16_Ba133_P5,358.302,1294.0,406.088,10.661,31.606,Ba-133,358.000,62.05,0.302,0.0096,10,30.132,2800.101,Ba-133,Ba-133,Ba-133
G1S16_Ba133_P5,453.454,12.0,36.768,7.233,21.569,,,,,,10,30.132,2800.101,,,
G1S16_Ba133_P5,1471.334,0.0,6.384,21.062,64.571,K-40,1460.000,10.66,11.334,0.1755,10,30.132,2800.101,K-40,K-40,K-40
G1S16_Cd109_P25,85.679,98.0,23.246,4.245,12.255,Pb x-ray,84.936,23,0.743,0.0606,10,30.968,2799.782,Pb x-ray,Pb x-ray,Pb
G1S16_Cd109_P25,345.626,1.0,4.673,10.963,32.360,Eu-152,345.000,26.59,0.626,0.0193,10,30.968,2799.782,Eu-152,Eu-152,Eu-152
G1S16_Cd109_P25,610.664,0.0,7.195,15.828,47.510,Bi-214,609.000,45.44,1.664,0.0350,10,30.968,2799.782,Bi-214|Ag-108m,Bi-214 / Ag-108m,Bi-214
G1S16_Cd109_P25,1472.472,0.0,12.521,25.453,77.994,K-40,1460.000,10.66,12.472,0.1599,10,30.968,2799.782,K-40,K-40,K-40
G1S16_Cd109_P25,2614.562,0.0,4.722,30.462,88.908,Tl-208,2614.000,35.8516,0.562,0.0063,10,30.968,2799.782,Tl-208,Tl-208,Tl-208
G1S16_Cd109_P5,53.636,87.0,13.977,3.176,9.262,W x-ray,57.981,57.6,4.345,0.4691,10,30.326,2800.594,W x-ray,W x-ray,W
G1S16_Cd109_P5,85.764,1417.0,132.668,4.419,12.924,Pb x-ray,84.936,23,0.828,0.0641,10,30.326,2800.594,Pb x-ray,Pb x-ray,Pb
G1S16_Cd109_P5,1468.490,0.0,6.954,22.022,67.951,K-40,1460.000,10.66,8.490,0.1249,10,30.326,2800.594,K-40,K-40,K-40
G1S16_Ce139_P25,162.729,88.0,48.878,6.091,17.587,,,,,,10,30.742,2799.280,,,
G1S16_Ce139_P25,343.106,1.0,5.744,9.448,27.686,Eu-152,345.000,26.59,1.894,0.0684,10,30.742,2799.280,Eu-152,Eu-152,Eu-152
G1S16_Ce139_P25,606.212,0.0,7.139,13.101,39.039,Bi-214,609.000,45.44,2.788,0.0714,10,30.742,2799.280,Bi-214,Bi-214,Bi-214
G1S16_Ce139_P25,1452.611,0.0,11.973,25.376,77.196,K-40,1460.000,10.66,7.389,0.0957,10,30.742,2799.280,K-40,K-40,K-40
G1S16_Ce139_P25,1762.419,0.0,4.884,25.183,76.287,Bi-214,1764.000,15.29,1.581,0.0207,10,30.742,2799.280,Bi-214,Bi-214,Bi-214
G1S16_Ce139_P25,2609.978,0.0,6.281,31.008,89.729,Tl-208,2614.000,35.8516,4.022,0.0448,10,30.742,2799.280,Tl-208,Tl-208,Tl-208
G1S16_Ce139_P5,105.730,118.0,30.291,5.372,15.659,Np-239,106.000,25.34,0.270,0.0173,10,30.177,2801.369,Np-239,Np-239,Np-239
G1S16_Ce139_P5,164.169,1240.0,221.796,6.388,18.708,,,,,,10,30.177,2801.369,,,
G1S16_Ce139_P5,205.235,9.0,15.865,3.667,10.772,U-237,208.005,21.2,2.770,0.2571,10,30.177,2801.369,U-237|Lu-176,U-237 / Lu-176,U-237
G1S16_Ce139_P5,516.956,0.0,8.538,12.748,38.202,Annihilation,511.000,0,5.956,0.1559,10,30.177,2801.369,Annihilation|Tl-208,Annihilation / Tl-208,Annihilation
G1S16_Ce139_P5,1467.391,0.0,6.166,23.385,71.802,K-40,1460.000,10.66,7.391,0.1029,10,30.177,2801.369,K-40,K-40,K-40
G1S16_Co57_P5,85.326,13.0,8.163,4.429,12.886,Pb x-ray,84.936,23,0.390,0.0302,10,30.171,2800.865,Pb x-ray,Pb x-ray,Pb
G1S16_Co57_P5,120.292,98.0,44.937,5.215,15.216,Eu-152,125.000,28.53,4.708,0.3094,10,30.171,2800.865,Eu-152,Eu-152,Eu-152
G1S16_Co57_P5,1464.057,0.0,5.684,29.126,89.413,K-40,1460.000,10.66,4.057,0.0454,10,30.171,2800.865,K-40,K-40,K-40
G1S16_Co60_P25,37.613,71.0,5.079,3.720,10.512,,,,,,10,29.138,2800.609,,,
G1S16_Co60_P25,237.362,6.0,5.477,11.126,32.041,Pb-212,238.000,43.6,0.638,0.0199,10,29.138,2800.609,Pb-212|Pb-214,Pb-212 / Pb-214,Pb-212
G1S16_Co60_P25,848.893,0.0,4.451,13.536,40.437,Ac-228,835.000,1.61,13.893,0.3436,10,29.138,2800.609,Ac-228,Ac-228,Ac-228
G1S16_Co60_P25,908.705,1.0,9.669,18.600,55.682,Ac-228,911.000,25.8,2.295,0.0412,10,29.138,2800.609,Ac-228,Ac-228,Ac-228
G1S16_Co60_P25,1170.069,11.0,126.423,22.156,66.742,Co-60,1173.000,99.85,2.931,0.0439,10,29.138,2800.609,Co-60,Co-60,Co-60
G1S16_Co60_P25,1329.878,8.0,126.698,24.232,73.113,Co-60,1332.000,99.9826,2.122,0.0290,10,29.138,2800.609,Co-60,Co-60,Co-60
G1S16_Co60_P5,229.424,179.0,49.343,13.680,39.873,Np-239,228.000,10.73,1.424,0.0357,10,29.880,2799.778,Np-239,Np-239,Np-239
G1S16_Co60_P5,508.906,3.0,6.344,12.132,35.995,Tl-208,510.000,8.1224,1.094,0.0304,10,29.880,2799.778,Tl-208|Annihilation,Tl-208 / Annihilation,Tl-208
G1S16_Co60_P5,846.830,1.0,4.396,16.145,48.608,Ac-228,835.000,1.61,11.830,0.2434,10,29.880,2799.778,Ac-228,Ac-228,Ac-228
G1S16_Co60_P5,916.155,6.0,26.892,19.873,59.963,Ac-228,911.000,25.8,5.155,0.0860,10,29.880,2799.778,Ac-228,Ac-228,Ac-228
G1S16_Co60_P5,1173.432,81.0,339.454,21.729,65.934,Co-60,1173.000,99.85,0.432,0.0066,10,29.880,2799.778,Co-60,Co-60,Co-60
G1S16_Co60_P5,1334.406,58.0,335.337,24.118,73.303,Co-60,1332.000,99.9826,2.406,0.0328,10,29.880,2799.778,Co-60,Co-60,Co-60
G1S16_Co60_P5,1589.746,0.0,7.354,24.228,73.612,Ac-228,1588.000,3.22,1.746,0.0237,10,29.880,2799.778,Ac-228,Ac-228,Ac-228
G1S16_Co60_P5,2268.506,0.0,8.431,35.940,107.170,,,,,,10,29.880,2799.778,,,
G1S16_Co60_P5,2546.728,0.0,33.764,35.726,104.866,Tl-208,2614.000,35.8516,67.272,0.6415,10,29.880,2799.778,Tl-208,Tl-208,Tl-208
G1S16_Cs137_Mar,198.469,9.0,7.513,10.924,32.433,Lu-176,202.000,77.9688,3.531,0.1089,10,29.426,2799.960,Lu-176,Lu-176,Lu-176
G1S16_Cs137_Mar,439.368,2.0,7.936,12.469,37.144,Ag-108m,433.000,90.5,6.368,0.1715,10,29.426,2799.960,Ag-108m,Ag-108m,Ag-108m
G1S16_Cs137_Mar,663.134,30.0,116.616,15.994,47.791,Cs-137,662.000,85.1,1.134,0.0237,10,29.426,2799.960,Cs-137,Cs-137,Cs-137
G1S16_Cs137_Mar,1453.210,0.0,7.907,24.135,72.890,K-40,1460.000,10.66,6.790,0.0932,10,29.426,2799.960,K-40,K-40,K-40
G1S16_Cs137_Mar_2,189.499,34.0,13.833,8.456,25.406,Ra-226,186.211,3.64,3.288,0.1294,10,30.260,2800.421,Ra-226|U-235,Ra-226 / U-235,Ra-226
G1S16_Cs137_Mar_2,441.878,3.0,9.347,13.447,40.402,Ag-108m,433.000,90.5,8.878,0.2198,10,30.260,2800.421,Ag-108m,Ag-108m,Ag-108m
G1S16_Cs137_Mar_2,667.217,81.0,190.810,15.757,47.342,Cs-137,662.000,85.1,5.217,0.1102,10,30.260,2800.421,Cs-137,Cs-137,Cs-137
G1S16_Cs137_Mar_2,1460.408,0.0,7.057,26.450,79.470,K-40,1460.000,10.66,0.408,0.0051,10,30.260,2800.421,K-40,K-40,K-40
G1S16_Cs137_P25,79.324,27.0,4.085,3.451,9.887,Pb x-ray,74.969,100,4.355,0.4405,10,30.742,2799.280,Pb x-ray|Am-243,Pb x-ray / Am-243,Pb
G1S16_Cs137_P25,185.850,12.0,6.209,9.066,26.228,U-235,185.715,57,0.135,0.0052,10,30.742,2799.280,U-235|Ra-226,U-235 / Ra-226,U-235
G1S16_Cs137_P25,440.141,4.0,12.778,12.798,37.758,Ag-108m,433.000,90.5,7.141,0.1891,10,30.742,2799.280,Ag-108m,Ag-108m,Ag-108m
G1S16_Cs137_P25,656.937,93.0,213.528,15.957,47.674,Cs-137,662.000,85.1,5.063,0.1062,10,30.742,2799.280,Cs-137,Cs-137,Cs-137
G1S16_Cs137_P25,1458.695,0.0,11.594,25.968,78.993,K-40,1460.000,10.66,1.305,0.0165,10,30.742,2799.280,K-40,K-40,K-40
G1S16_Cs137_P25,1756.360,0.0,5.571,26.089,79.045,Bi-214,1764.000,15.29,7.640,0.0967,10,30.742,2799.280,Bi-214,Bi-214,Bi-214
G1S16_Cs137_P25,2607.084,0.0,4.455,36.401,105.360,Tl-208,2614.000,35.8516,6.916,0.0656,10,30.742,2799.280,Tl-208,Tl-208,Tl-208
G1S16_Cs137_P5,186.535,691.0,83.952,10.066,29.792,Ra-226,186.211,3.64,0.324,0.0109,10,30.625,2800.842,Ra-226|U-235,Ra-226 / U-235,Ra-226
G1S16_Cs137_P5,440.311,61.0,53.478,13.490,40.598,Ag-108m,433.000,90.5,7.311,0.1801,10,30.625,2800.842,Ag-108m,Ag-108m,Ag-108m
G1S16_Cs137_P5,661.291,1122.0,705.137,15.587,47.435,Cs-137,662.000,85.1,0.709,0.0149,10,30.625,2800.842,Cs-137,Cs-137,Cs-137
G1S16_Cs137_P5,872.155,0.0,4.869,15.814,48.508,Ac-228,911.000,25.8,38.845,0.8008,10,30.625,2800.842,Ac-228,Ac-228,Ac-228
G1S16_Cs137_P5,1344.004,0.0,6.280,30.096,93.126,Co-60,1332.000,99.9826,12.004,0.1289,10,30.625,2800.842,Co-60,Co-60,Co-60
G1S16_Cs137_P5,1480.188,0.0,4.045,15.646,48.429,K-40,1460.000,10.66,20.188,0.4169,10,30.625,2800.842,K-40,K-40,K-40
G1S16_Eu152_P25,33.824,10698.0,144.854,3.395,9.749,,,,,,10,30.953,2801.286,,,
G1S16_Eu152_P25,94.299,84.0,10.367,4.402,12.715,Pb x-ray,87.300,8,6.999,0.5504,10,30.953,2801.286,Pb x-ray,Pb x-ray,Pb
G1S16_Eu152_P25,120.326,1750.0,180.764,5.129,14.850,Eu-152,125.000,28.53,4.674,0.3148,10,30.953,2801.286,Eu-152,Eu-152,Eu-152
G1S16_Eu152_P25,242.602,99.0,58.746,7.941,23.242,Eu-152,244.000,7.55,1.398,0.0601,10,30.953,2801.286,Eu-152|Pb-214,Eu-152 / Pb-214,Eu-152
G1S16_Eu152_P25,342.507,140.0,121.366,10.501,30.975,Eu-152,345.000,26.59,2.493,0.0805,10,30.953,2801.286,Eu-152|Ac-228,Eu-152 / Ac-228,Eu-152
G1S16_Eu152_P25,419.412,3.0,6.427,9.472,28.093,Ac-228,409.000,1.92,10.412,0.3706,10,30.953,2801.286,Ac-228,Ac-228,Ac-228
G1S16_Eu152_P25,685.519,1.0,6.947,10.919,32.883,Cs-137,662.000,85.1,23.519,0.7152,10,30.953,2801.286,Cs-137,Cs-137,Cs-137
G1S16_Eu152_P25,782.106,7.0,53.557,15.695,47.472,Eu-152,780.000,12.93,2.106,0.0444,10,30.953,2801.286,Eu-152,Eu-152,Eu-152
G1S16_Eu152_P25,869.972,1.0,7.590,7.807,23.693,Ac-228,835.000,1.61,34.972,1.4760,10,30.953,2801.286,Ac-228,Ac-228,Ac-228
G1S16_Eu152_P25,967.240,4.0,52.842,17.943,54.620,Ac-228,968.000,15.8,0.760,0.0139,10,30.953,2801.286,Ac-228,Ac-228,Ac-228
G1S16_Eu152_P25,1104.468,5.0,65.727,22.642,69.153,Eu-152,1111.000,13.67,6.532,0.0945,10,30.953,2801.286,Eu-152,Eu-152,Eu-152
G1S16_Eu152_P25,1422.746,2.0,64.966,25.147,77.030,K-40,1460.000,10.66,37.254,0.4836,10,30.953,2801.286,K-40,K-40,K-40
G1S16_Eu152_P25,1771.448,0.0,5.741,26.234,80.022,Bi-214,1764.000,15.29,7.448,0.0931,10,30.953,2801.286,Bi-214,Bi-214,Bi-214
G1S16_Eu152_P25,2622.037,0.0,5.816,35.697,104.055,Tl-208,2614.000,35.8516,8.037,0.0772,10,30.953,2801.286,Tl-208,Tl-208,Tl-208
