scene,phys,body,qk_nodes,d_peak_662,d_q0_662,d_k100_662,d_sum_662,d_peak_1461,d_q0_1461,d_k100_1461,d_sum_1461,d_peak_2614,d_q0_2614,d_k100_2614,d_sum_2614
G1S_mar1l_oisn06_062_p24,20,РАЗОШЛОСЬ,142,-0.07341975381877086,-0.09545123500572794,0.25187353668276735,0.17652611915512928,-0.17371552851442873,-0.8738853469549612,-0.11916094737117744,-0.43347309428545255,0.10580146407317415,-0.4443640151963413,0.7025618439641557,0.006047949398380048
G1S_mar1l_oisn06_064_p24,20,РАЗОШЛОСЬ,142,-0.10708163031614149,0.22028920970840193,-0.15228190386176177,0.13587316515191183,-0.21376406184746566,0.2988807433633722,2.5349424996036207,0.0709804371218592,0.3111176963172868,-0.8012308597694973,-2.1797964400606884,-0.07220678956092463
G1S_mar1l_oisn06_066_p16,20,РАЗОШЛОСЬ,140,0.06326848525537443,-0.4544528203418552,-0.6650441248257533,-0.10386337904084719,0.11772555379641059,0.3767740352845772,-0.8174626231112869,0.050608445598698815,0.20154604321616088,-0.16387304076237452,-1.1822514858463307,0.0360128514794722
G1S_mar1l_oisn06_066_p24,20,РАЗОШЛОСЬ,142,0.05148841589279751,0.19216136895681135,0.22312973683329407,0.3387646283795842,-0.1704079081381482,-0.24836974151137836,0.9849019450196117,0.2644498801706696,-0.08353999460576356,-1.1511673681392165,-2.3797460675201165,-0.2505287821681801
G1S_mar1l_oisn16_155_p16,20,РАЗОШЛОСЬ,142,-0.011558282393397956,0.27762475634394157,0.19334224245286524,-0.04861059279377411,-0.09159525593429585,0.5013217597872099,0.7845316142483405,0.21964347983285393,-0.038435289049487675,-0.44674556079792316,-1.623076778407151,0.039337409149498015
G1S_mar1l_oisn16_155_p24,20,РАЗОШЛОСЬ,142,-0.041134736580294984,-0.22221665723443085,-1.1284969912689014,0.06412518329548256,-0.22252411294474417,0.30059061221519023,-0.41657427253655177,0.1757812103416967,-0.03080356348819091,-0.28591375491145987,-3.5612182731446507,-0.22485221147136025
G1S_mar1l_oisn16_160_p16,20,РАЗОШЛОСЬ,142,-0.06677722792983731,-0.40474888403236875,-0.30170529970223736,0.13821023832314427,-0.10612818806394753,-0.22445846905042588,0.4426467711375892,-0.2581817012495824,0.0466601042266257,-0.7566650464289171,0.8253101134413354,-0.32139227649468083
G1S_mar1l_oisn16_160_p24,20,РАЗОШЛОСЬ,142,-0.0868856544928076,-0.31932936532866885,-0.25945857805785844,0.11581808560228168,-0.13330666233746236,-0.1473232675740399,0.22188400755476234,0.10662937140799578,0.08352133724214283,-0.1887266516054198,2.628430916764768,0.10010491690528589
G1S_mar1l_oisn16_166_p16,20,РАЗОШЛОСЬ,142,-0.03680341829092049,0.5875463900963496,0.5015875719527108,-0.09791627892115073,0.08767060466483567,0.3933328769404998,-0.691483821945571,0.18171152458896778,-0.07764303599616662,-0.8816472197979985,-0.7303735583269133,-0.3421366241209922
G1S_mar1l_oisn16_166_p24,20,РАЗОШЛОСЬ,142,-0.0662790516370193,0.25659556331010247,0.09881285936734763,-0.05659211667811137,0.13415540921646318,-0.371739533075921,-1.3286370308840278,-0.2738100667972643,0.1942135973801884,-0.18951097302136732,1.0815963623401759,0.11167470518855804
G1S_mar1l_oisn16_167_p16,20,РАЗОШЛОСЬ,142,-0.06846430628921762,0.15056314280776917,-0.03177182760876196,-0.06999979248164534,-0.013569775257782357,0.7425476963024646,-0.29507073793640926,0.21206537898659228,0.03147717562292929,0.296800829355659,0.7235801040174072,0.12351099766709783
G1S_mar1l_oisn16_167_p24,20,РАЗОШЛОСЬ,142,-0.07143649597630697,0.0681836567725691,-0.15760576059880016,-0.13272367561452114,0.07583631820624603,0.5528198129060247,0.06336235577877325,0.2883140738898504,0.029405775855062544,-0.39639180807953256,-0.8267771232661647,-0.08236405973446326
G1S_mar1l_risn379_100_p16,20,РАЗОШЛОСЬ,140,0.017152851700408256,0.6130705839180184,0.4110612014586623,0.06287578306227726,-0.21645800179100894,-0.8794796163275165,-1.9105211920193543,-0.3647097192663429,0.2276862029462423,0.1822347112287348,0.7929253742452014,0.3123139242656725
G1S_petri60_oisn06_057_p24,20,РАЗОШЛОСЬ,142,-0.005725088680530455,-0.5573719783791509,-0.14294690405481925,0.017251951705166135,-0.0524424026319914,0.068401153684583,0.3149359104591687,-0.0974010354686139,0.11149966520225263,0.41490978514262533,2.914373483687438,0.00824931733165446
G1S_petri60_oisn06_062_p24,20,РАЗОШЛОСЬ,142,-0.03829325023688712,-0.8492735632830706,-0.8101179327753227,0.12811796213310078,-0.006064014317386235,-1.0098142029463908,-1.5919919135849225,-0.21442039157765214,-0.13815244957960937,-0.8333982372994653,-0.07925564068805846,-0.171303159534264
G1S_petri60_oisn06_064_p24,20,РАЗОШЛОСЬ,142,-0.00041756394075775916,-0.5639123135193103,0.17607146025802045,-0.03865750000259238,0.07974558262802134,-0.5268975526584896,-0.07278437237713264,-0.14521579153448094,0.019554574249869283,-0.32840280818824397,-0.3276585679464872,-0.19478849226214345
G1S_petri60_oisn06_067_p24,20,РАЗОШЛОСЬ,142,0.036266611403257265,-1.6562398682616664,-0.4394809829774915,-0.20314317118864667,-0.01965604424118972,-0.14333616244116554,1.3598903306050847,0.06568761343017648,-0.27671566230628164,-0.3547069607584441,0.4108811887400865,0.3881707668309309
G1S_petri60_oisn10_100_p16,20,РАЗОШЛОСЬ,142,0.09147890473650833,-0.7588670403292475,-0.12405212442953006,-0.03490659027085563,-0.05147423367467541,0.4093236566684366,0.5657351465391258,0.17305935099751757,-0.30318516352991765,0.49213153073648375,-0.3478338261938885,0.29317990742085964
G1S_petri60_oisn16_155_p24,20,РАЗОШЛОСЬ,142,0.0759147379810976,0.24939983367391338,0.6138181985140267,-0.06675839363344815,-0.12571543179251687,0.3770700940389782,1.276113813038604,-0.23091119458048537,-0.18695008141680347,0.03863626024949163,0.7865478624268674,-0.01784306556766868
G1S_petri60_oisn16_160_p24,20,РАЗОШЛОСЬ,142,-0.023318775901248756,0.28480560214863004,1.264372465075625,-0.0853341127420193,-0.05815167845509839,0.37741135754736366,1.291910578847033,0.15610129100005476,-0.1155138169337877,-0.2524474994455628,0.848153025474141,-0.1323597987818559
G1S_petri60_oisn16_167_p24,20,РАЗОШЛОСЬ,142,-0.15470441355505127,0.26515589148548013,0.9173787139335587,-0.021442462753218372,0.014421819515320067,0.6550630830278292,0.09676794270800926,0.26705344704271994,-0.048313782988274045,0.30094373195397317,0.5462420706524584,-0.07975943872662317
G1S_petri60_risn379_100_p16,20,РАЗОШЛОСЬ,140,0.018356316159851005,-0.017403495281442805,-0.17389056952924475,0.03741941532366955,-0.09738186915424496,-0.6705803750229444,0.08445487652635197,0.03542860409677662,-0.16841815533474858,0.11447609774732914,-0.34482123687450406,-0.19296048129953114
G1S_point25,20,РАЗОШЛОСЬ,140,0.06963343775117092,2.7582863825256654,6.154675247967645,0.11528896580714765,0.1616503957036608,0.41095918141993426,2.851286539366704,0.3768917523149229,0.3708832286128061,2.5911787938787345,-4.231422965482256,-0.503015291232356
G1S_point5,20,РАЗОШЛОСЬ,140,-0.08434082438992796,0.8628185045510328,1.1087038003275929,-0.2968815388740831,0.07166702538070613,-0.7281081290464675,-1.1115987621408752,0.2818146377026487,0.5061662651692833,-0.7278682403053627,2.3885730775841107,-0.22317973245471467
RC103_lu_front,20,РАЗОШЛОСЬ,142,-0.06347216305716552,2.4469166888319904,2.7582341549474476,1.220351225055838,-0.5477196496883607,1.3327667101527885,7.695321004871825,0.37999094339127293,-0.3841328771933106,2.0541754997972506,-2.0731191596401466,0.16129214913573886
RC103_marinelli05_kcl,20,РАЗОШЛОСЬ,140,-0.15994266345232822,-0.19899714890722064,0.1714202657539854,1.3763019395709897,0.0021519321329321883,-2.2950075496563804,-5.23344061581864,0.8494568309024508,1.6599931381801047,4.666001219435834,9.635573058099078,1.2614572143214708
RC103_point0,20,РАЗОШЛОСЬ,140,0.04838156981474828,0.31105497903129997,0.23303375397289994,0.19401521472279804,-0.06927014619327876,0.4292650654562191,1.6017037860744487,0.003894325181019731,0.07177624760041912,1.1592019752864058,4.571226574739273,0.9681197964080734
RC103_point50,20,РАЗОШЛОСЬ,140,0.09715320991687815,-5.576726613121597,-6.234723842084211,-1.3907346172768786,0.4517284053735082,-4.417339677124465,7.035284840211697,-1.616755687063387,2.027022099070641,-8.618875256552116,-9.939758198085036,-2.836492635694976
