scene,phys,body,qk_nodes,d_peak_662,d_q0_662,d_k100_662,d_sum_662,d_peak_1461,d_q0_1461,d_k100_1461,d_sum_1461,d_peak_2614,d_q0_2614,d_k100_2614,d_sum_2614
AS80_lu_front,20,РАЗОШЛОСЬ,142,-0.06315959060900767,-0.2750272202432069,-0.5699477972519129,0.08636694761510189,0.26549161905111696,-0.20418587373018937,0.11030192637484504,0.2264011423233958,-0.038460831500342074,0.42230219404577607,1.0282839521150722,0.19449745658026707
AS80_point0,20,РАЗОШЛОСЬ,140,-0.03872997085231367,0.7425794682923703,0.8043469653145952,0.10056342015249964,0.13445865297252446,-0.6486075775412159,0.2696288501037536,-0.002274692987824789,0.019987770935947502,0.86475065768159,0.022502742504260098,0.20957971539821152
AS80_th_disk,20,РАЗОШЛОСЬ,146,-0.010496210632859881,-0.1263120793035699,-0.9493193522082999,-0.1476634492841855,-0.17364691709007563,0.30337977937882066,-0.17154163469970118,0.22499823347821302,0.0385636260549882,0.02466519288397695,-0.05791861169036627,-0.17497481199998388
ASN16_lu_side,20,РАЗОШЛОСЬ,142,-0.12247875770895478,0.32118980197273217,0.03934582312570267,-0.23672253938091803,0.0739740179190207,-0.10965123247024255,-0.20962671283254464,-0.2817294042820939,0.1348143237907662,-0.6536241670083043,0.8703485236459807,-0.60057577382987
ASN16_point0_house,20,РАЗОШЛОСЬ,140,0.13590340801883372,-0.7876306084412366,-1.0470145539905107,-0.04158653023135228,0.12893679595347152,-0.2877047665096555,-0.39870469000492514,0.2683760593525486,0.0847663005869137,1.1574071536449404,0.9106132310841009,0.030037382715097927
ASN16_point10_house,20,РАЗОШЛОСЬ,140,0.11422209541369632,-0.3617761222297289,-1.0572904794527882,-1.108287122079088,0.017754422006510673,3.1245914193568147,15.316285261157535,2.1914170776765163,-1.0130993698720947,-8.053616425484012,-11.35101493916233,-2.5502065450816347
G1S_denta100_oisn10_100_p16,20,РАЗОШЛОСЬ,142,0.018876657459898638,-0.6707543174151009,-1.712234731176121,-0.045518272071665145,0.1795913565947549,0.09167766531632537,1.1944176210450186,-0.06586094664928765,0.3339975196658296,0.16475426266457927,-0.30170214571769716,0.2527914318881219
G1S_denta100_risn379_100_p16,20,РАЗОШЛОСЬ,140,-0.003335287663663866,0.2679954050127664,0.7420610584859766,0.16220512651596852,0.0413554025932239,-0.06292434909395128,1.21862200798164,0.17535437869378168,-0.1798575196351515,-0.009314153936812453,-1.1996683401666486,0.06047718913984035
G1S_denta120_oisn06_057_p24,20,РАЗОШЛОСЬ,142,0.0029233882625101515,-0.46174445867458447,-0.7985602942482184,0.1027162429213746,-0.09779935125400208,-0.5446242943688007,-1.5026670896424288,-0.23850685512575298,0.2128202200087248,-0.7016098575073126,0.920506809955346,-0.21635044215067012
G1S_denta120_oisn06_062_p24,20,РАЗОШЛОСЬ,142,0.04143833000929131,-0.33610651083723075,-0.241783975543719,0.06257426430744673,0.17794723214550334,0.5461283188660238,2.344592466687634,0.16320458289387219,-0.3010383363897917,0.3116678093186387,1.2711747699589493,-0.1177938223346886
G1S_denta120_oisn06_064_p24,20,РАЗОШЛОСЬ,142,0.004088858169559728,-0.34320523794652,-0.04564740121736355,0.022565415897246588,-0.013256587649024265,0.4808792818270513,-0.2786703846518801,0.10145497495870348,-0.20095776415459676,-0.5081266951008967,1.2947308219518394,-0.10921496032493261
G1S_denta120_oisn06_066_p24,20,РАЗОШЛОСЬ,142,0.1701630113546848,-0.11161099383473205,-0.39967886836510536,0.11258873417727688,-0.1441096258090968,0.21732276362358416,-0.33906353879419315,-0.08261892217078515,0.347404564147058,0.7463798857330728,3.3237799452475736,0.1256530585753035
G1S_denta120_oisn16_155_p24,20,РАЗОШЛОСЬ,142,-0.05151122560352883,-0.09304538948586849,-0.21013200454048642,0.09032524562719857,-0.1015995840160211,-0.24114495139986314,-0.896507445041983,-0.22991927852036298,0.06557870000083454,0.031887222028159634,-0.3209641220968784,-0.2493290624765332
G1S_denta120_oisn16_160_p24,20,РАЗОШЛОСЬ,142,0.05043902292467539,0.04558704151460535,-0.22584448123352807,-0.02978567652532904,-0.13532618498889315,-0.30714748218862997,-1.684022982034572,0.005658785983864156,0.05674992469597573,0.5201139792370579,0.2728254389323226,-0.01031978373506881
G1S_denta120_oisn16_166_p24,20,РАЗОШЛОСЬ,142,0.049075330474401824,-0.1018798064152282,0.12920066396868712,0.014765502912261752,-0.12583273012229945,0.26190585062892957,-0.465825889978988,0.10852986043496937,0.032070695421460016,0.2778454818114895,-0.11985912871794735,0.027028751887581137
G1S_denta120_oisn16_167_p24,20,РАЗОШЛОСЬ,142,0.062138980257886445,0.18777670208267594,0.8188999293949006,0.13294981692699714,-0.10854421539169268,0.7990605836617926,-0.6460420179237869,0.031784542010071526,0.22339324417981477,-0.2838997198948978,2.272105790226142,0.02488702063954129
G1S_mar1l_coal_046_p24,20,РАЗОШЛОСЬ,140,0.010369489524730824,0.6175852645326163,0.25338904999523404,0.5024516216996178,0.012940444479259128,1.102455284505166,0.34788374952761103,0.023569690137215105,0.09809508340075102,-1.3280071426212903,-1.1641126217205144,-0.1100668533085436
G1S_mar1l_oisn06_055_p16,20,РАЗОШЛОСЬ,140,0.016473133206185153,-0.06439586610887948,-0.3020744471771475,0.2439085840687083,0.17658637798736443,-0.09872571137760078,1.55524300620693,-0.23930150834520214,-0.1857025184258565,0.47644989845365693,0.9125213927251519,-0.038866311451524194
G1S_mar1l_oisn06_057_p16,20,РАЗОШЛОСЬ,140,0.06942667689089355,0.2593774084955758,-0.1342789634382613,0.1865536277871893,0.2182027592604996,-0.34409023495531876,0.6505024838222351,-0.15265018621974935,-0.09480119039539936,0.11551793992061743,1.1894608141589824,-0.25319066844625704
G1S_mar1l_oisn06_057_p24,20,РАЗОШЛОСЬ,142,0.01421392016580647,-0.08581585569956696,0.14577118483487528,0.06153156018100514,-0.013749969388343608,-0.5030665769255593,0.8684681246912795,-0.2126188038822252,-0.017991787481919097,-0.5322922873917113,-1.3560384526018265,-0.3586308893360757
G1S_mar1l_oisn06_062_p16,20,РАЗОШЛОСЬ,140,0.05538208268840439,-0.05192009169019407,-0.7636753876251512,0.2599304240354039,-0.06976780349530198,0.7051107900442943,-0.5621836361475396,0.09980516458309996,0.0035063862318107653,-0.06798526756514045,0.9030711365652477,-0.15682422604589297
