file,phys,histories,nodes,channels,noise_median,noise_worst,nodes_empty,cone,created,seconds,stamp,body_sha256,fingerprint
AS80_lu_front.rmx,20,3000000,142,6,0.9281,1.2969,30,0,2026-09-18 14:15,495.5,phys=20;ab9f2003842b630fb13e105e65c42dba981b7a15da04bf5916d09216d48bbb59,2319b9c6422a41ecc34741802df74d4c7c9efb719aa8de527573e5a202200271,сходится
AS80_point0.rmx,20,3000000,140,6,0.7804,0.9925,24,0,2026-09-18 14:19,285.5,phys=20;1dfb1277c770d54741150e7d7e6d37d2507b165edfbd48ba54e0ceaf3c0d333e,8bf531e0d7cb07522cab048f1dd5a7f5fa65a5247618727c8d5fec0639fd22e6,сходится
AS80_th_disk.rmx,20,3000000,146,6,1.1843,1.4879,31,0,2026-09-18 14:30,619.6,phys=20;52b9c524a247b485d85393e6166a3df08e7380f9eed20f5157643e3e9747d6a6,4586d9b4d5ab188df264f0a2bc082924089fab1c805a5f288c07ca5f850bc835,сходится
ASN16_lu_side.rmx,20,3000000,142,6,1.1471,1.5053,29,0,2026-09-18 14:36,387.0,phys=20;c86d856d0065b8702074382b0ba06c795754d016bdcce7d14dcd3b77784c51d7,d7df6b661bcc6261239d2d6863f5bd9f79a44337b9f1146cb0f0aa829ad1487d,сходится
ASN16_point0_house.rmx,20,3000000,140,6,0.8535,1.1568,21,0,2026-09-18 14:41,301.9,phys=20;7b95a5a563202b6e6e0eab03563730c5367b07886aca024b60de83ed7dda0dce,0df8aca647a75a179f956cc0dc95fe310f76b75613f476005bc3df680d323def,сходится
ASN16_point10_house.rmx,20,6000000,140,6,5.4430,8.3202,24,0,2026-09-18 13:39,430.6,phys=20;244adb1e863cd73823474557cb8e031ceab949a2db5f4256c68572a10b1d2948,39c496020a12e16c57fe892b5dd38f8dc28a67cbeac04055b5044d299937e9b8,сходится
G1S_denta100_oisn10_100_p16.rmx,20,3000000,142,6,0.8804,1.1534,28,0,2026-09-18 14:50,529.7,phys=20;2113f1ddc3766ff1c6c29b163c87815ffb191c2cbdba674b0a8d4c5e3343a8de,54c5d64086813db8039420e037177738df13dd6d89d8d27e5bb2bf4637640c1c,сходится
G1S_denta100_risn379_100_p16.rmx,20,3000000,140,6,0.7381,1.1582,25,0,2026-09-18 14:59,514.4,phys=20;cb5cdc68517e46d55b3f33f5ec2b2fa6c809be42e2cc1495210b184f801fc646,5e8e8e27046da31351a1151b4e14abd2d669e969577f92d193ee85488d6b0a27,сходится
G1S_denta120_oisn06_057_p24.rmx,20,3000000,142,6,0.8810,1.2364,26,0,2026-09-18 15:07,519.2,phys=20;08341a7061982a7fc8d88a71fde508dbc97a3e1d16ce22d1187bca54eabf9783,564d4fa36f9c6f1b125e6769a7a44ea9ef4a0720e5c073e0a508b7e8d1095226,сходится
G1S_denta120_oisn06_062_p24.rmx,20,3000000,142,6,0.8747,1.2346,26,0,2026-09-18 15:15,491.0,phys=20;600cfc32584338c68029a7ef8ec0bd5e4a9d0d503fdcf7006d1e01b31108b31d,a289d05dee465cdfa062e51417abd8f1decfd5949fb9bc0f5dea52cf1d4c2b5a,сходится
