key,t_start_h,t_mid_h,live_s,chi2ndf,Pb-214_bq,Pb-214_err,Pb-214_z,Pb-214_lim,Pb-214_det,Pb-214_tied,Bi-214_bq,Bi-214_err,Bi-214_z,Bi-214_lim,Bi-214_det,Bi-214_tied,Ra-226_bq,Ra-226_err,Ra-226_z,Ra-226_lim,Ra-226_det,Ra-226_tied,Rn-222_bq,Rn-222_err,Rn-222_z,Rn-222_lim,Rn-222_det,Rn-222_tied,Pb-210_bq,Pb-210_err,Pb-210_z,Pb-210_lim,Pb-210_det,Pb-210_tied,Pb-212_bq,Pb-212_err,Pb-212_z,Pb-212_lim,Pb-212_det,Pb-212_tied,Bi-212_bq,Bi-212_err,Bi-212_z,Bi-212_lim,Bi-212_det,Bi-212_tied,Tl-208_bq,Tl-208_err,Tl-208_z,Tl-208_lim,Tl-208_det,Tl-208_tied,Ac-228_bq,Ac-228_err,Ac-228_z,Ac-228_lim,Ac-228_det,Ac-228_tied,Ra-224_bq,Ra-224_err,Ra-224_z,Ra-224_lim,Ra-224_det,Ra-224_tied,Th-228_bq,Th-228_err,Th-228_z,Th-228_lim,Th-228_det,Th-228_tied,Rn-220_bq,Rn-220_err,Rn-220_z,Rn-220_lim,Rn-220_det,Rn-220_tied,Th-232_bq,Th-232_err,Th-232_z,Th-232_lim,Th-232_det,Th-232_tied,Ra-228_bq,Ra-228_err,Ra-228_z,Ra-228_lim,Ra-228_det,Ra-228_tied,K-40_bq,K-40_err,K-40_z,K-40_lim,K-40_det,K-40_tied
coal_t20m,0.33340,0.53916,1481.457,1.1221,70.7359,1.878,37.663,nan,1,-,70.7359,1.878,37.663,nan,1,-,70.7359,1.878,37.663,3.8723,1,-,70.7359,1.878,37.663,nan,1,-,70.7359,1.878,37.663,nan,1,-,8.05135,1.192,6.754,nan,1,-,8.05135,1.192,6.754,nan,1,-,8.05135,1.192,6.754,nan,1,-,8.05135,1.192,6.754,nan,1,-,8.05135,1.192,6.754,nan,1,-,8.05135,1.192,6.754,nan,1,-,8.05135,1.192,6.754,nan,1,-,8.05135,1.192,6.754,3.69,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_t2h,1.42801,1.91816,3529.053,1.4979,61.4899,1.356,45.352,nan,1,-,61.4899,1.356,45.352,nan,1,-,61.4899,1.356,45.352,2.8722,1,-,61.4899,1.356,45.352,nan,1,-,61.4899,1.356,45.352,nan,1,-,5.94457,0.8872,6.700,nan,1,-,5.94457,0.8872,6.700,nan,1,-,5.94457,0.8872,6.700,nan,1,-,5.94457,0.8872,6.700,nan,1,-,5.94457,0.8872,6.700,nan,1,-,5.94457,0.8872,6.700,nan,1,-,5.94457,0.8872,6.700,nan,1,-,5.94457,0.8872,6.700,2.7417,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_t3h,2.42735,2.92735,3600.001,1.3875,61.1426,1.28,47.754,nan,1,-,61.1426,1.28,47.754,nan,1,-,61.1426,1.28,47.754,2.6904,1,-,61.1426,1.28,47.754,nan,1,-,61.1426,1.28,47.754,nan,1,-,6.37683,0.8234,7.745,nan,1,-,6.37683,0.8234,7.745,nan,1,-,6.37683,0.8234,7.745,nan,1,-,6.37683,0.8234,7.745,nan,1,-,6.37683,0.8234,7.745,nan,1,-,6.37683,0.8234,7.745,nan,1,-,6.37683,0.8234,7.745,nan,1,-,6.37683,0.8234,7.745,2.511,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
coal_e01,3.48842,5.48842,14400.001,2.0461,62.0199,0.7889,78.611,nan,1,-,62.0199,0.7889,78.611,nan,1,-,62.0199,0.7889,78.611,1.616,1,-,62.0199,0.7889,78.611,nan,1,-,62.0199,0.7889,78.611,nan,1,-,7.29841,0.533,13.694,nan,1,-,7.29841,0.533,13.694,nan,1,-,7.29841,0.533,13.694,nan,1,-,7.29841,0.533,13.694,nan,1,-,7.29841,0.533,13.694,nan,1,-,7.29841,0.533,13.694,nan,1,-,7.29841,0.533,13.694,nan,1,-,7.29841,0.533,13.694,1.583,1,-,nan,nan,nan,nan,-1,-,nan,nan,nan,nan,-1,-
