t_mid_h,value,err
5.48842,12.7734,3.448
9.49104,12.5644,3.512
17.49462,14.4436,3.247
21.49721,14.4467,3.139
29.50242,17.3829,3.28
33.50510,16.2818,3.083
37.50759,13.801,3.168
45.51249,10.5664,3.204
57.51988,19.7565,2.823
61.52234,13.0635,2.899
65.52481,14.5963,2.989
73.53015,9.47763,3.018
