t_mid_h,value,err
5.48842,17.3399,4.201
9.49104,16.9447,4.264
17.49462,19.0281,3.964
21.49721,19.0054,3.825
29.50242,22.4289,3.994
33.50510,21.343,3.752
37.50759,18.166,3.85
53.51744,12.8755,3.705
57.51988,25.2556,3.443
61.52234,17.1842,3.527
65.52481,18.8293,3.636
73.53015,12.4154,3.643
