geometry,spectrum,preset,vessel
ASN16_rn_side,ASN16_Radon_filter2,Atom Spectra Nano 16,"ватный диск Ø40×20 мм ρ 0.15 г/см³ (целлюлоза), ВПРИТЫК к широкой грани 18×60 (П59, AMBER27)"
