ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th,Xray-Th-L
2045,696.261,135.566,140.486,85.324,80.166,40.554,0.000,19.764,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2046,696.602,127.049,140.544,85.302,80.000,40.551,0.000,19.992,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2047,696.944,138.790,140.609,85.279,79.835,40.548,0.000,20.225,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2048,697.285,138.382,140.680,85.256,79.670,40.545,0.000,20.463,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2049,697.626,138.974,140.757,85.234,79.507,40.542,0.000,20.706,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2050,697.967,109.159,140.841,85.211,79.345,40.539,0.000,20.955,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2051,698.308,137.197,140.932,85.189,79.185,40.536,0.000,21.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2052,698.649,150.604,141.030,85.166,79.026,40.534,0.000,21.469,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2053,698.990,116.382,141.135,85.143,78.868,40.531,0.000,21.734,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2054,699.331,140.418,141.248,85.121,78.712,40.529,0.000,22.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2055,699.672,129.122,141.369,85.098,78.558,40.526,0.000,22.283,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2056,700.013,142.492,141.497,85.076,78.406,40.524,0.000,22.566,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2057,700.354,124.679,141.634,85.053,78.255,40.522,0.000,22.855,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2058,700.694,154.159,141.780,85.030,78.107,40.520,0.000,23.151,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2059,701.035,155.973,141.934,85.008,77.960,40.518,0.000,23.453,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2060,701.376,127.234,142.097,84.985,77.816,40.517,0.000,23.763,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2061,701.717,152.344,142.269,84.963,77.674,40.515,0.000,24.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2062,702.058,137.085,142.451,84.940,77.535,40.514,0.000,24.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2063,702.399,144.973,142.643,84.917,77.397,40.513,0.000,24.731,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2064,702.740,163.530,142.845,84.895,77.263,40.512,0.000,25.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2065,703.081,118.381,143.057,84.872,77.131,40.511,0.000,25.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2066,703.422,144.196,143.280,84.850,77.002,40.511,0.000,25.765,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2067,703.762,162.011,143.513,84.827,76.875,40.511,0.000,26.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2068,704.103,157.825,143.758,84.805,76.752,40.511,0.000,26.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2069,704.444,142.640,144.014,84.782,76.632,40.511,0.000,26.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2070,704.785,165.456,144.282,84.759,76.514,40.512,0.000,27.255,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2071,705.126,143.085,144.562,84.737,76.400,40.513,0.000,27.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2072,705.466,164.345,144.853,84.714,76.287,40.515,0.000,28.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2073,705.807,152.566,145.150,84.692,76.175,40.516,0.000,28.456,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2074,706.148,142.123,145.451,84.669,76.066,40.518,0.000,28.865,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2075,706.489,141.826,145.756,84.646,75.958,40.520,0.000,29.276,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2076,706.830,131.418,146.065,84.624,75.853,40.522,0.000,29.688,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2077,707.170,143.604,146.378,84.601,75.749,40.525,0.000,30.102,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2078,707.511,138.900,146.694,84.579,75.648,40.527,0.000,30.517,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2079,707.852,139.123,147.013,84.556,75.548,40.530,0.000,30.933,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2080,708.192,137.678,147.335,84.533,75.451,40.533,0.000,31.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2081,708.533,142.344,147.660,84.511,75.355,40.536,0.000,31.767,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2082,708.874,144.159,147.988,84.488,75.262,40.540,0.000,32.185,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2083,709.214,157.714,148.317,84.466,75.170,40.543,0.000,32.602,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2084,709.555,149.085,148.649,84.443,75.081,40.547,0.000,33.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2085,709.896,144.826,148.982,84.420,74.993,40.551,0.000,33.436,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2086,710.236,115.862,149.316,84.398,74.907,40.556,0.000,33.851,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2087,710.577,165.937,149.651,84.375,74.824,40.561,0.000,34.265,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2088,710.918,158.159,149.987,84.353,74.742,40.566,0.000,34.678,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2089,711.258,170.751,150.324,84.330,74.662,40.571,0.000,35.089,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2090,711.599,159.493,150.660,84.308,74.585,40.576,0.000,35.498,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2091,711.939,154.307,150.997,84.285,74.509,40.582,0.000,35.904,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2092,712.280,163.863,151.333,84.262,74.435,40.589,0.000,36.307,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2093,712.621,163.975,151.668,84.240,74.364,40.595,0.000,36.708,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2094,712.961,170.641,152.002,84.217,74.294,40.602,0.000,37.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2095,713.302,158.011,152.335,84.195,74.226,40.609,0.000,37.498,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2096,713.642,175.307,152.667,84.172,74.161,40.617,0.000,37.887,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2097,713.983,141.900,152.996,84.149,74.097,40.625,0.000,38.272,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2098,714.323,161.418,153.323,84.127,74.036,40.633,0.000,38.653,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2099,714.664,180.011,153.648,84.104,73.977,40.642,0.000,39.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2100,715.004,150.789,153.970,84.082,73.920,40.651,0.000,39.398,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2101,715.345,158.233,154.289,84.059,73.864,40.660,0.000,39.762,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2102,715.685,171.196,154.603,84.036,73.811,40.670,0.000,40.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2103,716.025,175.492,154.914,84.014,73.759,40.680,0.000,40.473,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2104,716.366,164.344,155.219,83.991,73.709,40.691,0.000,40.818,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2105,716.706,161.751,155.519,83.969,73.659,40.701,0.000,41.157,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2106,717.047,173.159,155.817,83.946,73.615,40.712,0.000,41.488,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2107,717.387,185.529,156.108,83.923,73.571,40.724,0.000,41.812,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2108,717.728,154.344,156.390,83.901,73.526,40.735,0.000,42.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2109,718.068,173.567,156.666,83.878,73.483,40.747,0.000,42.435,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2110,718.408,187.936,156.936,83.856,73.440,40.759,0.000,42.735,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2111,718.749,159.344,157.198,83.833,73.400,40.771,0.000,43.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2112,719.089,171.381,157.453,83.810,73.360,40.784,0.000,43.307,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2113,719.429,162.492,157.700,83.788,73.322,40.797,0.000,43.580,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2114,719.770,165.937,157.940,83.765,73.285,40.810,0.000,43.843,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2115,720.110,169.233,158.171,83.743,73.250,40.823,0.000,44.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2116,720.450,146.418,158.394,83.720,73.216,40.837,0.000,44.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2117,720.791,166.011,158.608,83.698,73.183,40.851,0.000,44.572,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2118,721.131,162.454,158.813,83.675,73.152,40.866,0.000,44.795,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2119,721.471,165.381,159.010,83.652,73.122,40.881,0.000,45.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2120,721.811,145.900,159.197,83.630,73.093,40.896,0.000,45.207,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2121,722.152,144.196,159.375,83.607,73.065,40.911,0.000,45.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2122,722.492,176.863,159.543,83.585,73.039,40.927,0.000,45.575,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2123,722.832,161.530,159.701,83.562,73.015,40.943,0.000,45.741,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2124,723.172,148.604,159.850,83.539,72.992,40.960,0.000,45.896,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2125,723.512,157.714,159.989,83.517,72.971,40.976,0.000,46.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2126,723.853,177.603,160.118,83.494,72.952,40.994,0.000,46.171,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2127,724.193,177.011,160.237,83.472,72.934,41.011,0.000,46.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2128,724.533,178.492,160.345,83.449,72.918,41.029,0.000,46.396,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2129,724.873,158.419,160.443,83.426,72.903,41.048,0.000,46.491,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2130,725.213,159.714,160.531,83.404,72.890,41.067,0.000,46.573,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2131,725.553,152.825,160.608,83.381,72.878,41.086,0.000,46.642,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2132,725.894,155.456,160.673,83.359,72.868,41.105,0.000,46.698,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2133,726.234,172.233,160.726,83.336,72.858,41.125,0.000,46.742,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2134,726.574,162.973,160.768,83.313,72.849,41.145,0.000,46.772,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2135,726.914,187.085,160.799,83.291,72.842,41.165,0.000,46.790,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2136,727.254,167.048,160.818,83.268,72.836,41.186,0.000,46.795,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2137,727.594,127.011,160.826,83.246,72.830,41.207,0.000,46.787,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2138,727.934,159.233,160.822,83.223,72.826,41.228,0.000,46.766,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2139,728.274,150.751,160.806,83.201,72.823,41.249,0.000,46.732,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2140,728.614,166.121,160.779,83.178,72.821,41.271,0.000,46.685,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2141,728.954,160.973,160.741,83.155,72.821,41.293,0.000,46.625,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2142,729.294,152.196,160.691,83.133,72.822,41.315,0.000,46.552,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2143,729.634,156.789,160.630,83.110,72.824,41.338,0.000,46.467,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2144,729.974,178.787,160.558,83.088,72.827,41.361,0.000,46.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2145,730.314,171.714,160.476,83.065,72.832,41.385,0.000,46.257,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2146,730.654,135.899,160.382,83.042,72.838,41.408,0.000,46.134,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2147,730.994,135.529,160.278,83.020,72.846,41.432,0.000,45.998,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2148,731.334,180.307,160.163,82.997,72.856,41.457,0.000,45.849,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2149,731.674,150.937,160.038,82.975,72.867,41.481,0.000,45.689,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2150,732.014,178.306,159.903,82.952,72.879,41.507,0.000,45.516,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2151,732.354,147.121,159.759,82.929,72.894,41.532,0.000,45.331,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2152,732.694,168.751,159.604,82.907,72.910,41.558,0.000,45.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2153,733.034,140.492,159.441,82.884,72.928,41.584,0.000,44.927,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2154,733.373,191.825,159.268,82.862,72.948,41.611,0.000,44.708,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2155,733.713,165.085,159.087,82.839,72.970,41.638,0.000,44.477,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2156,734.053,141.085,158.897,82.816,72.993,41.666,0.000,44.236,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2157,734.393,158.492,158.697,82.794,73.017,41.694,0.000,43.984,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2158,734.733,137.197,158.488,82.771,73.042,41.723,0.000,43.721,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2159,735.073,144.048,158.270,82.749,73.068,41.752,0.000,43.448,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2160,735.413,158.640,158.042,82.726,73.094,41.781,0.000,43.165,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2161,735.752,159.714,157.806,82.704,73.121,41.811,0.000,42.872,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2162,736.092,129.788,157.562,82.681,73.149,41.842,0.000,42.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2163,736.432,144.603,157.310,82.658,73.177,41.872,0.000,42.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2164,736.772,157.640,157.050,82.636,73.207,41.904,0.000,41.937,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2165,737.111,151.788,156.782,82.613,73.237,41.935,0.000,41.608,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2166,737.451,125.381,156.507,82.591,73.268,41.967,0.000,41.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2167,737.791,146.011,156.226,82.568,73.300,42.000,0.000,40.924,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2168,738.131,163.047,155.938,82.545,73.333,42.033,0.000,40.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2169,738.470,127.566,155.643,82.523,73.367,42.066,0.000,40.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2170,738.810,140.973,155.343,82.500,73.401,42.100,0.000,39.840,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2171,739.150,167.640,155.037,82.478,73.436,42.134,0.000,39.465,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2172,739.489,149.640,154.726,82.455,73.472,42.169,0.000,39.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2173,739.829,167.788,154.410,82.432,73.509,42.204,0.000,38.695,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2174,740.169,152.937,154.090,82.410,73.547,42.240,0.000,38.301,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2175,740.508,128.418,153.765,82.387,73.586,42.276,0.000,37.901,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2176,740.848,134.826,153.437,82.365,73.626,42.313,0.000,37.496,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2177,741.188,145.159,153.106,82.342,73.666,42.351,0.000,37.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2178,741.527,164.233,152.771,82.319,73.708,42.389,0.000,36.672,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2179,741.867,128.529,152.434,82.297,73.751,42.428,0.000,36.254,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2180,742.206,153.899,152.095,82.274,73.795,42.466,0.000,35.832,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2181,742.546,142.343,151.754,82.252,73.841,42.505,0.000,35.406,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2182,742.885,152.158,151.412,82.229,73.888,42.544,0.000,34.978,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2183,743.225,126.380,151.068,82.207,73.936,42.583,0.000,34.548,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2184,743.565,137.825,150.724,82.184,73.986,42.621,0.000,34.115,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2185,743.904,162.233,150.380,82.161,74.038,42.660,0.000,33.680,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2186,744.244,138.603,150.036,82.139,74.091,42.699,0.000,33.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2187,744.583,139.936,149.693,82.116,74.147,42.738,0.000,32.806,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2188,744.923,136.307,149.350,82.094,74.204,42.777,0.000,32.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2189,745.262,141.640,149.009,82.071,74.263,42.815,0.000,31.929,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2190,745.601,140.936,148.670,82.048,74.324,42.854,0.000,31.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2191,745.941,113.900,148.333,82.026,74.387,42.893,0.000,31.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2192,746.280,121.381,147.997,82.003,74.452,42.931,0.000,30.612,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2193,746.620,140.825,147.662,81.981,74.518,42.969,0.000,30.172,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2194,746.959,153.084,147.327,81.958,74.585,43.007,0.000,29.733,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2195,747.299,141.047,146.994,81.935,74.654,43.044,0.000,29.294,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2196,747.638,136.640,146.663,81.913,74.724,43.081,0.000,28.856,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2197,747.977,135.270,146.334,81.890,74.794,43.118,0.000,28.419,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2198,748.317,135.121,146.006,81.868,74.866,43.154,0.000,27.984,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2199,748.656,130.418,145.681,81.845,74.937,43.191,0.000,27.551,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2200,748.996,129.122,145.358,81.822,75.009,43.226,0.000,27.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2201,749.335,138.714,145.038,81.800,75.082,43.262,0.000,26.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2202,749.674,141.787,144.722,81.777,75.155,43.297,0.000,26.268,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2203,750.014,128.752,144.408,81.755,75.229,43.331,0.000,25.846,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2204,750.353,146.861,144.097,81.732,75.303,43.366,0.000,25.427,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2205,750.692,130.418,143.791,81.710,75.377,43.399,0.000,25.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2206,751.031,124.344,143.488,81.687,75.452,43.433,0.000,24.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2207,751.371,136.789,143.189,81.664,75.527,43.466,0.000,24.193,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2208,751.710,132.825,142.894,81.642,75.603,43.498,0.000,23.790,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2209,752.049,133.566,142.603,81.619,75.679,43.530,0.000,23.391,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2210,752.388,146.380,142.317,81.597,75.756,43.562,0.000,22.997,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2211,752.728,143.046,142.036,81.574,75.833,43.593,0.000,22.608,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2212,753.067,126.085,141.760,81.551,75.910,43.624,0.000,22.224,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2213,753.406,149.566,141.489,81.529,75.988,43.654,0.000,21.845,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2214,753.745,123.714,141.223,81.506,76.066,43.683,0.000,21.471,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2215,754.084,132.972,140.962,81.484,76.145,43.712,0.000,21.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2216,754.424,127.159,140.707,81.461,76.224,43.741,0.000,20.740,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2217,754.763,120.381,140.458,81.438,76.304,43.769,0.000,20.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2218,755.102,117.159,140.214,81.416,76.384,43.796,0.000,20.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2219,755.441,122.047,139.977,81.393,76.465,43.822,0.000,19.687,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2220,755.780,109.603,139.745,81.371,76.546,43.848,0.000,19.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2221,756.119,128.640,139.520,81.348,76.629,43.873,0.000,19.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2222,756.458,94.751,139.301,81.325,76.711,43.897,0.000,18.689,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2223,756.797,135.381,139.087,81.303,76.794,43.921,0.000,18.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2224,757.137,119.084,138.879,81.280,76.877,43.943,0.000,18.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2225,757.476,153.603,138.677,81.258,76.960,43.965,0.000,17.749,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2226,757.815,136.862,138.481,81.235,77.043,43.986,0.000,17.449,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2227,758.154,138.454,138.290,81.213,77.126,44.006,0.000,17.155,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2228,758.493,128.640,138.106,81.190,77.209,44.026,0.000,16.868,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2229,758.832,129.639,137.927,81.167,77.292,44.044,0.000,16.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2230,759.171,128.973,137.754,81.145,77.374,44.062,0.000,16.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2231,759.510,145.713,137.588,81.122,77.457,44.079,0.000,16.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2232,759.849,146.046,137.427,81.100,77.539,44.095,0.000,15.790,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2233,760.188,101.529,137.273,81.077,77.622,44.110,0.000,15.538,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2234,760.527,119.973,137.124,81.054,77.704,44.125,0.000,15.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2235,760.866,132.529,136.982,81.032,77.786,44.138,0.000,15.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2236,761.205,133.713,136.846,81.009,77.869,44.151,0.000,14.823,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2237,761.543,139.454,136.716,80.987,77.951,44.162,0.000,14.599,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2238,761.882,116.085,136.592,80.964,78.034,44.173,0.000,14.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2239,762.221,125.047,136.475,80.941,78.116,44.183,0.000,14.172,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2240,762.560,128.343,136.364,80.919,78.200,44.193,0.000,13.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2241,762.899,131.640,136.260,80.896,78.283,44.201,0.000,13.772,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2242,763.238,122.937,136.161,80.874,78.367,44.209,0.000,13.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2243,763.577,118.195,136.067,80.851,78.451,44.216,0.000,13.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2244,763.916,128.047,135.979,80.828,78.535,44.222,0.000,13.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2245,764.254,129.565,135.895,80.806,78.620,44.227,0.000,13.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2246,764.593,88.603,135.817,80.783,78.704,44.231,0.000,12.879,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2247,764.932,131.084,135.743,80.761,78.788,44.235,0.000,12.717,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2248,765.271,123.381,135.675,80.738,78.873,44.237,0.000,12.562,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2249,765.610,119.973,135.614,80.716,78.960,44.239,0.000,12.412,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2250,765.948,98.344,135.555,80.693,79.045,44.239,0.000,12.267,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2251,766.287,127.306,135.502,80.670,79.131,44.239,0.000,12.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2252,766.626,126.714,135.453,80.648,79.217,44.238,0.000,11.994,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2253,766.965,139.565,135.409,80.625,79.303,44.236,0.000,11.865,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2254,767.303,158.196,135.369,80.603,79.391,44.233,0.000,11.742,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2255,767.642,132.417,135.335,80.580,79.478,44.230,0.000,11.623,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2256,767.981,134.899,135.305,80.557,79.567,44.225,0.000,11.509,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2257,768.320,164.640,135.280,80.535,79.656,44.220,0.000,11.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2258,768.658,136.714,135.260,80.512,79.747,44.214,0.000,11.295,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2259,768.997,130.565,135.244,80.490,79.838,44.207,0.000,11.195,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2260,769.336,124.677,135.233,80.467,79.930,44.200,0.000,11.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2261,769.674,124.010,135.227,80.444,80.024,44.191,0.000,11.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2262,770.013,136.418,135.225,80.422,80.119,44.182,0.000,10.919,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2263,770.351,132.195,135.228,80.399,80.215,44.173,0.000,10.836,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2264,770.690,144.787,135.235,80.377,80.312,44.163,0.000,10.756,0.000,0.000,0.000,0.000,0.000,0.000,0.000
