ch,keV,net,model,continuum_raw,Tl-208,Ac-228,Ra-224,Pb-212,Bi-212,Th-228,Rn-220,Xray-Pb,Xray-Th,Xray-Ba
236,72.104,2994.519,3568.893,531.264,262.608,125.579,152.493,284.183,14.752,37.588,3.727,2614.542,73.419,0.000
237,72.444,3169.522,3634.333,530.490,263.656,125.994,153.967,294.128,14.774,39.072,3.737,2663.306,75.699,0.000
238,72.785,3193.008,3687.101,529.716,264.589,126.432,155.552,304.150,14.794,40.664,3.747,2699.158,78.017,0.000
239,73.125,3613.229,3726.651,528.942,265.401,126.897,157.255,314.223,14.811,42.377,3.757,2721.550,80.379,0.000
240,73.466,3723.936,3752.470,528.168,266.083,127.385,159.078,324.167,14.826,44.221,3.767,2730.159,82.784,0.000
241,73.806,3853.081,3764.118,527.395,266.617,127.885,161.017,333.660,14.838,46.201,3.778,2724.900,85.221,0.000
242,74.147,4084.640,3761.692,526.621,267.004,128.398,163.078,342.578,14.847,48.333,3.789,2705.969,87.695,0.000
243,74.488,4096.862,3745.598,525.847,267.252,128.927,165.274,350.828,14.854,50.630,3.800,2673.817,90.216,0.000
244,74.828,4274.308,3716.509,525.073,267.374,129.474,167.617,358.323,14.859,53.110,3.811,2629.147,92.795,0.000
245,75.169,4356.197,3675.317,524.299,267.382,130.042,170.118,364.982,14.862,55.790,3.822,2572.876,95.441,0.000
246,75.510,4532.568,3623.054,523.525,267.278,130.626,172.778,370.729,14.865,58.686,3.833,2506.100,98.158,0.000
247,75.850,4575.123,3560.945,522.751,267.067,131.220,175.598,375.499,14.866,61.817,3.844,2430.086,100.948,0.000
248,76.191,4643.497,3490.451,521.977,266.767,131.827,178.593,379.245,14.865,65.204,3.855,2346.267,103.827,0.000
249,76.532,4592.313,3413.173,521.203,266.401,132.452,181.779,381.940,14.865,68.873,3.866,2256.184,106.814,0.000
250,76.872,4565.608,3330.817,520.429,265.994,133.099,185.178,383.573,14.865,72.853,3.877,2161.451,109.929,0.000
251,77.213,4574.349,3245.068,519.655,265.565,133.772,188.783,384.143,14.865,77.156,3.887,2063.710,113.188,0.000
252,77.554,4674.832,3157.530,518.881,265.121,134.465,192.558,383.659,14.867,81.780,3.897,1964.583,116.600,0.000
253,77.895,4469.348,3069.855,518.107,264.677,135.179,196.487,382.154,14.868,86.733,3.907,1865.666,120.182,0.000
254,78.235,4346.018,2983.720,517.333,264.257,135.920,200.574,379.679,14.871,92.038,3.917,1768.501,123.963,0.000
255,78.576,4253.240,2900.741,516.559,263.883,136.695,204.825,376.305,14.876,97.722,3.926,1674.539,127.970,0.000
256,78.917,4214.132,2822.421,515.785,263.580,137.511,209.242,372.115,14.884,103.799,3.935,1585.117,132.238,0.000
257,79.258,4061.651,2749.717,515.011,263.349,138.370,213.765,367.202,14.893,110.122,3.944,1501.285,136.787,0.000
258,79.599,3900.798,2683.372,514.237,263.186,139.270,218.319,361.668,14.905,116.510,3.953,1423.923,141.638,0.000
259,79.940,3726.579,2624.241,513.463,263.099,140.219,222.870,355.630,14.919,122.868,3.962,1353.850,146.825,0.000
260,80.281,3631.134,2573.124,512.689,263.101,141.223,227.394,349.218,14.936,129.126,3.970,1291.768,152.388,0.000
261,80.622,3383.497,2530.690,511.915,263.202,142.293,231.869,342.567,14.956,135.212,3.979,1238.242,158.371,0.000
262,80.962,3185.203,2497.224,511.141,263.410,143.439,236.271,335.814,14.980,141.051,3.988,1193.451,164.820,0.000
263,81.303,3096.685,2471.677,510.368,263.719,144.660,240.564,329.078,15.007,146.566,3.997,1156.320,171.767,0.000
264,81.644,2820.208,2453.235,509.594,264.125,145.962,244.717,322.484,15.037,151.684,4.006,1125.961,179.258,0.000
265,81.985,2814.021,2441.437,508.820,264.631,147.355,248.714,316.165,15.070,156.333,4.016,1101.807,187.346,0.000
266,82.326,2758.096,2435.779,508.046,265.243,148.849,252.543,310.252,15.108,160.447,4.026,1083.221,196.091,0.000
267,82.667,2539.281,2435.683,507.272,265.965,150.458,256.196,304.872,15.149,163.965,4.036,1069.481,205.561,0.000
268,83.008,2489.467,2440.390,506.498,266.791,152.187,259.662,300.083,15.195,166.832,4.047,1059.795,215.797,0.000
269,83.349,2387.203,2448.906,505.724,267.697,154.025,262.910,295.836,15.245,169.003,4.058,1053.331,226.801,0.000
270,83.691,2485.837,2460.452,504.950,268.673,155.976,265.935,292.145,15.297,170.441,4.070,1049.300,238.615,0.000
271,84.032,2216.063,2474.332,504.176,269.722,158.048,268.745,289.044,15.352,171.125,4.083,1046.911,251.302,0.000
272,84.373,2390.801,2489.744,503.402,270.842,160.253,271.356,286.554,15.411,171.042,4.096,1045.261,264.928,0.000
273,84.714,2323.802,2505.977,502.628,272.037,162.603,273.791,284.682,15.474,170.195,4.111,1043.516,279.569,0.000
274,85.055,2264.507,2522.001,501.854,273.282,165.072,276.035,283.368,15.539,168.594,4.126,1040.926,295.060,0.000
275,85.396,2320.914,2536.796,501.080,274.554,167.629,278.069,282.522,15.605,166.260,4.142,1036.830,311.184,0.000
276,85.737,2343.206,2549.758,500.306,275.847,170.267,279.911,282.095,15.672,163.229,4.159,1030.691,327.886,0.000
277,86.078,2413.062,2560.552,499.532,277.162,172.987,281.588,282.040,15.740,159.547,4.177,1022.178,345.133,0.000
278,86.420,2351.287,2568.765,498.758,278.500,175.785,283.132,282.295,15.808,155.269,4.196,1010.885,362.895,0.000
279,86.761,2468.099,2574.033,497.984,279.859,178.660,284.575,282.788,15.877,150.460,4.217,996.463,381.134,0.000
280,87.102,2419.135,2575.831,497.210,281.197,181.569,285.894,283.399,15.944,145.182,4.239,978.703,399.704,0.000
281,87.443,2473.284,2573.911,496.436,282.492,184.489,287.096,284.031,16.006,139.505,4.262,957.519,418.510,0.000
282,87.785,2544.358,2568.254,495.662,283.737,187.408,288.204,284.610,16.064,133.506,4.286,932.937,437.502,0.000
283,88.126,2530.062,2558.969,494.888,284.930,190.320,289.248,285.064,16.117,127.261,4.313,905.079,456.638,0.000
284,88.467,2617.987,2546.257,494.114,286.068,193.218,290.255,285.332,16.163,120.848,4.340,874.152,475.881,0.000
285,88.808,2604.918,2530.196,493.340,287.142,196.077,291.229,285.347,16.204,114.341,4.370,840.430,495.055,0.000
286,89.150,2595.174,2510.297,492.567,288.115,198.821,292.095,285.022,16.237,107.807,4.401,804.244,513.554,0.000
287,89.491,2453.508,2486.648,491.793,288.974,201.419,292.840,284.305,16.263,101.311,4.435,765.970,531.132,0.000
288,89.832,2555.396,2459.482,491.019,289.714,203.850,293.462,283.159,16.283,94.915,4.470,726.013,547.615,0.000
289,90.174,2558.358,2429.071,490.245,290.332,206.097,293.962,281.564,16.295,88.673,4.508,684.800,562.841,0.000
290,90.515,2636.647,2395.720,489.471,290.826,208.142,294.336,279.517,16.300,82.632,4.549,642.764,576.653,0.000
291,90.857,2570.321,2359.688,488.697,291.187,209.967,294.565,277.006,16.299,76.832,4.591,600.333,588.908,0.000
292,91.198,2471.021,2321.211,487.923,291.399,211.549,294.618,274.020,16.290,71.303,4.636,557.920,599.475,0.000
293,91.539,2555.469,2280.583,487.149,291.462,212.879,294.485,270.569,16.273,66.071,4.683,515.917,608.244,0.000
294,91.881,2442.099,2238.108,486.375,291.379,213.949,294.158,266.674,16.250,61.153,4.732,474.685,615.127,0.000
295,92.222,2357.169,2194.086,485.601,291.154,214.758,293.632,262.368,16.221,56.561,4.782,434.551,620.059,0.000
296,92.564,2363.360,2148.806,484.827,290.791,215.305,292.898,257.687,16.187,52.301,4.835,395.806,622.997,0.000
297,92.905,2318.247,2102.509,484.053,290.290,215.585,291.939,252.673,16.148,48.370,4.890,358.693,623.921,0.000
298,93.247,2404.136,2055.419,483.279,289.649,215.598,290.740,247.370,16.104,44.763,4.946,323.413,622.836,0.000
299,93.588,2296.506,2007.788,482.505,288.877,215.351,289.300,241.830,16.056,41.471,5.004,290.123,619.776,0.000
300,93.930,2185.129,1959.863,481.731,287.988,214.860,287.622,236.109,16.006,38.480,5.062,258.936,614.800,0.000
301,94.272,2045.389,1911.884,480.957,286.993,214.142,285.715,230.265,15.953,35.777,5.122,229.923,607.993,0.000
302,94.613,1925.763,1864.056,480.183,285.905,213.209,283.583,224.349,15.900,33.345,5.183,203.120,599.462,0.000
303,94.955,1998.762,1816.547,479.409,284.729,212.064,281.226,218.412,15.846,31.165,5.245,178.526,589.333,0.000
304,95.296,1974.463,1769.538,478.635,283.477,210.723,278.654,212.503,15.792,29.218,5.307,156.108,577.756,0.000
305,95.638,1804.432,1723.222,477.861,282.164,209.207,275.883,206.671,15.738,27.484,5.369,135.808,564.898,0.000
306,95.980,1794.392,1679.776,479.070,281.551,207.913,273.369,201.260,15.731,25.969,5.448,117.545,550.990,0.000
307,96.321,1689.979,1637.402,480.278,280.914,206.495,270.701,196.016,15.727,24.629,5.527,101.216,536.178,0.000
308,96.663,1613.318,1596.265,481.487,280.265,204.973,267.897,190.974,15.726,23.448,5.606,86.711,520.664,0.000
309,97.005,1564.056,1556.538,482.696,279.616,203.372,264.980,186.168,15.729,22.417,5.684,73.915,504.658,0.000
310,97.346,1555.575,1518.393,483.904,278.982,201.717,261.975,181.626,15.735,21.522,5.762,62.697,488.377,0.000
311,97.688,1507.237,1481.988,485.113,278.379,200.033,258.912,177.375,15.746,20.744,5.839,52.921,472.037,0.000
312,98.030,1425.015,1447.482,486.321,277.826,198.350,255.820,173.439,15.763,20.065,5.915,44.449,455.855,0.000
313,98.372,1425.905,1415.004,487.530,277.335,196.689,252.728,169.832,15.785,19.471,5.991,37.149,440.023,0.000
314,98.713,1338.642,1384.575,488.738,276.907,195.063,249.664,166.551,15.812,18.951,6.066,30.894,424.667,0.000
315,99.055,1222.792,1356.298,489.947,276.546,193.486,246.656,163.595,15.844,18.494,6.139,25.612,409.925,0.000
316,99.397,1272.341,1330.299,491.155,276.265,191.979,243.736,160.967,15.882,18.094,6.211,21.217,395.948,0.000
317,99.739,1221.089,1306.640,492.364,276.073,190.560,240.933,158.666,15.925,17.745,6.281,17.576,382.880,0.000
318,100.081,1205.828,1285.372,493.572,275.981,189.247,238.279,156.692,15.973,17.442,6.350,14.560,370.848,0.000
319,100.422,1101.685,1266.374,494.781,275.986,188.041,235.783,155.024,16.027,17.181,6.418,12.061,359.853,0.000
320,100.764,1125.123,1249.340,495.989,276.071,186.925,233.438,153.624,16.084,16.956,6.484,9.991,349.767,0.000
321,101.106,1168.086,1234.130,497.198,276.232,185.898,231.251,152.470,16.144,16.762,6.547,8.277,340.548,0.000
322,101.448,1114.829,1220.670,498.406,276.471,184.961,229.237,151.550,16.207,16.599,6.609,6.856,332.180,0.000
323,101.790,1099.863,1208.860,499.615,276.787,184.116,227.405,150.843,16.272,16.462,6.668,5.680,324.627,0.000
324,102.132,1127.270,1198.582,500.823,277.179,183.362,225.763,150.324,16.339,16.351,6.724,4.705,317.833,0.000
325,102.474,1077.346,1189.643,502.032,277.631,182.684,224.291,149.962,16.407,16.262,6.779,3.898,311.728,0.000
326,102.816,1095.386,1181.844,503.241,278.129,182.068,222.967,149.726,16.476,16.189,6.830,3.229,306.231,0.000
327,103.158,1133.641,1175.022,504.449,278.664,181.504,221.781,149.592,16.544,16.131,6.879,2.675,301.251,0.000
328,103.500,1125.782,1169.037,505.658,279.234,180.987,220.729,149.543,16.611,16.087,6.925,2.216,296.705,0.000
329,103.842,1040.899,1163.733,506.866,279.833,180.510,219.802,149.557,16.678,16.054,6.969,1.835,292.495,0.000
330,104.184,1009.010,1158.935,508.075,280.456,180.063,218.986,149.616,16.744,16.030,7.010,1.520,288.510,0.000
331,104.526,987.486,1154.430,509.283,281.084,179.630,218.257,149.691,16.807,16.012,7.048,1.260,284.642,0.000
332,104.868,990.191,1150.043,510.492,281.707,179.197,217.595,149.764,16.867,15.999,7.083,1.043,280.788,0.000
333,105.210,1009.303,1145.627,511.700,282.319,178.758,216.985,149.819,16.925,15.989,7.115,0.864,276.853,0.000
334,105.552,994.857,1141.048,512.909,282.915,178.305,216.413,149.843,16.980,15.979,7.144,0.716,272.752,0.000
335,105.894,1044.006,1136.210,514.117,283.496,177.833,215.869,149.830,17.032,15.970,7.171,0.593,268.416,0.000
336,106.236,1005.191,1130.997,515.326,284.054,177.336,215.335,149.768,17.080,15.961,7.194,0.491,263.777,0.000
337,106.578,1057.707,1125.285,516.534,284.576,176.802,214.789,149.644,17.125,15.948,7.215,0.407,258.779,0.000
338,106.920,973.484,1118.999,517.743,285.055,176.226,214.216,149.453,17.165,15.932,7.234,0.337,253.380,0.000
339,107.262,948.523,1112.090,518.951,285.493,175.606,213.606,149.191,17.202,15.912,7.249,0.279,247.552,0.000
340,107.605,968.043,1104.536,520.160,285.889,174.942,212.949,148.860,17.235,15.887,7.262,0.231,241.279,0.000
341,107.947,979.114,1096.359,521.368,286.247,174.238,212.244,148.463,17.265,15.857,7.273,0.192,234.579,0.000
342,108.289,997.817,1087.560,522.577,286.564,173.493,211.481,147.999,17.291,15.823,7.282,0.159,227.467,0.000
343,108.631,945.039,1078.114,523.786,286.833,172.704,210.648,147.466,17.313,15.784,7.289,0.132,219.945,0.000
344,108.973,1026.820,1068.049,524.994,287.056,171.874,209.742,146.870,17.332,15.741,7.293,0.109,212.032,0.000
345,109.316,910.931,1057.413,526.203,287.238,171.008,208.761,146.217,17.348,15.693,7.296,0.090,203.761,0.000
346,109.658,977.297,1046.270,527.411,287.386,170.111,207.708,145.517,17.361,15.642,7.297,0.075,195.173,0.000
347,110.000,1017.107,1034.693,528.620,287.503,169.192,206.585,144.775,17.372,15.588,7.297,0.062,186.318,0.000
348,110.342,931.959,1022.745,529.828,287.590,168.253,205.395,143.995,17.381,15.533,7.296,0.051,177.252,0.000
349,110.685,980.593,1010.497,531.037,287.646,167.300,204.140,143.177,17.388,15.476,7.294,0.042,168.034,0.000
350,111.027,910.295,998.045,532.245,287.680,166.341,202.827,142.331,17.394,15.420,7.290,0.035,158.726,0.000
351,111.369,910.184,985.483,533.454,287.697,165.386,201.466,141.465,17.398,15.365,7.287,0.029,149.391,0.000
352,111.712,924.366,972.911,534.662,287.705,164.443,200.066,140.587,17.402,15.312,7.282,0.024,140.090,0.000
353,112.054,916.370,960.417,535.871,287.707,163.520,198.637,139.705,17.405,15.264,7.278,0.020,130.882,0.000
354,112.396,920.435,948.077,537.079,287.704,162.621,197.187,138.823,17.408,15.220,7.273,0.017,121.823,0.000
355,112.739,918.327,935.971,538.288,287.699,161.754,195.728,137.949,17.411,15.182,7.268,0.014,112.967,0.000
356,113.081,826.587,924.181,539.496,287.698,160.925,194.270,137.088,17.414,15.152,7.263,0.011,104.358,0.000
357,113.424,844.626,912.783,540.705,287.709,160.143,192.826,136.247,17.418,15.131,7.259,0.009,96.041,0.000
358,113.766,860.437,901.844,541.914,287.737,159.415,191.408,135.431,17.422,15.119,7.255,0.008,88.049,0.000
359,114.108,852.438,891.411,543.122,287.781,158.744,190.023,134.645,17.428,15.119,7.251,0.006,80.415,0.000
360,114.451,817.919,881.516,544.331,287.840,158.131,188.679,133.888,17.434,15.130,7.248,0.005,73.160,0.000
361,114.793,846.362,872.201,545.539,287.917,157.582,187.386,133.165,17.442,15.154,7.246,0.004,66.305,0.000
362,115.136,939.177,863.502,546.748,288.017,157.100,186.154,132.480,17.451,15.192,7.244,0.004,59.861,0.000
363,115.478,794.956,855.447,547.956,288.145,156.690,184.991,131.835,17.461,15.245,7.243,0.003,53.834,0.000
364,115.821,856.840,848.053,549.165,288.301,156.354,183.906,131.232,17.473,15.314,7.243,0.003,48.227,0.000
365,116.163,886.723,841.307,550.373,288.482,156.090,182.898,130.669,17.487,15.399,7.244,0.002,43.037,0.000
366,116.506,866.844,835.207,551.582,288.685,155.896,181.973,130.145,17.501,15.502,7.245,0.002,38.256,0.000
367,116.848,839.838,829.753,552.790,288.914,155.775,181.136,129.664,17.518,15.622,7.248,0.001,33.875,0.000
368,117.191,854.650,824.943,553.999,289.171,155.728,180.392,129.225,17.536,15.761,7.251,0.001,29.879,0.000
369,117.534,773.397,820.768,555.207,289.457,155.756,179.744,128.829,17.555,15.919,7.255,0.001,26.253,0.000
370,117.876,805.691,817.205,556.416,289.770,155.857,179.191,128.475,17.576,16.098,7.260,0.001,22.977,0.000
371,118.219,931.656,814.214,557.624,290.104,156.026,178.731,128.160,17.599,16.296,7.265,0.001,20.031,0.000
372,118.561,853.134,811.775,558.833,290.458,156.264,178.363,127.884,17.622,16.516,7.272,0.001,17.396,0.000
373,118.904,840.654,809.875,560.041,290.833,156.570,178.087,127.648,17.647,16.758,7.278,0.000,15.053,0.000
374,119.247,842.539,808.497,561.250,291.232,156.945,177.905,127.453,17.672,17.022,7.286,0.000,12.980,0.000
375,119.589,862.466,807.620,562.459,291.656,157.390,177.817,127.299,17.700,17.311,7.294,0.000,11.154,0.000
376,119.932,847.238,807.201,563.667,292.098,157.900,177.815,127.183,17.728,17.624,7.303,0.000,9.551,0.000
377,120.275,812.499,807.199,564.876,292.553,158.470,177.894,127.101,17.757,17.961,7.312,0.000,8.150,0.000
378,120.617,824.169,807.590,566.084,293.021,159.102,178.051,127.054,17.786,18.324,7.322,0.000,6.930,0.000
379,120.960,792.982,808.371,567.293,293.504,159.796,178.286,127.044,17.816,18.715,7.332,0.000,5.879,0.000
380,121.303,863.426,809.537,568.501,294.004,160.555,178.598,127.071,17.847,19.134,7.342,0.000,4.986,0.000
381,121.646,764.313,811.062,569.710,294.521,161.378,178.984,127.137,17.879,19.583,7.353,0.000,4.227,0.000
382,121.988,865.536,812.888,570.918,295.047,162.251,179.433,127.235,17.911,20.063,7.364,0.000,3.584,0.000
383,122.331,897.462,814.982,572.127,295.579,163.167,179.940,127.364,17.944,20.575,7.375,0.000,3.039,0.000
384,122.674,806.200,817.328,573.335,296.118,164.126,180.500,127.523,17.977,21.121,7.386,0.000,2.577,0.000
385,123.017,860.568,819.917,574.544,296.665,165.128,181.114,127.714,18.010,21.703,7.398,0.000,2.184,0.000
386,123.360,944.308,822.744,575.752,297.225,166.172,181.780,127.939,18.044,22.323,7.410,0.000,1.852,0.000
387,123.702,861.162,825.778,576.961,297.793,167.248,182.492,128.194,18.079,22.980,7.421,0.000,1.570,0.000
388,124.045,870.352,828.957,578.169,298.364,168.334,183.241,128.476,18.113,23.665,7.433,0.000,1.331,0.000
389,124.388,893.012,832.261,579.378,298.936,169.420,184.022,128.782,18.147,24.379,7.445,0.000,1.128,0.000
390,124.731,897.602,835.679,580.586,299.513,170.502,184.833,129.115,18.182,25.121,7.457,0.000,0.957,0.000
391,125.074,1016.269,839.203,581.795,300.095,171.574,185.672,129.474,18.217,25.891,7.469,0.000,0.811,0.000
392,125.417,1003.677,842.823,583.004,300.686,172.632,186.539,129.859,18.252,26.687,7.481,0.000,0.688,0.000
393,125.760,876.339,846.506,584.212,301.281,173.667,187.429,130.267,18.288,27.498,7.493,0.000,0.583,0.000
394,126.103,1038.381,850.207,585.421,301.876,174.672,188.332,130.695,18.323,28.309,7.505,0.000,0.494,0.000
395,126.446,1032.487,853.914,586.629,302.473,175.640,189.249,131.142,18.359,29.115,7.517,0.000,0.419,0.000
396,126.789,919.785,857.613,587.838,303.072,176.567,190.178,131.608,18.395,29.910,7.529,0.000,0.355,0.000
397,127.131,1012.785,861.299,589.046,303.676,177.448,191.119,132.093,18.431,30.690,7.541,0.000,0.301,0.000
398,127.474,959.819,864.956,590.255,304.286,178.280,192.071,132.596,18.467,31.449,7.553,0.000,0.255,0.000
399,127.817,987.558,868.557,591.463,304.898,179.054,193.027,133.113,18.503,32.181,7.564,0.000,0.216,0.000
400,128.160,1013.075,872.080,592.672,305.508,179.765,193.984,133.641,18.540,32.882,7.576,0.000,0.184,0.000
401,128.503,1005.601,875.517,593.880,306.119,180.411,194.942,134.180,18.576,33.545,7.588,0.000,0.156,0.000
402,128.847,992.631,878.863,595.089,306.732,180.989,195.901,134.729,18.613,34.167,7.600,0.000,0.132,0.000
403,129.190,986.075,882.118,596.297,307.351,181.499,196.863,135.291,18.650,34.741,7.611,0.000,0.112,0.000
404,129.533,1025.075,885.263,597.506,307.973,181.936,197.823,135.861,18.687,35.265,7.623,0.000,0.095,0.000
405,129.876,984.149,888.275,598.714,308.592,182.298,198.777,136.435,18.724,35.731,7.635,0.000,0.080,0.000
406,130.219,1057.518,891.146,599.923,309.210,182.585,199.724,137.013,18.762,36.138,7.646,0.000,0.068,0.000
407,130.562,971.778,893.878,601.132,309.828,182.796,200.664,137.594,18.799,36.481,7.658,0.000,0.058,0.000
408,130.905,926.892,896.473,602.340,310.448,182.935,201.599,138.179,18.836,36.758,7.670,0.000,0.049,0.000
409,131.248,1075.625,898.935,603.549,311.071,183.004,202.530,138.768,18.874,36.966,7.681,0.000,0.042,0.000
410,131.591,1042.404,901.247,604.757,311.693,183.002,203.452,139.356,18.912,37.104,7.693,0.000,0.035,0.000
411,131.934,1026.035,903.399,605.966,312.311,182.931,204.361,139.942,18.950,37.169,7.704,0.000,0.030,0.000
412,132.278,1023.998,905.399,607.174,312.928,182.797,205.259,140.525,18.987,37.163,7.716,0.000,0.025,0.000
413,132.621,998.443,907.254,608.383,313.544,182.602,206.145,141.106,19.025,37.084,7.727,0.000,0.021,0.000
414,132.964,1022.480,908.974,609.591,314.160,182.353,207.022,141.684,19.063,36.934,7.739,0.000,0.018,0.000
415,133.307,1011.402,910.569,610.800,314.779,182.056,207.892,142.261,19.101,36.714,7.751,0.000,0.015,0.000
416,133.650,1070.103,912.024,612.008,315.394,181.713,208.746,142.832,19.139,36.426,7.762,0.000,0.013,0.000
417,133.994,1027.476,913.344,613.217,316.004,181.328,209.584,143.394,19.177,36.072,7.774,0.000,0.011,0.000
418,134.337,1052.546,914.543,614.425,316.612,180.910,210.408,143.949,19.214,35.656,7.785,0.000,0.009,0.000
419,134.680,971.217,915.639,615.634,317.218,180.464,211.220,144.499,19.252,35.181,7.797,0.000,0.008,0.000
420,135.023,995.769,916.648,616.842,317.827,179.999,212.021,145.044,19.290,34.652,7.808,0.000,0.007,0.000
421,135.367,1015.400,917.581,618.051,318.435,179.523,212.813,145.583,19.328,34.073,7.820,0.000,0.006,0.000
422,135.710,1031.139,918.420,619.259,319.038,179.032,213.585,146.112,19.366,33.449,7.832,0.000,0.005,0.000
423,136.053,969.916,919.180,620.468,319.635,178.536,214.341,146.632,19.404,32.785,7.843,0.000,0.004,0.000
424,136.397,980.360,919.882,621.677,320.229,178.042,215.083,147.143,19.441,32.085,7.855,0.000,0.003,0.000
425,136.740,948.026,920.545,622.885,320.823,177.557,215.813,147.647,19.479,31.357,7.866,0.000,0.003,0.000
426,137.083,897.287,921.184,624.094,321.418,177.086,216.533,148.146,19.516,30.605,7.878,0.000,0.003,0.000
427,137.427,959.432,921.799,625.302,322.011,176.632,217.239,148.636,19.554,29.836,7.890,0.000,0.002,0.000
