ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Rn-220,Th-232,K-40,Xray-Pb,Xray-Th
6335,2243.417,19.186,15.945,1.356,0.000,15.945,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6336,2243.764,11.297,15.949,1.359,0.000,15.949,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6337,2244.111,12.001,15.953,1.361,0.000,15.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6338,2244.457,11.667,15.957,1.363,0.000,15.957,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6339,2244.804,17.001,15.961,1.366,0.000,15.961,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6340,2245.151,12.852,15.964,1.368,0.000,15.964,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6341,2245.497,13.371,15.968,1.370,0.000,15.968,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6342,2245.844,10.556,15.972,1.372,0.000,15.972,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6343,2246.190,14.297,15.975,1.375,0.000,15.975,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6344,2246.537,16.852,15.979,1.377,0.000,15.979,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6345,2246.884,25.001,15.983,1.379,0.000,15.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6346,2247.230,20.778,15.987,1.382,0.000,15.986,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6347,2247.577,16.482,15.990,1.384,0.000,15.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6348,2247.923,25.630,15.994,1.386,0.000,15.994,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6349,2248.270,11.630,15.998,1.389,0.000,15.997,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6350,2248.616,18.297,16.001,1.391,0.000,16.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6351,2248.963,14.852,16.005,1.393,0.000,16.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6352,2249.309,11.778,16.008,1.395,0.000,16.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6353,2249.656,12.556,16.012,1.398,0.000,16.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6354,2250.002,19.297,16.016,1.400,0.000,16.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6355,2250.348,18.297,16.019,1.402,0.000,16.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6356,2250.695,16.223,16.023,1.405,0.000,16.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6357,2251.041,20.371,16.027,1.407,0.000,16.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6358,2251.388,17.778,16.030,1.409,0.000,16.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6359,2251.734,17.223,16.034,1.411,0.000,16.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6360,2252.080,15.630,16.038,1.414,0.000,16.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6361,2252.427,20.149,16.042,1.416,0.000,16.041,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6362,2252.773,15.149,16.045,1.418,0.000,16.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6363,2253.120,15.001,16.049,1.421,0.000,16.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6364,2253.466,15.075,16.053,1.423,0.000,16.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6365,2253.812,22.778,16.057,1.425,0.000,16.057,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6366,2254.158,25.149,16.060,1.428,0.000,16.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6367,2254.505,14.593,16.064,1.430,0.000,16.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6368,2254.851,22.593,16.068,1.432,0.000,16.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6369,2255.197,18.852,16.072,1.434,0.000,16.072,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6370,2255.543,18.926,16.076,1.437,0.000,16.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6371,2255.890,20.075,16.080,1.439,0.000,16.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6372,2256.236,15.852,16.084,1.441,0.000,16.084,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6373,2256.582,13.149,16.088,1.444,0.000,16.088,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6374,2256.928,19.297,16.092,1.446,0.000,16.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6375,2257.274,16.371,16.097,1.448,0.000,16.097,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6376,2257.621,13.001,16.101,1.451,0.000,16.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6377,2257.967,16.223,16.105,1.453,0.000,16.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6378,2258.313,21.815,16.110,1.455,0.000,16.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6379,2258.659,15.704,16.114,1.457,0.000,16.114,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6380,2259.005,22.149,16.119,1.460,0.000,16.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6381,2259.351,10.630,16.123,1.462,0.000,16.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6382,2259.697,13.852,16.127,1.464,0.000,16.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6383,2260.043,15.334,16.132,1.467,0.000,16.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6384,2260.389,18.297,16.136,1.469,0.000,16.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6385,2260.736,20.223,16.140,1.471,0.000,16.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6386,2261.082,16.223,16.145,1.474,0.000,16.145,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6387,2261.428,17.445,16.149,1.476,0.000,16.149,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6388,2261.774,15.149,16.153,1.478,0.000,16.153,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6389,2262.120,17.889,16.157,1.480,0.000,16.157,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6390,2262.466,10.778,16.161,1.483,0.000,16.161,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6391,2262.812,15.667,16.165,1.485,0.000,16.165,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6392,2263.157,21.297,16.169,1.487,0.000,16.169,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6393,2263.503,17.223,16.173,1.490,0.000,16.173,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6394,2263.849,16.001,16.176,1.492,0.000,16.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6395,2264.195,14.297,16.180,1.494,0.000,16.180,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6396,2264.541,15.445,16.184,1.496,0.000,16.184,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6397,2264.887,21.593,16.187,1.499,0.000,16.187,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6398,2265.233,15.001,16.191,1.501,0.000,16.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6399,2265.579,16.593,16.195,1.503,0.000,16.195,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6400,2265.925,26.297,16.198,1.506,0.000,16.198,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6401,2266.271,5.075,16.202,1.508,0.000,16.201,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6402,2266.616,11.149,16.205,1.510,0.000,16.205,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6403,2266.962,15.075,16.208,1.513,0.000,16.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6404,2267.308,16.593,16.212,1.515,0.000,16.211,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6405,2267.654,14.223,16.215,1.517,0.000,16.215,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6406,2268.000,13.149,16.218,1.519,0.000,16.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6407,2268.345,28.223,16.221,1.522,0.000,16.221,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6408,2268.691,19.482,16.224,1.524,0.000,16.224,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6409,2269.037,15.149,16.227,1.526,0.000,16.227,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6410,2269.382,18.371,16.230,1.529,0.000,16.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6411,2269.728,19.593,16.233,1.531,0.000,16.233,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6412,2270.074,22.667,16.236,1.533,0.000,16.236,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6413,2270.420,20.149,16.239,1.536,0.000,16.239,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6414,2270.765,23.149,16.242,1.538,0.000,16.242,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6415,2271.111,12.445,16.245,1.540,0.000,16.245,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6416,2271.457,20.741,16.248,1.542,0.000,16.248,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6417,2271.802,11.593,16.250,1.545,0.000,16.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6418,2272.148,11.704,16.253,1.547,0.000,16.253,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6419,2272.493,20.075,16.256,1.549,0.000,16.256,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6420,2272.839,21.593,16.259,1.552,0.000,16.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6421,2273.185,14.741,16.261,1.554,0.000,16.261,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6422,2273.530,12.149,16.264,1.556,0.000,16.264,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6423,2273.876,12.297,16.266,1.559,0.000,16.266,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6424,2274.221,12.963,16.269,1.561,0.000,16.269,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6425,2274.567,15.741,16.271,1.563,0.000,16.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6426,2274.912,13.704,16.274,1.565,0.000,16.274,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6427,2275.258,20.149,16.276,1.568,0.000,16.276,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6428,2275.603,16.371,16.279,1.570,0.000,16.279,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6429,2275.949,17.297,16.281,1.572,0.000,16.281,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6430,2276.294,10.926,16.284,1.575,0.000,16.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6431,2276.640,20.075,16.286,1.577,0.000,16.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6432,2276.985,21.223,16.289,1.579,0.000,16.289,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6433,2277.330,7.593,16.291,1.581,0.000,16.291,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6434,2277.676,19.149,16.293,1.584,0.000,16.293,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6435,2278.021,15.075,16.296,1.586,0.000,16.296,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6436,2278.367,9.223,16.298,1.588,0.000,16.298,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6437,2278.712,18.445,16.301,1.591,0.000,16.301,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6438,2279.057,18.149,16.303,1.593,0.000,16.303,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6439,2279.403,26.445,16.306,1.595,0.000,16.306,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6440,2279.748,18.593,16.308,1.598,0.000,16.308,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6441,2280.093,16.926,16.311,1.600,0.000,16.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6442,2280.439,13.593,16.313,1.602,0.000,16.313,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6443,2280.784,14.593,16.316,1.604,0.000,16.316,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6444,2281.129,21.223,16.318,1.607,0.000,16.318,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6445,2281.475,13.741,16.321,1.609,0.000,16.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6446,2281.820,14.815,16.323,1.611,0.000,16.323,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6447,2282.165,14.037,16.326,1.614,0.000,16.326,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6448,2282.510,16.445,16.329,1.616,0.000,16.329,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6449,2282.855,15.926,16.331,1.618,0.000,16.331,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6450,2283.201,21.371,16.334,1.621,0.000,16.334,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6451,2283.546,23.630,16.336,1.623,0.000,16.336,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6452,2283.891,29.519,16.339,1.625,0.000,16.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6453,2284.236,16.741,16.341,1.627,0.000,16.341,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6454,2284.581,26.741,16.343,1.630,0.000,16.343,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6455,2284.926,17.445,16.346,1.632,0.000,16.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6456,2285.272,19.037,16.348,1.634,0.000,16.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6457,2285.617,14.889,16.350,1.637,0.000,16.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6458,2285.962,21.185,16.352,1.639,0.000,16.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6459,2286.307,13.889,16.354,1.641,0.000,16.354,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6460,2286.652,23.297,16.355,1.644,0.000,16.355,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6461,2286.997,11.149,16.357,1.646,0.000,16.357,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6462,2287.342,19.667,16.359,1.648,0.000,16.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6463,2287.687,10.371,16.360,1.650,0.000,16.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6464,2288.032,20.963,16.362,1.653,0.000,16.362,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6465,2288.377,13.815,16.363,1.655,0.000,16.363,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6466,2288.722,16.223,16.364,1.657,0.000,16.364,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6467,2289.067,13.815,16.366,1.660,0.000,16.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6468,2289.412,22.149,16.367,1.662,0.000,16.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6469,2289.757,13.815,16.368,1.664,0.000,16.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6470,2290.102,21.667,16.369,1.667,0.000,16.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6471,2290.447,21.741,16.370,1.669,0.000,16.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6472,2290.792,13.963,16.370,1.671,0.000,16.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6473,2291.136,18.223,16.371,1.673,0.000,16.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6474,2291.481,12.889,16.372,1.676,0.000,16.372,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6475,2291.826,11.593,16.372,1.678,0.000,16.372,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6476,2292.171,18.593,16.373,1.680,0.000,16.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6477,2292.516,14.297,16.373,1.683,0.000,16.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6478,2292.861,12.223,16.374,1.685,0.000,16.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6479,2293.206,12.963,16.374,1.687,0.000,16.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6480,2293.550,17.371,16.374,1.689,0.000,16.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6481,2293.895,13.445,16.374,1.692,0.000,16.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6482,2294.240,14.371,16.374,1.694,0.000,16.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6483,2294.585,15.519,16.374,1.696,0.000,16.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6484,2294.929,15.445,16.374,1.699,0.000,16.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6485,2295.274,23.037,16.374,1.701,0.000,16.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6486,2295.619,20.075,16.373,1.703,0.000,16.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6487,2295.964,9.001,16.373,1.706,0.000,16.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6488,2296.308,22.963,16.373,1.708,0.000,16.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6489,2296.653,21.667,16.372,1.710,0.000,16.372,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6490,2296.998,21.519,16.372,1.712,0.000,16.372,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6491,2297.342,17.815,16.371,1.715,0.000,16.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6492,2297.687,11.593,16.370,1.717,0.000,16.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6493,2298.031,18.889,16.370,1.719,0.000,16.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6494,2298.376,21.889,16.369,1.722,0.000,16.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6495,2298.721,22.815,16.368,1.724,0.000,16.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6496,2299.065,13.741,16.367,1.726,0.000,16.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6497,2299.410,15.667,16.366,1.729,0.000,16.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6498,2299.754,16.297,16.365,1.731,0.000,16.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6499,2300.099,19.445,16.364,1.733,0.000,16.364,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6500,2300.443,15.445,16.363,1.735,0.000,16.363,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6501,2300.788,16.297,16.362,1.738,0.000,16.362,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6502,2301.132,19.593,16.361,1.740,0.000,16.361,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6503,2301.477,15.445,16.360,1.742,0.000,16.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6504,2301.821,15.185,16.358,1.745,0.000,16.358,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6505,2302.166,11.741,16.357,1.747,0.000,16.357,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6506,2302.510,11.185,16.356,1.749,0.000,16.356,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6507,2302.855,16.519,16.354,1.752,0.000,16.354,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6508,2303.199,19.593,16.353,1.754,0.000,16.353,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6509,2303.544,11.149,16.352,1.756,0.000,16.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6510,2303.888,18.741,16.350,1.758,0.000,16.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6511,2304.232,16.297,16.349,1.761,0.000,16.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6512,2304.577,18.111,16.347,1.763,0.000,16.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6513,2304.921,11.185,16.346,1.765,0.000,16.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6514,2305.265,21.445,16.344,1.768,0.000,16.344,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6515,2305.610,22.297,16.343,1.770,0.000,16.343,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6516,2305.954,15.667,16.341,1.772,0.000,16.341,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6517,2306.298,27.037,16.340,1.774,0.000,16.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6518,2306.643,11.297,16.338,1.777,0.000,16.338,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6519,2306.987,17.519,16.336,1.779,0.000,16.336,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6520,2307.331,15.889,16.334,1.781,0.000,16.334,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6521,2307.675,11.075,16.332,1.784,0.000,16.332,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6522,2308.020,20.741,16.330,1.786,0.000,16.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6523,2308.364,20.223,16.328,1.788,0.000,16.327,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6524,2308.708,13.445,16.325,1.791,0.000,16.325,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6525,2309.052,15.815,16.322,1.793,0.000,16.322,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6526,2309.396,10.075,16.320,1.795,0.000,16.320,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6527,2309.741,17.815,16.317,1.797,0.000,16.317,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6528,2310.085,15.889,16.314,1.800,0.000,16.314,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6529,2310.429,14.741,16.310,1.802,0.000,16.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6530,2310.773,14.667,16.307,1.804,0.000,16.307,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6531,2311.117,16.741,16.304,1.807,0.000,16.304,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6532,2311.461,16.223,16.300,1.809,0.000,16.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6533,2311.805,18.371,16.296,1.811,0.000,16.296,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6534,2312.149,20.889,16.292,1.814,0.000,16.292,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6535,2312.493,22.741,16.288,1.816,0.000,16.288,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6536,2312.837,15.037,16.284,1.818,0.000,16.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6537,2313.181,15.519,16.280,1.820,0.000,16.280,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6538,2313.525,14.963,16.276,1.823,0.000,16.275,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6539,2313.869,14.519,16.271,1.825,0.000,16.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6540,2314.213,16.519,16.266,1.827,0.000,16.266,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6541,2314.557,15.445,16.261,1.830,0.000,16.261,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6542,2314.901,18.185,16.256,1.832,0.000,16.256,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6543,2315.245,15.149,16.251,1.834,0.000,16.251,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6544,2315.589,19.556,16.246,1.837,0.000,16.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6545,2315.933,16.741,16.240,1.839,0.000,16.240,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6546,2316.277,10.445,16.235,1.841,0.000,16.235,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6547,2316.621,18.259,16.229,1.843,0.000,16.229,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6548,2316.965,11.593,16.223,1.846,0.000,16.223,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6549,2317.309,24.037,16.217,1.848,0.000,16.217,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6550,2317.653,9.075,16.211,1.850,0.000,16.211,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6551,2317.996,13.185,16.205,1.853,0.000,16.205,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6552,2318.340,16.889,16.199,1.855,0.000,16.198,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6553,2318.684,19.815,16.192,1.857,0.000,16.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6554,2319.028,16.889,16.185,1.860,0.000,16.185,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6555,2319.372,11.371,16.178,1.862,0.000,16.178,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6556,2319.715,19.593,16.171,1.864,0.000,16.171,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6557,2320.059,21.259,16.164,1.866,0.000,16.164,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6558,2320.403,23.704,16.157,1.869,0.000,16.157,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6559,2320.747,16.593,16.150,1.871,0.000,16.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6560,2321.090,15.297,16.142,1.873,0.000,16.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6561,2321.434,13.037,16.134,1.876,0.000,16.134,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6562,2321.778,10.297,16.127,1.878,0.000,16.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6563,2322.121,15.926,16.119,1.880,0.000,16.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6564,2322.465,20.259,16.111,1.882,0.000,16.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6565,2322.809,17.889,16.103,1.885,0.000,16.102,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6566,2323.152,18.667,16.094,1.887,0.000,16.094,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6567,2323.496,18.963,16.086,1.889,0.000,16.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6568,2323.839,8.667,16.077,1.892,0.000,16.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6569,2324.183,17.815,16.069,1.894,0.000,16.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6570,2324.527,18.593,16.060,1.896,0.000,16.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6571,2324.870,22.593,16.051,1.899,0.000,16.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6572,2325.214,17.593,16.042,1.901,0.000,16.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6573,2325.557,7.815,16.033,1.903,0.000,16.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6574,2325.901,25.889,16.023,1.905,0.000,16.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6575,2326.244,7.519,16.014,1.908,0.000,16.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6576,2326.588,14.185,16.004,1.910,0.000,16.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6577,2326.931,12.075,15.995,1.912,0.000,15.995,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6578,2327.275,15.037,15.985,1.915,0.000,15.985,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6579,2327.618,15.815,15.975,1.917,0.000,15.975,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6580,2327.962,6.297,15.965,1.919,0.000,15.965,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6581,2328.305,18.185,15.955,1.922,0.000,15.955,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6582,2328.648,10.371,15.945,1.924,0.000,15.945,0.000,0.000,0.000,0.000,0.000,0.000,0.000
