call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,66,47,1980,0,39,0,6.5080267013550216E-09,65.080267013550213,-574302.35907466931,1.3491685312986054E-09,0.20730838904175025,1.4136219306237763E-08,0
2,66,47,1980,0,39,0,6.5080267013550216E-09,65.080267013550213,-574302.35907466931,1.3491685312986054E-09,0.20730838904175025,1.4136219306237763E-08,0
3,66,47,1980,0,41,0,6.4772376973185819E-09,64.772376973185814,-534973.19950429478,1.4940527750196123E-09,0.23066202675225483,2.5334038866731134E-08,0
4,66,47,1980,0,41,0,6.4769394877759452E-09,64.769394877759453,-535876.81400275056,1.4492228717643372E-09,0.22375118286954571,1.2454599129796406E-07,0
5,67,46,2010,0,39,0,6.5080267013550216E-09,65.080267013550213,-571890.471297425,1.3658162947661766E-09,0.2098664245618112,2.0917809706588741E-09,0
6,67,46,2010,0,39,0,6.4775110565582955E-09,64.775110565582949,-502597.02544023015,1.0537360753566825E-09,0.1626760751399729,1.7365806570524E-09,0
7,67,46,2010,0,40,0,6.4771706849501929E-09,64.771706849501925,-504914.17674193648,1.0398273116321257E-09,0.16053727193698641,5.2825939178546832E-09,0
8,67,45,2010,0,38,0,6.5080267013550216E-09,65.080267013550213,-573069.01050517673,1.3592269411122664E-09,0.2088539281544842,2.3801312920568307E-08,0
9,67,43,2010,0,38,0,6.477578067533293E-09,64.775780675332925,-519104.62336201291,1.0769968687932922E-09,0.16626536300525363,7.90320342503037E-09,0
10,67,43,2010,0,38,0,6.4767755522065145E-09,64.767755522065144,-520038.10014275118,1.068574190420429E-09,0.16498552123770693,6.8924492779842694E-09,0
11,67,45,2010,0,38,0,6.5080267013550216E-09,65.080267013550213,-573280.16214104928,1.7215805598405557E-09,0.2645318832945337,2.9878179930165061E-09,0
12,67,43,2010,0,38,0,6.4773241867669191E-09,64.773241867669185,-521369.5917002848,1.4300488277905249E-09,0.22077771415426362,8.7612264110248361E-09,0
13,67,43,2010,0,38,0,6.4765789749481929E-09,64.765789749481925,-522076.7500265991,1.4229433666701906E-09,0.21970601642846066,4.0459866568198777E-09,0
14,67,46,2010,0,38,0,6.5080267013550216E-09,65.080267013550213,-573403.131780877,1.8204836474681774E-09,0.27972897638682681,8.2363911246829957E-09,0
15,67,43,2010,0,38,0,6.4772395343208876E-09,64.772395343208871,-522730.49818928994,1.5256994175172072E-09,0.23554778381021702,9.3058574179849529E-09,0
16,67,43,2010,0,38,0,6.4765282019935557E-09,64.765282019935555,-523372.90116183343,1.5190643224284076E-09,0.23454917126135894,1.5825555976789474E-08,0
17,50,46,1500,0,38,0,6.5080267013550216E-09,65.080267013550213,-573403.131780877,-1.6318498200763889E-08,-2.5074418021927065,8.2363911246829957E-09,0
18,50,43,1500,0,38,0,6.4772395343208876E-09,64.772395343208871,-522730.49818928994,-8.5366931533866722E-09,-1.317952363526681,9.3058574179849529E-09,0
19,50,43,1500,0,38,0,6.4765282019935557E-09,64.765282019935555,-523372.90116183343,-7.85956071469613E-09,-1.2135453547900648,1.5825555976789474E-08,0
20,48,45,1440,0,37,0,6.5080267013550216E-09,65.080267013550213,-573388.07769466122,-1.6345315653197408E-08,-2.5115624755802224,2.0904451503156452E-09,0
21,48,42,1440,0,37,0,6.47723602677507E-09,64.7723602677507,-522712.06679550622,-8.5577475739769991E-09,-1.3212036026789327,5.4927795645198785E-10,0
22,48,42,1440,0,37,0,6.476525134609939E-09,64.76525134609939,-523353.84230740386,-7.8803498168134956E-09,-1.216755845615676,1.1222240914321446E-09,0
23,48,44,1440,0,37,0,6.5080267013550216E-09,65.080267013550213,-573320.08430215449,-1.1123944752751638E-08,-1.7092653830746494,2.5693225325085223E-10,0
24,48,42,1440,0,38,0,6.4772880240547314E-09,64.772880240547309,-522081.29742065445,-6.5125245182697818E-09,-1.0054400073123493,1.496118784416467E-10,0
25,48,42,1440,0,38,0,6.4765580596581762E-09,64.765580596581756,-522134.05244398618,-5.7581169344019754E-09,-0.88907053428096361,3.23325366480276E-10,0
