G1S16_Cs137_Mar            узел заменён: Ø маринелли 135.19602 -> 154; клеймо phys=18; hist=200000; grid=10-3000 keV/3
G1S16_Cs137_Mar_2          узел заменён: Ø маринелли 135.19602 -> 154; клеймо phys=18; hist=200000; grid=7.1-3000 keV/
G1S16_K40_Mar              узел заменён: Ø маринелли 135.19602 -> 154; клеймо phys=18; hist=200000; grid=10-3000 keV/3
G1S16_K40_Mar_2            узел заменён: Ø маринелли 135.19602 -> 154; клеймо phys=18; hist=200000; grid=7.1-3000 keV/
G1S16_Mix_Mar              узел заменён: Ø маринелли 135.19602 -> 154; клеймо phys=18; hist=200000; grid=10-3000 keV/3
G1S16_Ra226_Mar            узел заменён: Ø маринелли 135.19602 -> 154; клеймо phys=18; hist=200000; grid=10-3000 keV/3
G1S16_Ra226_Mar_2          узел заменён: Ø маринелли 135.19602 -> 154; клеймо phys=18; hist=200000; grid=7.1-3000 keV/
G1S16_Th232_Mar_2          узел заменён: Ø маринелли 135.19602 -> 154; клеймо phys=18; hist=200000; grid=10-3000 keV/3
G1S16_Th232_Mar_3          узел заменён: Ø маринелли 135.19602 -> 154; клеймо phys=18; hist=200000; grid=7.1-3000 keV/
G1S24_Cs137_Mar            узел заменён: Ø маринелли 135.19602 -> 154; клеймо phys=18; hist=200000; grid=7.1-3000 keV/
G1S24_Cs137_Mar_2          узел заменён: Ø маринелли 135.19602 -> 154; клеймо phys=18; hist=200000; grid=7.1-3000 keV/
G1S24_K40_Mar              узел заменён: Ø маринелли 135.19602 -> 154; клеймо phys=18; hist=200000; grid=7.1-3000 keV/
G1S24_K40_Mar_2            узел заменён: Ø маринелли 135.19602 -> 154; клеймо phys=18; hist=200000; grid=7.1-3000 keV/
G1S24_Ra226_Mar            узел заменён: Ø маринелли 135.19602 -> 154; клеймо phys=18; hist=200000; grid=7.1-3000 keV/
G1S24_Ra226_Mar_2          узел заменён: Ø маринелли 135.19602 -> 154; клеймо phys=18; hist=200000; grid=7.1-3000 keV/
G1S24_Th232_Mar            узел заменён: Ø маринелли 135.19602 -> 154; клеймо phys=18; hist=200000; grid=7.1-3000 keV/
G1S24_Th232_Mar_2          узел заменён: Ø маринелли 135.19602 -> 154; клеймо phys=18; hist=200000; grid=7.1-3000 keV/
перенесено узлов: 17
