# CeBr3 [Payne η=0.345 (база), тормозная ESTAR по составу (ecomp), I=462.1 эВ, ниже 1 кэВ Joy-Luo от 0.01, обрыв E_q=1 кэВ]
E_kev	yield_rel
0.01	5.1319588894086416E-05
0.011220184543019634	6.4613767021819E-05
0.012589254117941673	8.13511278915866E-05
0.014125375446227544	0.00010242311084554724
0.015848931924611138	0.00012895175539956593
0.017782794100389229	0.00016234924232860426
0.019952623149688795	0.00020439274366437283
0.022387211385683396	0.00025731848003586358
0.0251188643150958	0.00032393985441812894
0.028183829312644539	0.000407795730616433
0.0316227766016838	0.00051333639872631334
0.035481338923357551	0.00064615656874522382
0.03981071705534972	0.00081328690902177938
0.04466835921509632	0.0010235582447051339
0.05011872336272722	0.0012880555824306373
0.056234132519034911	0.0016206826239774186
0.063095734448019331	0.0020388887374418367
0.070794578438413788	0.0025647258610169078
0.079432823472428166	0.0032259971749248467
0.089125093813374537	0.0040576591136205573
0.1	0.0051035995938192164
0.11220184543019636	0.0064188178791411525
0.12589254117941676	0.0080720612837206444
0.14125375446227539	0.010148964384999626
0.15848931924611134	0.01275570567548678
0.17782794100389229	0.01602313677403501
0.19952623149688797	0.0201112380496544
0.223872113856834	0.025213576523666827
0.25118864315095796	0.031561219780425795
0.28183829312644532	0.039425195604479962
0.31622776601683794	0.049116176807094993
0.35481338923357547	0.060979621034826063
0.39810717055349737	0.075384252074783761
0.44668359215096304	0.092701773039072649
0.50118723362727224	0.11327639833783092
0.56234132519034907	0.13738447478711102
0.63095734448019325	0.1651873980899263
0.70794578438413813	0.19668475559357185
0.79432823472428138	0.23167786010160829
0.89125093813374545	0.26975508681385618
1	0.310291565972844
1.1230344056740278	0.352275115460887
1.2612062763276171	0.39398732243988244
1.416378040967939	0.43462991737112944
1.5906412714481732	0.4736091595069562
1.7863448749213793	0.51055841997953444
2.0061267549361768	0.54529180209410921
2.2529493679365156	0.57781725981817678
2.5301396544342616	0.608187150882367
2.8414338830898709	0.63659531798770375
3.1910280121578785	0.66325010680882979
3.5836342471228968	0.6883834475110725
4.0245445568707554	0.71219988399014145
4.5197020045339924	0.73486562721587578
5.0757808544855454	0.75650534371068523
5.7002765352487827	0.77720060642957622
6.4016066709407236	0.7969949960958399
7.189224543058808	0.81589438660177971
8.0737465119711818	0.83387953965969419
9.0670951156343111	0.8509140763881482
10.182659774376262	0.86695206533134617
11.435477267897475	0.88194678074272459
12.842434417152093	0.89584959552390675
14.422495703074082	0.9086257189478989
16.196958890238022	0.9202525445793146
18.189742101025121	0.930723923199844
20.427706209788592	0.9400509195870187
22.941016902593582	0.94826231110634429
25.763551282762009	0.95540382578580452
28.93335450288896	0.96153688589979081
32.493152578307864	0.96673574630751924
36.490928294255482	0.971084938126593
40.980567969432776	0.97467621372317126
46.022587793736044	0.97760528686093362
51.684949530519127	0.9799687720703153
58.043976578298675	0.9818613084170853
65.185382739566819	0.98337321494146446
73.2054275635635	0.98458774849172914
82.2122138359596	0.98558019549678766
92.327144704412945	0.98641644615897184
103.6865600807004	0.98715236465218847
116.44357437661373	0.98783320417976117
130.77014034459992	0.98849557434714852
146.85936684180692	0.989165330409751
164.9281217588526	0.98986115353311266
185.21995519838683	0.99059368341612852
208.00838230519034	0.99136681343467725
233.60056999732555	0.992177496628527
262.34147729206052	0.99302595610388456
294.61850503433584	0.99390222480409984
330.86671770180578	0.99479888802155236
371.57470767156366	0.995705447450389
417.29118099343538	0.99661083130866868
468.6323534399757	0.997504469770445
526.29025652508437	0.99837634973437794
591.04206544867952	0.99921736658003946
663.760574699508	1.0000182214984585
745.42596251751286	1.0007737525302929
837.13900278984488	1.0014781266676118
940.1359024646423	1.0021270325876666
1055.804964477195	1.0027168698253059
1185.7053007893353	1.0032441196708288
1331.5878477764952	1.0037121038313721
1495.4189672304335	1.0041187372666296
1679.4069510972995	1.0044657512679576
1886.031787210386	1.0047546910553873
2118.0785872321417	1.0049875689340353
2378.6751273831319	1.0051667208312038
2671.3340079723093	1.0052968845781922
3000	1.0053808306358361
