keV,response
0.000,2.25000000E-006
1.000,1.09000000E-005
2.000,1.45500000E-005
3.000,1.38000000E-005
4.000,1.85500000E-005
5.000,2.62500000E-005
6.000,3.94500000E-005
7.000,4.65000000E-005
8.000,5.04500000E-005
9.000,6.26000000E-005
10.000,6.31500000E-005
11.000,5.74000000E-005
12.000,4.83000000E-005
13.000,4.21000000E-005
14.000,4.21500000E-005
15.000,4.95500000E-005
16.000,5.34500000E-005
17.000,6.58500000E-005
18.000,8.89500000E-005
19.000,1.19500000E-004
20.000,1.39950000E-004
21.000,1.64850000E-004
22.000,1.85650000E-004
23.000,1.84800000E-004
24.000,1.20145000E-003
25.000,1.78950000E-004
26.000,1.76650000E-004
27.000,1.99550000E-003
28.000,1.61500000E-004
29.000,7.62450000E-003
30.000,9.26000000E-005
31.000,6.35395000E-003
32.000,2.95500000E-005
33.000,2.62000000E-005
34.000,2.63000000E-005
35.000,2.50500000E-005
36.000,2.50500000E-005
37.000,3.49000000E-005
38.000,3.18000000E-005
39.000,3.09500000E-005
40.000,3.65500000E-005
41.000,4.18500000E-005
42.000,5.26500000E-005
43.000,6.65500000E-005
44.000,7.52500000E-005
45.000,8.20500000E-005
46.000,1.01900000E-004
47.000,1.29750000E-004
48.000,1.91000000E-004
49.000,3.51400000E-004
50.000,5.69200000E-004
51.000,7.10450000E-004
52.000,7.96300000E-004
53.000,8.25950000E-004
54.000,8.73150000E-004
55.000,9.63500000E-004
56.000,1.07070000E-003
57.000,1.22025000E-003
58.000,1.16305000E-003
59.000,1.07940000E-003
60.000,1.08340913E-001
