ch,keV,net,model,continuum_raw,Pb-214,Bi-214,Pb-212,Tl-208,Ra-224,Esc-CsI
4230,1696.468,2.487,2.921,1.222,0.000,2.533,0.000,0.388,0.000,0.000
4231,1696.889,2.616,2.932,1.222,0.000,2.544,0.000,0.388,0.000,0.000
4232,1697.310,0.000,2.944,1.221,0.000,2.556,0.000,0.388,0.000,0.000
4233,1697.731,3.299,2.955,1.220,0.000,2.568,0.000,0.387,0.000,0.000
4234,1698.151,5.139,2.967,1.219,0.000,2.580,0.000,0.387,0.000,0.000
4235,1698.572,4.129,2.979,1.218,0.000,2.592,0.000,0.387,0.000,0.000
4236,1698.993,1.221,2.992,1.217,0.000,2.605,0.000,0.387,0.000,0.000
4237,1699.414,3.916,3.004,1.216,0.000,2.617,0.000,0.387,0.000,0.000
4238,1699.835,0.323,3.017,1.216,0.000,2.630,0.000,0.387,0.000,0.000
4239,1700.255,2.581,3.031,1.215,0.000,2.644,0.000,0.387,0.000,0.000
4240,1700.676,1.369,3.044,1.214,0.000,2.657,0.000,0.387,0.000,0.000
4241,1701.097,1.572,3.058,1.213,0.000,2.671,0.000,0.387,0.000,0.000
4242,1701.518,3.714,3.072,1.212,0.000,2.686,0.000,0.387,0.000,0.000
4243,1701.939,1.212,3.087,1.211,0.000,2.700,0.000,0.387,0.000,0.000
4244,1702.360,6.528,3.101,1.210,0.000,2.715,0.000,0.386,0.000,0.000
4245,1702.781,0.000,3.116,1.210,0.000,2.730,0.000,0.386,0.000,0.000
4246,1703.201,3.638,3.132,1.209,0.000,2.745,0.000,0.386,0.000,0.000
4247,1703.622,6.845,3.147,1.208,0.000,2.761,0.000,0.386,0.000,0.000
4248,1704.043,6.421,3.163,1.207,0.000,2.777,0.000,0.386,0.000,0.000
4249,1704.464,1.597,3.179,1.206,0.000,2.793,0.000,0.386,0.000,0.000
4250,1704.885,2.357,3.196,1.205,0.000,2.810,0.000,0.386,0.000,0.000
4251,1705.306,7.052,3.212,1.204,0.000,2.826,0.000,0.386,0.000,0.000
4252,1705.727,4.290,3.229,1.204,0.000,2.844,0.000,0.386,0.000,0.000
4253,1706.148,2.558,3.247,1.203,0.000,2.861,0.000,0.386,0.000,0.000
4254,1706.568,4.427,3.264,1.202,0.000,2.879,0.000,0.386,0.000,0.000
4255,1706.989,3.129,3.282,1.201,0.000,2.897,0.000,0.386,0.000,0.000
4256,1707.410,0.329,3.301,1.200,0.000,2.915,0.000,0.386,0.000,0.000
4257,1707.831,2.503,3.319,1.199,0.000,2.934,0.000,0.386,0.000,0.000
4258,1708.252,6.690,3.338,1.198,0.000,2.953,0.000,0.386,0.000,0.000
4259,1708.673,2.747,3.357,1.198,0.000,2.972,0.000,0.386,0.000,0.000
4260,1709.094,6.604,3.377,1.197,0.000,2.991,0.000,0.385,0.000,0.000
4261,1709.515,5.175,3.397,1.196,0.000,3.011,0.000,0.385,0.000,0.000
4262,1709.936,0.384,3.417,1.195,0.000,3.031,0.000,0.385,0.000,0.000
4263,1710.357,1.920,3.437,1.194,0.000,3.052,0.000,0.385,0.000,0.000
4264,1710.778,5.849,3.458,1.193,0.000,3.072,0.000,0.385,0.000,0.000
4265,1711.199,4.655,3.479,1.192,0.000,3.094,0.000,0.385,0.000,0.000
4266,1711.620,4.741,3.500,1.192,0.000,3.115,0.000,0.385,0.000,0.000
4267,1712.041,1.164,3.522,1.191,0.000,3.137,0.000,0.385,0.000,0.000
4268,1712.462,1.783,3.544,1.190,0.000,3.159,0.000,0.385,0.000,0.000
4269,1712.883,9.550,3.566,1.189,0.000,3.181,0.000,0.385,0.000,0.000
4270,1713.304,4.508,3.589,1.188,0.000,3.203,0.000,0.385,0.000,0.000
4271,1713.725,5.336,3.611,1.187,0.000,3.226,0.000,0.385,0.000,0.000
4272,1714.146,4.360,3.635,1.186,0.000,3.249,0.000,0.385,0.000,0.000
4273,1714.567,0.000,3.658,1.186,0.000,3.273,0.000,0.385,0.000,0.000
4274,1714.988,0.000,3.682,1.185,0.000,3.296,0.000,0.385,0.000,0.000
4275,1715.409,3.057,3.706,1.184,0.000,3.320,0.000,0.385,0.000,0.000
4276,1715.830,2.179,3.730,1.183,0.000,3.345,0.000,0.385,0.000,0.000
4277,1716.251,3.524,3.755,1.182,0.000,3.369,0.000,0.385,0.000,0.000
4278,1716.672,6.408,3.780,1.181,0.000,3.394,0.000,0.385,0.000,0.000
4279,1717.093,3.211,3.805,1.180,0.000,3.419,0.000,0.385,0.000,0.000
4280,1717.514,3.965,3.830,1.180,0.000,3.445,0.000,0.385,0.000,0.000
4281,1717.935,4.253,3.856,1.179,0.000,3.470,0.000,0.385,0.000,0.000
4282,1718.356,4.444,3.882,1.178,0.000,3.496,0.000,0.386,0.000,0.000
4283,1718.777,0.000,3.908,1.177,0.000,3.522,0.000,0.386,0.000,0.000
4284,1719.198,3.415,3.934,1.176,0.000,3.549,0.000,0.386,0.000,0.000
4285,1719.619,0.000,3.961,1.175,0.000,3.576,0.000,0.386,0.000,0.000
4286,1720.040,4.246,3.988,1.174,0.000,3.603,0.000,0.386,0.000,0.000
4287,1720.461,3.479,4.015,1.174,0.000,3.630,0.000,0.386,0.000,0.000
4288,1720.882,1.618,4.043,1.173,0.000,3.657,0.000,0.386,0.000,0.000
4289,1721.303,4.488,4.071,1.172,0.000,3.685,0.000,0.386,0.000,0.000
4290,1721.725,3.349,4.099,1.171,0.000,3.713,0.000,0.386,0.000,0.000
4291,1722.146,2.333,4.127,1.170,0.000,3.741,0.000,0.386,0.000,0.000
4292,1722.567,8.274,4.155,1.169,0.000,3.769,0.000,0.386,0.000,0.000
4293,1722.988,5.235,4.184,1.169,0.000,3.798,0.000,0.386,0.000,0.000
4294,1723.409,4.144,4.213,1.168,0.000,3.826,0.000,0.386,0.000,0.000
4295,1723.830,6.333,4.242,1.167,0.000,3.855,0.000,0.387,0.000,0.000
4296,1724.251,2.664,4.271,1.166,0.000,3.884,0.000,0.387,0.000,0.000
4297,1724.672,3.975,4.300,1.165,0.000,3.914,0.000,0.387,0.000,0.000
4298,1725.093,2.502,4.330,1.164,0.000,3.943,0.000,0.387,0.000,0.000
4299,1725.515,2.796,4.360,1.163,0.000,3.973,0.000,0.387,0.000,0.000
4300,1725.936,5.100,4.390,1.163,0.000,4.002,0.000,0.387,0.000,0.000
4301,1726.357,8.058,4.420,1.162,0.000,4.032,0.000,0.387,0.000,0.000
4302,1726.778,5.134,4.450,1.161,0.000,4.062,0.000,0.387,0.000,0.000
4303,1727.199,4.312,4.480,1.160,0.000,4.093,0.000,0.388,0.000,0.000
4304,1727.620,2.206,4.511,1.159,0.000,4.123,0.000,0.388,0.000,0.000
4305,1728.042,2.227,4.541,1.158,0.000,4.153,0.000,0.388,0.000,0.000
4306,1728.463,6.130,4.572,1.157,0.000,4.184,0.000,0.388,0.000,0.000
4307,1728.884,0.958,4.603,1.157,0.000,4.215,0.000,0.388,0.000,0.000
4308,1729.305,8.161,4.634,1.156,0.000,4.245,0.000,0.388,0.000,0.000
4309,1729.726,5.873,4.665,1.155,0.000,4.276,0.000,0.389,0.000,0.000
4310,1730.147,8.211,4.696,1.154,0.000,4.307,0.000,0.389,0.000,0.000
4311,1730.569,4.186,4.727,1.153,0.000,4.338,0.000,0.389,0.000,0.000
4312,1730.990,2.545,4.758,1.152,0.000,4.369,0.000,0.389,0.000,0.000
4313,1731.411,0.000,4.789,1.151,0.000,4.400,0.000,0.389,0.000,0.000
4314,1731.832,4.291,4.820,1.151,0.000,4.431,0.000,0.390,0.000,0.000
4315,1732.254,6.171,4.852,1.150,0.000,4.462,0.000,0.390,0.000,0.000
4316,1732.675,3.108,4.883,1.149,0.000,4.493,0.000,0.390,0.000,0.000
4317,1733.096,1.023,4.914,1.148,0.000,4.524,0.000,0.390,0.000,0.000
4318,1733.517,3.773,4.946,1.147,0.000,4.555,0.000,0.391,0.000,0.000
4319,1733.938,2.010,4.977,1.146,0.000,4.586,0.000,0.391,0.000,0.000
4320,1734.360,2.323,5.008,1.145,0.000,4.617,0.000,0.391,0.000,0.000
4321,1734.781,2.380,5.039,1.145,0.000,4.648,0.000,0.391,0.000,0.000
4322,1735.202,2.880,5.070,1.144,0.000,4.678,0.000,0.392,0.000,0.000
4323,1735.623,2.103,5.101,1.143,0.000,4.709,0.000,0.392,0.000,0.000
4324,1736.045,3.164,5.132,1.142,0.000,4.740,0.000,0.392,0.000,0.000
4325,1736.466,8.121,5.163,1.141,0.000,4.770,0.000,0.393,0.000,0.000
4326,1736.887,5.310,5.193,1.140,0.000,4.801,0.000,0.393,0.000,0.000
4327,1737.309,7.647,5.224,1.139,0.000,4.831,0.000,0.393,0.000,0.000
4328,1737.730,8.533,5.254,1.139,0.000,4.861,0.000,0.393,0.000,0.000
4329,1738.151,4.427,5.285,1.138,0.000,4.891,0.000,0.394,0.000,0.000
4330,1738.572,7.803,5.315,1.137,0.000,4.921,0.000,0.394,0.000,0.000
4331,1738.994,6.322,5.345,1.136,0.000,4.950,0.000,0.394,0.000,0.000
4332,1739.415,3.503,5.374,1.135,0.000,4.979,0.000,0.395,0.000,0.000
4333,1739.836,5.756,5.404,1.134,0.000,5.009,0.000,0.395,0.000,0.000
4334,1740.258,8.178,5.433,1.133,0.000,5.037,0.000,0.396,0.000,0.000
4335,1740.679,4.147,5.462,1.133,0.000,5.066,0.000,0.396,0.000,0.000
4336,1741.100,8.923,5.491,1.132,0.000,5.095,0.000,0.396,0.000,0.000
4337,1741.522,5.968,5.519,1.131,0.000,5.123,0.000,0.397,0.000,0.000
4338,1741.943,10.318,5.547,1.130,0.000,5.150,0.000,0.397,0.000,0.000
4339,1742.364,5.886,5.575,1.129,0.000,5.178,0.000,0.397,0.000,0.000
4340,1742.786,9.306,5.603,1.128,0.000,5.205,0.000,0.398,0.000,0.000
4341,1743.207,7.092,5.630,1.127,0.000,5.232,0.000,0.398,0.000,0.000
4342,1743.628,4.778,5.657,1.127,0.000,5.259,0.000,0.399,0.000,0.000
4343,1744.050,0.810,5.684,1.126,0.000,5.285,0.000,0.399,0.000,0.000
4344,1744.471,5.319,5.710,1.125,0.000,5.311,0.000,0.399,0.000,0.000
4345,1744.892,6.956,5.736,1.124,0.000,5.336,0.000,0.400,0.000,0.000
4346,1745.314,11.919,5.761,1.123,0.000,5.361,0.000,0.400,0.000,0.000
4347,1745.735,9.962,5.786,1.122,0.000,5.386,0.000,0.401,0.000,0.000
4348,1746.157,2.139,5.811,1.122,0.000,5.410,0.000,0.401,0.000,0.000
4349,1746.578,5.476,5.835,1.121,0.000,5.433,0.000,0.402,0.000,0.000
4350,1746.999,5.997,5.859,1.120,0.000,5.457,0.000,0.402,0.000,0.000
4351,1747.421,5.946,5.882,1.119,0.000,5.480,0.000,0.403,0.000,0.000
4352,1747.842,2.812,5.905,1.118,0.000,5.502,0.000,0.403,0.000,0.000
4353,1748.264,4.986,5.927,1.117,0.000,5.524,0.000,0.404,0.000,0.000
4354,1748.685,6.771,5.949,1.116,0.000,5.545,0.000,0.404,0.000,0.000
4355,1749.106,5.792,5.970,1.116,0.000,5.566,0.000,0.405,0.000,0.000
4356,1749.528,4.045,5.991,1.115,0.000,5.586,0.000,0.405,0.000,0.000
4357,1749.949,6.779,6.011,1.114,0.000,5.606,0.000,0.406,0.000,0.000
4358,1750.371,4.761,6.031,1.113,0.000,5.625,0.000,0.406,0.000,0.000
4359,1750.792,6.762,6.050,1.112,0.000,5.643,0.000,0.407,0.000,0.000
4360,1751.214,4.128,6.068,1.111,0.000,5.661,0.000,0.407,0.000,0.000
4361,1751.635,4.252,6.086,1.110,0.000,5.679,0.000,0.408,0.000,0.000
4362,1752.056,9.918,6.104,1.110,0.000,5.695,0.000,0.408,0.000,0.000
4363,1752.478,2.947,6.120,1.109,0.000,5.711,0.000,0.409,0.000,0.000
4364,1752.899,5.216,6.136,1.108,0.000,5.727,0.000,0.409,0.000,0.000
4365,1753.321,0.323,6.152,1.107,0.000,5.742,0.000,0.410,0.000,0.000
4366,1753.742,5.384,6.167,1.106,0.000,5.756,0.000,0.411,0.000,0.000
4367,1754.164,2.746,6.181,1.105,0.000,5.769,0.000,0.411,0.000,0.000
4368,1754.585,5.902,6.194,1.104,0.000,5.782,0.000,0.412,0.000,0.000
4369,1755.007,6.064,6.207,1.104,0.000,5.794,0.000,0.412,0.000,0.000
4370,1755.428,8.922,6.219,1.103,0.000,5.806,0.000,0.413,0.000,0.000
4371,1755.850,3.893,6.230,1.102,0.000,5.817,0.000,0.414,0.000,0.000
4372,1756.271,2.362,6.241,1.101,0.000,5.827,0.000,0.414,0.000,0.000
4373,1756.693,4.912,6.251,1.100,0.000,5.836,0.000,0.415,0.000,0.000
4374,1757.114,8.572,6.260,1.099,0.000,5.845,0.000,0.415,0.000,0.000
4375,1757.536,3.048,6.269,1.098,0.000,5.853,0.000,0.416,0.000,0.000
4376,1757.957,5.432,6.276,1.098,0.000,5.860,0.000,0.417,0.000,0.000
4377,1758.379,12.154,6.283,1.097,0.000,5.866,0.000,0.417,0.000,0.000
4378,1758.800,5.879,6.290,1.096,0.000,5.872,0.000,0.418,0.000,0.000
4379,1759.222,1.114,6.295,1.095,0.000,5.877,0.000,0.419,0.000,0.000
4380,1759.643,8.849,6.300,1.094,0.000,5.881,0.000,0.419,0.000,0.000
4381,1760.065,7.027,6.304,1.093,0.000,5.884,0.000,0.420,0.000,0.000
4382,1760.487,6.816,6.307,1.092,0.000,5.886,0.000,0.421,0.000,0.000
4383,1760.908,1.687,6.309,1.092,0.000,5.888,0.000,0.421,0.000,0.000
4384,1761.330,11.897,6.311,1.091,0.000,5.889,0.000,0.422,0.000,0.000
4385,1761.751,1.839,6.312,1.090,0.000,5.889,0.000,0.423,0.000,0.000
4386,1762.173,5.893,6.312,1.089,0.000,5.889,0.000,0.423,0.000,0.000
4387,1762.594,6.032,6.311,1.088,0.000,5.887,0.000,0.424,0.000,0.000
4388,1763.016,6.232,6.310,1.087,0.000,5.885,0.000,0.425,0.000,0.000
4389,1763.437,0.734,6.307,1.086,0.000,5.882,0.000,0.425,0.000,0.000
4390,1763.859,13.748,6.304,1.086,0.000,5.878,0.000,0.426,0.000,0.000
4391,1764.281,4.836,6.300,1.085,0.000,5.874,0.000,0.427,0.000,0.000
4392,1764.702,2.599,6.296,1.084,0.000,5.868,0.000,0.427,0.000,0.000
4393,1765.124,10.800,6.290,1.083,0.000,5.862,0.000,0.428,0.000,0.000
4394,1765.545,6.201,6.284,1.082,0.000,5.855,0.000,0.429,0.000,0.000
4395,1765.967,8.233,6.277,1.081,0.000,5.847,0.000,0.430,0.000,0.000
4396,1766.389,7.825,6.269,1.080,0.000,5.839,0.000,0.430,0.000,0.000
4397,1766.810,6.660,6.260,1.080,0.000,5.829,0.000,0.431,0.000,0.000
4398,1767.232,4.170,6.251,1.079,0.000,5.819,0.000,0.432,0.000,0.000
4399,1767.654,5.222,6.240,1.078,0.000,5.808,0.000,0.432,0.000,0.000
4400,1768.075,10.614,6.229,1.077,0.000,5.796,0.000,0.433,0.000,0.000
4401,1768.497,8.424,6.218,1.076,0.000,5.784,0.000,0.434,0.000,0.000
4402,1768.919,1.580,6.205,1.075,0.000,5.770,0.000,0.435,0.000,0.000
4403,1769.340,1.242,6.192,1.074,0.000,5.756,0.000,0.435,0.000,0.000
4404,1769.762,5.971,6.178,1.074,0.000,5.741,0.000,0.436,0.000,0.000
4405,1770.184,4.152,6.163,1.073,0.000,5.726,0.000,0.437,0.000,0.000
4406,1770.605,9.093,6.147,1.072,0.000,5.709,0.000,0.438,0.000,0.000
4407,1771.027,7.153,6.131,1.071,0.000,5.692,0.000,0.438,0.000,0.000
4408,1771.449,7.299,6.114,1.070,0.000,5.675,0.000,0.439,0.000,0.000
4409,1771.870,9.523,6.096,1.069,0.000,5.656,0.000,0.440,0.000,0.000
4410,1772.292,2.147,6.077,1.069,0.000,5.637,0.000,0.441,0.000,0.000
4411,1772.714,5.570,6.058,1.068,0.000,5.617,0.000,0.441,0.000,0.000
4412,1773.135,5.522,6.038,1.067,0.000,5.596,0.000,0.442,0.000,0.000
4413,1773.557,8.271,6.017,1.066,0.000,5.575,0.000,0.443,0.000,0.000
4414,1773.979,6.045,5.996,1.065,0.000,5.553,0.000,0.443,0.000,0.000
4415,1774.400,3.106,5.974,1.064,0.000,5.530,0.000,0.444,0.000,0.000
4416,1774.822,5.755,5.951,1.063,0.000,5.506,0.000,0.445,0.000,0.000
4417,1775.244,3.506,5.928,1.063,0.000,5.482,0.000,0.446,0.000,0.000
4418,1775.666,9.188,5.904,1.062,0.000,5.458,0.000,0.446,0.000,0.000
4419,1776.087,6.374,5.880,1.061,0.000,5.432,0.000,0.447,0.000,0.000
4420,1776.509,5.040,5.854,1.060,0.000,5.407,0.000,0.448,0.000,0.000
4421,1776.931,2.923,5.829,1.059,0.000,5.380,0.000,0.449,0.000,0.000
4422,1777.353,3.025,5.802,1.058,0.000,5.353,0.000,0.449,0.000,0.000
4423,1777.774,1.953,5.775,1.057,0.000,5.325,0.000,0.450,0.000,0.000
4424,1778.196,2.015,5.748,1.057,0.000,5.297,0.000,0.451,0.000,0.000
4425,1778.618,2.000,5.720,1.056,0.000,5.268,0.000,0.452,0.000,0.000
4426,1779.040,4.225,5.691,1.055,0.000,5.239,0.000,0.452,0.000,0.000
4427,1779.461,5.025,5.662,1.054,0.000,5.209,0.000,0.453,0.000,0.000
4428,1779.883,4.231,5.633,1.053,0.000,5.179,0.000,0.454,0.000,0.000
4429,1780.305,10.258,5.603,1.052,0.000,5.148,0.000,0.454,0.000,0.000
4430,1780.727,3.982,5.572,1.051,0.000,5.117,0.000,0.455,0.000,0.000
4431,1781.148,5.045,5.541,1.051,0.000,5.085,0.000,0.456,0.000,0.000
4432,1781.570,3.140,5.510,1.050,0.000,5.053,0.000,0.457,0.000,0.000
4433,1781.992,3.280,5.478,1.049,0.000,5.020,0.000,0.457,0.000,0.000
4434,1782.414,2.306,5.445,1.048,0.000,4.987,0.000,0.458,0.000,0.000
4435,1782.836,7.381,5.413,1.047,0.000,4.954,0.000,0.459,0.000,0.000
4436,1783.257,4.263,5.380,1.046,0.000,4.920,0.000,0.459,0.000,0.000
4437,1783.679,3.284,5.346,1.045,0.000,4.886,0.000,0.460,0.000,0.000
4438,1784.101,8.344,5.312,1.045,0.000,4.852,0.000,0.461,0.000,0.000
4439,1784.523,4.858,5.278,1.044,0.000,4.817,0.000,0.461,0.000,0.000
4440,1784.945,7.288,5.244,1.043,0.000,4.782,0.000,0.462,0.000,0.000
4441,1785.367,1.256,5.209,1.042,0.000,4.746,0.000,0.463,0.000,0.000
4442,1785.788,1.447,5.174,1.041,0.000,4.711,0.000,0.464,0.000,0.000
4443,1786.210,5.348,5.139,1.040,0.000,4.675,0.000,0.464,0.000,0.000
4444,1786.632,3.310,5.104,1.039,0.000,4.639,0.000,0.465,0.000,0.000
4445,1787.054,5.238,5.068,1.039,0.000,4.602,0.000,0.465,0.000,0.000
4446,1787.476,6.246,5.032,1.038,0.000,4.566,0.000,0.466,0.000,0.000
4447,1787.898,7.933,4.996,1.037,0.000,4.529,0.000,0.467,0.000,0.000
4448,1788.320,6.278,4.960,1.036,0.000,4.492,0.000,0.467,0.000,0.000
4449,1788.741,2.690,4.923,1.035,0.000,4.455,0.000,0.468,0.000,0.000
4450,1789.163,4.110,4.887,1.034,0.000,4.418,0.000,0.469,0.000,0.000
4451,1789.585,3.006,4.850,1.033,0.000,4.381,0.000,0.469,0.000,0.000
4452,1790.007,7.462,4.813,1.033,0.000,4.343,0.000,0.470,0.000,0.000
4453,1790.429,3.427,4.776,1.032,0.000,4.306,0.000,0.470,0.000,0.000
4454,1790.851,4.405,4.740,1.031,0.000,4.268,0.000,0.471,0.000,0.000
4455,1791.273,0.045,4.703,1.030,0.000,4.231,0.000,0.472,0.000,0.000
4456,1791.695,5.275,4.666,1.029,0.000,4.193,0.000,0.472,0.000,0.000
4457,1792.117,6.450,4.628,1.028,0.000,4.156,0.000,0.473,0.000,0.000
4458,1792.538,7.272,4.591,1.027,0.000,4.118,0.000,0.473,0.000,0.000
4459,1792.960,11.334,4.554,1.027,0.000,4.080,0.000,0.474,0.000,0.000
4460,1793.382,9.139,4.517,1.026,0.000,4.043,0.000,0.475,0.000,0.000
4461,1793.804,3.178,4.480,1.025,0.000,4.005,0.000,0.475,0.000,0.000
4462,1794.226,5.510,4.443,1.024,0.000,3.968,0.000,0.476,0.000,0.000
4463,1794.648,1.343,4.407,1.023,0.000,3.931,0.000,0.476,0.000,0.000
4464,1795.070,5.291,4.370,1.022,0.000,3.893,0.000,0.477,0.000,0.000
4465,1795.492,2.302,4.333,1.022,0.000,3.856,0.000,0.477,0.000,0.000
4466,1795.914,6.284,4.297,1.021,0.000,3.819,0.000,0.478,0.000,0.000
4467,1796.336,5.155,4.260,1.020,0.000,3.782,0.000,0.478,0.000,0.000
4468,1796.758,7.583,4.224,1.019,0.000,3.745,0.000,0.479,0.000,0.000
4469,1797.180,2.894,4.188,1.018,0.000,3.709,0.000,0.479,0.000,0.000
4470,1797.602,0.861,4.152,1.017,0.000,3.672,0.000,0.480,0.000,0.000
4471,1798.024,4.678,4.116,1.016,0.000,3.636,0.000,0.480,0.000,0.000
4472,1798.446,3.428,4.081,1.016,0.000,3.600,0.000,0.481,0.000,0.000
4473,1798.868,5.724,4.045,1.015,0.000,3.564,0.000,0.481,0.000,0.000
4474,1799.290,2.837,4.010,1.014,0.000,3.529,0.000,0.481,0.000,0.000
4475,1799.712,5.685,3.975,1.013,0.000,3.494,0.000,0.482,0.000,0.000
4476,1800.134,6.651,3.941,1.012,0.000,3.459,0.000,0.482,0.000,0.000
4477,1800.556,6.650,3.907,1.011,0.000,3.424,0.000,0.483,0.000,0.000
4478,1800.978,1.250,3.872,1.010,0.000,3.389,0.000,0.483,0.000,0.000
4479,1801.400,2.301,3.839,1.010,0.000,3.355,0.000,0.484,0.000,0.000
4480,1801.822,3.158,3.805,1.009,0.000,3.321,0.000,0.484,0.000,0.000
4481,1802.244,4.471,3.772,1.008,0.000,3.288,0.000,0.484,0.000,0.000
4482,1802.666,6.467,3.739,1.007,0.000,3.254,0.000,0.485,0.000,0.000
4483,1803.088,3.058,3.706,1.006,0.000,3.221,0.000,0.485,0.000,0.000
4484,1803.510,3.099,3.674,1.005,0.000,3.189,0.000,0.485,0.000,0.000
4485,1803.932,10.730,3.642,1.004,0.000,3.156,0.000,0.486,0.000,0.000
4486,1804.354,6.544,3.611,1.004,0.000,3.125,0.000,0.486,0.000,0.000
4487,1804.776,3.380,3.579,1.003,0.000,3.093,0.000,0.487,0.000,0.000
4488,1805.198,4.558,3.549,1.002,0.000,3.062,0.000,0.487,0.000,0.000
4489,1805.620,1.628,3.518,1.001,0.000,3.031,0.000,0.487,0.000,0.000
4490,1806.042,3.641,3.488,1.000,0.000,3.001,0.000,0.488,0.000,0.000
4491,1806.464,0.991,3.458,0.999,0.000,2.971,0.000,0.488,0.000,0.000
4492,1806.886,4.735,3.429,0.998,0.000,2.941,0.000,0.488,0.000,0.000
4493,1807.309,4.437,3.400,0.998,0.000,2.912,0.000,0.488,0.000,0.000
4494,1807.731,1.683,3.372,0.997,0.000,2.883,0.000,0.489,0.000,0.000
4495,1808.153,3.672,3.343,0.996,0.000,2.854,0.000,0.489,0.000,0.000
4496,1808.575,4.700,3.316,0.995,0.000,2.826,0.000,0.489,0.000,0.000
4497,1808.997,1.424,3.288,0.994,0.000,2.799,0.000,0.490,0.000,0.000
4498,1809.419,1.385,3.261,0.993,0.000,2.772,0.000,0.490,0.000,0.000
4499,1809.841,2.439,3.235,0.992,0.000,2.745,0.000,0.490,0.000,0.000
4500,1810.263,7.021,3.208,0.991,0.000,2.718,0.000,0.490,0.000,0.000
4501,1810.685,2.615,3.183,0.990,0.000,2.692,0.000,0.490,0.000,0.000
4502,1811.107,1.470,3.157,0.989,0.000,2.667,0.000,0.490,0.000,0.000
4503,1811.530,6.505,3.132,0.988,0.000,2.642,0.000,0.491,0.000,0.000
4504,1811.952,3.045,3.108,0.987,0.000,2.617,0.000,0.491,0.000,0.000
4505,1812.374,2.883,3.084,0.986,0.000,2.593,0.000,0.491,0.000,0.000
4506,1812.796,2.418,3.060,0.985,0.000,2.569,0.000,0.491,0.000,0.000
4507,1813.218,4.633,3.037,0.984,0.000,2.546,0.000,0.491,0.000,0.000
4508,1813.640,3.625,3.014,0.983,0.000,2.523,0.000,0.491,0.000,0.000
4509,1814.062,1.629,2.992,0.982,0.000,2.500,0.000,0.492,0.000,0.000
4510,1814.485,5.887,2.970,0.981,0.000,2.478,0.000,0.492,0.000,0.000
4511,1814.907,6.037,2.949,0.980,0.000,2.457,0.000,0.492,0.000,0.000
4512,1815.329,6.023,2.928,0.979,0.000,2.436,0.000,0.492,0.000,0.000
4513,1815.751,2.817,2.907,0.978,0.000,2.415,0.000,0.492,0.000,0.000
4514,1816.173,7.893,2.887,0.977,0.000,2.395,0.000,0.492,0.000,0.000
4515,1816.595,3.697,2.867,0.976,0.000,2.375,0.000,0.492,0.000,0.000
4516,1817.018,3.778,2.848,0.975,0.000,2.355,0.000,0.492,0.000,0.000
4517,1817.440,6.755,2.829,0.974,0.000,2.336,0.000,0.492,0.000,0.000
4518,1817.862,4.894,2.810,0.973,0.000,2.318,0.000,0.492,0.000,0.000
4519,1818.284,5.953,2.792,0.972,0.000,2.300,0.000,0.493,0.000,0.000
4520,1818.706,2.861,2.775,0.971,0.000,2.282,0.000,0.493,0.000,0.000
4521,1819.129,3.167,2.758,0.970,0.000,2.265,0.000,0.493,0.000,0.000
4522,1819.551,2.717,2.741,0.969,0.000,2.248,0.000,0.493,0.000,0.000
4523,1819.973,4.881,2.724,0.968,0.000,2.232,0.000,0.493,0.000,0.000
4524,1820.395,1.975,2.708,0.967,0.000,2.216,0.000,0.493,0.000,0.000
4525,1820.818,6.075,2.693,0.966,0.000,2.200,0.000,0.493,0.000,0.000
4526,1821.240,1.720,2.678,0.965,0.000,2.185,0.000,0.493,0.000,0.000
4527,1821.662,1.855,2.663,0.964,0.000,2.170,0.000,0.493,0.000,0.000
4528,1822.084,3.820,2.649,0.963,0.000,2.155,0.000,0.493,0.000,0.000
4529,1822.507,4.054,2.634,0.962,0.000,2.141,0.000,0.493,0.000,0.000
4530,1822.929,3.747,2.621,0.961,0.000,2.128,0.000,0.493,0.000,0.000
4531,1823.351,4.768,2.608,0.960,0.000,2.114,0.000,0.493,0.000,0.000
4532,1823.773,2.756,2.595,0.959,0.000,2.101,0.000,0.493,0.000,0.000
4533,1824.196,3.561,2.582,0.958,0.000,2.089,0.000,0.493,0.000,0.000
4534,1824.618,1.939,2.570,0.957,0.000,2.077,0.000,0.493,0.000,0.000
4535,1825.040,2.778,2.558,0.956,0.000,2.065,0.000,0.493,0.000,0.000
4536,1825.462,3.771,2.546,0.955,0.000,2.053,0.000,0.493,0.000,0.000
4537,1825.885,1.898,2.535,0.954,0.000,2.042,0.000,0.493,0.000,0.000
4538,1826.307,3.720,2.524,0.953,0.000,2.031,0.000,0.493,0.000,0.000
4539,1826.729,3.755,2.514,0.952,0.000,2.021,0.000,0.493,0.000,0.000
4540,1827.152,4.861,2.504,0.951,0.000,2.010,0.000,0.493,0.000,0.000
4541,1827.574,5.542,2.494,0.950,0.000,2.000,0.000,0.493,0.000,0.000
4542,1827.996,0.614,2.484,0.949,0.000,1.991,0.000,0.493,0.000,0.000
4543,1828.418,2.909,2.475,0.948,0.000,1.982,0.000,0.493,0.000,0.000
4544,1828.841,4.932,2.466,0.947,0.000,1.973,0.000,0.493,0.000,0.000
4545,1829.263,1.600,2.457,0.946,0.000,1.964,0.000,0.493,0.000,0.000
