E_keV,eps_sim,err_pct,eps_ref,ratio
60,3.99385E-003,0.26,0.00000E+000,-
200,3.47870E-003,0.32,0.00000E+000,-
662,4.15098E-004,0.99,0.00000E+000,-
1461,1.07197E-004,1.97,0.00000E+000,-
2614,3.14288E-005,3.60,0.00000E+000,-
