key,channels,ch,e,count,sig
G1S24_Th232_Mar,1024,332,967.4683,472,11.400
G1S24_Th232_Mar,1024,378,1103.8172,124,6.197
G1S24_Th232_Mar,1024,875,2614.5110,132,47.226
G1S24_Th232_Mar_2,1024,85,238.3713,114373,547.971
G1S24_Th232_Mar_2,1024,119,337.7977,29478,197.304
G1S24_Th232_Mar_2,1024,178,511.1524,12291,45.920
G1S24_Th232_Mar_2,1024,203,584.2982,19784,319.496
G1S24_Th232_Mar_2,1024,251,739.3053,6254,48.910
G1S24_Th232_Mar_2,1024,311,912.5915,9134,123.324
G1S24_Th232_Mar_2,1024,332,967.4683,6354,42.444
G1S24_Th232_Mar_2,1024,374,1103.8172,1324,19.190
G1S24_Th232_Mar_2,1024,876,2614.5110,1667,218.784
G1S24_Th232_Petri,1024,86,238.7413,15349,209.070
G1S24_Th232_Petri,1024,120,337.7977,4392,74.228
G1S24_Th232_Petri,1024,179,510.7364,1944,23.407
G1S24_Th232_Petri,1024,204,584.2982,2808,99.369
G1S24_Th232_Petri,1024,252,733.0083,1107,13.816
G1S24_Th232_Petri,1024,313,911.1443,1351,36.843
G1S24_Th232_Petri,1024,334,967.4683,1038,14.253
G1S24_Th232_Petri,1024,379,1103.8172,429,7.966
G1S24_Th232_Petri,1024,492,1472.3221,435,38.056
G1S24_Th232_Petri,1024,592,1768.8629,141,7.481
G1S24_Th232_Petri,1024,879,2614.5110,199,69.007
G1S24_Th232_Petri_2,1024,86,238.3713,77924,528.040
G1S24_Th232_Petri_2,1024,120,337.7977,18930,184.349
G1S24_Th232_Petri_2,1024,163,462.2400,7066,16.352
G1S24_Th232_Petri_2,1024,180,511.1524,7844,50.567
G1S24_Th232_Petri_2,1024,204,584.2982,13192,257.059
G1S24_Th232_Petri_2,1024,252,739.3053,4323,48.132
G1S24_Th232_Petri_2,1024,313,912.5915,6289,94.775
G1S24_Th232_Petri_2,1024,335,967.4683,4296,41.402
G1S24_Th232_Petri_2,1024,492,1472.3221,868,30.464
G1S24_Th232_Petri_2,1024,880,2614.5110,1097,167.520
G1S24_Y88_P25,1024,83,237.2690,2790,15.167
G1S24_Y88_P25,1024,179,510.9612,1283,21.950
G1S24_Y88_P25,1024,308,898.1902,4071,248.197
G1S24_Y88_P25,1024,493,1460.8200,427,9.256
G1S24_Y88_P25,1024,531,1588.2000,330,17.291
G1S24_Y88_P25,1024,619,1835.5159,1329,192.742
G1S24_Y88_P5,1024,79,198.1145,24854,157.062
G1S24_Y88_P5,1024,180,510.9612,8452,57.884
G1S24_Y88_P5,1024,310,898.1902,33491,723.948
G1S24_Y88_P5,1024,533,1588.2000,2785,76.291
G1S24_Y88_P5,1024,623,1835.5159,10438,555.854
G1S24_Zn65_P5,1024,82,239.2519,317,24.385
G1S24_Zn65_P5,1024,180,510.9612,162,19.496
G1S24_Zn65_P5,1024,381,1115.6088,346,81.578
GS4000_Lu176,4000,106,88.3400,3301,97.129
GS4000_Lu176,4000,231,201.8121,9933,401.530
GS4000_Lu176,4000,343,306.6556,4964,392.437
GS4000_Lu176,4000,576,510.9612,337,65.027
GS4000_Ra226,4000,55,47.8872,9511,139.007
GS4000_Ra226,4000,207,186.2110,5245,115.351
GS4000_Ra226,4000,265,242.1346,3543,112.404
GS4000_Ra226,4000,321,295.2677,4135,201.532
GS4000_Ra226,4000,380,351.7207,4650,298.722
GS4000_Ra226,4000,645,608.2504,1676,198.779
GS4000_Ra226,4000,802,772.4388,395,45.511
GS4000_Ra226,4000,1161,1123.7434,305,91.949
GS4000_Ra226,4000,1287,1246.5688,158,11.952
GS4000_Ra226,4000,1437,1390.6382,143,9.944
GS4000_Ra226,4000,1807,1758.9760,89,41.786
GS4000_Th232,4000,261,238.8582,4340,230.018
GS4000_Th232,4000,363,337.7977,898,121.428
GS4000_Th232,4000,488,462.2400,290,7.534
GS4000_Th232,4000,544,510.7364,299,15.591
GS4000_Th232,4000,618,584.2982,428,88.911
GS4000_Th232,4000,759,733.0083,140,8.164
GS4000_Th232,4000,947,911.1443,163,25.964
GS4000_Th232,4000,1015,967.4683,118,13.366
GS4000_U,4000,38,26.3690,4277,79.146
GS4000_U,4000,71,62.7997,14044,209.442
GS4000_U,4000,197,185.7981,3106,109.835
GS4000_U,4000,601,583.1739,199,7.398
GS4000_U,4000,990,985.5112,92,15.211
GS4000_U,4000,1106,1118.8490,54,5.260
GS4000_U,4000,1433,1460.7337,38,25.273
HPGE_Uranium,16384,382,63.2900,98726,678.638
HPGE_Uranium,16384,508,84.2104,9408,71.093
HPGE_Uranium,16384,558,92.5885,143133,992.411
HPGE_Uranium,16384,868,143.8743,9208,186.629
HPGE_Uranium,16384,986,163.3485,4446,107.650
HPGE_Uranium,16384,1121,185.7150,37197,450.219
HPGE_Uranium,16384,1239,205.3402,3485,107.844
HPGE_Uranium,16384,2125,351.1740,327,6.887
HPGE_Uranium,16384,3085,510.9612,274,9.667
HPGE_Uranium,16384,4631,766.4795,1833,117.582
HPGE_Uranium,16384,5026,832.0100,130,5.736
HPGE_Uranium,16384,6050,1001.0300,3373,180.403
HPGE_Uranium,16384,7479,1238.1220,64,7.288
HPGE_Uranium,16384,8830,1460.8200,792,96.228
HPGE_Uranium,16384,10671,1764.5017,22,19.061
HPGeGEM_K40,8192,666,238.6320,64,5.395
HPGeGEM_K40,8192,4053,1460.8200,955,74.358
HPGeGEM_Ra226,8192,521,186.2110,2276,53.194
HPGeGEM_Ra226,8192,676,241.9950,3125,80.629
HPGeGEM_Ra226,8192,823,295.2247,6045,127.337
HPGeGEM_Ra226,8192,980,351.9320,8851,167.843
HPGeGEM_Ra226,8192,1694,609.3210,5839,144.465
HPGeGEM_Ra226,8192,2135,768.3600,476,41.379
HPGeGEM_Ra226,8192,2594,934.0560,256,28.580
HPGeGEM_Ra226,8192,3110,1120.2940,903,61.703
HPGeGEM_Ra226,8192,3437,1238.1220,308,35.749
HPGeGEM_Ra226,8192,3824,1377.6690,198,27.035
HPGeGEM_Ra226,8192,4896,1764.4910,555,54.544
HPGeGEM_Ra226,8192,6115,2204.1000,124,26.209
HPGeGEM_Th232,8192,584,209.2530,2358,54.444
HPGeGEM_Th232,8192,665,238.6320,19198,221.237
HPGeGEM_Th232,8192,672,240.9860,2096,48.457
HPGeGEM_Th232,8192,753,270.2450,1455,48.311
HPGeGEM_Th232,8192,836,300.0870,1332,48.526
HPGeGEM_Th232,8192,941,338.3200,3242,94.141
HPGeGEM_Th232,8192,1287,463.0040,931,45.807
HPGeGEM_Th232,8192,1419,510.8154,1504,60.263
HPGeGEM_Th232,8192,1620,583.1870,4406,125.354
HPGeGEM_Th232,8192,2019,727.2903,913,52.006
HPGeGEM_Th232,8192,2206,794.9470,466,37.116
HPGeGEM_Th232,8192,2388,860.5570,440,41.056
HPGeGEM_Th232,8192,2528,911.2040,2390,100.232
HPGeGEM_Th232,8192,2677,964.7660,443,39.374
HPGeGEM_Th232,8192,2688,968.9710,1284,74.883
HPGeGEM_Th232,8192,4404,1588.2000,144,30.097
HPGeGEM_Th232,8192,7245,2614.5110,646,73.516
HPGeGMX_Background,8192,1193,238.6320,67,9.384
HPGeGMX_Background,8192,1475,295.2247,23,7.309
HPGeGMX_Background,8192,1692,338.3200,18,5.488
HPGeGMX_Background,8192,1759,351.9320,56,10.565
HPGeGMX_Background,8192,2553,510.8094,17,5.706
HPGeGMX_Background,8192,2915,583.1870,38,8.950
HPGeGMX_Background,8192,3045,609.3210,38,23.650
HPGeGMX_Background,8192,4556,911.2040,17,7.795
HPGeGMX_Background,8192,4845,968.9710,4,8.058
HPGeGMX_Background,8192,5601,1120.2940,15,7.496
HPGeGMX_Background,8192,7304,1460.7237,62,21.721
HPGeGMX_Eu152,8192,2372,778.9045,1454,74.764
HPGeGMX_Eu152,8192,2641,867.3800,443,32.419
HPGeGMX_Eu152,8192,2935,964.0690,1219,78.703
HPGeGMX_Eu152,8192,3305,1085.8370,742,59.159
HPGeGMX_Eu152,8192,3385,1112.0760,961,68.184
HPGeGMX_Eu152,8192,4285,1408.0130,1069,75.812
HPGeGMX_Eu152,8192,4446,1460.8200,67,15.520
HPGeGMX_Th228,8192,1556,510.8154,349,32.598
HPGeGMX_Th228,8192,1777,583.1870,1162,61.377
HPGeGMX_Th228,8192,2215,727.3300,190,32.162
HPGeGMX_Th228,8192,2620,860.5570,102,24.203
HPGeGMX_Th228,8192,4446,1460.8200,61,20.366
HPGeGMX_Th228,8192,7955,2614.5110,201,40.565
HPGeGMX_Th232,8192,637,209.2530,138,7.798
HPGeGMX_Th232,8192,1411,463.0040,61,11.011
HPGeGMX_Th232,8192,1556,510.8154,110,18.573
HPGeGMX_Th232,8192,1777,583.1870,283,32.300
HPGeGMX_Th232,8192,2215,727.2903,63,14.106
HPGeGMX_Th232,8192,2421,794.9470,24,6.645
HPGeGMX_Th232,8192,2621,860.5570,33,11.345
HPGeGMX_Th232,8192,2774,911.2040,168,30.734
HPGeGMX_Th232,8192,2937,964.7660,33,17.764
HPGeGMX_Th232,8192,2950,968.9710,102,20.953
HPGeGMX_Th232,8192,4446,1460.4555,60,19.504
HPGeGMX_Th232,8192,4832,1588.2000,8,5.651
HPGeGMX_Th232,8192,7956,2614.5110,50,21.009
LaBrBril_Eu152,1024,44,121.7817,25554,194.947
LaBrBril_Eu152,1024,88,243.2443,5471,96.132
LaBrBril_Eu152,1024,106,295.9614,1697,6.755
LaBrBril_Eu152,1024,123,344.6348,9268,176.928
LaBrBril_Eu152,1024,217,609.3210,742,5.083
LaBrBril_Eu152,1024,277,778.9666,1606,64.002
LaBrBril_Eu152,1024,308,867.0359,882,31.966
LaBrBril_Eu152,1024,342,964.3180,1248,64.603
LaBrBril_Eu152,1024,384,1086.4080,841,16.038
LaBrBril_Eu152,1024,394,1110.0565,1046,34.432
LaBrBril_Eu152,1024,497,1408.0130,765,49.108
LaBrBril_Eu152,1024,520,1460.8200,773,73.710
LaBrBril_Eu152,1024,621,1764.4910,27,7.842
LaBrBril_Th228,1024,85,238.8582,11196,168.320
LaBrBril_Th228,1024,107,298.2242,1573,23.643
LaBrBril_Th228,1024,125,348.6671,1059,11.374
LaBrBril_Th228,1024,182,510.8154,982,36.774
LaBrBril_Th228,1024,207,583.1870,2159,90.735
LaBrBril_Th228,1024,258,727.3300,474,29.470
LaBrBril_Th228,1024,305,860.5570,514,16.953
LaBrBril_Th228,1024,519,1460.8200,742,64.229
LaBrBril_Th228,1024,562,1588.2000,81,12.995
LaBrBril_Th228,1024,623,1764.4910,52,7.076
LaBrBril_Th228,1024,912,2614.5110,232,53.172
OBS_UGlass,1024,33,50.3341,19552,17.440
OBS_UGlass,1024,86,186.0160,5464,18.134
OBS_UGlass,1024,755,1765.2344,41,19.684
RC101_I131,1024,150,364.0457,29795,704.149
RC101_I131,1024,253,623.7494,698,85.370
RC103_Charoite,1024,79,187.3798,577,16.505
RC103_Charoite,1024,122,295.0377,370,14.954
RC103_Charoite,1024,146,351.7212,392,30.826
RC103_Charoite,1024,244,608.2504,122,25.824
RC103_Charoite,1024,534,1390.5999,14,8.176
RC103_Cs137_0cm,1024,81,198.1145,700,34.064
RC103_Cs137_0cm,1024,267,660.2961,923,135.056
RC103_K40,1024,552,1459.6246,613,106.175
RC103_K40Village,1024,233,598.8146,897,5.127
RC103_K40Village,1024,554,1460.8200,496,117.735
RC103_Lu176,1024,39,88.3400,385,8.669
RC103_Lu176,1024,85,201.8121,1509,99.644
RC103_Lu176,1024,127,306.8430,730,98.493
RC103_Lu176,1024,213,510.9612,8,6.699
RC103_Th232Village,1024,97,238.3713,8387,177.837
RC103_Th232Village,1024,137,337.7977,1850,41.612
RC103_Th232Village,1024,232,584.2982,798,50.903
RC103_Th232Village,1024,941,2614.5110,17,13.463
RC103_Th232WT20,1024,25,60.3116,241951,839.219
RC103_Th232WT20,1024,97,236.2325,90692,394.553
RC103_Th232WT20,1024,136,337.7977,36528,177.707
RC103_Th232WT20,1024,231,584.2982,17502,170.740
RC103_Th232WT20,1024,286,739.3053,6960,11.172
RC103_Th232WT20,1024,940,2614.5110,414,85.590
