call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,52,32,1560,0,29,0,1.0354196853321819E-08,103.54196853321818,-571139.976912724,-3.1445708368895503E-10,-0.030370012096889134,1.1104575037279574E-09,0
2,52,32,1560,0,29,0,1.0354196853321819E-08,103.54196853321818,-571139.976912724,-3.1445708368895503E-10,-0.030370012096889134,1.1104575037279574E-09,0
3,52,32,1560,0,29,0,1.034373878071608E-08,103.43738780716079,-521316.15046386648,-1.39231128541918E-10,-0.013460425818320913,1.8246382182951493E-09,0
4,52,32,1560,0,29,0,1.0343575229034041E-08,103.4357522903404,-522171.72315774416,-1.3085565609052502E-10,-0.012650911623209152,5.3307758207665756E-10,0
5,53,33,1590,0,30,0,1.0354196853321819E-08,103.54196853321818,-572220.360856056,-6.7453308306557365E-20,-6.5145862361035845E-12,1.422036746134836E-07,0
6,53,32,1590,0,29,0,1.0343740449492276E-08,103.43740449492275,-526218.775286355,-4.5167959870901304E-20,-4.3666950163195928E-12,1.4759180544388073E-09,0
7,53,32,1590,0,29,0,1.0343572715727499E-08,103.43572715727498,-525708.31338533375,-4.3843940879165936E-20,-4.23876179770079E-12,2.7667823587762541E-09,0
8,52,33,1560,0,29,0,1.0354196853321819E-08,103.54196853321818,-572131.06056251156,5.7343569994898892E-11,0.0055381958453399509,1.3028753187427355E-08,0
9,52,32,1560,0,28,0,1.0346111658569479E-08,103.46111658569478,-528233.87209293107,2.5721916150647255E-09,0.24861432970658404,1.6976287042780314E-09,0
10,52,32,1560,0,28,0,1.0345975657403449E-08,103.45975657403449,-528915.00682759262,2.68182243404373E-09,0.25921406765776139,1.1712586456269491E-09,0
11,34,31,1020,0,26,0,1.0354196853321819E-08,103.54196853321818,-572099.1280497968,-5.5833705451916546E-10,-0.053923743427771564,7.7874915405118372E-09,0
12,34,30,1020,0,27,0,1.03461115152269E-08,103.461115152269,-529545.9577555107,-2.861286121040459E-10,-0.027655666738458772,1.692399109742837E-09,0
13,34,30,1020,0,27,0,1.0345970553127461E-08,103.45970553127461,-528923.752246656,-2.8897076766035562E-10,-0.027930754894039716,3.8079548403402441E-09,0
14,32,30,960,0,28,0,1.0354196853321819E-08,103.54196853321818,-571626.22588855261,6.5732407147935141E-12,0.00063483829870249143,8.8176577150989033E-09,0
15,32,28,960,0,26,0,1.0346261912661377E-08,103.46261912661376,-528674.64680649689,4.4637615539721068E-13,4.3143713078725743E-05,1.7343495528621133E-09,0
16,32,28,960,0,26,0,1.0346105328367277E-08,103.46105328367275,-527790.91433697729,-1.3198863184547135E-12,-0.00012757325356390947,1.618104761291761E-09,0
17,32,30,960,0,25,0,1.0354196853321819E-08,103.54196853321818,-572062.01803510834,-4.4482178116926683E-06,-429.60529674163934,1.356903567284462E-08,0
18,32,29,960,0,26,0,1.0346081372252718E-08,103.46081372252718,-529278.43572110834,-2.1627746247086669E-06,-209.0428778676571,7.0627947934553958E-10,0
19,32,29,960,0,26,0,1.0345937462995748E-08,103.45937462995748,-528615.73025597236,-2.1492440122241187E-06,-207.7379667054152,9.7185917979913938E-08,0
20,30,29,900,0,27,0,1.0354196853321819E-08,103.54196853321818,-571582.57465717779,-1.2705983847914983E-07,-12.271336954385475,2.4568905132582586E-08,0
21,30,27,900,0,25,0,1.0346232928302286E-08,103.46232928302285,-528346.79064391286,-1.9713638420629492E-08,-1.9053928668764568,3.2525804272154346E-10,0
22,30,27,900,0,25,0,1.034607329251333E-08,103.4607329251333,-527446.51921850652,-3.2683735521206155E-09,-0.31590473600121216,3.9534597817691974E-10,0
