node,energy_kev,peak_a,sum_a,frac_a,peak_b,sum_b,frac_b,d_peak_pct,d_sum_pct,bins_differ,bins_total
0,35.000,9.719418734E-002,1.370675203E-001,0.709097,9.716479480E-002,1.370481278E-001,0.708983,-0.0302,-0.0141,17,18
1,2614.500,4.287636653E-002,1.999270334E-001,0.214460,4.281998798E-002,1.992763209E-001,0.214877,-0.1315,-0.3255,1308,1308
