node,energy_kev,peak_a,sum_a,frac_a,peak_b,sum_b,frac_b,d_peak_pct,d_sum_pct,bins_differ,bins_total
0,35.000,1.050549075E-001,1.449285743E-001,0.724874,1.050444767E-001,1.449274768E-001,0.724807,-0.0099,-0.0008,18,18
1,2614.500,4.287701473E-002,1.999276816E-001,0.214463,4.282104969E-002,1.992773829E-001,0.214882,-0.1305,-0.3253,1308,1308
