node,energy_kev,peak_a,sum_a,frac_a,peak_b,sum_b,frac_b,d_peak_pct,d_sum_pct,bins_differ,bins_total
0,35.000,5.823560059E-004,7.720226759E-004,0.754325,5.818246864E-004,7.814913451E-004,0.744506,-0.0912,1.2265,18,18
1,2614.500,1.906358193E-005,9.950635819E-004,0.019158,1.972298924E-005,1.025389655E-003,0.019235,3.4590,3.0477,1220,1308
