node,energy_kev,peak_a,sum_a,frac_a,peak_b,sum_b,frac_b,d_peak_pct,d_sum_pct,bins_differ,bins_total
0,35.000,9.719418734E-002,1.370675203E-001,0.709097,1.050549075E-001,1.449285743E-001,0.724874,8.0876,5.7352,18,18
1,2614.500,4.287636653E-002,1.999270334E-001,0.214460,4.287701473E-002,1.999276816E-001,0.214463,0.0015,0.0003,1308,1308
