node,energy_kev,peak_a,sum_a,frac_a,peak_b,sum_b,frac_b,d_peak_pct,d_sum_pct,bins_differ,bins_total
0,35.000,5.542522995E-004,7.539189612E-004,0.735162,5.818246864E-004,7.814913451E-004,0.744506,4.9747,3.6572,18,18
1,2614.500,1.972298924E-005,1.025389655E-003,0.019235,1.972298924E-005,1.025389655E-003,0.019235,0.0000,0.0000,0,1308
