spectrum,detector,chain,chain_present,k_fwhm,i_min_pct,set_lines,peaks_total,peaks_finder,peaks_library,anchors,finder_lost,strong_lines_found,strong_lines_total,strong_lines_found_finder_only,phantom_lines,decoy_lines,ms
AS80_Th232_v2,AS80x80,Th-232,pos,0.85,2.00,17,25,18,7,1,0,17,20,10,7,8,366
AS80_Th232_v2,AS80x80,Th-232,pos,1.00,0.00,22,27,17,10,1,1,16,20,10,19,26,283
AS80_Th232_v2,AS80x80,Th-232,pos,1.00,0.05,22,27,17,10,1,1,16,20,10,19,26,310
AS80_Th232_v2,AS80x80,Th-232,pos,1.00,0.10,21,27,18,9,1,0,16,20,10,18,25,267
AS80_Th232_v2,AS80x80,Th-232,pos,1.00,0.20,21,27,18,9,1,0,16,20,10,18,25,364
AS80_Th232_v2,AS80x80,Th-232,pos,1.00,0.50,20,26,18,8,1,0,16,20,10,14,19,295
AS80_Th232_v2,AS80x80,Th-232,pos,1.00,1.00,16,24,18,6,1,0,16,20,10,9,12,258
AS80_Th232_v2,AS80x80,Th-232,pos,1.00,2.00,14,22,18,4,1,0,14,20,10,7,8,268
AS80_Th232_v2,AS80x80,Th-232,pos,1.30,0.00,19,25,17,8,1,1,15,20,10,15,21,629
AS80_Th232_v2,AS80x80,Th-232,pos,1.30,0.05,19,25,17,8,1,1,15,20,10,14,20,674
AS80_Th232_v2,AS80x80,Th-232,pos,1.30,0.10,18,25,18,7,1,0,15,20,10,14,20,618
AS80_Th232_v2,AS80x80,Th-232,pos,1.30,0.20,18,25,18,7,1,0,15,20,10,14,20,688
AS80_Th232_v2,AS80x80,Th-232,pos,1.30,0.50,15,22,18,4,1,0,13,20,10,12,17,500
AS80_Th232_v2,AS80x80,Th-232,pos,1.30,1.00,12,21,18,3,1,0,13,20,10,8,11,372
AS80_Th232_v2,AS80x80,Th-232,pos,1.30,2.00,9,18,18,0,1,0,10,20,10,7,8,370
AS80_Th232_v2,AS80x80,Th-232,pos,1.60,0.00,16,22,17,5,1,1,12,20,10,14,18,530
AS80_Th232_v2,AS80x80,Th-232,pos,1.60,0.05,16,22,17,5,1,1,12,20,10,13,17,587
AS80_Th232_v2,AS80x80,Th-232,pos,1.60,0.10,15,22,18,4,1,0,12,20,10,13,17,531
AS80_Th232_v2,AS80x80,Th-232,pos,1.60,0.20,15,22,18,4,1,0,12,20,10,13,17,541
AS80_Th232_v2,AS80x80,Th-232,pos,1.60,0.50,14,21,18,3,1,0,12,20,10,10,14,398
AS80_Th232_v2,AS80x80,Th-232,pos,1.60,1.00,11,20,18,2,1,0,12,20,10,8,11,315
AS80_Th232_v2,AS80x80,Th-232,pos,1.60,2.00,9,18,18,0,1,0,10,20,10,7,8,210
AS80_Th232_v2,AS80x80,Th-232,pos,2.00,0.00,13,20,17,3,1,1,11,20,10,10,14,260
AS80_Th232_v2,AS80x80,Th-232,pos,2.00,0.05,13,20,17,3,1,1,11,20,10,10,14,265
AS80_Th232_v2,AS80x80,Th-232,pos,2.00,0.10,12,20,18,2,1,0,11,20,10,10,14,291
AS80_Th232_v2,AS80x80,Th-232,pos,2.00,0.20,12,20,18,2,1,0,11,20,10,9,13,242
AS80_Th232_v2,AS80x80,Th-232,pos,2.00,0.50,12,20,18,2,1,0,11,20,10,8,12,237
AS80_Th232_v2,AS80x80,Th-232,pos,2.00,1.00,10,19,18,1,1,0,11,20,10,4,8,223
AS80_Th232_v2,AS80x80,Th-232,pos,2.00,2.00,9,18,18,0,1,0,10,20,10,4,5,216
AS80_Th232_v2,AS80x80,Ra-226,bg,0.00,0.00,61,33,15,18,0,3,,,,17,46,2505
AS80_Th232_v2,AS80x80,Ra-226,bg,0.00,0.05,35,34,14,20,0,4,,,,17,26,2116
AS80_Th232_v2,AS80x80,Ra-226,bg,0.00,0.10,34,34,14,20,0,4,,,,17,25,2085
AS80_Th232_v2,AS80x80,Ra-226,bg,0.00,0.20,34,34,14,20,0,4,,,,17,25,1998
AS80_Th232_v2,AS80x80,Ra-226,bg,0.00,0.50,31,33,15,18,1,3,,,,15,22,1642
AS80_Th232_v2,AS80x80,Ra-226,bg,0.00,1.00,27,32,15,17,1,3,,,,15,19,1747
AS80_Th232_v2,AS80x80,Ra-226,bg,0.00,2.00,17,26,14,12,1,4,,,,10,14,929
AS80_Th232_v2,AS80x80,Ra-226,bg,0.30,0.00,46,34,13,21,0,5,,,,16,45,2417
AS80_Th232_v2,AS80x80,Ra-226,bg,0.30,0.05,33,32,14,18,0,4,,,,17,26,1914
AS80_Th232_v2,AS80x80,Ra-226,bg,0.30,0.10,32,32,14,18,0,4,,,,17,25,1688
AS80_Th232_v2,AS80x80,Ra-226,bg,0.30,0.20,32,32,14,18,0,4,,,,17,25,1674
AS80_Th232_v2,AS80x80,Ra-226,bg,0.30,0.50,29,31,15,16,1,3,,,,15,22,1329
AS80_Th232_v2,AS80x80,Ra-226,bg,0.30,1.00,26,31,15,16,1,3,,,,15,19,1368
AS80_Th232_v2,AS80x80,Ra-226,bg,0.30,2.00,17,26,14,12,1,4,,,,10,14,877
AS80_Th232_v2,AS80x80,Ra-226,bg,0.50,0.00,36,31,14,17,0,4,,,,16,45,1799
AS80_Th232_v2,AS80x80,Ra-226,bg,0.50,0.05,29,29,15,14,0,3,,,,17,26,1363
AS80_Th232_v2,AS80x80,Ra-226,bg,0.50,0.10,28,29,15,14,0,3,,,,17,25,1294
AS80_Th232_v2,AS80x80,Ra-226,bg,0.50,0.20,28,29,15,14,0,3,,,,17,25,1176
AS80_Th232_v2,AS80x80,Ra-226,bg,0.50,0.50,25,28,16,12,1,2,,,,15,22,926
AS80_Th232_v2,AS80x80,Ra-226,bg,0.50,1.00,22,28,16,12,1,2,,,,15,19,1789
AS80_Th232_v2,AS80x80,Ra-226,bg,0.50,2.00,15,24,16,8,1,2,,,,10,14,710
AS80_Th232_v2,AS80x80,Ra-226,bg,0.70,0.00,31,31,14,17,1,4,,,,20,35,1716
AS80_Th232_v2,AS80x80,Ra-226,bg,0.70,0.05,23,29,15,14,1,3,,,,16,25,523
AS80_Th232_v2,AS80x80,Ra-226,bg,0.70,0.10,23,29,15,14,1,3,,,,16,24,537
AS80_Th232_v2,AS80x80,Ra-226,bg,0.70,0.20,23,29,15,14,1,3,,,,16,24,572
AS80_Th232_v2,AS80x80,Ra-226,bg,0.70,0.50,21,28,15,13,1,3,,,,14,21,432
AS80_Th232_v2,AS80x80,Ra-226,bg,0.70,1.00,19,27,15,12,1,3,,,,14,18,851
AS80_Th232_v2,AS80x80,Ra-226,bg,0.70,2.00,15,24,16,8,1,2,,,,10,14,739
AS80_Th232_v2,AS80x80,Ra-226,bg,0.85,0.00,26,29,14,15,1,4,,,,22,30,608
AS80_Th232_v2,AS80x80,Ra-226,bg,0.85,0.05,22,28,15,13,1,3,,,,17,23,474
AS80_Th232_v2,AS80x80,Ra-226,bg,0.85,0.10,22,28,15,13,1,3,,,,17,22,474
AS80_Th232_v2,AS80x80,Ra-226,bg,0.85,0.20,22,28,15,13,1,3,,,,17,22,445
AS80_Th232_v2,AS80x80,Ra-226,bg,0.85,0.50,21,28,15,13,1,3,,,,15,19,498
AS80_Th232_v2,AS80x80,Ra-226,bg,0.85,1.00,19,27,15,12,1,3,,,,13,17,862
AS80_Th232_v2,AS80x80,Ra-226,bg,0.85,2.00,15,24,16,8,1,2,,,,9,13,791
AS80_Th232_v2,AS80x80,Ra-226,bg,1.00,0.00,21,28,14,14,1,4,,,,19,27,897
AS80_Th232_v2,AS80x80,Ra-226,bg,1.00,0.05,19,27,15,12,1,3,,,,15,21,933
AS80_Th232_v2,AS80x80,Ra-226,bg,1.00,0.10,19,27,15,12,1,3,,,,15,20,858
AS80_Th232_v2,AS80x80,Ra-226,bg,1.00,0.20,19,27,15,12,1,3,,,,15,20,910
AS80_Th232_v2,AS80x80,Ra-226,bg,1.00,0.50,18,27,15,12,1,3,,,,14,18,958
AS80_Th232_v2,AS80x80,Ra-226,bg,1.00,1.00,17,26,15,11,1,3,,,,12,16,863
AS80_Th232_v2,AS80x80,Ra-226,bg,1.00,2.00,14,23,16,7,1,2,,,,9,13,729
AS80_Th232_v2,AS80x80,Ra-226,bg,1.30,0.00,19,25,13,12,1,5,,,,15,22,830
AS80_Th232_v2,AS80x80,Ra-226,bg,1.30,0.05,16,24,16,8,1,2,,,,12,17,771
AS80_Th232_v2,AS80x80,Ra-226,bg,1.30,0.10,16,24,16,8,1,2,,,,12,17,804
AS80_Th232_v2,AS80x80,Ra-226,bg,1.30,0.20,16,24,16,8,1,2,,,,12,17,805
AS80_Th232_v2,AS80x80,Ra-226,bg,1.30,0.50,15,24,16,8,1,2,,,,11,16,872
AS80_Th232_v2,AS80x80,Ra-226,bg,1.30,1.00,15,24,16,8,1,2,,,,10,14,774
AS80_Th232_v2,AS80x80,Ra-226,bg,1.30,2.00,14,23,16,7,1,2,,,,7,11,762
AS80_Th232_v2,AS80x80,Ra-226,bg,1.60,0.00,18,25,15,10,1,3,,,,11,19,820
AS80_Th232_v2,AS80x80,Ra-226,bg,1.60,0.05,16,24,16,8,1,2,,,,11,15,803
AS80_Th232_v2,AS80x80,Ra-226,bg,1.60,0.10,16,24,16,8,1,2,,,,11,15,878
AS80_Th232_v2,AS80x80,Ra-226,bg,1.60,0.20,16,24,16,8,1,2,,,,11,15,805
AS80_Th232_v2,AS80x80,Ra-226,bg,1.60,0.50,15,24,16,8,1,2,,,,10,14,794
AS80_Th232_v2,AS80x80,Ra-226,bg,1.60,1.00,15,24,16,8,1,2,,,,8,12,809
AS80_Th232_v2,AS80x80,Ra-226,bg,1.60,2.00,14,23,16,7,1,2,,,,6,10,778
AS80_Th232_v2,AS80x80,Ra-226,bg,2.00,0.00,16,24,15,9,1,3,,,,8,15,381
AS80_Th232_v2,AS80x80,Ra-226,bg,2.00,0.05,14,23,16,7,1,2,,,,8,12,325
AS80_Th232_v2,AS80x80,Ra-226,bg,2.00,0.10,14,23,16,7,1,2,,,,8,12,325
AS80_Th232_v2,AS80x80,Ra-226,bg,2.00,0.20,14,23,16,7,1,2,,,,8,12,405
AS80_Th232_v2,AS80x80,Ra-226,bg,2.00,0.50,13,23,16,7,1,2,,,,7,11,345
AS80_Th232_v2,AS80x80,Ra-226,bg,2.00,1.00,12,23,17,6,1,1,,,,7,11,315
AS80_Th232_v2,AS80x80,Ra-226,bg,2.00,2.00,11,22,17,5,1,1,,,,5,9,338
AS80_Th232_v2,AS80x80,U-238,bg,0.00,0.00,91,18,18,0,0,0,,,,0,57,3
AS80_Th232_v2,AS80x80,U-238,bg,0.00,0.05,48,18,18,0,0,0,,,,0,30,3
AS80_Th232_v2,AS80x80,U-238,bg,0.00,0.10,43,18,18,0,0,0,,,,0,27,3
AS80_Th232_v2,AS80x80,U-238,bg,0.00,0.20,41,18,18,0,0,0,,,,0,26,3
AS80_Th232_v2,AS80x80,U-238,bg,0.00,0.50,35,18,18,0,0,0,,,,0,21,3
AS80_Th232_v2,AS80x80,U-238,bg,0.00,1.00,31,18,18,0,0,0,,,,0,20,4
AS80_Th232_v2,AS80x80,U-238,bg,0.00,2.00,21,18,18,0,0,0,,,,0,14,4
AS80_Th232_v2,AS80x80,U-238,bg,0.30,0.00,54,18,18,0,0,0,,,,0,56,4
AS80_Th232_v2,AS80x80,U-238,bg,0.30,0.05,39,18,18,0,0,0,,,,0,29,4
AS80_Th232_v2,AS80x80,U-238,bg,0.30,0.10,37,18,18,0,0,0,,,,0,26,4
AS80_Th232_v2,AS80x80,U-238,bg,0.30,0.20,36,18,18,0,0,0,,,,0,25,4
AS80_Th232_v2,AS80x80,U-238,bg,0.30,0.50,32,18,18,0,0,0,,,,0,21,4
AS80_Th232_v2,AS80x80,U-238,bg,0.30,1.00,29,18,18,0,0,0,,,,0,20,4
AS80_Th232_v2,AS80x80,U-238,bg,0.30,2.00,20,18,18,0,0,0,,,,0,14,4
AS80_Th232_v2,AS80x80,U-238,bg,0.50,0.00,44,18,18,0,0,0,,,,0,56,3
AS80_Th232_v2,AS80x80,U-238,bg,0.50,0.05,34,18,18,0,0,0,,,,0,29,3
AS80_Th232_v2,AS80x80,U-238,bg,0.50,0.10,32,18,18,0,0,0,,,,0,26,4
AS80_Th232_v2,AS80x80,U-238,bg,0.50,0.20,32,18,18,0,0,0,,,,0,25,4
AS80_Th232_v2,AS80x80,U-238,bg,0.50,0.50,28,18,18,0,0,0,,,,0,21,4
AS80_Th232_v2,AS80x80,U-238,bg,0.50,1.00,25,18,18,0,0,0,,,,0,20,5
AS80_Th232_v2,AS80x80,U-238,bg,0.50,2.00,18,18,18,0,0,0,,,,0,14,4
AS80_Th232_v2,AS80x80,U-238,bg,0.70,0.00,35,18,18,0,0,0,,,,0,40,4
AS80_Th232_v2,AS80x80,U-238,bg,0.70,0.05,27,18,18,0,0,0,,,,0,25,4
AS80_Th232_v2,AS80x80,U-238,bg,0.70,0.10,27,18,18,0,0,0,,,,0,23,4
AS80_Th232_v2,AS80x80,U-238,bg,0.70,0.20,27,18,18,0,0,0,,,,0,22,4
AS80_Th232_v2,AS80x80,U-238,bg,0.70,0.50,24,18,18,0,0,0,,,,0,20,4
AS80_Th232_v2,AS80x80,U-238,bg,0.70,1.00,22,18,18,0,0,0,,,,0,19,4
AS80_Th232_v2,AS80x80,U-238,bg,0.70,2.00,18,18,18,0,0,0,,,,0,13,4
AS80_Th232_v2,AS80x80,U-238,bg,0.85,0.00,30,18,18,0,0,0,,,,0,33,5
AS80_Th232_v2,AS80x80,U-238,bg,0.85,0.05,26,18,18,0,0,0,,,,0,23,4
AS80_Th232_v2,AS80x80,U-238,bg,0.85,0.10,26,18,18,0,0,0,,,,0,21,3
AS80_Th232_v2,AS80x80,U-238,bg,0.85,0.20,26,18,18,0,0,0,,,,0,20,3
AS80_Th232_v2,AS80x80,U-238,bg,0.85,0.50,24,18,18,0,0,0,,,,0,18,3
AS80_Th232_v2,AS80x80,U-238,bg,0.85,1.00,22,18,18,0,0,0,,,,0,17,3
AS80_Th232_v2,AS80x80,U-238,bg,0.85,2.00,18,18,18,0,0,0,,,,0,12,3
AS80_Th232_v2,AS80x80,U-238,bg,1.00,0.00,26,18,18,0,0,0,,,,0,28,3
AS80_Th232_v2,AS80x80,U-238,bg,1.00,0.05,22,18,18,0,0,0,,,,0,21,3
AS80_Th232_v2,AS80x80,U-238,bg,1.00,0.10,22,18,18,0,0,0,,,,0,20,3
AS80_Th232_v2,AS80x80,U-238,bg,1.00,0.20,22,18,18,0,0,0,,,,0,20,3
AS80_Th232_v2,AS80x80,U-238,bg,1.00,0.50,21,18,18,0,0,0,,,,0,18,3
AS80_Th232_v2,AS80x80,U-238,bg,1.00,1.00,20,18,18,0,0,0,,,,0,17,5
AS80_Th232_v2,AS80x80,U-238,bg,1.00,2.00,17,18,18,0,0,0,,,,0,12,4
AS80_Th232_v2,AS80x80,U-238,bg,1.30,0.00,23,18,18,0,0,0,,,,0,25,4
AS80_Th232_v2,AS80x80,U-238,bg,1.30,0.05,18,18,18,0,0,0,,,,0,20,4
AS80_Th232_v2,AS80x80,U-238,bg,1.30,0.10,18,18,18,0,0,0,,,,0,20,4
AS80_Th232_v2,AS80x80,U-238,bg,1.30,0.20,18,18,18,0,0,0,,,,0,20,4
AS80_Th232_v2,AS80x80,U-238,bg,1.30,0.50,16,18,18,0,0,0,,,,0,18,4
AS80_Th232_v2,AS80x80,U-238,bg,1.30,1.00,16,18,18,0,0,0,,,,0,17,4
AS80_Th232_v2,AS80x80,U-238,bg,1.30,2.00,15,18,18,0,0,0,,,,0,12,4
AS80_Th232_v2,AS80x80,U-238,bg,1.60,0.00,19,18,18,0,0,0,,,,0,19,3
AS80_Th232_v2,AS80x80,U-238,bg,1.60,0.05,17,18,18,0,0,0,,,,0,16,3
AS80_Th232_v2,AS80x80,U-238,bg,1.60,0.10,17,18,18,0,0,0,,,,0,15,3
AS80_Th232_v2,AS80x80,U-238,bg,1.60,0.20,17,18,18,0,0,0,,,,0,15,4
AS80_Th232_v2,AS80x80,U-238,bg,1.60,0.50,16,18,18,0,0,0,,,,0,15,4
AS80_Th232_v2,AS80x80,U-238,bg,1.60,1.00,16,18,18,0,0,0,,,,0,14,4
AS80_Th232_v2,AS80x80,U-238,bg,1.60,2.00,15,18,18,0,0,0,,,,0,11,4
AS80_Th232_v2,AS80x80,U-238,bg,2.00,0.00,16,18,18,0,0,0,,,,0,16,4
AS80_Th232_v2,AS80x80,U-238,bg,2.00,0.05,15,18,18,0,0,0,,,,0,14,4
AS80_Th232_v2,AS80x80,U-238,bg,2.00,0.10,15,18,18,0,0,0,,,,0,12,4
AS80_Th232_v2,AS80x80,U-238,bg,2.00,0.20,15,18,18,0,0,0,,,,0,12,3
AS80_Th232_v2,AS80x80,U-238,bg,2.00,0.50,14,18,18,0,0,0,,,,0,12,4
AS80_Th232_v2,AS80x80,U-238,bg,2.00,1.00,13,18,18,0,0,0,,,,0,12,4
AS80_Th232_v2,AS80x80,U-238,bg,2.00,2.00,12,18,18,0,0,0,,,,0,9,3
AS80_Th232_v2,AS80x80,U-235,bg,0.00,0.00,110,18,18,0,0,0,,,,0,34,3
AS80_Th232_v2,AS80x80,U-235,bg,0.00,0.05,81,18,18,0,0,0,,,,0,26,3
AS80_Th232_v2,AS80x80,U-235,bg,0.00,0.10,79,18,18,0,0,0,,,,0,26,3
AS80_Th232_v2,AS80x80,U-235,bg,0.00,0.20,63,18,18,0,0,0,,,,0,20,3
AS80_Th232_v2,AS80x80,U-235,bg,0.00,0.50,45,18,18,0,0,0,,,,0,13,3
AS80_Th232_v2,AS80x80,U-235,bg,0.00,1.00,36,18,18,0,0,0,,,,0,10,3
AS80_Th232_v2,AS80x80,U-235,bg,0.00,2.00,22,18,18,0,0,0,,,,0,6,3
AS80_Th232_v2,AS80x80,U-235,bg,0.30,0.00,38,18,18,0,0,0,,,,0,33,4
AS80_Th232_v2,AS80x80,U-235,bg,0.30,0.05,35,18,18,0,0,0,,,,0,25,4
AS80_Th232_v2,AS80x80,U-235,bg,0.30,0.10,34,18,18,0,0,0,,,,0,25,3
AS80_Th232_v2,AS80x80,U-235,bg,0.30,0.20,32,18,18,0,0,0,,,,0,19,4
AS80_Th232_v2,AS80x80,U-235,bg,0.30,0.50,25,18,18,0,0,0,,,,0,13,4
AS80_Th232_v2,AS80x80,U-235,bg,0.30,1.00,22,18,18,0,0,0,,,,0,10,5
AS80_Th232_v2,AS80x80,U-235,bg,0.30,2.00,16,18,18,0,0,0,,,,0,6,4
AS80_Th232_v2,AS80x80,U-235,bg,0.50,0.00,26,18,18,0,0,0,,,,0,33,4
AS80_Th232_v2,AS80x80,U-235,bg,0.50,0.05,24,18,18,0,0,0,,,,0,25,4
AS80_Th232_v2,AS80x80,U-235,bg,0.50,0.10,24,18,18,0,0,0,,,,0,25,3
AS80_Th232_v2,AS80x80,U-235,bg,0.50,0.20,23,18,18,0,0,0,,,,0,19,3
AS80_Th232_v2,AS80x80,U-235,bg,0.50,0.50,18,18,18,0,0,0,,,,0,13,3
AS80_Th232_v2,AS80x80,U-235,bg,0.50,1.00,17,18,18,0,0,0,,,,0,10,3
AS80_Th232_v2,AS80x80,U-235,bg,0.50,2.00,13,18,18,0,0,0,,,,0,6,3
AS80_Th232_v2,AS80x80,U-235,bg,0.70,0.00,22,18,18,0,0,0,,,,0,28,3
AS80_Th232_v2,AS80x80,U-235,bg,0.70,0.05,20,18,18,0,0,0,,,,0,22,3
AS80_Th232_v2,AS80x80,U-235,bg,0.70,0.10,20,18,18,0,0,0,,,,0,22,3
AS80_Th232_v2,AS80x80,U-235,bg,0.70,0.20,18,18,18,0,0,0,,,,0,17,4
AS80_Th232_v2,AS80x80,U-235,bg,0.70,0.50,16,18,18,0,0,0,,,,0,12,4
AS80_Th232_v2,AS80x80,U-235,bg,0.70,1.00,15,18,18,0,0,0,,,,0,9,3
AS80_Th232_v2,AS80x80,U-235,bg,0.70,2.00,12,18,18,0,0,0,,,,0,5,4
AS80_Th232_v2,AS80x80,U-235,bg,0.85,0.00,19,18,18,0,0,0,,,,0,23,4
AS80_Th232_v2,AS80x80,U-235,bg,0.85,0.05,18,18,18,0,0,0,,,,0,18,3
AS80_Th232_v2,AS80x80,U-235,bg,0.85,0.10,17,18,18,0,0,0,,,,0,18,3
AS80_Th232_v2,AS80x80,U-235,bg,0.85,0.20,16,18,18,0,0,0,,,,0,15,3
AS80_Th232_v2,AS80x80,U-235,bg,0.85,0.50,14,18,18,0,0,0,,,,0,10,3
AS80_Th232_v2,AS80x80,U-235,bg,0.85,1.00,13,18,18,0,0,0,,,,0,9,3
AS80_Th232_v2,AS80x80,U-235,bg,0.85,2.00,10,18,18,0,0,0,,,,0,5,3
AS80_Th232_v2,AS80x80,U-235,bg,1.00,0.00,17,18,18,0,0,0,,,,0,22,3
AS80_Th232_v2,AS80x80,U-235,bg,1.00,0.05,16,18,18,0,0,0,,,,0,17,3
AS80_Th232_v2,AS80x80,U-235,bg,1.00,0.10,16,18,18,0,0,0,,,,0,17,3
AS80_Th232_v2,AS80x80,U-235,bg,1.00,0.20,15,18,18,0,0,0,,,,0,14,3
AS80_Th232_v2,AS80x80,U-235,bg,1.00,0.50,13,18,18,0,0,0,,,,0,10,3
AS80_Th232_v2,AS80x80,U-235,bg,1.00,1.00,12,18,18,0,0,0,,,,0,9,3
AS80_Th232_v2,AS80x80,U-235,bg,1.00,2.00,9,18,18,0,0,0,,,,0,5,4
AS80_Th232_v2,AS80x80,U-235,bg,1.30,0.00,12,18,18,0,0,0,,,,0,15,4
AS80_Th232_v2,AS80x80,U-235,bg,1.30,0.05,11,18,18,0,0,0,,,,0,13,4
AS80_Th232_v2,AS80x80,U-235,bg,1.30,0.10,11,18,18,0,0,0,,,,0,13,4
AS80_Th232_v2,AS80x80,U-235,bg,1.30,0.20,10,18,18,0,0,0,,,,0,11,4
AS80_Th232_v2,AS80x80,U-235,bg,1.30,0.50,9,18,18,0,0,0,,,,0,7,4
AS80_Th232_v2,AS80x80,U-235,bg,1.30,1.00,8,18,18,0,0,0,,,,0,6,4
AS80_Th232_v2,AS80x80,U-235,bg,1.30,2.00,8,18,18,0,0,0,,,,0,5,4
AS80_Th232_v2,AS80x80,U-235,bg,1.60,0.00,11,18,18,0,0,0,,,,0,12,3
AS80_Th232_v2,AS80x80,U-235,bg,1.60,0.05,10,18,18,0,0,0,,,,0,10,4
AS80_Th232_v2,AS80x80,U-235,bg,1.60,0.10,10,18,18,0,0,0,,,,0,10,4
AS80_Th232_v2,AS80x80,U-235,bg,1.60,0.20,9,18,18,0,0,0,,,,0,8,3
AS80_Th232_v2,AS80x80,U-235,bg,1.60,0.50,8,18,18,0,0,0,,,,0,6,3
AS80_Th232_v2,AS80x80,U-235,bg,1.60,1.00,8,18,18,0,0,0,,,,0,5,3
AS80_Th232_v2,AS80x80,U-235,bg,1.60,2.00,7,18,18,0,0,0,,,,0,4,3
AS80_Th232_v2,AS80x80,U-235,bg,2.00,0.00,10,18,18,0,0,0,,,,0,12,3
AS80_Th232_v2,AS80x80,U-235,bg,2.00,0.05,9,18,18,0,0,0,,,,0,10,4
AS80_Th232_v2,AS80x80,U-235,bg,2.00,0.10,9,18,18,0,0,0,,,,0,10,4
AS80_Th232_v2,AS80x80,U-235,bg,2.00,0.20,8,18,18,0,0,0,,,,0,8,4
AS80_Th232_v2,AS80x80,U-235,bg,2.00,0.50,7,18,18,0,0,0,,,,0,6,5
AS80_Th232_v2,AS80x80,U-235,bg,2.00,1.00,7,18,18,0,0,0,,,,0,5,4
AS80_Th232_v2,AS80x80,U-235,bg,2.00,2.00,5,18,18,0,0,0,,,,0,4,4
AS80_UGlass,AS80x80,Th-232,neg,0.00,0.00,69,14,14,0,0,0,,,,0,48,15
AS80_UGlass,AS80x80,Th-232,neg,0.00,0.05,66,14,14,0,0,0,,,,0,45,4
AS80_UGlass,AS80x80,Th-232,neg,0.00,0.10,65,14,14,0,0,0,,,,0,44,3
AS80_UGlass,AS80x80,Th-232,neg,0.00,0.20,60,14,14,0,0,0,,,,0,40,3
AS80_UGlass,AS80x80,Th-232,neg,0.00,0.50,44,14,14,0,0,0,,,,0,29,3
AS80_UGlass,AS80x80,Th-232,neg,0.00,1.00,30,14,14,0,0,0,,,,0,17,5
AS80_UGlass,AS80x80,Th-232,neg,0.00,2.00,21,14,14,0,0,0,,,,0,9,3
AS80_UGlass,AS80x80,Th-232,neg,0.30,0.00,40,14,14,0,0,0,,,,0,48,4
AS80_UGlass,AS80x80,Th-232,neg,0.30,0.05,39,14,14,0,0,0,,,,0,45,3
AS80_UGlass,AS80x80,Th-232,neg,0.30,0.10,38,14,14,0,0,0,,,,0,44,3
AS80_UGlass,AS80x80,Th-232,neg,0.30,0.20,37,14,14,0,0,0,,,,0,40,4
AS80_UGlass,AS80x80,Th-232,neg,0.30,0.50,31,14,14,0,0,0,,,,0,29,3
AS80_UGlass,AS80x80,Th-232,neg,0.30,1.00,24,14,14,0,0,0,,,,0,17,3
AS80_UGlass,AS80x80,Th-232,neg,0.30,2.00,17,14,14,0,0,0,,,,0,9,4
AS80_UGlass,AS80x80,Th-232,neg,0.50,0.00,32,14,14,0,0,0,,,,0,48,3
AS80_UGlass,AS80x80,Th-232,neg,0.50,0.05,31,14,14,0,0,0,,,,0,45,4
AS80_UGlass,AS80x80,Th-232,neg,0.50,0.10,30,14,14,0,0,0,,,,0,44,4
AS80_UGlass,AS80x80,Th-232,neg,0.50,0.20,29,14,14,0,0,0,,,,0,40,4
AS80_UGlass,AS80x80,Th-232,neg,0.50,0.50,28,14,14,0,0,0,,,,0,29,4
AS80_UGlass,AS80x80,Th-232,neg,0.50,1.00,22,14,14,0,0,0,,,,0,17,3
AS80_UGlass,AS80x80,Th-232,neg,0.50,2.00,17,14,14,0,0,0,,,,0,9,4
AS80_UGlass,AS80x80,Th-232,neg,0.70,0.00,27,14,14,0,0,0,,,,0,33,4
AS80_UGlass,AS80x80,Th-232,neg,0.70,0.05,27,14,14,0,0,0,,,,0,32,4
AS80_UGlass,AS80x80,Th-232,neg,0.70,0.10,26,14,14,0,0,0,,,,0,31,5
AS80_UGlass,AS80x80,Th-232,neg,0.70,0.20,25,14,14,0,0,0,,,,0,31,5
AS80_UGlass,AS80x80,Th-232,neg,0.70,0.50,24,14,14,0,0,0,,,,0,24,4
AS80_UGlass,AS80x80,Th-232,neg,0.70,1.00,20,14,14,0,0,0,,,,0,12,4
AS80_UGlass,AS80x80,Th-232,neg,0.70,2.00,17,14,14,0,0,0,,,,0,8,6
AS80_UGlass,AS80x80,Th-232,neg,0.85,0.00,25,14,14,0,0,0,,,,0,27,3
AS80_UGlass,AS80x80,Th-232,neg,0.85,0.05,25,14,14,0,0,0,,,,0,27,8
AS80_UGlass,AS80x80,Th-232,neg,0.85,0.10,24,14,14,0,0,0,,,,0,26,10
AS80_UGlass,AS80x80,Th-232,neg,0.85,0.20,24,14,14,0,0,0,,,,0,26,4
AS80_UGlass,AS80x80,Th-232,neg,0.85,0.50,23,14,14,0,0,0,,,,0,20,4
AS80_UGlass,AS80x80,Th-232,neg,0.85,1.00,19,14,14,0,0,0,,,,0,12,4
AS80_UGlass,AS80x80,Th-232,neg,0.85,2.00,17,14,14,0,0,0,,,,0,8,6
AS80_UGlass,AS80x80,Th-232,neg,1.00,0.00,22,14,14,0,0,0,,,,0,26,4
AS80_UGlass,AS80x80,Th-232,neg,1.00,0.05,22,14,14,0,0,0,,,,0,26,4
AS80_UGlass,AS80x80,Th-232,neg,1.00,0.10,21,14,14,0,0,0,,,,0,25,5
AS80_UGlass,AS80x80,Th-232,neg,1.00,0.20,21,14,14,0,0,0,,,,0,25,5
