spectrum,detector,chain,chain_present,k_fwhm,i_min_pct,set_lines,peaks_total,peaks_finder,peaks_library,anchors,finder_lost,strong_lines_found,strong_lines_total,strong_lines_found_finder_only,phantom_lines,decoy_lines,ms
ASN16_Granite,ASN16,Th-232,pos,0.85,0.05,26,32,19,13,1,1,19,21,11,24,32,858
ASN16_Granite,ASN16,Th-232,pos,0.85,0.10,25,31,19,12,1,1,19,21,11,23,31,809
ASN16_Granite,ASN16,Th-232,pos,0.85,0.20,25,31,19,12,1,1,19,21,11,22,29,772
ASN16_Granite,ASN16,Th-232,pos,0.85,0.50,24,31,19,12,1,1,19,21,11,16,22,786
ASN16_Granite,ASN16,Th-232,pos,0.85,1.00,20,29,19,10,1,1,19,21,11,11,16,709
ASN16_Granite,ASN16,Th-232,pos,0.85,2.00,17,26,19,7,1,1,17,21,11,7,8,743
ASN16_Granite,ASN16,Th-232,pos,1.00,0.00,25,31,19,12,1,1,19,21,11,22,27,903
ASN16_Granite,ASN16,Th-232,pos,1.00,0.05,25,31,19,12,1,1,19,21,11,22,27,801
ASN16_Granite,ASN16,Th-232,pos,1.00,0.10,24,30,19,11,1,1,19,21,11,21,26,715
ASN16_Granite,ASN16,Th-232,pos,1.00,0.20,24,30,19,11,1,1,19,21,11,20,25,694
ASN16_Granite,ASN16,Th-232,pos,1.00,0.50,23,30,19,11,1,1,19,21,11,16,20,684
ASN16_Granite,ASN16,Th-232,pos,1.00,1.00,19,28,19,9,1,1,19,21,11,11,14,655
ASN16_Granite,ASN16,Th-232,pos,1.00,2.00,17,26,19,7,1,1,17,21,11,7,8,597
ASN16_Granite,ASN16,Th-232,pos,1.30,0.00,20,27,19,8,1,1,15,21,11,19,23,419
ASN16_Granite,ASN16,Th-232,pos,1.30,0.05,20,27,19,8,1,1,15,21,11,17,22,393
ASN16_Granite,ASN16,Th-232,pos,1.30,0.10,19,26,19,7,1,1,15,21,11,16,21,428
ASN16_Granite,ASN16,Th-232,pos,1.30,0.20,18,25,19,6,1,1,15,21,11,15,20,329
ASN16_Granite,ASN16,Th-232,pos,1.30,0.50,16,24,19,5,1,1,14,21,11,13,17,300
ASN16_Granite,ASN16,Th-232,pos,1.30,1.00,13,23,19,4,1,1,14,21,11,11,14,571
ASN16_Granite,ASN16,Th-232,pos,1.30,2.00,11,21,19,2,1,1,12,21,11,7,8,493
ASN16_Granite,ASN16,Th-232,pos,1.60,0.00,19,27,20,7,1,0,15,21,11,14,20,616
ASN16_Granite,ASN16,Th-232,pos,1.60,0.05,19,27,20,7,1,0,15,21,11,13,19,611
ASN16_Granite,ASN16,Th-232,pos,1.60,0.10,18,26,20,6,1,0,15,21,11,12,18,540
ASN16_Granite,ASN16,Th-232,pos,1.60,0.20,18,26,20,6,1,0,15,21,11,12,18,545
ASN16_Granite,ASN16,Th-232,pos,1.60,0.50,15,25,20,5,1,0,14,21,11,11,16,526
ASN16_Granite,ASN16,Th-232,pos,1.60,1.00,11,23,20,3,1,0,14,21,11,9,12,453
ASN16_Granite,ASN16,Th-232,pos,1.60,2.00,9,21,20,1,1,0,12,21,11,7,7,495
ASN16_Granite,ASN16,Th-232,pos,2.00,0.00,14,25,20,5,1,0,13,21,11,11,14,392
ASN16_Granite,ASN16,Th-232,pos,2.00,0.05,14,25,20,5,1,0,13,21,11,11,14,349
ASN16_Granite,ASN16,Th-232,pos,2.00,0.10,13,24,20,4,1,0,13,21,11,11,14,342
ASN16_Granite,ASN16,Th-232,pos,2.00,0.20,13,24,20,4,1,0,13,21,11,11,14,374
ASN16_Granite,ASN16,Th-232,pos,2.00,0.50,12,24,20,4,1,0,13,21,11,9,12,403
ASN16_Granite,ASN16,Th-232,pos,2.00,1.00,10,23,20,3,1,0,13,21,11,9,11,360
ASN16_Granite,ASN16,Th-232,pos,2.00,2.00,9,22,20,2,1,0,13,21,11,7,7,314
ASN16_Granite,ASN16,Ra-226,pos,0.00,0.00,61,32,13,19,0,7,20,21,14,26,50,1872
ASN16_Granite,ASN16,Ra-226,pos,0.00,0.05,35,30,15,15,0,5,20,21,14,21,31,1985
ASN16_Granite,ASN16,Ra-226,pos,0.00,0.10,34,31,15,16,0,5,20,21,14,21,30,1866
ASN16_Granite,ASN16,Ra-226,pos,0.00,0.20,34,31,15,16,0,5,20,21,14,21,30,1851
ASN16_Granite,ASN16,Ra-226,pos,0.00,0.50,31,29,16,13,1,4,20,21,14,23,27,1645
ASN16_Granite,ASN16,Ra-226,pos,0.00,1.00,27,28,17,11,1,3,20,21,14,20,23,1415
ASN16_Granite,ASN16,Ra-226,pos,0.00,2.00,17,24,18,6,1,2,17,21,14,13,16,696
ASN16_Granite,ASN16,Ra-226,pos,0.30,0.00,46,35,13,22,0,7,20,21,14,26,50,1847
ASN16_Granite,ASN16,Ra-226,pos,0.30,0.05,33,30,15,15,0,5,20,21,14,21,31,2202
ASN16_Granite,ASN16,Ra-226,pos,0.30,0.10,32,31,15,16,0,5,20,21,14,21,30,2121
ASN16_Granite,ASN16,Ra-226,pos,0.30,0.20,32,31,15,16,0,5,20,21,14,21,30,2098
ASN16_Granite,ASN16,Ra-226,pos,0.30,0.50,29,29,16,13,1,4,20,21,14,23,27,1868
ASN16_Granite,ASN16,Ra-226,pos,0.30,1.00,26,28,17,11,1,3,20,21,14,20,23,1598
ASN16_Granite,ASN16,Ra-226,pos,0.30,2.00,17,24,18,6,1,2,17,21,14,13,16,757
ASN16_Granite,ASN16,Ra-226,pos,0.50,0.00,39,34,14,20,0,6,20,21,14,26,50,2542
ASN16_Granite,ASN16,Ra-226,pos,0.50,0.05,30,29,16,13,0,4,20,21,14,21,31,1926
ASN16_Granite,ASN16,Ra-226,pos,0.50,0.10,29,30,16,14,0,4,20,21,14,21,30,1719
ASN16_Granite,ASN16,Ra-226,pos,0.50,0.20,29,30,16,14,0,4,20,21,14,21,30,1698
ASN16_Granite,ASN16,Ra-226,pos,0.50,0.50,26,28,17,11,1,3,20,21,14,23,27,1419
ASN16_Granite,ASN16,Ra-226,pos,0.50,1.00,23,27,18,9,1,2,20,21,14,20,23,1142
ASN16_Granite,ASN16,Ra-226,pos,0.50,2.00,15,23,19,4,1,1,17,21,14,13,16,408
ASN16_Granite,ASN16,Ra-226,pos,0.70,0.00,33,35,16,19,0,4,19,21,14,25,41,2351
ASN16_Granite,ASN16,Ra-226,pos,0.70,0.05,24,28,18,10,0,2,20,21,14,21,28,1300
ASN16_Granite,ASN16,Ra-226,pos,0.70,0.10,24,28,18,10,0,2,20,21,14,21,27,1373
ASN16_Granite,ASN16,Ra-226,pos,0.70,0.20,24,28,18,10,0,2,20,21,14,21,27,1211
ASN16_Granite,ASN16,Ra-226,pos,0.70,0.50,21,26,19,7,1,1,20,21,14,20,24,847
ASN16_Granite,ASN16,Ra-226,pos,0.70,1.00,20,26,19,7,1,1,20,21,14,18,22,592
ASN16_Granite,ASN16,Ra-226,pos,0.70,2.00,15,23,19,4,1,1,17,21,14,11,15,366
ASN16_Granite,ASN16,Ra-226,pos,0.85,0.00,29,34,17,17,1,3,19,21,14,26,35,1074
ASN16_Granite,ASN16,Ra-226,pos,0.85,0.05,22,28,19,9,1,1,20,21,14,19,25,715
ASN16_Granite,ASN16,Ra-226,pos,0.85,0.10,22,28,19,9,1,1,20,21,14,19,24,713
ASN16_Granite,ASN16,Ra-226,pos,0.85,0.20,22,28,19,9,1,1,20,21,14,19,24,674
ASN16_Granite,ASN16,Ra-226,pos,0.85,0.50,21,27,19,8,1,1,20,21,14,18,21,647
ASN16_Granite,ASN16,Ra-226,pos,0.85,1.00,19,26,19,7,1,1,20,21,14,17,20,417
ASN16_Granite,ASN16,Ra-226,pos,0.85,2.00,15,23,19,4,1,1,17,21,14,10,13,339
ASN16_Granite,ASN16,Ra-226,pos,1.00,0.00,25,31,19,12,1,1,20,21,14,23,31,779
ASN16_Granite,ASN16,Ra-226,pos,1.00,0.05,22,28,19,9,1,1,20,21,14,17,23,679
ASN16_Granite,ASN16,Ra-226,pos,1.00,0.10,22,28,19,9,1,1,20,21,14,17,22,738
ASN16_Granite,ASN16,Ra-226,pos,1.00,0.20,22,28,19,9,1,1,20,21,14,17,22,689
ASN16_Granite,ASN16,Ra-226,pos,1.00,0.50,21,27,19,8,1,1,20,21,14,16,19,712
ASN16_Granite,ASN16,Ra-226,pos,1.00,1.00,19,26,19,7,1,1,20,21,14,14,17,440
ASN16_Granite,ASN16,Ra-226,pos,1.00,2.00,15,23,19,4,1,1,17,21,14,9,12,345
ASN16_Granite,ASN16,Ra-226,pos,1.30,0.00,21,30,19,11,1,1,19,21,14,21,26,554
ASN16_Granite,ASN16,Ra-226,pos,1.30,0.05,19,28,19,9,1,1,19,21,14,17,21,569
ASN16_Granite,ASN16,Ra-226,pos,1.30,0.10,19,28,19,9,1,1,19,21,14,16,20,514
ASN16_Granite,ASN16,Ra-226,pos,1.30,0.20,19,28,19,9,1,1,19,21,14,16,20,576
ASN16_Granite,ASN16,Ra-226,pos,1.30,0.50,17,25,19,6,1,1,18,21,14,16,19,677
ASN16_Granite,ASN16,Ra-226,pos,1.30,1.00,16,24,19,5,1,1,18,21,14,13,16,402
ASN16_Granite,ASN16,Ra-226,pos,1.30,2.00,14,22,19,3,1,1,16,21,14,9,12,355
ASN16_Granite,ASN16,Ra-226,pos,1.60,0.00,19,27,19,8,1,1,18,21,14,19,23,401
ASN16_Granite,ASN16,Ra-226,pos,1.60,0.05,16,24,19,5,1,1,17,21,14,16,20,353
ASN16_Granite,ASN16,Ra-226,pos,1.60,0.10,16,24,19,5,1,1,17,21,14,15,19,306
ASN16_Granite,ASN16,Ra-226,pos,1.60,0.20,16,24,19,5,1,1,17,21,14,15,19,325
ASN16_Granite,ASN16,Ra-226,pos,1.60,0.50,15,23,19,4,1,1,17,21,14,15,18,322
ASN16_Granite,ASN16,Ra-226,pos,1.60,1.00,15,23,19,4,1,1,17,21,14,12,15,293
ASN16_Granite,ASN16,Ra-226,pos,1.60,2.00,14,22,19,3,1,1,16,21,14,8,11,298
ASN16_Granite,ASN16,Ra-226,pos,2.00,0.00,16,26,19,7,1,1,17,21,14,13,17,313
ASN16_Granite,ASN16,Ra-226,pos,2.00,0.05,14,24,19,5,1,1,17,21,14,10,14,304
ASN16_Granite,ASN16,Ra-226,pos,2.00,0.10,14,24,19,5,1,1,17,21,14,10,14,303
ASN16_Granite,ASN16,Ra-226,pos,2.00,0.20,14,24,19,5,1,1,17,21,14,10,14,315
ASN16_Granite,ASN16,Ra-226,pos,2.00,0.50,13,23,19,4,1,1,17,21,14,10,13,299
ASN16_Granite,ASN16,Ra-226,pos,2.00,1.00,12,23,19,4,1,1,17,21,14,10,13,298
ASN16_Granite,ASN16,Ra-226,pos,2.00,2.00,11,22,19,3,1,1,16,21,14,8,11,283
ASN16_Granite,ASN16,U-238,pos,0.00,0.00,91,20,20,0,0,0,15,23,15,0,64,3
ASN16_Granite,ASN16,U-238,pos,0.00,0.05,48,20,20,0,0,0,15,23,15,0,36,2
ASN16_Granite,ASN16,U-238,pos,0.00,0.10,43,20,20,0,0,0,15,23,15,0,33,3
ASN16_Granite,ASN16,U-238,pos,0.00,0.20,41,20,20,0,0,0,15,23,15,0,32,2
ASN16_Granite,ASN16,U-238,pos,0.00,0.50,35,20,20,0,0,0,15,23,15,0,27,2
ASN16_Granite,ASN16,U-238,pos,0.00,1.00,31,20,20,0,0,0,15,23,15,0,23,3
ASN16_Granite,ASN16,U-238,pos,0.00,2.00,21,20,20,0,0,0,15,23,15,0,15,2
ASN16_Granite,ASN16,U-238,pos,0.30,0.00,55,20,20,0,0,0,15,23,15,0,64,3
ASN16_Granite,ASN16,U-238,pos,0.30,0.05,40,20,20,0,0,0,15,23,15,0,36,3
ASN16_Granite,ASN16,U-238,pos,0.30,0.10,38,20,20,0,0,0,15,23,15,0,33,3
ASN16_Granite,ASN16,U-238,pos,0.30,0.20,37,20,20,0,0,0,15,23,15,0,32,2
ASN16_Granite,ASN16,U-238,pos,0.30,0.50,32,20,20,0,0,0,15,23,15,0,27,2
ASN16_Granite,ASN16,U-238,pos,0.30,1.00,29,20,20,0,0,0,15,23,15,0,23,2
ASN16_Granite,ASN16,U-238,pos,0.30,2.00,20,20,20,0,0,0,15,23,15,0,15,2
ASN16_Granite,ASN16,U-238,pos,0.50,0.00,46,20,20,0,0,0,15,23,15,0,64,2
ASN16_Granite,ASN16,U-238,pos,0.50,0.05,36,20,20,0,0,0,15,23,15,0,36,2
ASN16_Granite,ASN16,U-238,pos,0.50,0.10,34,20,20,0,0,0,15,23,15,0,33,2
ASN16_Granite,ASN16,U-238,pos,0.50,0.20,33,20,20,0,0,0,15,23,15,0,32,2
ASN16_Granite,ASN16,U-238,pos,0.50,0.50,29,20,20,0,0,0,15,23,15,0,27,2
ASN16_Granite,ASN16,U-238,pos,0.50,1.00,26,20,20,0,0,0,15,23,15,0,23,2
ASN16_Granite,ASN16,U-238,pos,0.50,2.00,18,20,20,0,0,0,15,23,15,0,15,2
ASN16_Granite,ASN16,U-238,pos,0.70,0.00,39,20,20,0,0,0,15,23,15,0,44,2
ASN16_Granite,ASN16,U-238,pos,0.70,0.05,28,20,20,0,0,0,15,23,15,0,29,3
ASN16_Granite,ASN16,U-238,pos,0.70,0.10,28,20,20,0,0,0,15,23,15,0,28,3
ASN16_Granite,ASN16,U-238,pos,0.70,0.20,28,20,20,0,0,0,15,23,15,0,28,3
ASN16_Granite,ASN16,U-238,pos,0.70,0.50,24,20,20,0,0,0,15,23,15,0,23,3
ASN16_Granite,ASN16,U-238,pos,0.70,1.00,23,20,20,0,0,0,15,23,15,0,21,3
ASN16_Granite,ASN16,U-238,pos,0.70,2.00,18,20,20,0,0,0,15,23,15,0,15,3
ASN16_Granite,ASN16,U-238,pos,0.85,0.00,33,20,20,0,0,0,15,23,15,0,37,3
ASN16_Granite,ASN16,U-238,pos,0.85,0.05,26,20,20,0,0,0,15,23,15,0,26,2
ASN16_Granite,ASN16,U-238,pos,0.85,0.10,26,20,20,0,0,0,15,23,15,0,25,3
ASN16_Granite,ASN16,U-238,pos,0.85,0.20,26,20,20,0,0,0,15,23,15,0,25,2
ASN16_Granite,ASN16,U-238,pos,0.85,0.50,24,20,20,0,0,0,15,23,15,0,21,2
ASN16_Granite,ASN16,U-238,pos,0.85,1.00,22,20,20,0,0,0,15,23,15,0,19,4
ASN16_Granite,ASN16,U-238,pos,0.85,2.00,18,20,20,0,0,0,15,23,15,0,14,4
ASN16_Granite,ASN16,U-238,pos,1.00,0.00,29,20,20,0,0,0,15,23,15,0,32,5
ASN16_Granite,ASN16,U-238,pos,1.00,0.05,26,20,20,0,0,0,15,23,15,0,23,4
ASN16_Granite,ASN16,U-238,pos,1.00,0.10,26,20,20,0,0,0,15,23,15,0,23,4
ASN16_Granite,ASN16,U-238,pos,1.00,0.20,26,20,20,0,0,0,15,23,15,0,23,4
ASN16_Granite,ASN16,U-238,pos,1.00,0.50,24,20,20,0,0,0,15,23,15,0,19,3
ASN16_Granite,ASN16,U-238,pos,1.00,1.00,22,20,20,0,0,0,15,23,15,0,18,3
ASN16_Granite,ASN16,U-238,pos,1.00,2.00,18,20,20,0,0,0,15,23,15,0,14,2
ASN16_Granite,ASN16,U-238,pos,1.30,0.00,25,20,20,0,0,0,15,23,15,0,29,9
ASN16_Granite,ASN16,U-238,pos,1.30,0.05,21,20,20,0,0,0,15,23,15,0,20,2
ASN16_Granite,ASN16,U-238,pos,1.30,0.10,21,20,20,0,0,0,15,23,15,0,20,3
ASN16_Granite,ASN16,U-238,pos,1.30,0.20,21,20,20,0,0,0,15,23,15,0,20,3
ASN16_Granite,ASN16,U-238,pos,1.30,0.50,18,20,20,0,0,0,15,23,15,0,16,3
ASN16_Granite,ASN16,U-238,pos,1.30,1.00,17,20,20,0,0,0,15,23,15,0,15,2
ASN16_Granite,ASN16,U-238,pos,1.30,2.00,15,20,20,0,0,0,15,23,15,0,13,2
ASN16_Granite,ASN16,U-238,pos,1.60,0.00,22,20,20,0,0,0,15,23,15,0,23,2
ASN16_Granite,ASN16,U-238,pos,1.60,0.05,17,20,20,0,0,0,15,23,15,0,18,2
ASN16_Granite,ASN16,U-238,pos,1.60,0.10,17,20,20,0,0,0,15,23,15,0,18,3
ASN16_Granite,ASN16,U-238,pos,1.60,0.20,17,20,20,0,0,0,15,23,15,0,18,2
ASN16_Granite,ASN16,U-238,pos,1.60,0.50,16,20,20,0,0,0,15,23,15,0,15,3
ASN16_Granite,ASN16,U-238,pos,1.60,1.00,16,20,20,0,0,0,15,23,15,0,14,3
ASN16_Granite,ASN16,U-238,pos,1.60,2.00,15,20,20,0,0,0,15,23,15,0,12,3
ASN16_Granite,ASN16,U-238,pos,2.00,0.00,17,20,20,0,0,0,15,23,15,0,18,2
ASN16_Granite,ASN16,U-238,pos,2.00,0.05,15,20,20,0,0,0,15,23,15,0,15,4
ASN16_Granite,ASN16,U-238,pos,2.00,0.10,15,20,20,0,0,0,15,23,15,0,15,3
ASN16_Granite,ASN16,U-238,pos,2.00,0.20,15,20,20,0,0,0,15,23,15,0,15,3
ASN16_Granite,ASN16,U-238,pos,2.00,0.50,14,20,20,0,0,0,15,23,15,0,13,3
ASN16_Granite,ASN16,U-238,pos,2.00,1.00,13,20,20,0,0,0,15,23,15,0,13,3
ASN16_Granite,ASN16,U-238,pos,2.00,2.00,12,20,20,0,0,0,15,23,15,0,12,2
ASN16_Granite,ASN16,U-235,pos,0.00,0.00,110,46,15,31,0,5,14,16,5,11,40,389
ASN16_Granite,ASN16,U-235,pos,0.00,0.05,81,46,16,30,0,4,14,16,5,18,26,493
ASN16_Granite,ASN16,U-235,pos,0.00,0.10,79,46,16,30,0,4,14,16,5,18,26,511
ASN16_Granite,ASN16,U-235,pos,0.00,0.20,63,46,16,30,0,4,14,16,5,16,21,757
ASN16_Granite,ASN16,U-235,pos,0.00,0.50,45,41,18,23,0,2,14,16,5,13,14,586
ASN16_Granite,ASN16,U-235,pos,0.00,1.00,36,36,18,18,0,2,14,16,5,10,11,328
ASN16_Granite,ASN16,U-235,pos,0.00,2.00,22,29,19,10,0,1,11,16,5,6,7,389
ASN16_Granite,ASN16,U-235,pos,0.30,0.00,40,27,19,8,1,1,8,16,5,11,39,538
ASN16_Granite,ASN16,U-235,pos,0.30,0.05,35,38,16,22,0,4,14,16,5,18,25,550
ASN16_Granite,ASN16,U-235,pos,0.30,0.10,34,38,16,22,0,4,14,16,5,18,25,680
ASN16_Granite,ASN16,U-235,pos,0.30,0.20,32,37,16,21,0,4,14,16,5,15,20,746
ASN16_Granite,ASN16,U-235,pos,0.30,0.50,25,34,19,15,0,1,14,16,5,13,14,635
ASN16_Granite,ASN16,U-235,pos,0.30,1.00,22,33,19,14,0,1,14,16,5,10,11,464
ASN16_Granite,ASN16,U-235,pos,0.30,2.00,16,28,19,9,0,1,11,16,5,6,7,335
ASN16_Granite,ASN16,U-235,pos,0.50,0.00,28,35,16,19,0,4,14,16,5,11,39,883
ASN16_Granite,ASN16,U-235,pos,0.50,0.05,26,34,16,18,0,4,14,16,5,18,25,746
ASN16_Granite,ASN16,U-235,pos,0.50,0.10,26,34,16,18,0,4,14,16,5,18,25,780
ASN16_Granite,ASN16,U-235,pos,0.50,0.20,25,34,16,18,0,4,14,16,5,15,20,779
ASN16_Granite,ASN16,U-235,pos,0.50,0.50,19,32,19,13,0,1,14,16,5,13,14,629
ASN16_Granite,ASN16,U-235,pos,0.50,1.00,17,32,19,13,0,1,15,16,5,10,11,409
ASN16_Granite,ASN16,U-235,pos,0.50,2.00,13,28,19,9,0,1,12,16,5,6,7,232
ASN16_Granite,ASN16,U-235,pos,0.70,0.00,23,33,16,17,0,4,14,16,5,18,29,632
ASN16_Granite,ASN16,U-235,pos,0.70,0.05,21,32,16,16,0,4,14,16,5,16,22,623
ASN16_Granite,ASN16,U-235,pos,0.70,0.10,21,32,16,16,0,4,14,16,5,16,22,621
ASN16_Granite,ASN16,U-235,pos,0.70,0.20,19,32,17,15,0,3,14,16,5,13,17,614
ASN16_Granite,ASN16,U-235,pos,0.70,0.50,16,31,19,12,0,1,14,16,5,11,12,433
ASN16_Granite,ASN16,U-235,pos,0.70,1.00,15,30,19,11,0,1,14,16,5,9,10,264
ASN16_Granite,ASN16,U-235,pos,0.70,2.00,13,28,19,9,0,1,12,16,5,5,6,239
ASN16_Granite,ASN16,U-235,pos,0.85,0.00,22,34,17,17,1,3,14,16,5,17,23,611
ASN16_Granite,ASN16,U-235,pos,0.85,0.05,20,33,17,16,1,3,14,16,5,14,18,603
ASN16_Granite,ASN16,U-235,pos,0.85,0.10,20,33,17,16,1,3,14,16,5,14,18,636
ASN16_Granite,ASN16,U-235,pos,0.85,0.20,18,33,18,15,1,2,14,16,5,12,16,389
ASN16_Granite,ASN16,U-235,pos,0.85,0.50,15,32,19,13,1,1,14,16,5,11,12,299
ASN16_Granite,ASN16,U-235,pos,0.85,1.00,14,31,19,12,1,1,14,16,5,9,10,209
ASN16_Granite,ASN16,U-235,pos,0.85,2.00,11,28,19,9,1,1,12,16,5,5,6,185
ASN16_Granite,ASN16,U-235,pos,1.00,0.00,19,32,18,14,1,2,12,16,5,17,22,532
ASN16_Granite,ASN16,U-235,pos,1.00,0.05,18,32,18,14,1,2,12,16,5,14,17,500
ASN16_Granite,ASN16,U-235,pos,1.00,0.10,17,31,18,13,1,2,12,16,5,14,17,527
ASN16_Granite,ASN16,U-235,pos,1.00,0.20,16,31,18,13,1,2,12,16,5,12,15,559
ASN16_Granite,ASN16,U-235,pos,1.00,0.50,14,30,19,11,1,1,12,16,5,11,12,528
ASN16_Granite,ASN16,U-235,pos,1.00,1.00,13,29,19,10,1,1,12,16,5,9,10,503
ASN16_Granite,ASN16,U-235,pos,1.00,2.00,10,26,19,7,1,1,10,16,5,5,6,514
ASN16_Granite,ASN16,U-235,pos,1.30,0.00,14,29,20,9,1,0,11,16,5,16,20,226
ASN16_Granite,ASN16,U-235,pos,1.30,0.05,13,29,20,9,1,0,11,16,5,12,15,204
ASN16_Granite,ASN16,U-235,pos,1.30,0.10,13,29,20,9,1,0,11,16,5,12,15,193
ASN16_Granite,ASN16,U-235,pos,1.30,0.20,12,29,20,9,1,0,11,16,5,11,14,193
ASN16_Granite,ASN16,U-235,pos,1.30,0.50,10,28,20,8,1,0,11,16,5,10,11,183
ASN16_Granite,ASN16,U-235,pos,1.30,1.00,9,27,20,7,1,0,11,16,5,8,9,135
ASN16_Granite,ASN16,U-235,pos,1.30,2.00,8,26,20,6,1,0,10,16,5,5,6,128
ASN16_Granite,ASN16,U-235,pos,1.60,0.00,11,27,20,7,1,0,10,16,5,10,14,138
ASN16_Granite,ASN16,U-235,pos,1.60,0.05,10,27,20,7,1,0,10,16,5,9,12,146
ASN16_Granite,ASN16,U-235,pos,1.60,0.10,10,27,20,7,1,0,10,16,5,9,12,142
ASN16_Granite,ASN16,U-235,pos,1.60,0.20,9,27,20,7,1,0,10,16,5,9,12,148
ASN16_Granite,ASN16,U-235,pos,1.60,0.50,8,26,20,6,1,0,10,16,5,7,8,142
ASN16_Granite,ASN16,U-235,pos,1.60,1.00,8,26,20,6,1,0,10,16,5,5,6,127
ASN16_Granite,ASN16,U-235,pos,1.60,2.00,7,25,20,5,1,0,9,16,5,4,5,121
ASN16_Granite,ASN16,U-235,pos,2.00,0.00,11,27,20,7,1,0,10,16,5,7,11,136
ASN16_Granite,ASN16,U-235,pos,2.00,0.05,10,27,20,7,1,0,10,16,5,7,10,156
ASN16_Granite,ASN16,U-235,pos,2.00,0.10,10,27,20,7,1,0,10,16,5,7,10,144
ASN16_Granite,ASN16,U-235,pos,2.00,0.20,9,27,20,7,1,0,10,16,5,7,10,147
ASN16_Granite,ASN16,U-235,pos,2.00,0.50,8,26,20,6,1,0,10,16,5,5,6,128
ASN16_Granite,ASN16,U-235,pos,2.00,1.00,8,26,20,6,1,0,10,16,5,4,5,131
ASN16_Granite,ASN16,U-235,pos,2.00,2.00,7,25,20,5,1,0,9,16,5,3,4,131
AS80_Th232WT20,AS80x80,Th-232,pos,0.00,0.00,69,58,9,49,1,9,20,20,12,35,48,1268
AS80_Th232WT20,AS80x80,Th-232,pos,0.00,0.05,66,57,9,48,1,9,20,20,12,27,45,1180
AS80_Th232WT20,AS80x80,Th-232,pos,0.00,0.10,65,56,9,47,1,9,20,20,12,26,44,971
AS80_Th232WT20,AS80x80,Th-232,pos,0.00,0.20,60,55,7,48,1,11,20,20,12,24,40,1379
AS80_Th232WT20,AS80x80,Th-232,pos,0.00,0.50,44,46,8,38,1,10,20,20,12,20,29,1719
AS80_Th232WT20,AS80x80,Th-232,pos,0.00,1.00,30,36,11,25,1,7,20,20,12,9,17,1067
AS80_Th232WT20,AS80x80,Th-232,pos,0.00,2.00,21,28,15,13,1,3,18,20,12,6,9,915
AS80_Th232WT20,AS80x80,Th-232,pos,0.30,0.00,40,40,10,30,1,8,20,20,12,35,48,1777
AS80_Th232WT20,AS80x80,Th-232,pos,0.30,0.05,39,39,10,29,1,8,20,20,12,27,45,1509
AS80_Th232WT20,AS80x80,Th-232,pos,0.30,0.10,38,38,10,28,1,8,20,20,12,26,44,1532
AS80_Th232WT20,AS80x80,Th-232,pos,0.30,0.20,37,37,10,27,1,8,20,20,12,24,40,1377
AS80_Th232WT20,AS80x80,Th-232,pos,0.30,0.50,31,34,10,24,1,8,20,20,12,20,29,1654
AS80_Th232WT20,AS80x80,Th-232,pos,0.30,1.00,24,30,13,17,1,5,20,20,12,9,17,1198
AS80_Th232WT20,AS80x80,Th-232,pos,0.30,2.00,17,24,17,7,1,1,18,20,12,6,9,747
AS80_Th232WT20,AS80x80,Th-232,pos,0.50,0.00,32,34,11,23,1,7,20,20,12,35,48,1655
AS80_Th232WT20,AS80x80,Th-232,pos,0.50,0.05,31,33,11,22,1,7,20,20,12,27,45,2164
AS80_Th232WT20,AS80x80,Th-232,pos,0.50,0.10,30,32,11,21,1,7,20,20,12,26,44,1957
AS80_Th232WT20,AS80x80,Th-232,pos,0.50,0.20,29,32,11,21,1,7,20,20,12,24,40,1565
AS80_Th232WT20,AS80x80,Th-232,pos,0.50,0.50,28,32,12,20,1,6,20,20,12,20,29,1558
AS80_Th232WT20,AS80x80,Th-232,pos,0.50,1.00,22,28,13,15,1,5,20,20,12,9,17,1722
AS80_Th232WT20,AS80x80,Th-232,pos,0.50,2.00,17,24,17,7,1,1,18,20,12,6,9,928
AS80_Th232WT20,AS80x80,Th-232,pos,0.70,0.00,27,29,15,14,1,3,20,20,12,25,33,1605
AS80_Th232WT20,AS80x80,Th-232,pos,0.70,0.05,27,29,15,14,1,3,20,20,12,24,32,1682
AS80_Th232WT20,AS80x80,Th-232,pos,0.70,0.10,26,28,15,13,1,3,20,20,12,23,31,1508
AS80_Th232WT20,AS80x80,Th-232,pos,0.70,0.20,25,28,15,13,1,3,20,20,12,23,31,1231
AS80_Th232WT20,AS80x80,Th-232,pos,0.70,0.50,24,28,16,12,1,2,20,20,12,20,24,1302
AS80_Th232WT20,AS80x80,Th-232,pos,0.70,1.00,20,26,16,10,1,2,20,20,12,9,12,1183
AS80_Th232WT20,AS80x80,Th-232,pos,0.70,2.00,17,24,17,7,1,1,18,20,12,7,8,1075
AS80_Th232WT20,AS80x80,Th-232,pos,0.85,0.00,25,29,16,13,1,2,20,20,12,20,27,1062
AS80_Th232WT20,AS80x80,Th-232,pos,0.85,0.05,25,29,16,13,1,2,20,20,12,20,27,1079
AS80_Th232WT20,AS80x80,Th-232,pos,0.85,0.10,24,28,16,12,1,2,20,20,12,19,26,984
AS80_Th232WT20,AS80x80,Th-232,pos,0.85,0.20,24,28,16,12,1,2,20,20,12,19,26,938
