arm;line_kev;node_kev;bin;dep_kev;peak;compton;esc_se;esc_xray;esc_de;esc_lx;total
direct_peakw0_rayl2;40.000;40.0000;0;0.00;0.000000E+000;8.878754E-007;0.000000E+000;5.772058E-006;0.000000E+000;0.000000E+000;6.659933E-006
direct_peakw0_rayl2;40.000;40.0000;1;2.00;0.000000E+000;5.164135E-007;0.000000E+000;9.507067E-006;0.000000E+000;0.000000E+000;1.002348E-005
direct_peakw0_rayl2;40.000;40.0000;2;4.00;0.000000E+000;5.216663E-006;0.000000E+000;1.504496E-004;0.000000E+000;0.000000E+000;1.556663E-004
direct_peakw0_rayl2;40.000;40.0000;3;6.00;0.000000E+000;4.710456E-006;0.000000E+000;1.422975E-004;0.000000E+000;0.000000E+000;1.470079E-004
direct_peakw0_rayl2;40.000;40.0000;4;8.00;0.000000E+000;2.503646E-006;0.000000E+000;6.822001E-004;0.000000E+000;0.000000E+000;6.847038E-004
direct_peakw0_rayl2;40.000;40.0000;5;10.00;0.000000E+000;4.997434E-007;0.000000E+000;4.804146E-004;0.000000E+000;0.000000E+000;4.809143E-004
direct_peakw0_rayl2;40.000;40.0000;6;12.00;0.000000E+000;8.680657E-007;0.000000E+000;2.975655E-004;0.000000E+000;0.000000E+000;2.984336E-004
direct_peakw0_rayl2;40.000;40.0000;7;14.00;0.000000E+000;1.527459E-006;0.000000E+000;2.067428E-006;0.000000E+000;0.000000E+000;3.594887E-006
direct_peakw0_rayl2;40.000;40.0000;8;16.00;0.000000E+000;2.659571E-006;0.000000E+000;1.449356E-006;0.000000E+000;0.000000E+000;4.108928E-006
direct_peakw0_rayl2;40.000;40.0000;9;18.00;0.000000E+000;2.000560E-006;0.000000E+000;1.740257E-006;0.000000E+000;0.000000E+000;3.740817E-006
direct_peakw0_rayl2;40.000;40.0000;10;20.00;0.000000E+000;2.214227E-006;0.000000E+000;1.141196E-006;0.000000E+000;0.000000E+000;3.355423E-006
direct_peakw0_rayl2;40.000;40.0000;11;22.00;0.000000E+000;1.273727E-006;0.000000E+000;1.125508E-006;0.000000E+000;0.000000E+000;2.399235E-006
direct_peakw0_rayl2;40.000;40.0000;12;24.00;0.000000E+000;3.124804E-006;0.000000E+000;9.371200E-007;0.000000E+000;0.000000E+000;4.061924E-006
direct_peakw0_rayl2;40.000;40.0000;13;26.00;0.000000E+000;3.487166E-006;0.000000E+000;7.445462E-007;0.000000E+000;0.000000E+000;4.231712E-006
direct_peakw0_rayl2;40.000;40.0000;14;28.00;0.000000E+000;3.842956E-006;0.000000E+000;1.921478E-006;0.000000E+000;0.000000E+000;5.764434E-006
direct_peakw0_rayl2;40.000;40.0000;15;30.00;0.000000E+000;5.749359E-006;0.000000E+000;5.475580E-007;0.000000E+000;0.000000E+000;6.296917E-006
direct_peakw0_rayl2;40.000;40.0000;16;32.00;0.000000E+000;2.294685E-005;0.000000E+000;1.791805E-006;0.000000E+000;5.426168E-007;2.528128E-005
direct_peakw0_rayl2;40.000;40.0000;17;34.00;0.000000E+000;5.846136E-005;0.000000E+000;8.519839E-006;0.000000E+000;7.194789E-007;6.770068E-005
direct_peakw0_rayl2;40.000;40.0000;18;36.00;0.000000E+000;1.474825E-004;0.000000E+000;3.178169E-005;0.000000E+000;6.421609E-006;1.856858E-004
direct_peakw0_rayl2;40.000;40.0000;19;38.00;0.000000E+000;2.470266E-004;0.000000E+000;4.902577E-005;0.000000E+000;3.162953E-007;2.963687E-004
direct_peakw0_rayl2;40.000;40.0000;20;40.00;4.838398E-003;8.288518E-004;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;5.667250E-003
