arm;line_kev;node_kev;bin;dep_kev;peak;compton;esc_se;esc_xray;esc_de;esc_lx;total
direct_peakw0;40.000;40.0000;0;0.00;0.000000E+000;2.002384E-007;0.000000E+000;3.682687E-007;0.000000E+000;0.000000E+000;5.685072E-007
direct_peakw0;40.000;40.0000;1;2.00;0.000000E+000;1.306243E-006;0.000000E+000;4.715456E-007;0.000000E+000;0.000000E+000;1.777788E-006
direct_peakw0;40.000;40.0000;2;4.00;0.000000E+000;1.001937E-006;0.000000E+000;1.395878E-006;0.000000E+000;0.000000E+000;2.397815E-006
direct_peakw0;40.000;40.0000;3;6.00;0.000000E+000;1.385044E-006;0.000000E+000;4.209268E-005;0.000000E+000;0.000000E+000;4.347772E-005
direct_peakw0;40.000;40.0000;4;8.00;0.000000E+000;4.398715E-007;0.000000E+000;7.647507E-005;0.000000E+000;0.000000E+000;7.691494E-005
direct_peakw0;40.000;40.0000;5;10.00;0.000000E+000;2.136791E-007;0.000000E+000;1.456818E-004;0.000000E+000;0.000000E+000;1.458955E-004
direct_peakw0;40.000;40.0000;6;12.00;0.000000E+000;5.619586E-007;0.000000E+000;2.693930E-004;0.000000E+000;0.000000E+000;2.699549E-004
direct_peakw0;40.000;40.0000;7;14.00;0.000000E+000;2.243623E-007;0.000000E+000;1.334176E-006;0.000000E+000;0.000000E+000;1.558538E-006
direct_peakw0;40.000;40.0000;8;16.00;0.000000E+000;4.478587E-008;0.000000E+000;2.105403E-007;0.000000E+000;0.000000E+000;2.553261E-007
direct_peakw0;40.000;40.0000;9;18.00;0.000000E+000;4.323018E-007;0.000000E+000;5.770949E-007;0.000000E+000;0.000000E+000;1.009397E-006
direct_peakw0;40.000;40.0000;10;20.00;0.000000E+000;5.658760E-007;0.000000E+000;4.296365E-008;0.000000E+000;0.000000E+000;6.088396E-007
direct_peakw0;40.000;40.0000;11;22.00;0.000000E+000;2.903697E-007;0.000000E+000;2.903697E-007;0.000000E+000;0.000000E+000;5.807394E-007
direct_peakw0;40.000;40.0000;12;24.00;0.000000E+000;1.575195E-007;0.000000E+000;2.929337E-007;0.000000E+000;0.000000E+000;4.504532E-007
direct_peakw0;40.000;40.0000;13;26.00;0.000000E+000;7.208696E-007;0.000000E+000;3.737330E-007;0.000000E+000;0.000000E+000;1.094603E-006
direct_peakw0;40.000;40.0000;14;28.00;0.000000E+000;2.040746E-007;0.000000E+000;3.298550E-008;0.000000E+000;0.000000E+000;2.370601E-007
direct_peakw0;40.000;40.0000;15;30.00;0.000000E+000;1.970536E-006;0.000000E+000;6.791321E-007;0.000000E+000;0.000000E+000;2.649668E-006
direct_peakw0;40.000;40.0000;16;32.00;0.000000E+000;6.487977E-006;0.000000E+000;8.001259E-007;0.000000E+000;4.472755E-008;7.332831E-006
direct_peakw0;40.000;40.0000;17;34.00;0.000000E+000;9.196418E-006;0.000000E+000;1.519479E-006;0.000000E+000;3.728495E-007;1.108875E-005
direct_peakw0;40.000;40.0000;18;36.00;0.000000E+000;1.526261E-005;0.000000E+000;3.968277E-006;0.000000E+000;9.157563E-007;2.014664E-005
direct_peakw0;40.000;40.0000;19;38.00;0.000000E+000;6.169798E-005;0.000000E+000;2.034721E-005;0.000000E+000;0.000000E+000;8.204519E-005
direct_peakw0;40.000;40.0000;20;40.00;2.248364E-003;5.343304E-005;0.000000E+000;3.194609E-007;0.000000E+000;0.000000E+000;2.302116E-003
direct_peakw0;60.000;60.0000;0;0.00;0.000000E+000;9.976050E-008;0.000000E+000;0.000000E+000;0.000000E+000;0.000000E+000;9.976050E-008
direct_peakw0;60.000;60.0000;1;2.00;0.000000E+000;2.714509E-007;0.000000E+000;3.787810E-008;0.000000E+000;0.000000E+000;3.093290E-007
direct_peakw0;60.000;60.0000;2;4.00;0.000000E+000;2.954552E-007;0.000000E+000;2.954552E-007;0.000000E+000;0.000000E+000;5.909105E-007
direct_peakw0;60.000;60.0000;3;6.00;0.000000E+000;1.201744E-006;0.000000E+000;9.909859E-008;0.000000E+000;0.000000E+000;1.300842E-006
direct_peakw0;60.000;60.0000;4;8.00;0.000000E+000;1.481564E-006;0.000000E+000;5.717285E-007;0.000000E+000;0.000000E+000;2.053293E-006
direct_peakw0;60.000;60.0000;5;10.00;0.000000E+000;1.316692E-006;0.000000E+000;3.291729E-007;0.000000E+000;0.000000E+000;1.645865E-006
direct_peakw0;60.000;60.0000;6;12.00;0.000000E+000;6.636184E-007;0.000000E+000;3.650636E-007;0.000000E+000;0.000000E+000;1.028682E-006
direct_peakw0;60.000;60.0000;7;14.00;0.000000E+000;3.363816E-007;0.000000E+000;3.016031E-007;0.000000E+000;0.000000E+000;6.379847E-007
direct_peakw0;60.000;60.0000;8;16.00;0.000000E+000;0.000000E+000;0.000000E+000;1.584548E-006;0.000000E+000;0.000000E+000;1.584548E-006
direct_peakw0;60.000;60.0000;9;18.00;0.000000E+000;5.816359E-007;0.000000E+000;2.117845E-006;0.000000E+000;0.000000E+000;2.699480E-006
direct_peakw0;60.000;60.0000;10;20.00;0.000000E+000;3.901495E-007;0.000000E+000;3.348795E-006;0.000000E+000;0.000000E+000;3.738945E-006
direct_peakw0;60.000;60.0000;11;22.00;0.000000E+000;2.821456E-008;0.000000E+000;3.393425E-006;0.000000E+000;0.000000E+000;3.421640E-006
direct_peakw0;60.000;60.0000;12;24.00;0.000000E+000;0.000000E+000;0.000000E+000;5.415166E-006;0.000000E+000;0.000000E+000;5.415166E-006
direct_peakw0;60.000;60.0000;13;26.00;0.000000E+000;5.079312E-007;0.000000E+000;2.825933E-005;0.000000E+000;0.000000E+000;2.876726E-005
direct_peakw0;60.000;60.0000;14;28.00;0.000000E+000;8.254021E-007;0.000000E+000;6.354756E-005;0.000000E+000;0.000000E+000;6.437296E-005
direct_peakw0;60.000;60.0000;15;30.00;0.000000E+000;6.129026E-007;0.000000E+000;6.990904E-005;0.000000E+000;0.000000E+000;7.052194E-005
