arm;line_kev;node_kev;bin;dep_kev;peak;compton;esc_se;esc_xray;esc_de;esc_lx;total
direct_peakw0;40.000;40.0000;0;0.00;0.000000E+000;1.054033E-006;0.000000E+000;4.250115E-006;0.000000E+000;0.000000E+000;5.304148E-006
direct_peakw0;40.000;40.0000;1;2.00;0.000000E+000;1.372738E-006;0.000000E+000;1.200116E-005;0.000000E+000;0.000000E+000;1.337390E-005
direct_peakw0;40.000;40.0000;2;4.00;0.000000E+000;4.562690E-006;0.000000E+000;1.539029E-004;0.000000E+000;0.000000E+000;1.584656E-004
direct_peakw0;40.000;40.0000;3;6.00;0.000000E+000;3.334536E-006;0.000000E+000;1.317136E-004;0.000000E+000;0.000000E+000;1.350481E-004
direct_peakw0;40.000;40.0000;4;8.00;0.000000E+000;3.185593E-006;0.000000E+000;6.651566E-004;0.000000E+000;0.000000E+000;6.683422E-004
direct_peakw0;40.000;40.0000;5;10.00;0.000000E+000;1.167743E-006;0.000000E+000;4.904273E-004;0.000000E+000;0.000000E+000;4.915950E-004
direct_peakw0;40.000;40.0000;6;12.00;0.000000E+000;1.435899E-006;0.000000E+000;3.048827E-004;0.000000E+000;0.000000E+000;3.063186E-004
direct_peakw0;40.000;40.0000;7;14.00;0.000000E+000;2.061757E-006;0.000000E+000;1.004639E-006;0.000000E+000;0.000000E+000;3.066396E-006
direct_peakw0;40.000;40.0000;8;16.00;0.000000E+000;2.477749E-006;0.000000E+000;1.586095E-006;0.000000E+000;0.000000E+000;4.063844E-006
direct_peakw0;40.000;40.0000;9;18.00;0.000000E+000;2.625535E-006;0.000000E+000;1.964900E-006;0.000000E+000;0.000000E+000;4.590435E-006
direct_peakw0;40.000;40.0000;10;20.00;0.000000E+000;1.248976E-006;0.000000E+000;1.422226E-006;0.000000E+000;0.000000E+000;2.671202E-006
direct_peakw0;40.000;40.0000;11;22.00;0.000000E+000;2.404625E-006;0.000000E+000;1.782092E-006;0.000000E+000;0.000000E+000;4.186717E-006
direct_peakw0;40.000;40.0000;12;24.00;0.000000E+000;1.881712E-006;0.000000E+000;1.386057E-006;0.000000E+000;0.000000E+000;3.267769E-006
direct_peakw0;40.000;40.0000;13;26.00;0.000000E+000;1.230282E-006;0.000000E+000;1.199576E-006;0.000000E+000;0.000000E+000;2.429858E-006
direct_peakw0;40.000;40.0000;14;28.00;0.000000E+000;3.289467E-006;0.000000E+000;9.868402E-007;0.000000E+000;0.000000E+000;4.276308E-006
direct_peakw0;40.000;40.0000;15;30.00;0.000000E+000;6.003745E-006;0.000000E+000;2.309132E-007;0.000000E+000;0.000000E+000;6.234658E-006
direct_peakw0;40.000;40.0000;16;32.00;0.000000E+000;2.393314E-005;0.000000E+000;1.431809E-006;0.000000E+000;2.658777E-007;2.563082E-005
direct_peakw0;40.000;40.0000;17;34.00;0.000000E+000;5.541298E-005;0.000000E+000;6.613754E-006;0.000000E+000;9.941261E-007;6.302086E-005
