ch,keV,net,fit,model,continuum_raw,Tl-208,Ac-228,Ra-224,Pb-212,Th-228,Bi-212,Rn-220
1731,628.194,2616.181,2616.181,2499.900,1087.943,1314.935,1067.188,0.000,0.000,0.000,117.627,0.149
1732,628.565,2602.738,2602.738,2472.447,1087.288,1287.773,1066.998,0.000,0.000,0.000,117.541,0.135
1733,628.935,2515.716,2515.716,2445.950,1086.632,1261.557,1066.816,0.000,0.000,0.000,117.454,0.122
1734,629.306,2516.999,2516.999,2420.391,1085.977,1236.269,1066.643,0.000,0.000,0.000,117.368,0.111
1735,629.677,2536.151,2536.151,2395.749,1085.322,1211.888,1066.478,0.000,0.000,0.000,117.283,0.101
1736,630.047,2508.440,2508.440,2372.004,1084.667,1188.393,1066.323,0.000,0.000,0.000,117.197,0.091
1737,630.418,2468.452,2468.452,2349.137,1084.012,1165.765,1066.177,0.000,0.000,0.000,117.112,0.082
1738,630.789,2471.670,2471.670,2327.127,1083.356,1143.983,1066.043,0.000,0.000,0.000,117.027,0.075
1739,631.159,2368.108,2368.108,2305.953,1082.701,1123.025,1065.918,0.000,0.000,0.000,116.942,0.067
1740,631.530,2457.282,2457.282,2285.595,1082.046,1102.871,1065.806,0.000,0.000,0.000,116.858,0.061
1741,631.901,2356.865,2356.865,2266.032,1081.391,1083.499,1065.705,0.000,0.000,0.000,116.773,0.055
1742,632.271,2345.953,2345.953,2247.244,1080.735,1064.888,1065.616,0.000,0.000,0.000,116.690,0.050
1743,632.642,2471.981,2471.981,2229.210,1080.080,1047.018,1065.540,0.000,0.000,0.000,116.606,0.045
1744,633.013,2287.631,2287.631,2211.909,1079.425,1029.867,1065.478,0.000,0.000,0.000,116.523,0.040
1745,633.383,2359.124,2359.124,2195.321,1078.770,1013.415,1065.430,0.000,0.000,0.000,116.440,0.036
1746,633.754,2382.797,2382.797,2179.427,1078.115,997.640,1065.396,0.000,0.000,0.000,116.358,0.033
1747,634.125,2274.595,2274.595,2164.204,1077.459,982.522,1065.377,0.000,0.000,0.000,116.276,0.030
1748,634.496,2325.636,2325.636,2149.635,1076.804,968.040,1065.374,0.000,0.000,0.000,116.194,0.027
1749,634.867,2253.514,2253.514,2135.698,1076.149,954.175,1065.387,0.000,0.000,0.000,116.112,0.024
1750,635.237,2260.979,2260.979,2122.374,1075.494,940.905,1065.416,0.000,0.000,0.000,116.031,0.022
1751,635.608,2086.814,2086.814,2109.645,1074.839,928.212,1065.463,0.000,0.000,0.000,115.951,0.019
1752,635.979,2200.671,2200.671,2097.490,1074.183,916.075,1065.528,0.000,0.000,0.000,115.870,0.017
1753,636.350,2206.120,2206.120,2085.893,1073.528,904.476,1065.611,0.000,0.000,0.000,115.790,0.016
1754,636.721,2177.928,2177.928,2074.833,1072.873,893.395,1065.713,0.000,0.000,0.000,115.711,0.014
1755,637.092,2186.089,2186.089,2064.293,1072.218,882.814,1065.835,0.000,0.000,0.000,115.632,0.013
1756,637.463,2180.158,2180.158,2054.255,1071.562,872.715,1065.976,0.000,0.000,0.000,115.553,0.011
1757,637.834,2092.365,2092.365,2044.702,1070.907,863.079,1066.139,0.000,0.000,0.000,115.474,0.010
1758,638.204,2174.257,2174.257,2035.618,1070.252,853.890,1066.323,0.000,0.000,0.000,115.396,0.009
1759,638.575,2204.352,2204.352,2026.984,1069.597,845.130,1066.528,0.000,0.000,0.000,115.318,0.008
1760,638.946,2081.123,2081.123,2018.786,1068.942,836.782,1066.756,0.000,0.000,0.000,115.241,0.007
1761,639.317,2064.239,2064.239,2011.007,1068.286,828.830,1067.007,0.000,0.000,0.000,115.164,0.006
1762,639.688,2115.760,2115.760,2003.633,1067.631,821.258,1067.282,0.000,0.000,0.000,115.088,0.006
1763,640.059,2005.260,2005.260,1996.647,1066.976,814.050,1067.580,0.000,0.000,0.000,115.011,0.005
1764,640.430,2099.934,2099.934,1990.035,1066.321,807.191,1067.904,0.000,0.000,0.000,114.936,0.005
1765,640.801,2138.616,2138.616,1983.784,1065.665,800.667,1068.252,0.000,0.000,0.000,114.860,0.004
1766,641.173,2142.765,2142.765,1977.878,1065.010,794.463,1068.626,0.000,0.000,0.000,114.785,0.004
1767,641.544,2102.260,2102.260,1972.306,1064.355,788.565,1069.027,0.000,0.000,0.000,114.711,0.003
1768,641.915,1994.150,1994.150,1967.054,1063.700,782.960,1069.454,0.000,0.000,0.000,114.637,0.003
1769,642.286,2104.490,2104.490,1962.109,1063.045,777.635,1069.908,0.000,0.000,0.000,114.563,0.003
1770,642.657,2093.055,2093.055,1957.459,1062.389,772.576,1070.391,0.000,0.000,0.000,114.490,0.002
1771,643.028,2022.851,2022.851,1953.093,1061.734,767.772,1070.901,0.000,0.000,0.000,114.417,0.002
1772,643.399,1961.433,1961.433,1948.998,1061.079,763.211,1071.441,0.000,0.000,0.000,114.344,0.002
1773,643.770,2166.519,2166.519,1945.165,1060.424,758.881,1072.009,0.000,0.000,0.000,114.273,0.002
1774,644.141,1975.931,1975.931,1941.582,1059.769,754.772,1072.607,0.000,0.000,0.000,114.201,0.001
1775,644.513,2009.486,2009.486,1938.238,1059.113,750.872,1073.235,0.000,0.000,0.000,114.130,0.001
1776,644.884,1956.686,1956.686,1935.126,1058.458,747.171,1073.894,0.000,0.000,0.000,114.059,0.001
1777,645.255,2034.078,2034.078,1932.234,1057.803,743.660,1074.583,0.000,0.000,0.000,113.989,0.001
1778,645.626,2045.742,2045.742,1929.553,1057.148,740.328,1075.304,0.000,0.000,0.000,113.920,0.001
1779,645.998,1962.316,1962.316,1927.075,1056.492,737.167,1076.056,0.000,0.000,0.000,113.851,0.001
1780,646.369,2033.510,2033.510,1924.791,1055.837,734.168,1076.840,0.000,0.000,0.000,113.782,0.001
1781,646.740,1960.901,1960.901,1922.694,1055.182,731.323,1077.656,0.000,0.000,0.000,113.714,0.001
1782,647.111,2038.994,2038.994,1920.774,1054.527,728.622,1078.504,0.000,0.000,0.000,113.647,0.001
1783,647.483,1924.251,1924.251,1919.026,1053.872,726.060,1079.385,0.000,0.000,0.000,113.580,0.000
1784,647.854,1944.315,1944.315,1917.440,1053.216,723.627,1080.299,0.000,0.000,0.000,113.514,0.000
1785,648.225,2049.438,2049.438,1916.012,1052.561,721.317,1081.246,0.000,0.000,0.000,113.449,0.000
1786,648.597,2074.695,2074.695,1914.733,1051.906,719.123,1082.226,0.000,0.000,0.000,113.384,0.000
1787,648.968,1919.176,1919.176,1913.597,1051.251,717.039,1083.239,0.000,0.000,0.000,113.319,0.000
1788,649.340,2005.904,2005.904,1912.599,1050.596,715.058,1084.285,0.000,0.000,0.000,113.256,0.000
1789,649.711,1974.617,1974.617,1911.733,1049.940,713.174,1085.365,0.000,0.000,0.000,113.193,0.000
1790,650.082,2091.861,2091.861,1910.992,1049.285,711.383,1086.478,0.000,0.000,0.000,113.131,0.000
1791,650.454,1932.622,1932.622,1910.371,1048.630,709.677,1087.624,0.000,0.000,0.000,113.070,0.000
1792,650.825,1961.587,1961.587,1909.866,1047.975,708.052,1088.804,0.000,0.000,0.000,113.010,0.000
1793,651.197,2103.679,2103.679,1909.471,1047.319,706.504,1090.016,0.000,0.000,0.000,112.950,0.000
1794,651.568,1963.887,1963.887,1909.181,1046.664,705.027,1091.262,0.000,0.000,0.000,112.892,0.000
1795,651.940,1893.147,1893.147,1909.966,1046.983,704.076,1092.988,0.000,0.000,0.000,112.903,0.000
1796,652.311,2096.786,2096.786,1910.848,1047.301,703.187,1094.745,0.000,0.000,0.000,112.915,0.000
1797,652.683,2056.236,2056.236,1911.821,1047.620,702.357,1096.535,0.000,0.000,0.000,112.929,0.000
1798,653.054,1949.271,1949.271,1912.883,1047.938,701.583,1098.357,0.000,0.000,0.000,112.943,0.000
1799,653.426,1897.394,1897.394,1914.029,1048.257,700.860,1100.210,0.000,0.000,0.000,112.959,0.000
1800,653.797,1963.335,1963.335,1915.256,1048.575,700.186,1102.094,0.000,0.000,0.000,112.976,0.000
1801,654.169,1929.822,1929.822,1916.559,1048.894,699.557,1104.008,0.000,0.000,0.000,112.994,0.000
1802,654.541,1854.555,1854.555,1917.936,1049.212,698.969,1105.953,0.000,0.000,0.000,113.014,0.000
1803,654.912,1970.373,1970.373,1919.382,1049.531,698.421,1107.926,0.000,0.000,0.000,113.035,0.000
1804,655.284,1976.142,1976.142,1920.896,1049.849,697.909,1109.929,0.000,0.000,0.000,113.058,0.000
1805,655.655,1928.091,1928.091,1922.473,1050.168,697.432,1111.959,0.000,0.000,0.000,113.082,0.000
1806,656.027,2027.209,2027.209,1924.111,1050.486,696.985,1114.018,0.000,0.000,0.000,113.108,0.000
1807,656.399,2056.379,2056.379,1925.806,1050.805,696.568,1116.102,0.000,0.000,0.000,113.136,0.000
1808,656.770,1918.593,1918.593,1927.556,1051.123,696.178,1118.213,0.000,0.000,0.000,113.165,0.000
1809,657.142,2053.957,2053.957,1929.359,1051.442,695.813,1120.348,0.000,0.000,0.000,113.197,0.000
1810,657.514,2039.581,2039.581,1931.210,1051.760,695.471,1122.508,0.000,0.000,0.000,113.231,0.000
1811,657.886,1937.830,1937.830,1933.108,1052.079,695.151,1124.691,0.000,0.000,0.000,113.267,0.000
1812,658.257,1957.902,1957.902,1935.051,1052.397,694.850,1126.896,0.000,0.000,0.000,113.305,0.000
1813,658.629,1956.583,1956.583,1937.035,1052.716,694.568,1129.121,0.000,0.000,0.000,113.345,0.000
1814,659.001,1913.915,1913.915,1939.058,1053.034,694.302,1131.367,0.000,0.000,0.000,113.388,0.000
1815,659.373,2002.232,2002.232,1941.118,1053.353,694.052,1133.632,0.000,0.000,0.000,113.434,0.000
1816,659.745,2028.951,2028.951,1943.212,1053.671,693.816,1135.914,0.000,0.000,0.000,113.483,0.000
1817,660.116,2016.630,2016.630,1945.339,1053.990,693.593,1138.212,0.000,0.000,0.000,113.534,0.000
1818,660.488,1957.912,1957.912,1947.496,1054.308,693.381,1140.525,0.000,0.000,0.000,113.589,0.000
1819,660.860,1955.733,1955.733,1949.680,1054.626,693.181,1142.852,0.000,0.000,0.000,113.647,0.000
1820,661.232,1983.808,1983.808,1951.890,1054.945,692.990,1145.191,0.000,0.000,0.000,113.708,0.000
1821,661.604,1922.233,1922.233,1954.123,1055.263,692.808,1147.541,0.000,0.000,0.000,113.773,0.000
1822,661.976,1981.087,1981.087,1956.377,1055.582,692.634,1149.901,0.000,0.000,0.000,113.842,0.000
1823,662.348,1971.537,1971.537,1958.650,1055.900,692.468,1152.268,0.000,0.000,0.000,113.915,0.000
1824,662.720,2005.377,2005.377,1960.941,1056.219,692.308,1154.641,0.000,0.000,0.000,113.992,0.000
1825,663.092,2000.296,2000.296,1963.246,1056.537,692.154,1157.019,0.000,0.000,0.000,114.073,0.000
1826,663.464,2011.553,2011.553,1965.565,1056.856,692.006,1159.399,0.000,0.000,0.000,114.159,0.000
1827,663.836,2021.583,2021.583,1967.894,1057.174,691.863,1161.781,0.000,0.000,0.000,114.250,0.000
1828,664.208,1993.782,1993.782,1970.232,1057.493,691.724,1164.163,0.000,0.000,0.000,114.345,0.000
1829,664.580,1930.955,1930.955,1972.577,1057.811,691.589,1166.542,0.000,0.000,0.000,114.447,0.000
1830,664.952,2000.419,2000.419,1974.928,1058.130,691.457,1168.918,0.000,0.000,0.000,114.553,0.000
1831,665.324,1931.613,1931.613,1977.281,1058.448,691.329,1171.287,0.000,0.000,0.000,114.666,0.000
1832,665.696,1934.516,1934.516,1979.636,1058.767,691.203,1173.649,0.000,0.000,0.000,114.784,0.000
1833,666.068,1934.934,1934.934,1981.990,1059.085,691.080,1176.001,0.000,0.000,0.000,114.909,0.000
1834,666.440,1964.769,1964.769,1984.341,1059.404,690.959,1178.342,0.000,0.000,0.000,115.041,0.000
1835,666.812,1919.153,1919.153,1986.688,1059.722,690.839,1180.669,0.000,0.000,0.000,115.179,0.000
1836,667.184,1980.239,1980.239,1989.029,1060.041,690.722,1182.982,0.000,0.000,0.000,115.325,0.000
1837,667.556,1962.526,1962.526,1991.362,1060.359,690.606,1185.277,0.000,0.000,0.000,115.479,0.000
1838,667.929,2022.368,2022.368,1993.685,1060.678,690.491,1187.553,0.000,0.000,0.000,115.641,0.000
1839,668.301,1913.895,1913.895,1995.996,1060.996,690.378,1189.807,0.000,0.000,0.000,115.811,0.000
1840,668.673,2011.938,2011.938,1998.294,1061.315,690.265,1192.039,0.000,0.000,0.000,115.990,0.000
1841,669.045,1998.773,1998.773,2000.577,1061.633,690.153,1194.246,0.000,0.000,0.000,116.178,0.000
1842,669.417,2077.634,2077.634,2002.843,1061.952,690.042,1196.425,0.000,0.000,0.000,116.376,0.000
1843,669.790,2063.026,2063.026,2005.091,1062.270,689.932,1198.575,0.000,0.000,0.000,116.584,0.000
1844,670.162,1961.136,1961.136,2007.319,1062.589,689.823,1200.695,0.000,0.000,0.000,116.802,0.000
1845,670.534,2026.911,2026.911,2009.526,1062.907,689.714,1202.781,0.000,0.000,0.000,117.031,0.000
1846,670.907,1947.332,1947.332,2011.709,1063.226,689.605,1204.832,0.000,0.000,0.000,117.272,0.000
1847,671.279,1999.110,1999.110,2013.868,1063.544,689.498,1206.847,0.000,0.000,0.000,117.524,0.000
1848,671.651,1872.364,1872.364,2016.001,1063.863,689.390,1208.822,0.000,0.000,0.000,117.789,0.000
1849,672.024,1858.134,1858.134,2018.107,1064.181,689.283,1210.757,0.000,0.000,0.000,118.067,0.000
1850,672.396,1973.760,1973.760,2020.184,1064.500,689.177,1212.649,0.000,0.000,0.000,118.358,0.000
1851,672.768,1976.126,1976.126,2022.230,1064.818,689.071,1214.496,0.000,0.000,0.000,118.663,0.000
1852,673.141,1911.499,1911.499,2024.246,1065.137,688.966,1216.297,0.000,0.000,0.000,118.983,0.000
1853,673.513,2019.468,2019.468,2026.229,1065.455,688.861,1218.050,0.000,0.000,0.000,119.318,0.000
1854,673.886,1983.784,1983.784,2028.178,1065.774,688.756,1219.752,0.000,0.000,0.000,119.669,0.000
1855,674.258,1940.931,1940.931,2030.092,1066.092,688.653,1221.403,0.000,0.000,0.000,120.037,0.000
1856,674.630,1965.831,1965.831,2031.971,1066.411,688.549,1223.000,0.000,0.000,0.000,120.422,0.000
1857,675.003,2008.735,2008.735,2033.813,1066.729,688.447,1224.542,0.000,0.000,0.000,120.824,0.000
1858,675.375,1989.036,1989.036,2035.617,1067.048,688.345,1226.027,0.000,0.000,0.000,121.245,0.000
1859,675.748,2029.857,2029.857,2037.383,1067.366,688.244,1227.453,0.000,0.000,0.000,121.685,0.000
1860,676.121,1965.473,1965.473,2039.110,1067.685,688.144,1228.820,0.000,0.000,0.000,122.146,0.000
1861,676.493,1995.915,1995.915,2040.796,1068.003,688.045,1230.125,0.000,0.000,0.000,122.627,0.000
1862,676.866,1919.044,1919.044,2042.443,1068.322,687.947,1231.367,0.000,0.000,0.000,123.129,0.000
1863,677.238,1950.195,1950.195,2044.048,1068.640,687.849,1232.545,0.000,0.000,0.000,123.654,0.000
1864,677.611,1986.262,1986.262,2045.612,1068.959,687.753,1233.657,0.000,0.000,0.000,124.202,0.000
1865,677.983,2058.888,2058.888,2047.134,1069.277,687.658,1234.702,0.000,0.000,0.000,124.774,0.000
1866,678.356,2029.590,2029.590,2048.614,1069.596,687.564,1235.679,0.000,0.000,0.000,125.371,0.000
1867,678.729,2038.723,2038.723,2050.052,1069.914,687.471,1236.587,0.000,0.000,0.000,125.994,0.000
1868,679.101,1924.265,1924.265,2051.447,1070.233,687.380,1237.424,0.000,0.000,0.000,126.643,0.000
1869,679.474,1943.458,1943.458,2052.801,1070.551,687.290,1238.190,0.000,0.000,0.000,127.320,0.000
1870,679.847,1958.086,1958.086,2054.112,1070.869,687.201,1238.884,0.000,0.000,0.000,128.026,0.000
1871,680.219,2045.452,2045.452,2055.380,1071.188,687.114,1239.505,0.000,0.000,0.000,128.761,0.000
1872,680.592,1935.129,1935.129,2056.607,1071.506,687.029,1240.052,0.000,0.000,0.000,129.527,0.000
1873,680.965,1929.001,1929.001,2057.793,1071.825,686.945,1240.524,0.000,0.000,0.000,130.325,0.000
1874,681.338,1976.138,1976.138,2058.938,1072.143,686.862,1240.921,0.000,0.000,0.000,131.155,0.000
1875,681.710,2003.019,2003.019,2060.042,1072.462,686.782,1241.242,0.000,0.000,0.000,132.018,0.000
1876,682.083,1998.778,1998.778,2061.107,1072.780,686.703,1241.487,0.000,0.000,0.000,132.917,0.000
1877,682.456,2031.714,2031.714,2062.132,1073.099,686.626,1241.655,0.000,0.000,0.000,133.851,0.000
1878,682.829,1992.787,1992.787,2063.120,1073.417,686.551,1241.746,0.000,0.000,0.000,134.823,0.000
1879,683.202,1992.184,1992.184,2064.070,1073.736,686.478,1241.759,0.000,0.000,0.000,135.832,0.000
1880,683.575,2035.253,2035.253,2064.984,1074.054,686.407,1241.696,0.000,0.000,0.000,136.881,0.000
1881,683.947,2044.874,2044.874,2065.863,1074.373,686.339,1241.554,0.000,0.000,0.000,137.970,0.000
1882,684.320,2026.665,2026.665,2066.709,1074.691,686.272,1241.336,0.000,0.000,0.000,139.101,0.000
1883,684.693,2135.701,2135.701,2067.522,1075.010,686.207,1241.039,0.000,0.000,0.000,140.275,0.000
1884,685.066,2069.916,2069.916,2068.304,1075.328,686.145,1240.666,0.000,0.000,0.000,141.493,0.000
1885,685.439,2018.263,2018.263,2069.057,1075.647,686.085,1240.215,0.000,0.000,0.000,142.757,0.000
1886,685.812,1960.155,1960.155,2069.782,1075.965,686.027,1239.688,0.000,0.000,0.000,144.067,0.000
1887,686.185,2006.282,2006.282,2070.481,1076.284,685.972,1239.084,0.000,0.000,0.000,145.425,0.000
1888,686.558,1974.371,1974.371,2071.155,1076.602,685.919,1238.405,0.000,0.000,0.000,146.832,0.000
1889,686.931,2147.937,2147.937,2071.807,1076.921,685.868,1237.650,0.000,0.000,0.000,148.289,0.000
1890,687.304,2005.113,2005.113,2072.439,1077.239,685.820,1236.820,0.000,0.000,0.000,149.799,0.000
1891,687.677,2061.686,2061.686,2073.052,1077.558,685.775,1235.917,0.000,0.000,0.000,151.361,0.000
1892,688.050,2076.321,2076.321,2073.650,1077.876,685.732,1234.940,0.000,0.000,0.000,152.978,0.000
1893,688.423,2094.578,2094.578,2074.233,1078.195,685.691,1233.891,0.000,0.000,0.000,154.650,0.000
1894,688.796,2149.014,2149.014,2074.804,1078.513,685.654,1232.771,0.000,0.000,0.000,156.380,0.000
1895,689.170,2066.228,2066.228,2075.366,1078.832,685.619,1231.580,0.000,0.000,0.000,158.168,0.000
1896,689.543,2056.691,2056.691,2075.922,1079.150,685.587,1230.320,0.000,0.000,0.000,160.015,0.000
1897,689.916,2159.017,2159.017,2076.472,1079.469,685.557,1228.991,0.000,0.000,0.000,161.924,0.000
1898,690.289,2189.187,2189.187,2077.022,1079.787,685.530,1227.596,0.000,0.000,0.000,163.895,0.000
1899,690.662,2114.155,2114.155,2077.571,1080.106,685.506,1226.135,0.000,0.000,0.000,165.930,0.000
1900,691.035,2120.011,2120.011,2078.125,1080.424,685.485,1224.610,0.000,0.000,0.000,168.030,0.000
1901,691.409,2122.178,2122.178,2078.684,1080.743,685.467,1223.021,0.000,0.000,0.000,170.196,0.000
1902,691.782,2208.489,2208.489,2079.253,1081.061,685.452,1221.371,0.000,0.000,0.000,172.430,0.000
1903,692.155,2147.797,2147.797,2079.833,1081.380,685.439,1219.661,0.000,0.000,0.000,174.733,0.000
1904,692.528,2131.796,2131.796,2080.428,1081.698,685.430,1217.893,0.000,0.000,0.000,177.106,0.000
1905,692.902,2087.821,2087.821,2081.041,1082.017,685.424,1216.067,0.000,0.000,0.000,179.550,0.000
1906,693.275,2135.827,2135.827,2081.674,1082.335,685.420,1214.186,0.000,0.000,0.000,182.068,0.000
1907,693.648,2105.410,2105.410,2082.331,1082.654,685.420,1212.252,0.000,0.000,0.000,184.659,0.000
1908,694.022,2151.802,2151.802,2083.013,1082.972,685.422,1210.265,0.000,0.000,0.000,187.326,0.000
1909,694.395,2168.521,2168.521,2083.726,1083.291,685.428,1208.229,0.000,0.000,0.000,190.068,0.000
1910,694.768,2188.725,2188.725,2084.470,1083.609,685.437,1206.144,0.000,0.000,0.000,192.889,0.000
1911,695.142,2146.351,2146.351,2085.250,1083.928,685.449,1204.013,0.000,0.000,0.000,195.788,0.000
1912,695.515,2204.760,2204.760,2086.069,1084.246,685.465,1201.838,0.000,0.000,0.000,198.767,0.000
1913,695.889,2266.668,2266.668,2086.928,1084.565,685.483,1199.619,0.000,0.000,0.000,201.826,0.000
1914,696.262,2264.375,2264.375,2087.832,1084.883,685.505,1197.360,0.000,0.000,0.000,204.968,0.000
1915,696.636,2289.948,2289.948,2088.784,1085.202,685.530,1195.062,0.000,0.000,0.000,208.192,0.000
1916,697.009,2356.152,2356.152,2089.785,1085.520,685.558,1192.727,0.000,0.000,0.000,211.500,0.000
1917,697.383,2181.208,2181.208,2090.839,1085.839,685.590,1190.357,0.000,0.000,0.000,214.893,0.000
1918,697.756,2277.947,2277.947,2091.950,1086.157,685.625,1187.954,0.000,0.000,0.000,218.371,0.000
1919,698.130,2302.048,2302.048,2093.119,1086.476,685.663,1185.521,0.000,0.000,0.000,221.935,0.000
1920,698.503,2364.526,2364.526,2094.350,1086.794,685.705,1183.058,0.000,0.000,0.000,225.586,0.000
1921,698.877,2355.604,2355.604,2095.645,1087.113,685.750,1180.569,0.000,0.000,0.000,229.325,0.000
1922,699.250,2343.219,2343.219,2097.006,1087.431,685.799,1178.055,0.000,0.000,0.000,233.153,0.000
1923,699.624,2340.719,2340.719,2098.438,1087.749,685.852,1175.517,0.000,0.000,0.000,237.069,0.000
1924,699.997,2385.706,2385.706,2099.941,1088.068,685.908,1172.959,0.000,0.000,0.000,241.074,0.000
1925,700.371,2384.625,2384.625,2101.520,1088.386,685.967,1170.383,0.000,0.000,0.000,245.170,0.000
1926,700.745,2344.886,2344.886,2103.175,1088.705,686.031,1167.789,0.000,0.000,0.000,249.355,0.000
1927,701.118,2381.415,2381.415,2104.909,1089.023,686.097,1165.181,0.000,0.000,0.000,253.631,0.000
1928,701.492,2441.510,2441.510,2106.725,1089.342,686.168,1162.559,0.000,0.000,0.000,257.997,0.000
1929,701.866,2296.401,2296.401,2108.624,1089.660,686.243,1159.927,0.000,0.000,0.000,262.454,0.000
1930,702.240,2394.798,2394.798,2110.609,1089.979,686.321,1157.286,0.000,0.000,0.000,267.002,0.000
1931,702.613,2267.409,2267.409,2112.682,1090.297,686.403,1154.638,0.000,0.000,0.000,271.640,0.000
1932,702.987,2394.235,2394.235,2114.844,1090.616,686.490,1151.984,0.000,0.000,0.000,276.370,0.000
1933,703.361,2367.399,2367.399,2117.097,1090.934,686.580,1149.328,0.000,0.000,0.000,281.189,0.000
1934,703.735,2450.147,2450.147,2119.442,1091.253,686.674,1146.670,0.000,0.000,0.000,286.098,0.000
1935,704.108,2388.280,2388.280,2121.882,1091.571,686.772,1144.012,0.000,0.000,0.000,291.098,0.000
1936,704.482,2417.624,2417.624,2124.417,1091.890,686.875,1141.357,0.000,0.000,0.000,296.186,0.000
1937,704.856,2502.038,2502.038,2127.049,1092.208,686.982,1138.705,0.000,0.000,0.000,301.363,0.000
1938,705.230,2461.744,2461.744,2129.779,1092.527,687.093,1136.059,0.000,0.000,0.000,306.627,0.000
1939,705.604,2533.685,2533.685,2132.607,1092.845,687.208,1133.420,0.000,0.000,0.000,311.979,0.000
1940,705.978,2454.887,2454.887,2135.535,1093.164,687.328,1130.791,0.000,0.000,0.000,317.416,0.000
1941,706.352,2425.896,2425.896,2138.563,1093.482,687.452,1128.172,0.000,0.000,0.000,322.939,0.000
1942,706.726,2508.233,2508.233,2141.691,1093.801,687.581,1125.565,0.000,0.000,0.000,328.545,0.000
1943,707.100,2540.952,2540.952,2144.921,1094.119,687.715,1122.972,0.000,0.000,0.000,334.234,0.000
1944,707.474,2523.608,2523.608,2148.252,1094.438,687.853,1120.394,0.000,0.000,0.000,340.005,0.000
1945,707.848,2594.464,2594.464,2151.683,1094.756,687.996,1117.833,0.000,0.000,0.000,345.855,0.000
1946,708.222,2549.122,2549.122,2155.217,1095.075,688.143,1115.290,0.000,0.000,0.000,351.783,0.000
1947,708.596,2515.226,2515.226,2158.850,1095.393,688.296,1112.766,0.000,0.000,0.000,357.789,0.000
1948,708.970,2601.085,2601.085,2162.585,1095.712,688.454,1110.263,0.000,0.000,0.000,363.868,0.000
1949,709.344,2517.929,2517.929,2166.419,1096.030,688.616,1107.782,0.000,0.000,0.000,370.021,0.000
1950,709.718,2622.399,2622.399,2170.352,1096.349,688.784,1105.324,0.000,0.000,0.000,376.244,0.000
1951,710.092,2545.919,2545.919,2174.384,1096.667,688.957,1102.891,0.000,0.000,0.000,382.536,0.000
1952,710.466,2553.166,2553.166,2178.512,1096.986,689.136,1100.483,0.000,0.000,0.000,388.894,0.000
1953,710.840,2630.058,2630.058,2182.737,1097.304,689.320,1098.101,0.000,0.000,0.000,395.315,0.000
1954,711.214,2501.807,2501.807,2187.055,1097.623,689.509,1095.748,0.000,0.000,0.000,401.799,0.000
1955,711.588,2621.449,2621.449,2191.467,1097.941,689.704,1093.423,0.000,0.000,0.000,408.340,0.000
1956,711.963,2593.424,2593.424,2195.970,1098.260,689.905,1091.127,0.000,0.000,0.000,414.938,0.000
1957,712.337,2626.061,2626.061,2200.562,1098.578,690.112,1088.862,0.000,0.000,0.000,421.588,0.000
1958,712.711,2621.077,2621.077,2205.242,1098.897,690.324,1086.628,0.000,0.000,0.000,428.289,0.000
1959,713.085,2685.289,2685.289,2210.006,1099.215,690.543,1084.427,0.000,0.000,0.000,435.037,0.000
1960,713.460,2626.666,2626.666,2214.853,1099.534,690.767,1082.258,0.000,0.000,0.000,441.828,0.000
1961,713.834,2621.942,2621.942,2219.780,1099.852,690.998,1080.123,0.000,0.000,0.000,448.659,0.000
1962,714.208,2674.388,2674.388,2224.785,1100.171,691.235,1078.022,0.000,0.000,0.000,455.527,0.000
1963,714.582,2579.377,2579.377,2229.864,1100.489,691.478,1075.956,0.000,0.000,0.000,462.429,0.000
1964,714.957,2612.445,2612.445,2235.014,1100.808,691.728,1073.926,0.000,0.000,0.000,469.360,0.000
1965,715.331,2656.787,2656.787,2240.233,1101.126,691.985,1071.931,0.000,0.000,0.000,476.317,0.000
1966,715.706,2724.638,2724.638,2245.518,1101.445,692.248,1069.973,0.000,0.000,0.000,483.296,0.000
1967,716.080,2602.524,2602.524,2250.864,1101.763,692.518,1068.052,0.000,0.000,0.000,490.293,0.000
1968,716.454,2706.329,2706.329,2256.268,1102.082,692.796,1066.168,0.000,0.000,0.000,497.304,0.000
1969,716.829,2647.479,2647.479,2261.727,1102.400,693.080,1064.322,0.000,0.000,0.000,504.325,0.000
1970,717.203,2759.773,2759.773,2267.237,1102.719,693.371,1062.514,0.000,0.000,0.000,511.351,0.000
1971,717.578,2697.361,2697.361,2272.793,1103.037,693.670,1060.745,0.000,0.000,0.000,518.379,0.000
1972,717.952,2747.051,2747.051,2278.392,1103.356,693.976,1059.013,0.000,0.000,0.000,525.403,0.000
1973,718.327,2750.763,2750.763,2284.030,1103.674,694.289,1057.321,0.000,0.000,0.000,532.420,0.000
1974,718.701,2759.299,2759.299,2289.703,1103.992,694.610,1055.668,0.000,0.000,0.000,539.425,0.000
1975,719.076,2690.906,2690.906,2295.405,1104.311,694.939,1054.054,0.000,0.000,0.000,546.412,0.000
1976,719.450,2668.566,2668.566,2301.133,1104.629,695.276,1052.479,0.000,0.000,0.000,553.378,0.000
1977,719.825,2642.693,2642.693,2306.882,1104.948,695.621,1050.944,0.000,0.000,0.000,560.318,0.000
1978,720.199,2702.817,2702.817,2312.648,1105.266,695.973,1049.448,0.000,0.000,0.000,567.227,0.000
