scene,E_keV,material,rho,eps,err_pct,eps_air,err_air_pct,F_mc,Cs_mc,Cs_mc_err_pct,Cs_deb_total,Cs_deb_nocoh,Cs_formula,d_mc_deb_total_pct,d_mc_formula_pct,mu_rho_total,mu_rho_nocoh
J,238.6,H2O,1,1.229523E-001,0.095,1.418916E-001,0.091,0.86652,1.15404,0.132,1.14046,1.13935,,1.191,,0.128694,0.127715
J,238.6,SiO2,1.6,1.156726E-001,0.098,1.418916E-001,0.091,0.81522,1.22667,0.134,1.20874,1.20510,1.20561,1.483,1.746,0.117328,0.115394
J,238.6,SiO2,2.8,1.002353E-001,0.103,1.418916E-001,0.091,0.70642,1.41559,0.138,1.38116,1.37429,1.38711,2.492,2.053,0.117328,0.115394
J,911.2,H2O,1,4.628611E-002,0.173,5.064469E-002,0.169,0.91394,1.09417,0.242,1.07927,1.07919,,1.380,,0.073926,0.073858
J,911.2,SiO2,1.6,4.458921E-002,0.175,5.064469E-002,0.169,0.88043,1.13581,0.243,1.11542,1.11517,1.11347,1.828,2.006,0.066566,0.066431
J,911.2,SiO2,2.8,4.067695E-002,0.180,5.064469E-002,0.169,0.80318,1.24505,0.247,1.20716,1.20672,1.20695,3.138,3.157,0.066566,0.066431
J,2614.5,H2O,1,1.868232E-002,0.285,1.963907E-002,0.281,0.95128,1.05121,0.400,1.04537,1.04536,,0.559,,0.042747,0.042739
J,2614.5,SiO2,1.6,1.822764E-002,0.287,1.963907E-002,0.281,0.92813,1.07743,0.402,1.06663,1.06660,1.06596,1.013,1.077,0.038983,0.038967
J,2614.5,SiO2,2.8,1.724484E-002,0.291,1.963907E-002,0.281,0.87809,1.13884,0.405,1.11839,1.11834,1.11827,1.829,1.840,0.038983,0.038967
