scene,E_keV,material,rho,eps,err_pct,eps_air,err_air_pct,F_mc,Cs_mc,Cs_mc_err_pct,Cs_deb_total,Cs_deb_nocoh,Cs_formula,d_mc_deb_total_pct,d_mc_formula_pct,mu_rho_total,mu_rho_nocoh
J,238.6,H2O,1,4.192263E-003,0.134,4.788739E-003,0.130,0.87544,1.14228,0.187,1.14046,1.13935,,0.160,,0.128694,0.127715
J,238.6,SiO2,1.6,3.959202E-003,0.136,4.788739E-003,0.130,0.82677,1.20952,0.188,1.20874,1.20510,1.20561,0.065,0.324,0.117328,0.115394
J,238.6,SiO2,2.8,3.463602E-003,0.141,4.788739E-003,0.130,0.72328,1.38259,0.192,1.38116,1.37429,1.38711,0.103,-0.326,0.117328,0.115394
J,911.2,H2O,1,4.722850E-004,0.417,5.105359E-004,0.410,0.92508,1.08099,0.585,1.07927,1.07919,,0.160,,0.073926,0.073858
J,911.2,SiO2,1.6,4.567139E-004,0.420,5.105359E-004,0.410,0.89458,1.11785,0.587,1.11542,1.11517,1.11347,0.218,0.393,0.066566,0.066431
J,911.2,SiO2,2.8,4.213534E-004,0.428,5.105359E-004,0.410,0.82532,1.21166,0.593,1.20716,1.20672,1.20695,0.372,0.390,0.066566,0.066431
J,2614.5,H2O,1,9.213606E-005,0.964,9.636833E-005,0.956,0.95608,1.04594,1.358,1.04537,1.04536,,0.054,,0.042747,0.042739
J,2614.5,SiO2,1.6,9.027786E-005,0.968,9.636833E-005,0.956,0.93680,1.06746,1.361,1.06663,1.06660,1.06596,0.078,0.141,0.038983,0.038967
J,2614.5,SiO2,2.8,8.605142E-005,0.979,9.636833E-005,0.956,0.89294,1.11989,1.368,1.11839,1.11834,1.11827,0.135,0.145,0.038983,0.038967
