scene,E_keV,material,rho,eps,err_pct,eps_air,err_air_pct,F_mc,Cs_mc,Cs_mc_err_pct,Cs_deb_total,Cs_deb_nocoh,Cs_formula,d_mc_deb_total_pct,d_mc_formula_pct,mu_rho_total,mu_rho_nocoh
J,238.6,H2O,1,1.187835E-001,0.097,1.401588E-001,0.092,0.84749,1.17995,0.133,1.14046,1.13935,,3.463,,0.128694,0.127715
J,238.6,SiO2,1.6,1.107834E-001,0.099,1.401588E-001,0.092,0.79041,1.26516,0.135,1.20874,1.20510,1.20561,4.668,4.940,0.117328,0.115394
J,238.6,SiO2,2.8,9.440405E-002,0.106,1.401588E-001,0.092,0.67355,1.48467,0.140,1.38116,1.37429,1.38711,7.494,7.033,0.117328,0.115394
J,911.2,H2O,1,4.628960E-002,0.174,5.076513E-002,0.169,0.91184,1.09669,0.242,1.07927,1.07919,,1.614,,0.073926,0.073858
J,911.2,SiO2,1.6,4.450275E-002,0.176,5.076513E-002,0.169,0.87664,1.14072,0.244,1.11542,1.11517,1.11347,2.268,2.447,0.066566,0.066431
J,911.2,SiO2,2.8,4.051924E-002,0.181,5.076513E-002,0.169,0.79817,1.25286,0.248,1.20716,1.20672,1.20695,3.786,3.805,0.066566,0.066431
J,2614.5,H2O,1,1.867826E-002,0.285,1.969117E-002,0.282,0.94856,1.05423,0.401,1.04537,1.04536,,0.848,,0.042747,0.042739
J,2614.5,SiO2,1.6,1.823809E-002,0.287,1.969117E-002,0.282,0.92621,1.07967,0.402,1.06663,1.06660,1.06596,1.223,1.287,0.038983,0.038967
J,2614.5,SiO2,2.8,1.724724E-002,0.292,1.969117E-002,0.282,0.87589,1.14170,0.405,1.11839,1.11834,1.11827,2.085,2.096,0.038983,0.038967
