call,m,iterations,budget,drops,active,banned,tol,maxdiag,objective,kkt_max_w_inactive,kkt_over_tol,active_max_abs_w,exhausted
1,31,19,930,0,16,0,8.9940130019379321E-09,89.940130019379325,-560432.69150877115,1.5486729048590503E-09,0.17218931132580742,7.2230577075060864E-10,0
2,31,19,930,0,16,0,8.9940130019379321E-09,89.940130019379325,-560432.69150877115,1.5486729048590503E-09,0.17218931132580742,7.2230577075060864E-10,0
3,31,19,930,0,17,0,8.97850324824945E-09,89.785032482494486,-446128.25891293789,1.3412038682263274E-09,0.14937944901761033,1.2349232747510541E-10,0
4,31,19,930,0,17,0,8.9801361243044312E-09,89.801361243044312,-441210.59780568164,1.3610313915539647E-09,0.15156021832123232,1.9348789237483288E-09,0
5,29,19,870,0,15,0,8.9940130019379321E-09,89.940130019379325,-557092.03013557708,1.3702111820952252E-11,0.0015234703149750695,1.7280399333685637E-11,0
6,29,19,870,0,17,0,8.9787044444415181E-09,89.787044444415173,-436196.63999455329,1.4430733530134366E-11,0.0016072177917681718,2.5053665808627557E-09,0
7,29,19,870,0,17,0,8.9802696989703024E-09,89.802696989703023,-431648.25848512677,1.4160554855835625E-11,0.0015768518463826655,3.4375347013337887E-10,0
8,29,19,870,0,16,0,8.9940130019379321E-09,89.940130019379325,-562575.47714083712,9.6123152791375619E-11,0.010687459843638657,4.2959413804055657E-11,0
9,29,19,870,0,17,0,8.9736199111174127E-09,89.73619911117413,-455960.51220736443,3.34499863156026E-11,0.0037275911668780875,2.7446915851214726E-09,0
10,29,19,870,0,17,0,8.9769816500090773E-09,89.769816500090769,-450955.348889664,3.3454186301472383E-11,0.00372666310412237,6.9404038072207186E-10,0
11,29,19,870,0,16,0,8.9940130019379321E-09,89.940130019379325,-562470.21000963228,9.3050499478833985E-11,0.01034582665810962,8.3801410255546216E-11,0
12,29,19,870,0,17,0,8.9702283175531815E-09,89.702283175531818,-455846.94525627291,3.3953931331175352E-11,0.0037851802796070862,2.4052901892446243E-09,0
13,29,19,870,0,17,0,8.974271575933963E-09,89.742715759339632,-450918.789532332,3.3950319884549627E-11,0.0037830724864169689,1.5037961986763548E-09,0
14,29,19,870,0,16,0,8.9940130019379321E-09,89.940130019379325,-562513.58744549728,9.15395678797866E-11,0.010177833616658399,2.7185365070181433E-11,0
15,29,19,870,0,17,0,8.9709135705885332E-09,89.70913570588533,-456006.74481856904,3.4103360282011712E-11,0.003801548193912025,1.4917134194547543E-09,0
16,29,19,870,0,17,0,8.9749079098948467E-09,89.749079098948471,-451098.58117754059,3.4100735910990328E-11,0.0037995638789111389,5.9767302218460827E-10,0
17,20,18,600,0,16,0,8.9940130019379321E-09,89.940130019379325,-562508.436510377,-1.7072934791735692E-05,-1898.2555159812423,2.8535396268125623E-11,0
18,20,18,600,0,16,0,8.9708855877832881E-09,89.708855877832875,-456038.02162515122,-3.37552070884704E-06,-376.27508185411307,3.4432900974934455E-11,0
19,20,18,600,0,16,0,8.97489776912259E-09,89.7489776912259,-451139.75111224642,-2.2042663275815243E-06,-245.60350260090141,5.113776069265441E-11,0
