ch,keV,net,fit,model,continuum_raw,Am-241,Esc-NaI,continuum
1652,569.010,0.000,-1.032,0.000,0.000,0.000,0.000,0.000
1653,569.363,3.623,3.623,0.000,0.000,0.000,0.000,0.000
1654,569.716,0.000,-0.586,0.000,0.000,0.000,0.000,0.000
1655,570.069,0.000,-4.143,0.000,0.000,0.000,0.000,0.000
1656,570.422,0.000,-2.734,0.000,0.000,0.000,0.000,0.000
1657,570.774,6.734,6.734,0.000,0.000,0.000,0.000,0.000
1658,571.127,0.000,-0.005,0.000,0.000,0.000,0.000,0.000
1659,571.480,0.000,-2.537,0.000,0.000,0.000,0.000,0.000
1660,571.833,0.000,-4.515,0.000,0.000,0.000,0.000,0.000
1661,572.186,0.000,-5.635,0.000,0.000,0.000,0.000,0.000
1662,572.538,4.131,4.131,0.000,0.000,0.000,0.000,0.000
1663,572.891,3.943,3.943,0.000,0.000,0.000,0.000,0.000
1664,573.244,2.823,2.823,0.000,0.000,0.000,0.000,0.000
1665,573.597,6.365,6.365,0.000,0.000,0.000,0.000,0.000
1666,573.949,0.143,0.143,0.000,0.000,0.000,0.000,0.000
1667,574.302,0.000,-0.574,0.000,0.000,0.000,0.000,0.000
1668,574.655,0.000,-3.352,0.000,0.000,0.000,0.000,0.000
1669,575.008,6.968,6.968,0.000,0.000,0.000,0.000,0.000
1670,575.360,0.000,-7.697,0.000,0.000,0.000,0.000,0.000
1671,575.713,0.000,-0.894,0.000,0.000,0.000,0.000,0.000
1672,576.066,6.167,6.167,0.000,0.000,0.000,0.000,0.000
1673,576.418,1.241,1.241,0.000,0.000,0.000,0.000,0.000
1674,576.771,0.000,-5.796,0.000,0.000,0.000,0.000,0.000
1675,577.124,2.574,2.574,0.000,0.000,0.000,0.000,0.000
1676,577.476,2.512,2.512,0.000,0.000,0.000,0.000,0.000
1677,577.829,0.000,-2.005,0.000,0.000,0.000,0.000,0.000
1678,578.182,0.000,-0.993,0.000,0.000,0.000,0.000,0.000
1679,578.534,0.857,0.857,0.000,0.000,0.000,0.000,0.000
1680,578.887,5.404,5.404,0.000,0.000,0.000,0.000,0.000
1681,579.240,0.000,-0.919,0.000,0.000,0.000,0.000,0.000
1682,579.592,2.946,2.946,0.000,0.000,0.000,0.000,0.000
1683,579.945,0.000,-0.635,0.000,0.000,0.000,0.000,0.000
1684,580.297,1.451,1.451,0.000,0.000,0.000,0.000,0.000
1685,580.650,0.000,-1.980,0.000,0.000,0.000,0.000,0.000
1686,581.003,2.761,2.761,0.000,0.000,0.000,0.000,0.000
1687,581.355,0.000,-1.079,0.000,0.000,0.000,0.000,0.000
1688,581.708,0.000,-4.436,0.000,0.000,0.000,0.000,0.000
1689,582.060,4.626,4.626,0.000,0.000,0.000,0.000,0.000
1690,582.413,7.586,7.586,0.000,0.000,0.000,0.000,0.000
1691,582.765,0.000,-2.943,0.000,0.000,0.000,0.000,0.000
1692,583.118,0.000,-4.079,0.000,0.000,0.000,0.000,0.000
1693,583.470,1.869,1.869,0.000,0.000,0.000,0.000,0.000
1694,583.823,0.000,-2.138,0.000,0.000,0.000,0.000,0.000
1695,584.175,0.909,0.909,0.000,0.000,0.000,0.000,0.000
1696,584.528,0.000,-2.214,0.000,0.000,0.000,0.000,0.000
1697,584.880,2.094,2.094,0.000,0.000,0.000,0.000,0.000
1698,585.233,0.000,-5.091,0.000,0.000,0.000,0.000,0.000
1699,585.585,8.426,8.426,0.000,0.000,0.000,0.000,0.000
1700,585.938,1.924,1.924,0.000,0.000,0.000,0.000,0.000
1701,586.290,3.244,3.244,0.000,0.000,0.000,0.000,0.000
1702,586.643,0.000,-0.512,0.000,0.000,0.000,0.000,0.000
1703,586.995,0.000,-0.091,0.000,0.000,0.000,0.000,0.000
1704,587.348,0.000,-2.645,0.000,0.000,0.000,0.000,0.000
1705,587.700,0.000,-1.165,0.000,0.000,0.000,0.000,0.000
1706,588.053,2.170,2.170,0.000,0.000,0.000,0.000,0.000
1707,588.405,0.000,-3.190,0.000,0.000,0.000,0.000,0.000
1708,588.757,0.000,-1.734,0.000,0.000,0.000,0.000,0.000
1709,589.110,0.000,-5.017,0.000,0.000,0.000,0.000,0.000
1710,589.462,2.663,2.663,0.000,0.000,0.000,0.000,0.000
1711,589.814,0.527,0.527,0.000,0.000,0.000,0.000,0.000
1712,590.167,0.000,-1.214,0.000,0.000,0.000,0.000,0.000
1713,590.519,0.000,-3.325,0.000,0.000,0.000,0.000,0.000
1714,590.872,0.000,-7.079,0.000,0.000,0.000,0.000,0.000
1715,591.224,1.155,1.155,0.000,0.000,0.000,0.000,0.000
1716,591.576,6.007,6.007,0.000,0.000,0.000,0.000,0.000
1717,591.929,0.946,0.946,0.000,0.000,0.000,0.000,0.000
1718,592.281,0.000,-0.535,0.000,0.000,0.000,0.000,0.000
1719,592.633,0.106,0.106,0.000,0.000,0.000,0.000,0.000
1720,592.985,0.000,-0.805,0.000,0.000,0.000,0.000,0.000
1721,593.338,1.515,1.515,0.000,0.000,0.000,0.000,0.000
1722,593.690,1.145,1.145,0.000,0.000,0.000,0.000,0.000
1723,594.042,0.000,-0.732,0.000,0.000,0.000,0.000,0.000
1724,594.395,0.000,-5.658,0.000,0.000,0.000,0.000,0.000
1725,594.747,2.254,2.254,0.000,0.000,0.000,0.000,0.000
1726,595.099,0.000,-0.239,0.000,0.000,0.000,0.000,0.000
1727,595.451,2.032,2.032,0.000,0.000,0.000,0.000,0.000
1728,595.804,10.204,10.204,0.000,0.000,0.000,0.000,0.000
1729,596.156,3.057,3.057,0.000,0.000,0.000,0.000,0.000
1730,596.508,0.000,-1.857,0.000,0.000,0.000,0.000,0.000
1731,596.860,2.465,2.465,0.000,0.000,0.000,0.000,0.000
1732,597.212,0.000,-2.140,0.000,0.000,0.000,0.000,0.000
1733,597.565,1.342,1.342,0.000,0.000,0.000,0.000,0.000
1734,597.917,9.613,9.613,0.000,0.000,0.000,0.000,0.000
1735,598.269,3.921,3.921,0.000,0.000,0.000,0.000,0.000
1736,598.621,0.000,-2.323,0.000,0.000,0.000,0.000,0.000
1737,598.973,0.000,-5.584,0.000,0.000,0.000,0.000,0.000
1738,599.325,0.000,-1.682,0.000,0.000,0.000,0.000,0.000
1739,599.677,0.000,-3.571,0.000,0.000,0.000,0.000,0.000
1740,600.030,1.751,1.751,0.000,0.000,0.000,0.000,0.000
1741,600.382,2.266,2.266,0.000,0.000,0.000,0.000,0.000
1742,600.734,0.000,-1.980,0.000,0.000,0.000,0.000,0.000
1743,601.086,1.143,1.143,0.000,0.000,0.000,0.000,0.000
1744,601.438,0.946,0.946,0.000,0.000,0.000,0.000,0.000
1745,601.790,0.000,-2.842,0.000,0.000,0.000,0.000,0.000
1746,602.142,1.106,1.106,0.000,0.000,0.000,0.000,0.000
1747,602.494,0.000,-1.781,0.000,0.000,0.000,0.000,0.000
1748,602.846,0.000,-6.485,0.000,0.000,0.000,0.000,0.000
1749,603.198,0.773,0.773,0.000,0.000,0.000,0.000,0.000
1750,603.550,9.613,9.613,0.000,0.000,0.000,0.000,0.000
1751,603.902,0.000,-0.362,0.000,0.000,0.000,0.000,0.000
1752,604.254,0.613,0.613,0.000,0.000,0.000,0.000,0.000
1753,604.606,1.909,1.909,0.000,0.000,0.000,0.000,0.000
1754,604.958,4.305,4.305,0.000,0.000,0.000,0.000,0.000
1755,605.310,0.000,-3.929,0.000,0.000,0.000,0.000,0.000
1756,605.662,0.057,0.057,0.000,0.000,0.000,0.000,0.000
1757,606.014,1.330,1.330,0.000,0.000,0.000,0.000,0.000
1758,606.366,5.921,5.921,0.000,0.000,0.000,0.000,0.000
1759,606.718,4.958,4.958,0.000,0.000,0.000,0.000,0.000
1760,607.070,2.032,2.032,0.000,0.000,0.000,0.000,0.000
1761,607.422,0.000,-7.276,0.000,0.000,0.000,0.000,0.000
1762,607.774,3.909,3.909,0.000,0.000,0.000,0.000,0.000
1763,608.126,0.000,-1.525,0.000,0.000,0.000,0.000,0.000
1764,608.478,0.000,-3.180,0.000,0.000,0.000,0.000,0.000
1765,608.830,0.000,-5.894,0.000,0.000,0.000,0.000,0.000
1766,609.182,3.007,3.007,0.000,0.000,0.000,0.000,0.000
1767,609.534,0.000,-1.771,0.000,0.000,0.000,0.000,0.000
1768,609.885,2.414,2.414,0.000,0.000,0.000,0.000,0.000
1769,610.237,3.611,3.611,0.000,0.000,0.000,0.000,0.000
1770,610.589,3.613,3.613,0.000,0.000,0.000,0.000,0.000
1771,610.941,0.000,-0.697,0.000,0.000,0.000,0.000,0.000
1772,611.293,0.000,-1.239,0.000,0.000,0.000,0.000,0.000
1773,611.645,0.165,0.165,0.000,0.000,0.000,0.000,0.000
1774,611.997,3.167,3.167,0.000,0.000,0.000,0.000,0.000
1775,612.348,0.000,-1.451,0.000,0.000,0.000,0.000,0.000
1776,612.700,2.315,2.315,0.000,0.000,0.000,0.000,0.000
1777,613.052,0.000,-1.067,0.000,0.000,0.000,0.000,0.000
1778,613.404,5.204,5.204,0.000,0.000,0.000,0.000,0.000
1779,613.756,0.000,-3.682,0.000,0.000,0.000,0.000,0.000
1780,614.107,0.000,-2.500,0.000,0.000,0.000,0.000,0.000
1781,614.459,0.000,-0.165,0.000,0.000,0.000,0.000,0.000
1782,614.811,0.000,-3.537,0.000,0.000,0.000,0.000,0.000
1783,615.163,0.000,-3.032,0.000,0.000,0.000,0.000,0.000
1784,615.514,0.734,0.734,0.000,0.000,0.000,0.000,0.000
1785,615.866,0.000,-5.549,0.000,0.000,0.000,0.000,0.000
1786,616.218,0.000,-1.648,0.000,0.000,0.000,0.000,0.000
1787,616.569,0.000,-0.958,0.000,0.000,0.000,0.000,0.000
1788,616.921,0.000,-0.488,0.000,0.000,0.000,0.000,0.000
1789,617.273,2.303,2.303,0.000,0.000,0.000,0.000,0.000
1790,617.624,1.771,1.771,0.000,0.000,0.000,0.000,0.000
1791,617.976,0.000,-1.685,0.000,0.000,0.000,0.000,0.000
1792,618.328,0.000,-3.081,0.000,0.000,0.000,0.000,0.000
1793,618.679,1.855,1.855,0.000,0.000,0.000,0.000,0.000
1794,619.031,6.387,6.387,0.000,0.000,0.000,0.000,0.000
1795,619.383,0.000,-2.106,0.000,0.000,0.000,0.000,0.000
1796,619.734,1.350,1.350,0.000,0.000,0.000,0.000,0.000
1797,620.086,0.000,-0.293,0.000,0.000,0.000,0.000,0.000
1798,620.438,5.411,5.411,0.000,0.000,0.000,0.000,0.000
1799,620.789,0.000,-3.355,0.000,0.000,0.000,0.000,0.000
1800,621.141,0.000,-0.204,0.000,0.000,0.000,0.000,0.000
1801,621.492,0.000,-3.367,0.000,0.000,0.000,0.000,0.000
1802,621.844,6.781,6.781,0.000,0.000,0.000,0.000,0.000
1803,622.195,0.202,0.202,0.000,0.000,0.000,0.000,0.000
1804,622.547,0.000,-2.108,0.000,0.000,0.000,0.000,0.000
1805,622.899,6.584,6.584,0.000,0.000,0.000,0.000,0.000
1806,623.250,3.990,3.990,0.000,0.000,0.000,0.000,0.000
1807,623.602,2.830,2.830,0.000,0.000,0.000,0.000,0.000
1808,623.953,6.015,6.015,0.000,0.000,0.000,0.000,0.000
1809,624.305,1.387,1.387,0.000,0.000,0.000,0.000,0.000
1810,624.656,0.000,-2.020,0.000,0.000,0.000,0.000,0.000
1811,625.008,0.000,-0.355,0.000,0.000,0.000,0.000,0.000
1812,625.359,0.000,-3.022,0.000,0.000,0.000,0.000,0.000
1813,625.710,0.000,-1.837,0.000,0.000,0.000,0.000,0.000
1814,626.062,5.704,5.704,0.000,0.000,0.000,0.000,0.000
1815,626.413,0.000,-1.022,0.000,0.000,0.000,0.000,0.000
1816,626.765,0.000,-0.603,0.000,0.000,0.000,0.000,0.000
1817,627.116,0.000,-4.268,0.000,0.000,0.000,0.000,0.000
1818,627.468,0.000,-5.108,0.000,0.000,0.000,0.000,0.000
1819,627.819,0.000,-5.369,0.000,0.000,0.000,0.000,0.000
1820,628.170,1.185,1.185,0.000,0.000,0.000,0.000,0.000
1821,628.522,1.025,1.025,0.000,0.000,0.000,0.000,0.000
1822,628.873,0.000,-0.135,0.000,0.000,0.000,0.000,0.000
1823,629.225,0.000,-1.739,0.000,0.000,0.000,0.000,0.000
1824,629.576,2.704,2.704,0.000,0.000,0.000,0.000,0.000
1825,629.927,2.865,2.865,0.000,0.000,0.000,0.000,0.000
1826,630.279,0.000,-0.443,0.000,0.000,0.000,0.000,0.000
1827,630.630,0.000,-3.406,0.000,0.000,0.000,0.000,0.000
1828,630.981,0.000,-3.123,0.000,0.000,0.000,0.000,0.000
1829,631.333,0.000,-3.273,0.000,0.000,0.000,0.000,0.000
1830,631.684,2.308,2.308,0.000,0.000,0.000,0.000,0.000
1831,632.035,3.000,3.000,0.000,0.000,0.000,0.000,0.000
1832,632.387,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
1833,632.738,5.123,5.123,0.000,0.000,0.000,0.000,0.000
1834,633.089,2.246,2.246,0.000,0.000,0.000,0.000,0.000
1835,633.440,1.382,1.382,0.000,0.000,0.000,0.000,0.000
1836,633.792,1.271,1.271,0.000,0.000,0.000,0.000,0.000
1837,634.143,9.653,9.653,0.000,0.000,0.000,0.000,0.000
1838,634.494,0.000,-0.778,0.000,0.000,0.000,0.000,0.000
1839,634.845,0.000,-0.384,0.000,0.000,0.000,0.000,0.000
1840,635.196,0.000,-4.163,0.000,0.000,0.000,0.000,0.000
1841,635.548,0.382,0.382,0.000,0.000,0.000,0.000,0.000
1842,635.899,0.000,-0.446,0.000,0.000,0.000,0.000,0.000
1843,636.250,3.554,3.554,0.000,0.000,0.000,0.000,0.000
1844,636.601,0.887,0.887,0.000,0.000,0.000,0.000,0.000
1845,636.952,0.342,0.342,0.000,0.000,0.000,0.000,0.000
1846,637.303,2.049,2.049,0.000,0.000,0.000,0.000,0.000
1847,637.655,0.000,-0.658,0.000,0.000,0.000,0.000,0.000
1848,638.006,2.490,2.490,0.000,0.000,0.000,0.000,0.000
1849,638.357,0.000,-3.581,0.000,0.000,0.000,0.000,0.000
1850,638.708,2.207,2.207,0.000,0.000,0.000,0.000,0.000
1851,639.059,0.000,-0.990,0.000,0.000,0.000,0.000,0.000
1852,639.410,0.219,0.219,0.000,0.000,0.000,0.000,0.000
1853,639.761,0.000,-0.101,0.000,0.000,0.000,0.000,0.000
1854,640.112,3.330,3.330,0.000,0.000,0.000,0.000,0.000
1855,640.463,1.985,1.985,0.000,0.000,0.000,0.000,0.000
1856,640.814,1.071,1.071,0.000,0.000,0.000,0.000,0.000
1857,641.165,3.576,3.576,0.000,0.000,0.000,0.000,0.000
1858,641.517,0.000,-2.719,0.000,0.000,0.000,0.000,0.000
1859,641.868,2.502,2.502,0.000,0.000,0.000,0.000,0.000
1860,642.219,0.613,0.613,0.000,0.000,0.000,0.000,0.000
1861,642.570,0.000,-3.818,0.000,0.000,0.000,0.000,0.000
1862,642.921,0.000,-1.091,0.000,0.000,0.000,0.000,0.000
1863,643.272,0.000,-6.005,0.000,0.000,0.000,0.000,0.000
1864,643.623,1.665,1.665,0.000,0.000,0.000,0.000,0.000
1865,643.973,0.000,-3.793,0.000,0.000,0.000,0.000,0.000
1866,644.324,0.000,-2.301,0.000,0.000,0.000,0.000,0.000
1867,644.675,0.000,-4.039,0.000,0.000,0.000,0.000,0.000
1868,645.026,2.539,2.539,0.000,0.000,0.000,0.000,0.000
1869,645.377,0.392,0.392,0.000,0.000,0.000,0.000,0.000
1870,645.728,0.000,-1.411,0.000,0.000,0.000,0.000,0.000
1871,646.079,4.244,4.244,0.000,0.000,0.000,0.000,0.000
1872,646.430,0.000,-1.842,0.000,0.000,0.000,0.000,0.000
1873,646.781,3.143,3.143,0.000,0.000,0.000,0.000,0.000
1874,647.132,0.000,-2.374,0.000,0.000,0.000,0.000,0.000
1875,647.483,2.490,2.490,0.000,0.000,0.000,0.000,0.000
1876,647.833,0.000,-3.101,0.000,0.000,0.000,0.000,0.000
1877,648.184,0.000,-0.571,0.000,0.000,0.000,0.000,0.000
1878,648.535,1.761,1.761,0.000,0.000,0.000,0.000,0.000
1879,648.886,0.000,-4.030,0.000,0.000,0.000,0.000,0.000
1880,649.237,0.000,-3.596,0.000,0.000,0.000,0.000,0.000
1881,649.588,2.131,2.131,0.000,0.000,0.000,0.000,0.000
1882,649.938,2.106,2.106,0.000,0.000,0.000,0.000,0.000
1883,650.289,2.810,2.810,0.000,0.000,0.000,0.000,0.000
1884,650.640,0.000,-3.288,0.000,0.000,0.000,0.000,0.000
1885,650.991,0.000,-0.808,0.000,0.000,0.000,0.000,0.000
1886,651.341,0.000,-1.697,0.000,0.000,0.000,0.000,0.000
1887,651.692,0.000,-0.374,0.000,0.000,0.000,0.000,0.000
1888,652.043,0.564,0.564,0.000,0.000,0.000,0.000,0.000
1889,652.394,2.798,2.798,0.000,0.000,0.000,0.000,0.000
1890,652.744,2.490,2.490,0.000,0.000,0.000,0.000,0.000
1891,653.095,0.000,-1.488,0.000,0.000,0.000,0.000,0.000
1892,653.446,3.340,3.340,0.000,0.000,0.000,0.000,0.000
1893,653.797,0.000,-2.079,0.000,0.000,0.000,0.000,0.000
1894,654.147,3.687,3.687,0.000,0.000,0.000,0.000,0.000
1895,654.498,0.000,-0.042,0.000,0.000,0.000,0.000,0.000
1896,654.849,0.000,-0.387,0.000,0.000,0.000,0.000,0.000
1897,655.199,0.958,0.958,0.000,0.000,0.000,0.000,0.000
1898,655.550,0.000,-0.611,0.000,0.000,0.000,0.000,0.000
1899,655.900,0.527,0.527,0.000,0.000,0.000,0.000,0.000
1900,656.251,0.020,0.020,0.000,0.000,0.000,0.000,0.000
1901,656.602,0.000,-1.054,0.000,0.000,0.000,0.000,0.000
1902,656.952,2.586,2.586,0.000,0.000,0.000,0.000,0.000
1903,657.303,3.340,3.340,0.000,0.000,0.000,0.000,0.000
1904,657.653,0.303,0.303,0.000,0.000,0.000,0.000,0.000
1905,658.004,0.000,-5.054,0.000,0.000,0.000,0.000,0.000
1906,658.355,1.749,1.749,0.000,0.000,0.000,0.000,0.000
1907,658.705,0.000,-1.980,0.000,0.000,0.000,0.000,0.000
1908,659.056,0.000,-4.103,0.000,0.000,0.000,0.000,0.000
1909,659.406,0.000,-0.623,0.000,0.000,0.000,0.000,0.000
1910,659.757,2.389,2.389,0.000,0.000,0.000,0.000,0.000
1911,660.107,2.884,2.884,0.000,0.000,0.000,0.000,0.000
1912,660.458,5.044,5.044,0.000,0.000,0.000,0.000,0.000
1913,660.808,0.000,-1.759,0.000,0.000,0.000,0.000,0.000
1914,661.159,0.000,-3.993,0.000,0.000,0.000,0.000,0.000
1915,661.509,0.000,-5.660,0.000,0.000,0.000,0.000,0.000
1916,661.860,3.648,3.648,0.000,0.000,0.000,0.000,0.000
1917,662.210,0.000,-1.906,0.000,0.000,0.000,0.000,0.000
1918,662.560,0.000,-5.648,0.000,0.000,0.000,0.000,0.000
1919,662.911,1.106,1.106,0.000,0.000,0.000,0.000,0.000
1920,663.261,3.057,3.057,0.000,0.000,0.000,0.000,0.000
1921,663.612,3.192,3.192,0.000,0.000,0.000,0.000,0.000
1922,663.962,0.000,-0.202,0.000,0.000,0.000,0.000,0.000
1923,664.312,1.810,1.810,0.000,0.000,0.000,0.000,0.000
1924,664.663,2.722,2.722,0.000,0.000,0.000,0.000,0.000
1925,665.013,2.574,2.574,0.000,0.000,0.000,0.000,0.000
1926,665.364,2.365,2.365,0.000,0.000,0.000,0.000,0.000
1927,665.714,4.724,4.724,0.000,0.000,0.000,0.000,0.000
1928,666.064,4.094,4.094,0.000,0.000,0.000,0.000,0.000
1929,666.415,0.000,-3.301,0.000,0.000,0.000,0.000,0.000
1930,666.765,0.475,0.475,0.000,0.000,0.000,0.000,0.000
1931,667.115,3.365,3.365,0.000,0.000,0.000,0.000,0.000
1932,667.465,3.722,3.722,0.000,0.000,0.000,0.000,0.000
1933,667.816,3.451,3.451,0.000,0.000,0.000,0.000,0.000
1934,668.166,2.020,2.020,0.000,0.000,0.000,0.000,0.000
1935,668.516,0.000,-5.488,0.000,0.000,0.000,0.000,0.000
1936,668.867,1.131,1.131,0.000,0.000,0.000,0.000,0.000
1937,669.217,4.574,4.574,0.000,0.000,0.000,0.000,0.000
1938,669.567,0.000,-1.919,0.000,0.000,0.000,0.000,0.000
1939,669.917,0.000,-1.623,0.000,0.000,0.000,0.000,0.000
1940,670.267,0.000,-2.820,0.000,0.000,0.000,0.000,0.000
1941,670.618,3.562,3.562,0.000,0.000,0.000,0.000,0.000
1942,670.968,0.722,0.722,0.000,0.000,0.000,0.000,0.000
1943,671.318,0.488,0.488,0.000,0.000,0.000,0.000,0.000
1944,671.668,2.820,2.820,0.000,0.000,0.000,0.000,0.000
1945,672.018,0.000,-1.722,0.000,0.000,0.000,0.000,0.000
1946,672.368,3.463,3.463,0.000,0.000,0.000,0.000,0.000
1947,672.719,2.254,2.254,0.000,0.000,0.000,0.000,0.000
1948,673.069,0.000,-0.882,0.000,0.000,0.000,0.000,0.000
1949,673.419,0.167,0.167,0.000,0.000,0.000,0.000,0.000
1950,673.769,0.000,-0.044,0.000,0.000,0.000,0.000,0.000
1951,674.119,0.000,-4.463,0.000,0.000,0.000,0.000,0.000
1952,674.469,0.734,0.734,0.000,0.000,0.000,0.000,0.000
1953,674.819,0.000,-2.722,0.000,0.000,0.000,0.000,0.000
1954,675.169,0.000,-0.549,0.000,0.000,0.000,0.000,0.000
1955,675.519,2.278,2.278,0.000,0.000,0.000,0.000,0.000
1956,675.869,5.202,5.202,0.000,0.000,0.000,0.000,0.000
1957,676.219,0.000,-4.140,0.000,0.000,0.000,0.000,0.000
1958,676.569,0.000,-2.229,0.000,0.000,0.000,0.000,0.000
1959,676.919,0.020,0.020,0.000,0.000,0.000,0.000,0.000
1960,677.269,0.943,0.943,0.000,0.000,0.000,0.000,0.000
1961,677.619,0.000,-0.623,0.000,0.000,0.000,0.000,0.000
1962,677.969,0.000,-0.241,0.000,0.000,0.000,0.000,0.000
1963,678.319,0.000,-1.266,0.000,0.000,0.000,0.000,0.000
1964,678.669,2.771,2.771,0.000,0.000,0.000,0.000,0.000
1965,679.019,0.958,0.958,0.000,0.000,0.000,0.000,0.000
1966,679.369,0.000,-3.377,0.000,0.000,0.000,0.000,0.000
1967,679.719,0.000,-3.315,0.000,0.000,0.000,0.000,0.000
1968,680.069,0.000,-2.746,0.000,0.000,0.000,0.000,0.000
1969,680.419,2.057,2.057,0.000,0.000,0.000,0.000,0.000
1970,680.769,7.217,7.217,0.000,0.000,0.000,0.000,0.000
1971,681.119,4.288,4.288,0.000,0.000,0.000,0.000,0.000
1972,681.469,0.000,-6.426,0.000,0.000,0.000,0.000,0.000
1973,681.819,1.463,1.463,0.000,0.000,0.000,0.000,0.000
1974,682.168,6.463,6.463,0.000,0.000,0.000,0.000,0.000
1975,682.518,0.000,-2.007,0.000,0.000,0.000,0.000,0.000
1976,682.868,1.365,1.365,0.000,0.000,0.000,0.000,0.000
1977,683.218,0.808,0.808,0.000,0.000,0.000,0.000,0.000
1978,683.568,0.315,0.315,0.000,0.000,0.000,0.000,0.000
1979,683.917,3.500,3.500,0.000,0.000,0.000,0.000,0.000
1980,684.267,0.000,-3.562,0.000,0.000,0.000,0.000,0.000
1981,684.617,0.463,0.463,0.000,0.000,0.000,0.000,0.000
1982,684.967,1.648,1.648,0.000,0.000,0.000,0.000,0.000
1983,685.317,0.000,-1.020,0.000,0.000,0.000,0.000,0.000
1984,685.666,0.000,-0.796,0.000,0.000,0.000,0.000,0.000
1985,686.016,1.685,1.685,0.000,0.000,0.000,0.000,0.000
1986,686.366,0.000,-2.340,0.000,0.000,0.000,0.000,0.000
1987,686.716,2.340,2.340,0.000,0.000,0.000,0.000,0.000
1988,687.065,0.000,-1.786,0.000,0.000,0.000,0.000,0.000
1989,687.415,4.845,4.845,0.000,0.000,0.000,0.000,0.000
1990,687.765,1.586,1.586,0.000,0.000,0.000,0.000,0.000
1991,688.114,0.000,-3.020,0.000,0.000,0.000,0.000,0.000
1992,688.464,4.537,4.537,0.000,0.000,0.000,0.000,0.000
1993,688.814,0.635,0.635,0.000,0.000,0.000,0.000,0.000
1994,689.163,0.000,-1.786,0.000,0.000,0.000,0.000,0.000
1995,689.513,4.091,4.091,0.000,0.000,0.000,0.000,0.000
1996,689.862,0.882,0.882,0.000,0.000,0.000,0.000,0.000
1997,690.212,0.734,0.734,0.000,0.000,0.000,0.000,0.000
1998,690.562,2.783,2.783,0.000,0.000,0.000,0.000,0.000
1999,690.911,2.177,2.177,0.000,0.000,0.000,0.000,0.000
2000,691.261,1.857,1.857,0.000,0.000,0.000,0.000,0.000
2001,691.610,1.202,1.202,0.000,0.000,0.000,0.000,0.000
2002,691.960,2.783,2.783,0.000,0.000,0.000,0.000,0.000
2003,692.310,2.128,2.128,0.000,0.000,0.000,0.000,0.000
2004,692.659,6.054,6.054,0.000,0.000,0.000,0.000,0.000
2005,693.009,0.000,-2.266,0.000,0.000,0.000,0.000,0.000
2006,693.358,0.000,-1.155,0.000,0.000,0.000,0.000,0.000
2007,693.708,0.000,-0.204,0.000,0.000,0.000,0.000,0.000
2008,694.057,0.000,-1.155,0.000,0.000,0.000,0.000,0.000
2009,694.407,0.000,-2.278,0.000,0.000,0.000,0.000,0.000
2010,694.756,1.857,1.857,0.000,0.000,0.000,0.000,0.000
2011,695.106,3.116,3.116,0.000,0.000,0.000,0.000,0.000
2012,695.455,0.000,-2.786,0.000,0.000,0.000,0.000,0.000
2013,695.804,4.300,4.300,0.000,0.000,0.000,0.000,0.000
2014,696.154,0.337,0.337,0.000,0.000,0.000,0.000,0.000
2015,696.503,0.000,-1.946,0.000,0.000,0.000,0.000,0.000
2016,696.853,0.000,-1.118,0.000,0.000,0.000,0.000,0.000
2017,697.202,4.411,4.411,0.000,0.000,0.000,0.000,0.000
2018,697.551,0.993,0.993,0.000,0.000,0.000,0.000,0.000
2019,697.901,0.000,-2.192,0.000,0.000,0.000,0.000,0.000
2020,698.250,0.000,-3.106,0.000,0.000,0.000,0.000,0.000
2021,698.599,0.000,-3.995,0.000,0.000,0.000,0.000,0.000
2022,698.949,0.000,-2.180,0.000,0.000,0.000,0.000,0.000
2023,699.298,0.000,-1.266,0.000,0.000,0.000,0.000,0.000
2024,699.647,3.906,3.906,0.000,0.000,0.000,0.000,0.000
2025,699.997,0.000,-2.687,0.000,0.000,0.000,0.000,0.000
2026,700.346,0.000,-1.736,0.000,0.000,0.000,0.000,0.000
2027,700.695,0.030,0.030,0.000,0.000,0.000,0.000,0.000
2028,701.045,0.000,-3.192,0.000,0.000,0.000,0.000,0.000
2029,701.394,0.000,-0.044,0.000,0.000,0.000,0.000,0.000
2030,701.743,4.165,4.165,0.000,0.000,0.000,0.000,0.000
2031,702.092,2.857,2.857,0.000,0.000,0.000,0.000,0.000
2032,702.442,0.000,-2.823,0.000,0.000,0.000,0.000,0.000
2033,702.791,1.350,1.350,0.000,0.000,0.000,0.000,0.000
2034,703.140,0.000,-2.810,0.000,0.000,0.000,0.000,0.000
2035,703.489,3.066,3.066,0.000,0.000,0.000,0.000,0.000
2036,703.838,2.030,2.030,0.000,0.000,0.000,0.000,0.000
2037,704.188,0.000,-0.155,0.000,0.000,0.000,0.000,0.000
2038,704.537,2.498,2.498,0.000,0.000,0.000,0.000,0.000
2039,704.886,0.000,-2.527,0.000,0.000,0.000,0.000,0.000
2040,705.235,0.000,-0.525,0.000,0.000,0.000,0.000,0.000
2041,705.584,0.000,-0.576,0.000,0.000,0.000,0.000,0.000
2042,705.933,2.882,2.882,0.000,0.000,0.000,0.000,0.000
2043,706.282,1.980,1.980,0.000,0.000,0.000,0.000,0.000
2044,706.632,0.746,0.746,0.000,0.000,0.000,0.000,0.000
