ch,keV,net,fit,model,continuum_raw,Am-241,Esc-NaI,continuum
3525,1210.714,0.000,-0.574,0.000,0.000,0.000,0.000,0.000
3526,1211.046,0.000,-1.365,0.000,0.000,0.000,0.000,0.000
3527,1211.379,0.000,-0.734,0.000,0.000,0.000,0.000,0.000
3528,1211.711,0.611,0.611,0.000,0.000,0.000,0.000,0.000
3529,1212.044,0.000,-2.328,0.000,0.000,0.000,0.000,0.000
3530,1212.376,0.081,0.081,0.000,0.000,0.000,0.000,0.000
3531,1212.709,0.328,0.328,0.000,0.000,0.000,0.000,0.000
3532,1213.042,0.000,-1.709,0.000,0.000,0.000,0.000,0.000
3533,1213.374,3.328,3.328,0.000,0.000,0.000,0.000,0.000
3534,1213.707,0.352,0.352,0.000,0.000,0.000,0.000,0.000
3535,1214.039,0.000,-1.722,0.000,0.000,0.000,0.000,0.000
3536,1214.372,0.000,-2.919,0.000,0.000,0.000,0.000,0.000
3537,1214.704,0.000,-0.857,0.000,0.000,0.000,0.000,0.000
3538,1215.037,0.000,-0.340,0.000,0.000,0.000,0.000,0.000
3539,1215.369,0.000,-0.488,0.000,0.000,0.000,0.000,0.000
3540,1215.702,0.000,-0.537,0.000,0.000,0.000,0.000,0.000
3541,1216.034,0.000,-0.451,0.000,0.000,0.000,0.000,0.000
3542,1216.367,0.000,-0.562,0.000,0.000,0.000,0.000,0.000
3543,1216.699,0.000,-1.845,0.000,0.000,0.000,0.000,0.000
3544,1217.031,2.204,2.204,0.000,0.000,0.000,0.000,0.000
3545,1217.364,0.000,-0.685,0.000,0.000,0.000,0.000,0.000
3546,1217.696,0.000,-1.611,0.000,0.000,0.000,0.000,0.000
3547,1218.029,4.401,4.401,0.000,0.000,0.000,0.000,0.000
3548,1218.361,0.278,0.278,0.000,0.000,0.000,0.000,0.000
3549,1218.694,3.537,3.537,0.000,0.000,0.000,0.000,0.000
3550,1219.026,0.660,0.660,0.000,0.000,0.000,0.000,0.000
3551,1219.358,0.000,-0.611,0.000,0.000,0.000,0.000,0.000
3552,1219.691,0.000,-1.365,0.000,0.000,0.000,0.000,0.000
3553,1220.023,0.000,-1.648,0.000,0.000,0.000,0.000,0.000
3554,1220.356,2.414,2.414,0.000,0.000,0.000,0.000,0.000
3555,1220.688,1.635,1.635,0.000,0.000,0.000,0.000,0.000
3556,1221.020,0.000,-1.722,0.000,0.000,0.000,0.000,0.000
3557,1221.353,0.000,-1.611,0.000,0.000,0.000,0.000,0.000
3558,1221.685,0.000,-0.488,0.000,0.000,0.000,0.000,0.000
3559,1222.017,0.000,-2.500,0.000,0.000,0.000,0.000,0.000
3560,1222.350,1.315,1.315,0.000,0.000,0.000,0.000,0.000
3561,1222.682,0.377,0.377,0.000,0.000,0.000,0.000,0.000
3562,1223.014,0.000,-1.352,0.000,0.000,0.000,0.000,0.000
3563,1223.347,0.000,-0.882,0.000,0.000,0.000,0.000,0.000
3564,1223.679,0.488,0.488,0.000,0.000,0.000,0.000,0.000
3565,1224.011,0.000,-0.771,0.000,0.000,0.000,0.000,0.000
3566,1224.344,0.512,0.512,0.000,0.000,0.000,0.000,0.000
3567,1224.676,0.599,0.599,0.000,0.000,0.000,0.000,0.000
3568,1225.008,0.451,0.451,0.000,0.000,0.000,0.000,0.000
3569,1225.341,0.000,-1.463,0.000,0.000,0.000,0.000,0.000
3570,1225.673,0.000,-1.438,0.000,0.000,0.000,0.000,0.000
3571,1226.005,0.635,0.635,0.000,0.000,0.000,0.000,0.000
3572,1226.337,1.562,1.562,0.000,0.000,0.000,0.000,0.000
3573,1226.670,0.167,0.167,0.000,0.000,0.000,0.000,0.000
3574,1227.002,0.463,0.463,0.000,0.000,0.000,0.000,0.000
3575,1227.334,0.000,-0.586,0.000,0.000,0.000,0.000,0.000
3576,1227.666,4.525,4.525,0.000,0.000,0.000,0.000,0.000
3577,1227.999,2.525,2.525,0.000,0.000,0.000,0.000,0.000
3578,1228.331,0.278,0.278,0.000,0.000,0.000,0.000,0.000
3579,1228.663,0.000,-0.475,0.000,0.000,0.000,0.000,0.000
3580,1228.995,0.000,-0.599,0.000,0.000,0.000,0.000,0.000
3581,1229.327,1.131,1.131,0.000,0.000,0.000,0.000,0.000
3582,1229.660,0.315,0.315,0.000,0.000,0.000,0.000,0.000
3583,1229.992,0.000,-0.525,0.000,0.000,0.000,0.000,0.000
3584,1230.324,0.000,-1.463,0.000,0.000,0.000,0.000,0.000
3585,1230.656,0.000,-1.315,0.000,0.000,0.000,0.000,0.000
3586,1230.988,1.475,1.475,0.000,0.000,0.000,0.000,0.000
3587,1231.320,0.000,-0.389,0.000,0.000,0.000,0.000,0.000
3588,1231.653,1.685,1.685,0.000,0.000,0.000,0.000,0.000
3589,1231.985,0.000,-1.586,0.000,0.000,0.000,0.000,0.000
3590,1232.317,0.000,-1.525,0.000,0.000,0.000,0.000,0.000
3591,1232.649,0.000,-1.586,0.000,0.000,0.000,0.000,0.000
3592,1232.981,1.451,1.451,0.000,0.000,0.000,0.000,0.000
3593,1233.313,0.000,-0.574,0.000,0.000,0.000,0.000,0.000
3594,1233.645,0.000,-0.241,0.000,0.000,0.000,0.000,0.000
3595,1233.978,0.000,-0.475,0.000,0.000,0.000,0.000,0.000
3596,1234.310,2.451,2.451,0.000,0.000,0.000,0.000,0.000
3597,1234.642,0.586,0.586,0.000,0.000,0.000,0.000,0.000
3598,1234.974,0.000,-2.352,0.000,0.000,0.000,0.000,0.000
3599,1235.306,0.000,-1.537,0.000,0.000,0.000,0.000,0.000
3600,1235.638,0.000,-0.365,0.000,0.000,0.000,0.000,0.000
3601,1235.970,1.389,1.389,0.000,0.000,0.000,0.000,0.000
3602,1236.302,0.000,-0.586,0.000,0.000,0.000,0.000,0.000
3603,1236.634,2.845,2.845,0.000,0.000,0.000,0.000,0.000
3604,1236.966,0.000,-1.525,0.000,0.000,0.000,0.000,0.000
3605,1237.298,0.000,-1.475,0.000,0.000,0.000,0.000,0.000
3606,1237.630,0.000,-0.204,0.000,0.000,0.000,0.000,0.000
3607,1237.962,0.000,-1.672,0.000,0.000,0.000,0.000,0.000
3608,1238.294,0.000,-1.278,0.000,0.000,0.000,0.000,0.000
3609,1238.626,0.000,-2.599,0.000,0.000,0.000,0.000,0.000
3610,1238.958,0.000,-0.635,0.000,0.000,0.000,0.000,0.000
3611,1239.290,0.000,-1.426,0.000,0.000,0.000,0.000,0.000
3612,1239.622,0.574,0.574,0.000,0.000,0.000,0.000,0.000
3613,1239.954,0.000,-1.303,0.000,0.000,0.000,0.000,0.000
3614,1240.286,0.771,0.771,0.000,0.000,0.000,0.000,0.000
3615,1240.618,0.401,0.401,0.000,0.000,0.000,0.000,0.000
3616,1240.950,1.254,1.254,0.000,0.000,0.000,0.000,0.000
3617,1241.282,0.000,-0.648,0.000,0.000,0.000,0.000,0.000
3618,1241.614,0.000,-0.549,0.000,0.000,0.000,0.000,0.000
3619,1241.946,0.648,0.648,0.000,0.000,0.000,0.000,0.000
3620,1242.278,0.635,0.635,0.000,0.000,0.000,0.000,0.000
3621,1242.610,0.611,0.611,0.000,0.000,0.000,0.000,0.000
3622,1242.942,1.623,1.623,0.000,0.000,0.000,0.000,0.000
3623,1243.274,0.475,0.475,0.000,0.000,0.000,0.000,0.000
3624,1243.606,0.000,-1.586,0.000,0.000,0.000,0.000,0.000
3625,1243.938,0.722,0.722,0.000,0.000,0.000,0.000,0.000
3626,1244.270,0.000,-2.377,0.000,0.000,0.000,0.000,0.000
3627,1244.602,0.340,0.340,0.000,0.000,0.000,0.000,0.000
3628,1244.934,0.000,-0.401,0.000,0.000,0.000,0.000,0.000
3629,1245.266,2.438,2.438,0.000,0.000,0.000,0.000,0.000
3630,1245.597,0.611,0.611,0.000,0.000,0.000,0.000,0.000
3631,1245.929,0.000,-0.623,0.000,0.000,0.000,0.000,0.000
3632,1246.261,1.599,1.599,0.000,0.000,0.000,0.000,0.000
3633,1246.593,0.000,-0.426,0.000,0.000,0.000,0.000,0.000
3634,1246.925,0.000,-1.451,0.000,0.000,0.000,0.000,0.000
3635,1247.257,0.000,-0.783,0.000,0.000,0.000,0.000,0.000
3636,1247.589,0.000,-0.204,0.000,0.000,0.000,0.000,0.000
3637,1247.921,0.000,-1.340,0.000,0.000,0.000,0.000,0.000
3638,1248.252,0.000,-1.389,0.000,0.000,0.000,0.000,0.000
3639,1248.584,0.000,-1.635,0.000,0.000,0.000,0.000,0.000
3640,1248.916,0.000,-1.081,0.000,0.000,0.000,0.000,0.000
3641,1249.248,1.266,1.266,0.000,0.000,0.000,0.000,0.000
3642,1249.580,0.000,-0.537,0.000,0.000,0.000,0.000,0.000
3643,1249.912,0.000,-0.599,0.000,0.000,0.000,0.000,0.000
3644,1250.243,0.697,0.697,0.000,0.000,0.000,0.000,0.000
3645,1250.575,0.000,-1.463,0.000,0.000,0.000,0.000,0.000
3646,1250.907,0.000,-0.389,0.000,0.000,0.000,0.000,0.000
3647,1251.239,0.000,-0.352,0.000,0.000,0.000,0.000,0.000
3648,1251.571,0.574,0.574,0.000,0.000,0.000,0.000,0.000
3649,1251.902,0.000,-2.525,0.000,0.000,0.000,0.000,0.000
3650,1252.234,0.000,-2.414,0.000,0.000,0.000,0.000,0.000
3651,1252.566,0.000,-1.291,0.000,0.000,0.000,0.000,0.000
3652,1252.898,0.000,-0.734,0.000,0.000,0.000,0.000,0.000
3653,1253.229,0.000,-1.143,0.000,0.000,0.000,0.000,0.000
3654,1253.561,2.340,2.340,0.000,0.000,0.000,0.000,0.000
3655,1253.893,0.000,-0.635,0.000,0.000,0.000,0.000,0.000
3656,1254.225,0.000,-2.586,0.000,0.000,0.000,0.000,0.000
3657,1254.556,0.328,0.328,0.000,0.000,0.000,0.000,0.000
3658,1254.888,0.000,-1.623,0.000,0.000,0.000,0.000,0.000
3659,1255.220,0.000,-1.401,0.000,0.000,0.000,0.000,0.000
3660,1255.552,0.000,-1.463,0.000,0.000,0.000,0.000,0.000
3661,1255.883,1.586,1.586,0.000,0.000,0.000,0.000,0.000
3662,1256.215,0.000,-2.340,0.000,0.000,0.000,0.000,0.000
3663,1256.547,1.401,1.401,0.000,0.000,0.000,0.000,0.000
3664,1256.878,3.562,3.562,0.000,0.000,0.000,0.000,0.000
3665,1257.210,1.709,1.709,0.000,0.000,0.000,0.000,0.000
3666,1257.542,0.254,0.254,0.000,0.000,0.000,0.000,0.000
3667,1257.874,0.000,-1.635,0.000,0.000,0.000,0.000,0.000
3668,1258.205,0.672,0.672,0.000,0.000,0.000,0.000,0.000
3669,1258.537,0.709,0.709,0.000,0.000,0.000,0.000,0.000
3670,1258.869,1.005,1.005,0.000,0.000,0.000,0.000,0.000
3671,1259.200,2.783,2.783,0.000,0.000,0.000,0.000,0.000
3672,1259.532,0.562,0.562,0.000,0.000,0.000,0.000,0.000
3673,1259.863,0.000,-0.254,0.000,0.000,0.000,0.000,0.000
3674,1260.195,0.000,-0.143,0.000,0.000,0.000,0.000,0.000
3675,1260.527,2.709,2.709,0.000,0.000,0.000,0.000,0.000
3676,1260.858,0.000,-1.377,0.000,0.000,0.000,0.000,0.000
3677,1261.190,0.000,-1.254,0.000,0.000,0.000,0.000,0.000
3678,1261.522,0.000,-0.599,0.000,0.000,0.000,0.000,0.000
3679,1261.853,0.500,0.500,0.000,0.000,0.000,0.000,0.000
3680,1262.185,0.000,-0.451,0.000,0.000,0.000,0.000,0.000
3681,1262.516,2.894,2.894,0.000,0.000,0.000,0.000,0.000
3682,1262.848,0.000,-0.377,0.000,0.000,0.000,0.000,0.000
3683,1263.180,1.697,1.697,0.000,0.000,0.000,0.000,0.000
3684,1263.511,0.000,-1.315,0.000,0.000,0.000,0.000,0.000
3685,1263.843,2.438,2.438,0.000,0.000,0.000,0.000,0.000
3686,1264.174,0.000,-0.328,0.000,0.000,0.000,0.000,0.000
3687,1264.506,2.833,2.833,0.000,0.000,0.000,0.000,0.000
3688,1264.838,0.599,0.599,0.000,0.000,0.000,0.000,0.000
3689,1265.169,2.438,2.438,0.000,0.000,0.000,0.000,0.000
3690,1265.501,0.000,-1.389,0.000,0.000,0.000,0.000,0.000
3691,1265.832,1.635,1.635,0.000,0.000,0.000,0.000,0.000
3692,1266.164,2.328,2.328,0.000,0.000,0.000,0.000,0.000
3693,1266.495,0.000,-0.118,0.000,0.000,0.000,0.000,0.000
3694,1266.827,0.426,0.426,0.000,0.000,0.000,0.000,0.000
3695,1267.158,0.000,-2.167,0.000,0.000,0.000,0.000,0.000
3696,1267.490,0.000,-0.525,0.000,0.000,0.000,0.000,0.000
3697,1267.821,1.672,1.672,0.000,0.000,0.000,0.000,0.000
3698,1268.153,0.000,-1.488,0.000,0.000,0.000,0.000,0.000
3699,1268.485,0.000,-1.574,0.000,0.000,0.000,0.000,0.000
3700,1268.816,0.000,-0.586,0.000,0.000,0.000,0.000,0.000
3701,1269.148,0.000,-1.697,0.000,0.000,0.000,0.000,0.000
3702,1269.479,0.000,-0.475,0.000,0.000,0.000,0.000,0.000
3703,1269.811,0.000,-1.401,0.000,0.000,0.000,0.000,0.000
3704,1270.142,0.562,0.562,0.000,0.000,0.000,0.000,0.000
3705,1270.473,0.783,0.783,0.000,0.000,0.000,0.000,0.000
3706,1270.805,0.000,-0.094,0.000,0.000,0.000,0.000,0.000
3707,1271.136,0.000,-1.291,0.000,0.000,0.000,0.000,0.000
3708,1271.468,2.648,2.648,0.000,0.000,0.000,0.000,0.000
3709,1271.799,0.525,0.525,0.000,0.000,0.000,0.000,0.000
3710,1272.131,0.426,0.426,0.000,0.000,0.000,0.000,0.000
3711,1272.462,0.000,-1.525,0.000,0.000,0.000,0.000,0.000
3712,1272.794,0.525,0.525,0.000,0.000,0.000,0.000,0.000
3713,1273.125,0.000,-0.401,0.000,0.000,0.000,0.000,0.000
3714,1273.457,1.278,1.278,0.000,0.000,0.000,0.000,0.000
3715,1273.788,0.599,0.599,0.000,0.000,0.000,0.000,0.000
3716,1274.119,2.660,2.660,0.000,0.000,0.000,0.000,0.000
3717,1274.451,0.000,-0.488,0.000,0.000,0.000,0.000,0.000
3718,1274.782,2.808,2.808,0.000,0.000,0.000,0.000,0.000
3719,1275.114,0.000,-0.266,0.000,0.000,0.000,0.000,0.000
3720,1275.445,0.000,-0.414,0.000,0.000,0.000,0.000,0.000
3721,1275.777,0.000,-1.771,0.000,0.000,0.000,0.000,0.000
3722,1276.108,0.000,-1.500,0.000,0.000,0.000,0.000,0.000
3723,1276.439,0.000,-1.377,0.000,0.000,0.000,0.000,0.000
3724,1276.771,2.229,2.229,0.000,0.000,0.000,0.000,0.000
3725,1277.102,0.000,-0.734,0.000,0.000,0.000,0.000,0.000
3726,1277.433,0.000,-1.463,0.000,0.000,0.000,0.000,0.000
3727,1277.765,0.623,0.623,0.000,0.000,0.000,0.000,0.000
3728,1278.096,1.315,1.315,0.000,0.000,0.000,0.000,0.000
3729,1278.428,2.081,2.081,0.000,0.000,0.000,0.000,0.000
3730,1278.759,0.000,-1.562,0.000,0.000,0.000,0.000,0.000
3731,1279.090,0.562,0.562,0.000,0.000,0.000,0.000,0.000
3732,1279.422,0.000,-0.549,0.000,0.000,0.000,0.000,0.000
3733,1279.753,0.771,0.771,0.000,0.000,0.000,0.000,0.000
3734,1280.084,0.500,0.500,0.000,0.000,0.000,0.000,0.000
3735,1280.416,0.000,-1.574,0.000,0.000,0.000,0.000,0.000
3736,1280.747,1.599,1.599,0.000,0.000,0.000,0.000,0.000
3737,1281.078,0.833,0.833,0.000,0.000,0.000,0.000,0.000
3738,1281.410,2.525,2.525,0.000,0.000,0.000,0.000,0.000
3739,1281.741,0.000,-0.562,0.000,0.000,0.000,0.000,0.000
3740,1282.072,0.000,-1.414,0.000,0.000,0.000,0.000,0.000
3741,1282.404,0.500,0.500,0.000,0.000,0.000,0.000,0.000
3742,1282.735,2.291,2.291,0.000,0.000,0.000,0.000,0.000
3743,1283.066,0.000,-2.451,0.000,0.000,0.000,0.000,0.000
3744,1283.397,2.365,2.365,0.000,0.000,0.000,0.000,0.000
3745,1283.729,1.611,1.611,0.000,0.000,0.000,0.000,0.000
3746,1284.060,0.000,-1.512,0.000,0.000,0.000,0.000,0.000
3747,1284.391,1.488,1.488,0.000,0.000,0.000,0.000,0.000
3748,1284.723,0.000,-2.623,0.000,0.000,0.000,0.000,0.000
3749,1285.054,0.525,0.525,0.000,0.000,0.000,0.000,0.000
3750,1285.385,0.000,-0.278,0.000,0.000,0.000,0.000,0.000
3751,1285.716,0.000,-2.623,0.000,0.000,0.000,0.000,0.000
3752,1286.048,0.414,0.414,0.000,0.000,0.000,0.000,0.000
3753,1286.379,0.000,-0.599,0.000,0.000,0.000,0.000,0.000
3754,1286.710,0.000,-0.377,0.000,0.000,0.000,0.000,0.000
3755,1287.041,0.352,0.352,0.000,0.000,0.000,0.000,0.000
3756,1287.373,1.278,1.278,0.000,0.000,0.000,0.000,0.000
3757,1287.704,0.000,-1.475,0.000,0.000,0.000,0.000,0.000
3758,1288.035,0.000,-0.746,0.000,0.000,0.000,0.000,0.000
3759,1288.366,0.000,-1.980,0.000,0.000,0.000,0.000,0.000
3760,1288.698,0.000,-1.611,0.000,0.000,0.000,0.000,0.000
3761,1289.029,0.488,0.488,0.000,0.000,0.000,0.000,0.000
3762,1289.360,0.315,0.315,0.000,0.000,0.000,0.000,0.000
3763,1289.691,0.000,-2.549,0.000,0.000,0.000,0.000,0.000
3764,1290.022,1.599,1.599,0.000,0.000,0.000,0.000,0.000
3765,1290.354,0.451,0.451,0.000,0.000,0.000,0.000,0.000
3766,1290.685,0.000,-0.734,0.000,0.000,0.000,0.000,0.000
3767,1291.016,0.488,0.488,0.000,0.000,0.000,0.000,0.000
3768,1291.347,2.426,2.426,0.000,0.000,0.000,0.000,0.000
3769,1291.678,0.574,0.574,0.000,0.000,0.000,0.000,0.000
3770,1292.010,0.000,-1.857,0.000,0.000,0.000,0.000,0.000
3771,1292.341,0.000,-2.574,0.000,0.000,0.000,0.000,0.000
3772,1292.672,0.000,-1.906,0.000,0.000,0.000,0.000,0.000
3773,1293.003,0.000,-0.574,0.000,0.000,0.000,0.000,0.000
3774,1293.334,0.000,-1.241,0.000,0.000,0.000,0.000,0.000
3775,1293.665,0.525,0.525,0.000,0.000,0.000,0.000,0.000
3776,1293.997,0.000,-1.808,0.000,0.000,0.000,0.000,0.000
3777,1294.328,0.000,-0.611,0.000,0.000,0.000,0.000,0.000
3778,1294.659,0.000,-1.796,0.000,0.000,0.000,0.000,0.000
3779,1294.990,0.389,0.389,0.000,0.000,0.000,0.000,0.000
3780,1295.321,0.475,0.475,0.000,0.000,0.000,0.000,0.000
3781,1295.652,2.884,2.884,0.000,0.000,0.000,0.000,0.000
3782,1295.984,0.000,-2.488,0.000,0.000,0.000,0.000,0.000
3783,1296.315,0.000,-0.968,0.000,0.000,0.000,0.000,0.000
3784,1296.646,1.500,1.500,0.000,0.000,0.000,0.000,0.000
3785,1296.977,0.241,0.241,0.000,0.000,0.000,0.000,0.000
3786,1297.308,0.000,-1.500,0.000,0.000,0.000,0.000,0.000
3787,1297.639,2.180,2.180,0.000,0.000,0.000,0.000,0.000
3788,1297.970,1.352,1.352,0.000,0.000,0.000,0.000,0.000
3789,1298.301,0.000,-1.475,0.000,0.000,0.000,0.000,0.000
3790,1298.632,0.000,-1.709,0.000,0.000,0.000,0.000,0.000
3791,1298.964,4.500,4.500,0.000,0.000,0.000,0.000,0.000
3792,1299.295,2.155,2.155,0.000,0.000,0.000,0.000,0.000
3793,1299.626,0.000,-0.586,0.000,0.000,0.000,0.000,0.000
3794,1299.957,0.463,0.463,0.000,0.000,0.000,0.000,0.000
3795,1300.288,0.217,0.217,0.000,0.000,0.000,0.000,0.000
3796,1300.619,0.835,0.835,0.000,0.000,0.000,0.000,0.000
3797,1300.950,0.000,-1.672,0.000,0.000,0.000,0.000,0.000
3798,1301.281,0.000,-1.005,0.000,0.000,0.000,0.000,0.000
3799,1301.612,2.204,2.204,0.000,0.000,0.000,0.000,0.000
3800,1301.943,1.204,1.204,0.000,0.000,0.000,0.000,0.000
3801,1302.274,3.057,3.057,0.000,0.000,0.000,0.000,0.000
3802,1302.605,3.254,3.254,0.000,0.000,0.000,0.000,0.000
3803,1302.936,0.000,-0.660,0.000,0.000,0.000,0.000,0.000
3804,1303.267,1.069,1.069,0.000,0.000,0.000,0.000,0.000
3805,1303.598,0.000,-1.722,0.000,0.000,0.000,0.000,0.000
3806,1303.930,0.983,0.983,0.000,0.000,0.000,0.000,0.000
3807,1304.261,1.204,1.204,0.000,0.000,0.000,0.000,0.000
3808,1304.592,0.229,0.229,0.000,0.000,0.000,0.000,0.000
3809,1304.923,2.933,2.933,0.000,0.000,0.000,0.000,0.000
3810,1305.254,2.933,2.933,0.000,0.000,0.000,0.000,0.000
3811,1305.585,0.229,0.229,0.000,0.000,0.000,0.000,0.000
3812,1305.916,0.000,-1.808,0.000,0.000,0.000,0.000,0.000
3813,1306.247,0.000,-3.461,0.000,0.000,0.000,0.000,0.000
3814,1306.578,0.000,-0.648,0.000,0.000,0.000,0.000,0.000
3815,1306.909,1.983,1.983,0.000,0.000,0.000,0.000,0.000
3816,1307.240,0.983,0.983,0.000,0.000,0.000,0.000,0.000
3817,1307.571,0.000,-1.857,0.000,0.000,0.000,0.000,0.000
3818,1307.902,0.000,-1.030,0.000,0.000,0.000,0.000,0.000
3819,1308.233,0.000,-1.177,0.000,0.000,0.000,0.000,0.000
3820,1308.564,0.000,-0.919,0.000,0.000,0.000,0.000,0.000
3821,1308.895,0.229,0.229,0.000,0.000,0.000,0.000,0.000
3822,1309.226,0.000,-2.288,0.000,0.000,0.000,0.000,0.000
3823,1309.557,3.217,3.217,0.000,0.000,0.000,0.000,0.000
3824,1309.888,0.000,-0.820,0.000,0.000,0.000,0.000,0.000
3825,1310.219,3.057,3.057,0.000,0.000,0.000,0.000,0.000
3826,1310.550,0.000,-1.808,0.000,0.000,0.000,0.000,0.000
3827,1310.881,7.032,7.032,0.000,0.000,0.000,0.000,0.000
3828,1311.212,0.000,-1.660,0.000,0.000,0.000,0.000,0.000
3829,1311.543,0.000,-1.264,0.000,0.000,0.000,0.000,0.000
3830,1311.873,0.872,0.872,0.000,0.000,0.000,0.000,0.000
3831,1312.204,0.000,-1.943,0.000,0.000,0.000,0.000,0.000
3832,1312.535,2.044,2.044,0.000,0.000,0.000,0.000,0.000
3833,1312.866,0.000,-1.276,0.000,0.000,0.000,0.000,0.000
3834,1313.197,0.000,-1.808,0.000,0.000,0.000,0.000,0.000
3835,1313.528,0.000,-0.030,0.000,0.000,0.000,0.000,0.000
3836,1313.859,0.000,-1.116,0.000,0.000,0.000,0.000,0.000
3837,1314.190,0.983,0.983,0.000,0.000,0.000,0.000,0.000
3838,1314.521,0.000,-0.709,0.000,0.000,0.000,0.000,0.000
3839,1314.852,0.000,-0.931,0.000,0.000,0.000,0.000,0.000
3840,1315.183,0.155,0.155,0.000,0.000,0.000,0.000,0.000
3841,1315.514,0.000,-1.042,0.000,0.000,0.000,0.000,0.000
3842,1315.845,0.000,-2.300,0.000,0.000,0.000,0.000,0.000
3843,1316.176,0.000,-2.054,0.000,0.000,0.000,0.000,0.000
3844,1316.507,0.000,-2.202,0.000,0.000,0.000,0.000,0.000
3845,1316.837,0.000,-3.264,0.000,0.000,0.000,0.000,0.000
3846,1317.168,0.000,-3.411,0.000,0.000,0.000,0.000,0.000
3847,1317.499,0.921,0.921,0.000,0.000,0.000,0.000,0.000
3848,1317.830,2.773,2.773,0.000,0.000,0.000,0.000,0.000
3849,1318.161,0.000,-1.128,0.000,0.000,0.000,0.000,0.000
3850,1318.492,0.000,-0.079,0.000,0.000,0.000,0.000,0.000
3851,1318.823,0.000,-0.374,0.000,0.000,0.000,0.000,0.000
3852,1319.154,0.000,-1.387,0.000,0.000,0.000,0.000,0.000
3853,1319.485,0.000,-0.906,0.000,0.000,0.000,0.000,0.000
3854,1319.815,2.860,2.860,0.000,0.000,0.000,0.000,0.000
3855,1320.146,2.884,2.884,0.000,0.000,0.000,0.000,0.000
3856,1320.477,0.000,-1.734,0.000,0.000,0.000,0.000,0.000
3857,1320.808,0.798,0.798,0.000,0.000,0.000,0.000,0.000
3858,1321.139,0.000,-1.473,0.000,0.000,0.000,0.000,0.000
3859,1321.470,0.000,-1.202,0.000,0.000,0.000,0.000,0.000
3860,1321.801,0.000,-2.436,0.000,0.000,0.000,0.000,0.000
3861,1322.132,0.000,-1.411,0.000,0.000,0.000,0.000,0.000
3862,1322.462,2.995,2.995,0.000,0.000,0.000,0.000,0.000
3863,1322.793,0.000,-3.362,0.000,0.000,0.000,0.000,0.000
3864,1323.124,0.576,0.576,0.000,0.000,0.000,0.000,0.000
3865,1323.455,0.000,-0.054,0.000,0.000,0.000,0.000,0.000
3866,1323.786,1.539,1.539,0.000,0.000,0.000,0.000,0.000
3867,1324.117,1.032,1.032,0.000,0.000,0.000,0.000,0.000
3868,1324.448,0.000,-3.177,0.000,0.000,0.000,0.000,0.000
3869,1324.778,0.000,-1.239,0.000,0.000,0.000,0.000,0.000
3870,1325.109,0.000,-0.387,0.000,0.000,0.000,0.000,0.000
3871,1325.440,0.000,-3.202,0.000,0.000,0.000,0.000,0.000
3872,1325.771,0.000,-0.608,0.000,0.000,0.000,0.000,0.000
3873,1326.102,0.000,-0.202,0.000,0.000,0.000,0.000,0.000
3874,1326.433,0.000,-0.337,0.000,0.000,0.000,0.000,0.000
3875,1326.763,0.675,0.675,0.000,0.000,0.000,0.000,0.000
3876,1327.094,0.000,-2.300,0.000,0.000,0.000,0.000,0.000
3877,1327.425,3.626,3.626,0.000,0.000,0.000,0.000,0.000
3878,1327.756,0.000,-1.498,0.000,0.000,0.000,0.000,0.000
3879,1328.087,0.000,-0.399,0.000,0.000,0.000,0.000,0.000
3880,1328.417,0.000,-2.214,0.000,0.000,0.000,0.000,0.000
3881,1328.748,0.000,-1.251,0.000,0.000,0.000,0.000,0.000
3882,1329.079,0.000,-1.325,0.000,0.000,0.000,0.000,0.000
3883,1329.410,0.379,0.379,0.000,0.000,0.000,0.000,0.000
3884,1329.741,0.000,-0.732,0.000,0.000,0.000,0.000,0.000
3885,1330.071,0.650,0.650,0.000,0.000,0.000,0.000,0.000
3886,1330.402,0.441,0.441,0.000,0.000,0.000,0.000,0.000
3887,1330.733,0.000,-1.756,0.000,0.000,0.000,0.000,0.000
3888,1331.064,0.000,-1.645,0.000,0.000,0.000,0.000,0.000
3889,1331.395,0.515,0.515,0.000,0.000,0.000,0.000,0.000
3890,1331.725,0.232,0.232,0.000,0.000,0.000,0.000,0.000
3891,1332.056,0.000,-0.658,0.000,0.000,0.000,0.000,0.000
3892,1332.387,2.268,2.268,0.000,0.000,0.000,0.000,0.000
3893,1332.718,0.330,0.330,0.000,0.000,0.000,0.000,0.000
3894,1333.048,2.675,2.675,0.000,0.000,0.000,0.000,0.000
3895,1333.379,0.453,0.453,0.000,0.000,0.000,0.000,0.000
3896,1333.710,0.000,-1.805,0.000,0.000,0.000,0.000,0.000
3897,1334.041,0.441,0.441,0.000,0.000,0.000,0.000,0.000
3898,1334.372,0.000,-1.300,0.000,0.000,0.000,0.000,0.000
3899,1334.702,0.000,-0.793,0.000,0.000,0.000,0.000,0.000
3900,1335.033,2.145,2.145,0.000,0.000,0.000,0.000,0.000
3901,1335.364,0.367,0.367,0.000,0.000,0.000,0.000,0.000
3902,1335.695,0.000,-0.399,0.000,0.000,0.000,0.000,0.000
3903,1336.025,0.404,0.404,0.000,0.000,0.000,0.000,0.000
3904,1336.356,1.613,1.613,0.000,0.000,0.000,0.000,0.000
3905,1336.687,0.367,0.367,0.000,0.000,0.000,0.000,0.000
3906,1337.018,0.000,-0.596,0.000,0.000,0.000,0.000,0.000
