ch,keV,net,fit,model,continuum_raw,Lu-176,Esc-NaI
4719,1658.993,2.794,2.794,0.000,0.000,0.000,0.000
4720,1659.359,0.000,-2.628,0.000,0.000,0.000,0.000
4721,1659.724,0.216,0.216,0.000,0.000,0.000,0.000
4722,1660.089,0.000,-1.891,0.000,0.000,0.000,0.000
4723,1660.454,2.794,2.794,0.000,0.000,0.000,0.000
4724,1660.819,0.109,0.109,0.000,0.000,0.000,0.000
4725,1661.184,9.268,9.268,0.000,0.000,0.000,0.000
4726,1661.549,0.109,0.109,0.000,0.000,0.000,0.000
4727,1661.914,0.000,-0.995,0.000,0.000,0.000,0.000
4728,1662.280,1.214,1.214,0.000,0.000,0.000,0.000
4729,1662.645,2.268,2.268,0.000,0.000,0.000,0.000
4730,1663.010,0.000,-2.574,0.000,0.000,0.000,0.000
4731,1663.375,4.583,4.583,0.000,0.000,0.000,0.000
4732,1663.740,3.583,3.583,0.000,0.000,0.000,0.000
4733,1664.105,2.216,2.216,0.000,0.000,0.000,0.000
4734,1664.471,1.268,1.268,0.000,0.000,0.000,0.000
4735,1664.836,3.635,3.635,0.000,0.000,0.000,0.000
4736,1665.201,0.689,0.689,0.000,0.000,0.000,0.000
4737,1665.566,0.952,0.952,0.000,0.000,0.000,0.000
4738,1665.931,9.005,9.005,0.000,0.000,0.000,0.000
4739,1666.297,0.000,-4.468,0.000,0.000,0.000,0.000
4740,1666.662,3.425,3.425,0.000,0.000,0.000,0.000
4741,1667.027,0.479,0.479,0.000,0.000,0.000,0.000
4742,1667.392,0.000,-3.784,0.000,0.000,0.000,0.000
4743,1667.758,0.000,-1.258,0.000,0.000,0.000,0.000
4744,1668.123,9.057,9.057,0.000,0.000,0.000,0.000
4745,1668.488,0.000,-2.574,0.000,0.000,0.000,0.000
4746,1668.853,5.583,5.583,0.000,0.000,0.000,0.000
4747,1669.219,0.000,-4.889,0.000,0.000,0.000,0.000
4748,1669.584,6.531,6.531,0.000,0.000,0.000,0.000
4749,1669.949,0.000,-4.837,0.000,0.000,0.000,0.000
4750,1670.314,6.583,6.583,0.000,0.000,0.000,0.000
4751,1670.680,0.637,0.637,0.000,0.000,0.000,0.000
4752,1671.045,0.000,-5.363,0.000,0.000,0.000,0.000
4753,1671.410,7.583,7.583,0.000,0.000,0.000,0.000
4754,1671.775,0.000,-6.784,0.000,0.000,0.000,0.000
4755,1672.141,0.000,-2.784,0.000,0.000,0.000,0.000
4756,1672.506,1.479,1.479,0.000,0.000,0.000,0.000
4757,1672.871,0.000,-2.837,0.000,0.000,0.000,0.000
4758,1673.237,3.005,3.005,0.000,0.000,0.000,0.000
4759,1673.602,0.000,-5.363,0.000,0.000,0.000,0.000
4760,1673.967,0.005,0.005,0.000,0.000,0.000,0.000
4761,1674.333,0.000,-6.154,0.000,0.000,0.000,0.000
4762,1674.698,3.794,3.794,0.000,0.000,0.000,0.000
4763,1675.063,0.000,-1.784,0.000,0.000,0.000,0.000
4764,1675.428,6.057,6.057,0.000,0.000,0.000,0.000
4765,1675.794,3.057,3.057,0.000,0.000,0.000,0.000
4766,1676.159,0.000,-0.521,0.000,0.000,0.000,0.000
4767,1676.525,1.531,1.531,0.000,0.000,0.000,0.000
4768,1676.890,0.000,-0.100,0.000,0.000,0.000,0.000
4769,1677.255,0.000,-0.574,0.000,0.000,0.000,0.000
4770,1677.621,0.000,-4.469,0.000,0.000,0.000,0.000
4771,1677.986,0.000,-5.784,0.000,0.000,0.000,0.000
4772,1678.351,2.320,2.320,0.000,0.000,0.000,0.000
4773,1678.717,0.000,-0.837,0.000,0.000,0.000,0.000
4774,1679.082,4.322,4.322,0.000,0.000,0.000,0.000
4775,1679.447,1.742,1.742,0.000,0.000,0.000,0.000
4776,1679.813,0.000,-1.469,0.000,0.000,0.000,0.000
4777,1680.178,4.742,4.742,0.000,0.000,0.000,0.000
4778,1680.544,4.479,4.479,0.000,0.000,0.000,0.000
4779,1680.909,6.320,6.320,0.000,0.000,0.000,0.000
4780,1681.274,0.000,-0.048,0.000,0.000,0.000,0.000
4781,1681.640,0.000,-6.152,0.000,0.000,0.000,0.000
4782,1682.005,6.689,6.689,0.000,0.000,0.000,0.000
4783,1682.371,1.637,1.637,0.000,0.000,0.000,0.000
4784,1682.736,0.000,-3.417,0.000,0.000,0.000,0.000
4785,1683.102,0.000,-7.204,0.000,0.000,0.000,0.000
4786,1683.467,0.000,-5.784,0.000,0.000,0.000,0.000
4787,1683.832,7.005,7.005,0.000,0.000,0.000,0.000
4788,1684.198,2.742,2.742,0.000,0.000,0.000,0.000
4789,1684.563,0.000,-4.837,0.000,0.000,0.000,0.000
4790,1684.929,4.742,4.742,0.000,0.000,0.000,0.000
4791,1685.294,0.000,-4.837,0.000,0.000,0.000,0.000
4792,1685.660,2.479,2.479,0.000,0.000,0.000,0.000
4793,1686.025,1.900,1.900,0.000,0.000,0.000,0.000
4794,1686.391,0.000,-2.469,0.000,0.000,0.000,0.000
4795,1686.756,0.000,-0.258,0.000,0.000,0.000,0.000
4796,1687.122,1.583,1.583,0.000,0.000,0.000,0.000
4797,1687.487,6.899,6.899,0.000,0.000,0.000,0.000
4798,1687.853,6.742,6.742,0.000,0.000,0.000,0.000
4799,1688.218,0.000,-9.363,0.000,0.000,0.000,0.000
4800,1688.584,0.000,-5.468,0.000,0.000,0.000,0.000
4801,1688.949,4.635,4.635,0.000,0.000,0.000,0.000
4802,1689.315,8.005,8.005,0.000,0.000,0.000,0.000
4803,1689.680,0.000,-5.941,0.000,0.000,0.000,0.000
4804,1690.046,0.000,-0.204,0.000,0.000,0.000,0.000
4805,1690.411,1.163,1.163,0.000,0.000,0.000,0.000
4806,1690.777,0.000,-0.204,0.000,0.000,0.000,0.000
4807,1691.142,0.000,-0.363,0.000,0.000,0.000,0.000
4808,1691.508,0.000,-3.152,0.000,0.000,0.000,0.000
4809,1691.873,2.374,2.374,0.000,0.000,0.000,0.000
4810,1692.239,4.059,4.059,0.000,0.000,0.000,0.000
4811,1692.605,0.742,0.742,0.000,0.000,0.000,0.000
4812,1692.970,0.532,0.532,0.000,0.000,0.000,0.000
4813,1693.336,0.000,-5.889,0.000,0.000,0.000,0.000
4814,1693.701,0.000,-1.889,0.000,0.000,0.000,0.000
4815,1694.067,0.374,0.374,0.000,0.000,0.000,0.000
4816,1694.432,0.000,-3.889,0.000,0.000,0.000,0.000
4817,1694.798,0.796,0.796,0.000,0.000,0.000,0.000
4818,1695.164,0.000,-13.414,0.000,0.000,0.000,0.000
4819,1695.529,0.000,-6.309,0.000,0.000,0.000,0.000
4820,1695.895,2.742,2.742,0.000,0.000,0.000,0.000
4821,1696.261,0.000,-10.046,0.000,0.000,0.000,0.000
4822,1696.626,0.000,-6.572,0.000,0.000,0.000,0.000
4823,1696.992,0.000,-4.574,0.000,0.000,0.000,0.000
4824,1697.357,0.000,-7.414,0.000,0.000,0.000,0.000
4825,1697.723,0.000,-2.889,0.000,0.000,0.000,0.000
4826,1698.089,0.000,-4.152,0.000,0.000,0.000,0.000
4827,1698.454,0.000,-3.415,0.000,0.000,0.000,0.000
4828,1698.820,2.846,2.846,0.000,0.000,0.000,0.000
4829,1699.186,1.006,1.006,0.000,0.000,0.000,0.000
4830,1699.551,0.000,-5.889,0.000,0.000,0.000,0.000
4831,1699.917,0.000,-0.468,0.000,0.000,0.000,0.000
4832,1700.283,0.000,-4.048,0.000,0.000,0.000,0.000
4833,1700.648,1.585,1.585,0.000,0.000,0.000,0.000
4834,1701.014,6.635,6.635,0.000,0.000,0.000,0.000
4835,1701.380,0.000,-2.363,0.000,0.000,0.000,0.000
4836,1701.745,1.426,1.426,0.000,0.000,0.000,0.000
4837,1702.111,0.000,-3.046,0.000,0.000,0.000,0.000
4838,1702.477,2.479,2.479,0.000,0.000,0.000,0.000
4839,1702.842,0.000,-10.468,0.000,0.000,0.000,0.000
4840,1703.208,0.000,-1.204,0.000,0.000,0.000,0.000
4841,1703.574,2.900,2.900,0.000,0.000,0.000,0.000
4842,1703.939,0.000,-4.520,0.000,0.000,0.000,0.000
4843,1704.305,0.000,-5.415,0.000,0.000,0.000,0.000
4844,1704.671,0.480,0.480,0.000,0.000,0.000,0.000
4845,1705.037,3.585,3.585,0.000,0.000,0.000,0.000
4846,1705.402,0.000,-3.837,0.000,0.000,0.000,0.000
4847,1705.768,6.322,6.322,0.000,0.000,0.000,0.000
4848,1706.134,0.000,-5.889,0.000,0.000,0.000,0.000
4849,1706.500,8.952,8.952,0.000,0.000,0.000,0.000
4850,1706.865,0.743,0.743,0.000,0.000,0.000,0.000
4851,1707.231,0.163,0.163,0.000,0.000,0.000,0.000
4852,1707.597,0.000,-1.152,0.000,0.000,0.000,0.000
4853,1707.963,0.000,-0.783,0.000,0.000,0.000,0.000
4854,1708.328,11.952,11.952,0.000,0.000,0.000,0.000
4855,1708.694,0.000,-2.048,0.000,0.000,0.000,0.000
4856,1709.060,0.000,-2.678,0.000,0.000,0.000,0.000
4857,1709.426,0.000,-2.994,0.000,0.000,0.000,0.000
4858,1709.792,5.689,5.689,0.000,0.000,0.000,0.000
4859,1710.157,9.059,9.059,0.000,0.000,0.000,0.000
4860,1710.523,0.849,0.849,0.000,0.000,0.000,0.000
4861,1710.889,1.743,1.743,0.000,0.000,0.000,0.000
4862,1711.255,0.000,-0.994,0.000,0.000,0.000,0.000
4863,1711.621,0.000,-0.311,0.000,0.000,0.000,0.000
4864,1711.986,0.000,-2.941,0.000,0.000,0.000,0.000
4865,1712.352,0.000,-3.835,0.000,0.000,0.000,0.000
4866,1712.718,4.848,4.848,0.000,0.000,0.000,0.000
4867,1713.084,10.796,10.796,0.000,0.000,0.000,0.000
4868,1713.450,0.000,-2.309,0.000,0.000,0.000,0.000
4869,1713.816,0.000,-6.940,0.000,0.000,0.000,0.000
4870,1714.181,2.163,2.163,0.000,0.000,0.000,0.000
4871,1714.547,4.743,4.743,0.000,0.000,0.000,0.000
4872,1714.913,0.532,0.532,0.000,0.000,0.000,0.000
4873,1715.279,0.000,-9.887,0.000,0.000,0.000,0.000
4874,1715.645,0.000,-2.729,0.000,0.000,0.000,0.000
4875,1716.011,3.111,3.111,0.000,0.000,0.000,0.000
4876,1716.377,0.796,0.796,0.000,0.000,0.000,0.000
4877,1716.743,1.165,1.165,0.000,0.000,0.000,0.000
4878,1717.108,0.000,-3.624,0.000,0.000,0.000,0.000
4879,1717.474,0.000,-4.572,0.000,0.000,0.000,0.000
4880,1717.840,0.000,-0.889,0.000,0.000,0.000,0.000
4881,1718.206,0.000,-6.414,0.000,0.000,0.000,0.000
4882,1718.572,6.374,6.374,0.000,0.000,0.000,0.000
4883,1718.938,0.000,-9.098,0.000,0.000,0.000,0.000
4884,1719.304,0.639,0.639,0.000,0.000,0.000,0.000
4885,1719.670,0.000,-6.152,0.000,0.000,0.000,0.000
4886,1720.036,10.952,10.952,0.000,0.000,0.000,0.000
4887,1720.402,5.269,5.269,0.000,0.000,0.000,0.000
4888,1720.768,6.743,6.743,0.000,0.000,0.000,0.000
4889,1721.134,7.428,7.428,0.000,0.000,0.000,0.000
4890,1721.500,0.000,-4.941,0.000,0.000,0.000,0.000
4891,1721.865,1.322,1.322,0.000,0.000,0.000,0.000
4892,1722.231,3.532,3.532,0.000,0.000,0.000,0.000
4893,1722.597,6.269,6.269,0.000,0.000,0.000,0.000
4894,1722.963,2.111,2.111,0.000,0.000,0.000,0.000
4895,1723.329,0.000,-9.414,0.000,0.000,0.000,0.000
4896,1723.695,7.059,7.059,0.000,0.000,0.000,0.000
4897,1724.061,0.000,-3.572,0.000,0.000,0.000,0.000
4898,1724.427,0.849,0.849,0.000,0.000,0.000,0.000
4899,1724.793,8.217,8.217,0.000,0.000,0.000,0.000
4900,1725.159,4.796,4.796,0.000,0.000,0.000,0.000
4901,1725.525,0.000,-9.466,0.000,0.000,0.000,0.000
4902,1725.891,1.639,1.639,0.000,0.000,0.000,0.000
4903,1726.257,3.954,3.954,0.000,0.000,0.000,0.000
4904,1726.623,0.000,-1.994,0.000,0.000,0.000,0.000
4905,1726.989,0.000,-4.203,0.000,0.000,0.000,0.000
4906,1727.355,3.217,3.217,0.000,0.000,0.000,0.000
4907,1727.721,0.000,-2.414,0.000,0.000,0.000,0.000
4908,1728.087,0.000,-6.255,0.000,0.000,0.000,0.000
4909,1728.454,2.743,2.743,0.000,0.000,0.000,0.000
4910,1728.820,0.000,-1.941,0.000,0.000,0.000,0.000
4911,1729.186,0.000,-4.624,0.000,0.000,0.000,0.000
4912,1729.552,0.322,0.322,0.000,0.000,0.000,0.000
4913,1729.918,10.059,10.059,0.000,0.000,0.000,0.000
4914,1730.284,0.000,-3.941,0.000,0.000,0.000,0.000
4915,1730.650,7.954,7.954,0.000,0.000,0.000,0.000
4916,1731.016,0.639,0.639,0.000,0.000,0.000,0.000
4917,1731.382,0.000,-2.046,0.000,0.000,0.000,0.000
4918,1731.748,1.586,1.586,0.000,0.000,0.000,0.000
4919,1732.114,0.376,0.376,0.000,0.000,0.000,0.000
4920,1732.480,0.000,-5.414,0.000,0.000,0.000,0.000
4921,1732.846,0.000,-8.044,0.000,0.000,0.000,0.000
4922,1733.213,0.000,-2.255,0.000,0.000,0.000,0.000
4923,1733.579,0.000,-1.572,0.000,0.000,0.000,0.000
4924,1733.945,0.000,-3.414,0.000,0.000,0.000,0.000
4925,1734.311,0.000,-5.886,0.000,0.000,0.000,0.000
4926,1734.677,0.000,-1.309,0.000,0.000,0.000,0.000
4927,1735.043,0.000,-4.677,0.000,0.000,0.000,0.000
4928,1735.409,12.745,12.745,0.000,0.000,0.000,0.000
4929,1735.775,0.000,-2.414,0.000,0.000,0.000,0.000
4930,1736.142,0.000,-3.783,0.000,0.000,0.000,0.000
4931,1736.508,0.693,0.693,0.000,0.000,0.000,0.000
4932,1736.874,0.586,0.586,0.000,0.000,0.000,0.000
4933,1737.240,0.691,0.691,0.000,0.000,0.000,0.000
4934,1737.606,9.480,9.480,0.000,0.000,0.000,0.000
4935,1737.972,0.000,-6.886,0.000,0.000,0.000,0.000
4936,1738.339,0.000,-1.729,0.000,0.000,0.000,0.000
4937,1738.705,6.376,6.376,0.000,0.000,0.000,0.000
4938,1739.071,0.000,-6.203,0.000,0.000,0.000,0.000
4939,1739.437,1.217,1.217,0.000,0.000,0.000,0.000
4940,1739.803,0.008,0.008,0.000,0.000,0.000,0.000
4941,1740.169,3.113,3.113,0.000,0.000,0.000,0.000
4942,1740.536,1.428,1.428,0.000,0.000,0.000,0.000
4943,1740.902,0.000,-0.677,0.000,0.000,0.000,0.000
4944,1741.268,0.000,-10.203,0.000,0.000,0.000,0.000
4945,1741.634,1.954,1.954,0.000,0.000,0.000,0.000
4946,1742.001,1.745,1.745,0.000,0.000,0.000,0.000
4947,1742.367,2.586,2.586,0.000,0.000,0.000,0.000
4948,1742.733,7.849,7.849,0.000,0.000,0.000,0.000
4949,1743.099,1.376,1.376,0.000,0.000,0.000,0.000
4950,1743.465,6.376,6.376,0.000,0.000,0.000,0.000
4951,1743.832,0.000,-5.044,0.000,0.000,0.000,0.000
4952,1744.198,4.163,4.163,0.000,0.000,0.000,0.000
4953,1744.564,0.691,0.691,0.000,0.000,0.000,0.000
4954,1744.931,4.586,4.586,0.000,0.000,0.000,0.000
4955,1745.297,0.956,0.956,0.000,0.000,0.000,0.000
4956,1745.663,1.111,1.111,0.000,0.000,0.000,0.000
4957,1746.029,9.532,9.532,0.000,0.000,0.000,0.000
4958,1746.396,0.000,-3.309,0.000,0.000,0.000,0.000
4959,1746.762,7.217,7.217,0.000,0.000,0.000,0.000
4960,1747.128,0.000,-4.414,0.000,0.000,0.000,0.000
4961,1747.494,5.111,5.111,0.000,0.000,0.000,0.000
4962,1747.861,0.000,-0.151,0.000,0.000,0.000,0.000
4963,1748.227,0.000,-2.835,0.000,0.000,0.000,0.000
4964,1748.593,0.000,-7.307,0.000,0.000,0.000,0.000
4965,1748.960,7.743,7.743,0.000,0.000,0.000,0.000
4966,1749.326,0.000,-8.992,0.000,0.000,0.000,0.000
4967,1749.692,1.006,1.006,0.000,0.000,0.000,0.000
4968,1750.059,0.954,0.954,0.000,0.000,0.000,0.000
4969,1750.425,0.000,-0.886,0.000,0.000,0.000,0.000
4970,1750.791,0.000,-5.151,0.000,0.000,0.000,0.000
4971,1751.158,0.000,-8.571,0.000,0.000,0.000,0.000
4972,1751.524,5.374,5.374,0.000,0.000,0.000,0.000
4973,1751.890,1.954,1.954,0.000,0.000,0.000,0.000
4974,1752.257,5.848,5.848,0.000,0.000,0.000,0.000
4975,1752.623,2.639,2.639,0.000,0.000,0.000,0.000
4976,1752.990,3.849,3.849,0.000,0.000,0.000,0.000
4977,1753.356,3.639,3.639,0.000,0.000,0.000,0.000
4978,1753.722,0.000,-1.149,0.000,0.000,0.000,0.000
4979,1754.089,6.902,6.902,0.000,0.000,0.000,0.000
4980,1754.455,0.000,-4.255,0.000,0.000,0.000,0.000
4981,1754.821,0.000,-0.992,0.000,0.000,0.000,0.000
4982,1755.188,13.480,13.480,0.000,0.000,0.000,0.000
4983,1755.554,0.000,-8.518,0.000,0.000,0.000,0.000
4984,1755.921,1.796,1.796,0.000,0.000,0.000,0.000
4985,1756.287,0.586,0.586,0.000,0.000,0.000,0.000
4986,1756.654,0.000,-3.046,0.000,0.000,0.000,0.000
4987,1757.020,0.000,-6.361,0.000,0.000,0.000,0.000
4988,1757.386,0.000,-7.677,0.000,0.000,0.000,0.000
4989,1757.753,0.000,-9.046,0.000,0.000,0.000,0.000
4990,1758.119,5.376,5.376,0.000,0.000,0.000,0.000
4991,1758.486,0.000,-4.518,0.000,0.000,0.000,0.000
4992,1758.852,3.693,3.693,0.000,0.000,0.000,0.000
4993,1759.219,0.000,-1.520,0.000,0.000,0.000,0.000
4994,1759.585,0.000,-1.677,0.000,0.000,0.000,0.000
4995,1759.952,3.586,3.586,0.000,0.000,0.000,0.000
4996,1760.318,0.000,-18.255,0.000,0.000,0.000,0.000
4997,1760.684,3.797,3.797,0.000,0.000,0.000,0.000
4998,1761.051,0.000,-4.098,0.000,0.000,0.000,0.000
4999,1761.417,0.000,-0.520,0.000,0.000,0.000,0.000
5000,1761.784,4.217,4.217,0.000,0.000,0.000,0.000
5001,1762.150,0.000,-5.098,0.000,0.000,0.000,0.000
5002,1762.517,0.000,-1.520,0.000,0.000,0.000,0.000
5003,1762.883,7.217,7.217,0.000,0.000,0.000,0.000
5004,1763.250,0.000,-8.992,0.000,0.000,0.000,0.000
5005,1763.616,0.000,-4.783,0.000,0.000,0.000,0.000
5006,1763.983,0.000,-7.677,0.000,0.000,0.000,0.000
5007,1764.349,0.000,-7.204,0.000,0.000,0.000,0.000
5008,1764.716,0.000,-5.044,0.000,0.000,0.000,0.000
5009,1765.083,3.534,3.534,0.000,0.000,0.000,0.000
5010,1765.449,5.902,5.902,0.000,0.000,0.000,0.000
5011,1765.816,1.534,1.534,0.000,0.000,0.000,0.000
5012,1766.182,0.000,-2.835,0.000,0.000,0.000,0.000
5013,1766.549,5.902,5.902,0.000,0.000,0.000,0.000
5014,1766.915,0.000,-4.203,0.000,0.000,0.000,0.000
5015,1767.282,3.796,3.796,0.000,0.000,0.000,0.000
5016,1767.648,0.000,-1.835,0.000,0.000,0.000,0.000
5017,1768.015,0.000,-1.203,0.000,0.000,0.000,0.000
5018,1768.382,2.639,2.639,0.000,0.000,0.000,0.000
5019,1768.748,0.000,-5.781,0.000,0.000,0.000,0.000
5020,1769.115,5.059,5.059,0.000,0.000,0.000,0.000
5021,1769.481,4.219,4.219,0.000,0.000,0.000,0.000
5022,1769.848,0.219,0.219,0.000,0.000,0.000,0.000
5023,1770.215,0.000,-7.518,0.000,0.000,0.000,0.000
5024,1770.581,7.059,7.059,0.000,0.000,0.000,0.000
5025,1770.948,6.217,6.217,0.000,0.000,0.000,0.000
5026,1771.314,13.374,13.374,0.000,0.000,0.000,0.000
5027,1771.681,0.000,-7.518,0.000,0.000,0.000,0.000
5028,1772.048,7.111,7.111,0.000,0.000,0.000,0.000
5029,1772.414,0.000,-6.783,0.000,0.000,0.000,0.000
5030,1772.781,1.059,1.059,0.000,0.000,0.000,0.000
5031,1773.148,0.000,-2.098,0.000,0.000,0.000,0.000
5032,1773.514,6.848,6.848,0.000,0.000,0.000,0.000
5033,1773.881,0.000,-5.152,0.000,0.000,0.000,0.000
5034,1774.247,0.691,0.691,0.000,0.000,0.000,0.000
5035,1774.614,1.269,1.269,0.000,0.000,0.000,0.000
5036,1774.981,1.532,1.532,0.000,0.000,0.000,0.000
5037,1775.347,2.480,2.480,0.000,0.000,0.000,0.000
5038,1775.714,9.006,9.006,0.000,0.000,0.000,0.000
5039,1776.081,0.000,-0.466,0.000,0.000,0.000,0.000
5040,1776.448,4.216,4.216,0.000,0.000,0.000,0.000
5041,1776.814,1.586,1.586,0.000,0.000,0.000,0.000
5042,1777.181,4.691,4.691,0.000,0.000,0.000,0.000
5043,1777.548,10.532,10.532,0.000,0.000,0.000,0.000
5044,1777.914,8.269,8.269,0.000,0.000,0.000,0.000
5045,1778.281,2.954,2.954,0.000,0.000,0.000,0.000
5046,1778.648,0.000,-0.624,0.000,0.000,0.000,0.000
5047,1779.014,0.000,-7.046,0.000,0.000,0.000,0.000
5048,1779.381,7.059,7.059,0.000,0.000,0.000,0.000
5049,1779.748,10.163,10.163,0.000,0.000,0.000,0.000
5050,1780.115,2.743,2.743,0.000,0.000,0.000,0.000
5051,1780.481,12.269,12.269,0.000,0.000,0.000,0.000
5052,1780.848,7.426,7.426,0.000,0.000,0.000,0.000
5053,1781.215,4.005,4.005,0.000,0.000,0.000,0.000
5054,1781.582,4.848,4.848,0.000,0.000,0.000,0.000
5055,1781.948,0.000,-3.574,0.000,0.000,0.000,0.000
5056,1782.315,5.322,5.322,0.000,0.000,0.000,0.000
5057,1782.682,2.479,2.479,0.000,0.000,0.000,0.000
5058,1783.049,0.000,-3.574,0.000,0.000,0.000,0.000
5059,1783.415,0.000,-0.311,0.000,0.000,0.000,0.000
5060,1783.782,0.000,-2.994,0.000,0.000,0.000,0.000
5061,1784.149,0.000,-1.520,0.000,0.000,0.000,0.000
5062,1784.516,0.000,-0.363,0.000,0.000,0.000,0.000
5063,1784.883,0.111,0.111,0.000,0.000,0.000,0.000
5064,1785.249,12.216,12.216,0.000,0.000,0.000,0.000
5065,1785.616,2.637,2.637,0.000,0.000,0.000,0.000
5066,1785.983,0.000,-3.889,0.000,0.000,0.000,0.000
5067,1786.350,0.000,-2.624,0.000,0.000,0.000,0.000
5068,1786.717,0.000,-0.574,0.000,0.000,0.000,0.000
5069,1787.084,0.000,-5.414,0.000,0.000,0.000,0.000
5070,1787.450,1.059,1.059,0.000,0.000,0.000,0.000
5071,1787.817,0.000,-0.941,0.000,0.000,0.000,0.000
5072,1788.184,0.000,-2.837,0.000,0.000,0.000,0.000
5073,1788.551,4.005,4.005,0.000,0.000,0.000,0.000
5074,1788.918,0.000,-5.468,0.000,0.000,0.000,0.000
5075,1789.285,0.000,-6.678,0.000,0.000,0.000,0.000
5076,1789.651,8.796,8.796,0.000,0.000,0.000,0.000
5077,1790.018,4.216,4.216,0.000,0.000,0.000,0.000
5078,1790.385,4.637,4.637,0.000,0.000,0.000,0.000
5079,1790.752,0.000,-4.204,0.000,0.000,0.000,0.000
5080,1791.119,1.794,1.794,0.000,0.000,0.000,0.000
5081,1791.486,2.059,2.059,0.000,0.000,0.000,0.000
5082,1791.853,0.000,-3.678,0.000,0.000,0.000,0.000
5083,1792.220,0.743,0.743,0.000,0.000,0.000,0.000
5084,1792.587,5.111,5.111,0.000,0.000,0.000,0.000
5085,1792.953,0.000,-3.574,0.000,0.000,0.000,0.000
5086,1793.320,2.057,2.057,0.000,0.000,0.000,0.000
5087,1793.687,0.796,0.796,0.000,0.000,0.000,0.000
5088,1794.054,1.268,1.268,0.000,0.000,0.000,0.000
5089,1794.421,0.000,-1.100,0.000,0.000,0.000,0.000
5090,1794.788,3.479,3.479,0.000,0.000,0.000,0.000
5091,1795.155,3.479,3.479,0.000,0.000,0.000,0.000
5092,1795.522,0.000,-0.311,0.000,0.000,0.000,0.000
5093,1795.889,2.109,2.109,0.000,0.000,0.000,0.000
5094,1796.256,6.426,6.426,0.000,0.000,0.000,0.000
5095,1796.623,0.000,-0.048,0.000,0.000,0.000,0.000
5096,1796.990,0.000,-1.941,0.000,0.000,0.000,0.000
5097,1797.357,0.000,-4.837,0.000,0.000,0.000,0.000
5098,1797.724,0.000,-0.048,0.000,0.000,0.000,0.000
5099,1798.091,0.000,-1.415,0.000,0.000,0.000,0.000
5100,1798.458,0.109,0.109,0.000,0.000,0.000,0.000
5101,1798.825,1.796,1.796,0.000,0.000,0.000,0.000
5102,1799.192,0.000,-2.680,0.000,0.000,0.000,0.000
5103,1799.559,0.000,-2.891,0.000,0.000,0.000,0.000
5104,1799.926,5.268,5.268,0.000,0.000,0.000,0.000
5105,1800.293,0.479,0.479,0.000,0.000,0.000,0.000
5106,1800.660,7.372,7.372,0.000,0.000,0.000,0.000
5107,1801.027,2.479,2.479,0.000,0.000,0.000,0.000
5108,1801.394,0.000,-0.363,0.000,0.000,0.000,0.000
5109,1801.761,2.742,2.742,0.000,0.000,0.000,0.000
5110,1802.128,8.216,8.216,0.000,0.000,0.000,0.000
5111,1802.495,2.794,2.794,0.000,0.000,0.000,0.000
5112,1802.862,0.000,-1.995,0.000,0.000,0.000,0.000
5113,1803.229,0.372,0.372,0.000,0.000,0.000,0.000
5114,1803.596,0.005,0.005,0.000,0.000,0.000,0.000
5115,1803.963,0.000,-0.680,0.000,0.000,0.000,0.000
5116,1804.330,0.000,-4.521,0.000,0.000,0.000,0.000
5117,1804.697,7.109,7.109,0.000,0.000,0.000,0.000
5118,1805.064,0.000,-2.889,0.000,0.000,0.000,0.000
5119,1805.431,0.000,-0.732,0.000,0.000,0.000,0.000
5120,1805.798,0.000,-4.048,0.000,0.000,0.000,0.000
5121,1806.165,0.000,-4.417,0.000,0.000,0.000,0.000
5122,1806.532,0.268,0.268,0.000,0.000,0.000,0.000
5123,1806.899,0.000,-5.469,0.000,0.000,0.000,0.000
5124,1807.267,2.479,2.479,0.000,0.000,0.000,0.000
5125,1807.634,0.163,0.163,0.000,0.000,0.000,0.000
5126,1808.001,3.583,3.583,0.000,0.000,0.000,0.000
5127,1808.368,1.214,1.214,0.000,0.000,0.000,0.000
5128,1808.735,0.000,-7.943,0.000,0.000,0.000,0.000
5129,1809.102,4.846,4.846,0.000,0.000,0.000,0.000
5130,1809.469,0.583,0.583,0.000,0.000,0.000,0.000
5131,1809.836,0.320,0.320,0.000,0.000,0.000,0.000
5132,1810.204,0.000,-1.101,0.000,0.000,0.000,0.000
5133,1810.571,0.000,-0.628,0.000,0.000,0.000,0.000
5134,1810.938,0.000,-4.258,0.000,0.000,0.000,0.000
5135,1811.305,1.740,1.740,0.000,0.000,0.000,0.000
5136,1811.672,0.000,-0.943,0.000,0.000,0.000,0.000
5137,1812.039,0.000,-1.680,0.000,0.000,0.000,0.000
5138,1812.406,0.000,-4.469,0.000,0.000,0.000,0.000
5139,1812.774,3.055,3.055,0.000,0.000,0.000,0.000
5140,1813.141,0.000,-3.680,0.000,0.000,0.000,0.000
5141,1813.508,2.268,2.268,0.000,0.000,0.000,0.000
5142,1813.875,0.000,-0.154,0.000,0.000,0.000,0.000
5143,1814.242,0.000,-4.154,0.000,0.000,0.000,0.000
5144,1814.610,5.899,5.899,0.000,0.000,0.000,0.000
5145,1814.977,0.000,-6.206,0.000,0.000,0.000,0.000
5146,1815.344,0.000,-0.154,0.000,0.000,0.000,0.000
5147,1815.711,0.000,-0.101,0.000,0.000,0.000,0.000
5148,1816.078,8.266,8.266,0.000,0.000,0.000,0.000
